ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Comment	Source
Fuzhou_HAND_1	Fuzhou	fuzh1239	cdo	HAND	手	tsʰieu³²	t sʰ i e u ³ ²	tsʰieu³²	HAND_1		Liu2007
Xiamen_HAND_1	Xiamen	xiam1236	cdo	HAND	手	tsʰiu⁵³	t sʰ i u ⁵ ³	tsʰiu⁵³	HAND_1		Liu2007
Beijing_TREE_1	Beijing	beij1234	cmn	TREE	树	ʂu⁵¹	ʂ u ⁵ ¹	ʂu⁵¹	TREE_1		Liu2007
Haerbin_TREE_1	Ha'erbin	haer1234	cmn	TREE	树	ʂu⁵³	ʂ u ⁵ ³	ʂu⁵³	TREE_1		Liu2007
Jinan_TREE_1	Jinan	jina1245	cmn	TREE	树	ʂu³¹	ʂ u ³ ¹	ʂu³¹	TREE_1		Liu2007
Rongcheng_TREE_1	Rongcheng	rong1271	cmn	TREE	树	ʃy³³⁴	ʃ y ³ ³ ⁴	ʃy³³⁴	TREE_1		Liu2007
Taiyuan_TREE_1	Taiyuan	taiy1243	cjy	TREE	树	su⁴⁵	s u ⁴ ⁵	su⁴⁵	TREE_1		Liu2007
XiAn_TREE_1	Xi'an	xian1253	cmn	TREE	树	fu⁴⁴	f u ⁴ ⁴	fu⁴⁴	TREE_1		Liu2007
Chengdu_TREE_1	Chengdu	chen1267	cmn	TREE	树	su²¹³	s u ² ¹ ³	su²¹³	TREE_1		Liu2007
Nanjing_TREE_1	Nanjing	nanj1234	cmn	TREE	树	su⁴⁴	s u ⁴ ⁴	su⁴⁴	TREE_1		Liu2007
Jixi_TREE_1	Jixi	jixi1238	czh	TREE	树	ɕy³¹	ɕ y ³ ¹	ɕy³¹	TREE_1		Liu2007
Suzhou_TREE_1	Suzhou	suzh1234	wuu	TREE	树	zʯ²³¹	z ʯ ² ³ ¹	zʯ²³¹	TREE_1		Liu2007
Wenzhou_TREE_1	Wenzhou	ouji1238	wuu	TREE	树	zz̩²²	z z̩ ² ²	zɿ²²	TREE_1		Liu2007
Changsha_TREE_1	Changsha	chan1326	hsn	TREE	树	ɕy¹¹	ɕ y ¹ ¹	ɕy¹¹	TREE_1		Liu2007
Loudi_TREE_1	Loudi	loud1234	hsn	TREE	树	ʑy¹¹	ʑ y ¹ ¹	ʑy¹¹	TREE_1		Liu2007
Nanchang_TREE_1	Nanchang	nanc1254	gan	TREE	树	su²¹	s u ² ¹	su²¹	TREE_1		Liu2007
Meixian_TREE_2	Meixian	yuet1238	hak	TREE	树	su⁵⁵ ve⁰	s u ⁵ ⁵   v e ⁰	su⁵⁵ ve⁰	TREE_2		Liu2007
Guilin_TREE_1	Guilin	guil1241	cnp	TREE	树	ɕy²¹	ɕ y ² ¹	ɕy²¹	TREE_1		Liu2007
Guangzhou_TREE_1	Guangzhou	guan1279	yue	TREE	树	sy²²	s y ² ²	sy²²	TREE_1		Liu2007
Fuzhou_TREE_1	Fuzhou	fuzh1239	cdo	TREE	树	tsʰieu²¹²	t sʰ i e u ² ¹ ²	tsʰieu²¹²	TREE_1		Liu2007
Xiamen_TREE_1	Xiamen	xiam1236	cdo	TREE	树	tsʰiu²²	t sʰ i u ² ²	tsʰiu²²	TREE_1		Liu2007
Beijing_BARK_1	Beijing	beij1234	cmn	BARK	树皮	ʂu⁵¹⁻⁵³ pʰiər³⁵	ʂ u ⁵ ¹ ⁻ ⁵ ³   pʰ i ə r ³ ⁵	ʂu⁵¹⁻⁵³ pʰiər³⁵	BARK_1		Liu2007
Haerbin_BARK_1	Ha'erbin	haer1234	cmn	BARK	树皮	ʂu⁵³ pʰi²⁴	ʂ u ⁵ ³   pʰ i ² ⁴	ʂu⁵³ pʰi²⁴	BARK_1		Liu2007
Jinan_BARK_1	Jinan	jina1245	cmn	BARK	树皮	ʂu³¹ pʰi⁵³	ʂ u ³ ¹   pʰ i ⁵ ³	ʂu³¹ pʰi⁵³	BARK_1		Liu2007
Rongcheng_BARK_1	Rongcheng	rong1271	cmn	BARK	树皮	ʃy³³⁴⁻³ pʰi³⁵	ʃ y ³ ³ ⁴ ⁻ ³   pʰ i ³ ⁵	ʃy³³⁴⁻³ pʰi³⁵	BARK_1		Liu2007
Taiyuan_BARK_1	Taiyuan	taiy1243	cjy	BARK	树皮	su⁴⁵ pʰi²¹	s u ⁴ ⁵   pʰ i ² ¹	su⁴⁵ pʰi²¹	BARK_1		Liu2007
XiAn_BARK_1	Xi'an	xian1253	cmn	BARK	树皮	fu⁴⁴ pʰi²⁴	f u ⁴ ⁴   pʰ i ² ⁴	fu⁴⁴ pʰi²⁴	BARK_1		Liu2007
Chengdu_BARK_1	Chengdu	chen1267	cmn	BARK	树皮	su²¹³ pʰi²¹	s u ² ¹ ³   pʰ i ² ¹	su²¹³ pʰi²¹	BARK_1		Liu2007
Nanjing_BARK_1	Nanjing	nanj1234	cmn	BARK	树皮	su⁴⁴⁻⁴² pʰi¹³	s u ⁴ ⁴ ⁻ ⁴ ²   pʰ i ¹ ³	su⁴⁴⁻⁴² pʰi¹³	BARK_1		Liu2007
Jixi_BARK_1	Jixi	jixi1238	czh	BARK	树皮	ɕy³¹⁻⁵³ pʰz̩⁴⁴	ɕ y ³ ¹ ⁻ ⁵ ³   pʰ z̩ ⁴ ⁴	ɕy³¹⁻⁵³ pʰɿ⁴⁴	BARK_1		Liu2007
Suzhou_BARK_1	Suzhou	suzh1234	wuu	BARK	树皮	zʯ²³¹⁻²² bi¹³⁻³¹	z ʯ ² ³ ¹ ⁻ ² ²   b i ¹ ³ ⁻ ³ ¹	zʯ²³¹⁻²² bi¹³⁻³¹	BARK_1		Liu2007
Wenzhou_BARK_1	Wenzhou	ouji1238	wuu	BARK	树皮	zz̩²²⁻⁴² bei³⁴¹⁻²¹	z z̩ ² ² ⁻ ⁴ ²   b e i ³ ⁴ ¹ ⁻ ² ¹	zɿ²²⁻⁴² bei³⁴¹⁻²¹	BARK_1		Liu2007
Changsha_BARK_1	Changsha	chan1326	hsn	BARK	树皮	ɕy¹¹ pi¹³	ɕ y ¹ ¹   p i ¹ ³	ɕy¹¹ pi¹³	BARK_1		Liu2007
Loudi_BARK_1	Loudi	loud1234	hsn	BARK	树皮	ʑy¹¹ bi¹³	ʑ y ¹ ¹   b i ¹ ³	ʑy¹¹ bi¹³	BARK_1		Liu2007
Nanchang_BARK_1	Nanchang	nanc1254	gan	BARK	树皮	su²¹ pʰi²⁴	s u ² ¹   pʰ i ² ⁴	su²¹ pʰi²⁴	BARK_1		Liu2007
Meixian_BARK_1	Meixian	yuet1238	hak	BARK	树皮	su⁵³⁻⁵⁵ pʰi¹¹	s u ⁵ ³ ⁻ ⁵ ⁵   pʰ i ¹ ¹	su⁵³⁻⁵⁵ pʰi¹¹	BARK_1		Liu2007
Guilin_BARK_1	Guilin	guil1241	cnp	BARK	树皮	ɕy²¹ pi²²	ɕ y ² ¹   p i ² ²	ɕy²¹ pi²²	BARK_1		Liu2007
Guangzhou_BARK_1	Guangzhou	guan1279	yue	BARK	树皮	sy²² pʰei²¹	s y ² ²   pʰ e i ² ¹	sy²² pʰei²¹	BARK_1		Liu2007
Fuzhou_BARK_1	Fuzhou	fuzh1239	cdo	BARK	树皮	tsʰieu²¹²⁻⁵⁵ pʰuoi⁵³	t sʰ i e u ² ¹ ² ⁻ ⁵ ⁵   pʰ u o i ⁵ ³	tsʰieu²¹²⁻⁵⁵ pʰuoi⁵³	BARK_1		Liu2007
Xiamen_BARK_1	Xiamen	xiam1236	cdo	BARK	树皮	tsʰiu²²⁻²¹ pʰe²⁴	t sʰ i u ² ² ⁻ ² ¹   pʰ e ² ⁴	tsʰiu²²⁻²¹ pʰe²⁴	BARK_1		Liu2007
Beijing_NUMBER_1	Beijing	beij1234	cmn	NUMBER	數	ʂu⁵¹	ʂ u ⁵ ¹	ʂu⁵¹	NUMBER_1		Liu2007
Haerbin_NUMBER_1	Ha'erbin	haer1234	cmn	NUMBER	數	ʂur⁵³	ʂ u r ⁵ ³	ʂur⁵³	NUMBER_1		Liu2007
Jinan_NUMBER_1	Jinan	jina1245	cmn	NUMBER	數	ʂu²¹	ʂ u ² ¹	ʂu²¹	NUMBER_1		Liu2007
Rongcheng_NUMBER_1	Rongcheng	rong1271	cmn	NUMBER	數	ʃu³³⁴	ʃ u ³ ³ ⁴	ʃu³³⁴	NUMBER_1		Liu2007
Taiyuan_NUMBER_1	Taiyuan	taiy1243	cjy	NUMBER	數	su⁴⁵	s u ⁴ ⁵	su⁴⁵	NUMBER_1		Liu2007
XiAn_NUMBER_1	Xi'an	xian1253	cmn	NUMBER	數	sou⁴⁴	s o u ⁴ ⁴	sou⁴⁴	NUMBER_1		Liu2007
Chengdu_NUMBER_1	Chengdu	chen1267	cmn	NUMBER	數	su²¹³	s u ² ¹ ³	su²¹³	NUMBER_1		Liu2007
Nanjing_NUMBER_1	Nanjing	nanj1234	cmn	NUMBER	數	su⁴⁴	s u ⁴ ⁴	su⁴⁴	NUMBER_1		Liu2007
Jixi_NUMBER_1	Jixi	jixi1238	czh	NUMBER	數	su³⁵	s u ³ ⁵	su³⁵	NUMBER_1		Liu2007
Suzhou_NUMBER_1	Suzhou	suzh1234	wuu	NUMBER	數	səu⁴¹²	s ə u ⁴ ¹ ²	səu⁴¹²	NUMBER_1		Liu2007
Wenzhou_NUMBER_1	Wenzhou	ouji1238	wuu	NUMBER	數	sɤu⁵¹	s ɤ u ⁵ ¹	sɤu⁵¹	NUMBER_1		Liu2007
Changsha_NUMBER_1	Changsha	chan1326	hsn	NUMBER	數	səu⁵⁵	s ə u ⁵ ⁵	səu⁵⁵	NUMBER_1		Liu2007
Loudi_NUMBER_1	Loudi	loud1234	hsn	NUMBER	數	sɤu³⁵	s ɤ u ³ ⁵	sɤu³⁵	NUMBER_1		Liu2007
Nanchang_NUMBER_1	Nanchang	nanc1254	gan	NUMBER	數	su⁴⁵	s u ⁴ ⁵	su⁴⁵	NUMBER_1		Liu2007
Meixian_NUMBER_1	Meixian	yuet1238	hak	NUMBER	數	sz̩⁵³	s z̩ ⁵ ³	sɿ⁵³	NUMBER_1		Liu2007
Guilin_NUMBER_1	Guilin	guil1241	cnp	NUMBER	數	su²⁵	s u ² ⁵	su²⁵	NUMBER_1		Liu2007
Guangzhou_NUMBER_1	Guangzhou	guan1279	yue	NUMBER	數	sou³³	s o u ³ ³	sou³³	NUMBER_1		Liu2007
Fuzhou_NUMBER_1	Fuzhou	fuzh1239	cdo	NUMBER	數	sou²¹²	s o u ² ¹ ²	sou²¹²	NUMBER_1		Liu2007
Xiamen_NUMBER_1	Xiamen	xiam1236	cdo	NUMBER	數	sɔ²¹	s ɔ ² ¹	sɔ²¹	NUMBER_1		Liu2007
Beijing_COUNT_1	Beijing	beij1234	cmn	COUNT	數	ʂu²¹³	ʂ u ² ¹ ³	ʂu²¹³	COUNT_1		Liu2007
Haerbin_COUNT_1	Ha'erbin	haer1234	cmn	COUNT	數	ʂu²¹³	ʂ u ² ¹ ³	ʂu²¹³	COUNT_1		Liu2007
Jinan_COUNT_1	Jinan	jina1245	cmn	COUNT	數	ʂu⁴⁵	ʂ u ⁴ ⁵	ʂu⁴⁵	COUNT_1		Liu2007
Rongcheng_COUNT_1	Rongcheng	rong1271	cmn	COUNT	數	ʃu³³⁴	ʃ u ³ ³ ⁴	ʃu³³⁴	COUNT_1		Liu2007
Taiyuan_COUNT_1	Taiyuan	taiy1243	cjy	COUNT	數	su⁵³	s u ⁵ ³	su⁵³	COUNT_1		Liu2007
XiAn_COUNT_1	Xi'an	xian1253	cmn	COUNT	數	sou⁵³	s o u ⁵ ³	sou⁵³	COUNT_1		Liu2007
Chengdu_COUNT_1	Chengdu	chen1267	cmn	COUNT	數	su⁵³	s u ⁵ ³	su⁵³	COUNT_1		Liu2007
Nanjing_COUNT_1	Nanjing	nanj1234	cmn	COUNT	數	su¹¹	s u ¹ ¹	su¹¹	COUNT_1		Liu2007
Jixi_COUNT_1	Jixi	jixi1238	czh	COUNT	數	su²¹³	s u ² ¹ ³	su²¹³	COUNT_1		Liu2007
Suzhou_COUNT_1	Suzhou	suzh1234	wuu	COUNT	數	səu⁵²	s ə u ⁵ ²	səu⁵²	COUNT_1		Liu2007
Wenzhou_COUNT_2	Wenzhou	ouji1238	wuu	COUNT	點	ti²⁴	t i ² ⁴	ti²⁴	COUNT_2		Liu2007
Changsha_COUNT_1	Changsha	chan1326	hsn	COUNT	數	səu⁴¹	s ə u ⁴ ¹	səu⁴¹	COUNT_1		Liu2007
Loudi_COUNT_1	Loudi	loud1234	hsn	COUNT	數	sɤu⁴²	s ɤ u ⁴ ²	sɤu⁴²	COUNT_1		Liu2007
Nanchang_COUNT_1	Nanchang	nanc1254	gan	COUNT	數	su²¹³	s u ² ¹ ³	su²¹³	COUNT_1		Liu2007
Meixian_COUNT_1	Meixian	yuet1238	hak	COUNT	數	sz̩⁵³	s z̩ ⁵ ³	sɿ⁵³	COUNT_1		Liu2007
Guilin_COUNT_1	Guilin	guil1241	cnp	COUNT	數	su²⁵	s u ² ⁵	su²⁵	COUNT_1		Liu2007
Guangzhou_COUNT_1	Guangzhou	guan1279	yue	COUNT	數	sou³⁵	s o u ³ ⁵	sou³⁵	COUNT_1		Liu2007
Fuzhou_COUNT_1	Fuzhou	fuzh1239	cdo	COUNT	數	sou²¹²	s o u ² ¹ ²	sou²¹²	COUNT_1		Liu2007
Xiamen_COUNT_1	Xiamen	xiam1236	cdo	COUNT	數	sɔ²¹	s ɔ ² ¹	sɔ²¹	COUNT_1		Liu2007
Beijing_WHO_1	Beijing	beij1234	cmn	WHO	誰	ʂəi³⁵	ʂ ə i ³ ⁵	ʂəi³⁵	WHO_1		Liu2007
Haerbin_WHO_1	Ha'erbin	haer1234	cmn	WHO	誰	ʂuei²⁴	ʂ u e i ² ⁴	ʂuei²⁴	WHO_1		Liu2007
Jinan_WHO_1	Jinan	jina1245	cmn	WHO	誰	ʂei⁵³	ʂ e i ⁵ ³	ʂei⁵³	WHO_1		Liu2007
Rongcheng_WHO_1	Rongcheng	rong1271	cmn	WHO	誰	ʃuɛ³⁵	ʃ u ɛ ³ ⁵	ʃuɛ³⁵	WHO_1		Liu2007
Taiyuan_WHO_1	Taiyuan	taiy1243	cjy	WHO	誰	suei²¹	s u e i ² ¹	suei²¹	WHO_1		Liu2007
XiAn_WHO_1	Xi'an	xian1253	cmn	WHO	誰	sei²⁴	s e i ² ⁴	sei²⁴	WHO_1		Liu2007
Chengdu_WHO_5	Chengdu	chen1267	cmn	WHO	哪個	na⁵³⁻⁴⁵ ko²¹³⁻²¹	n a ⁵ ³ ⁻ ⁴ ⁵   k o ² ¹ ³ ⁻ ² ¹	na⁵³⁻⁴⁵ ko²¹³⁻²¹	WHO_5		Liu2007
Nanjing_WHO_5	Nanjing	nanj1234	cmn	WHO	哪個	lɑ¹¹⁻²² ko⁴⁴⁻²²	l ɑ ¹ ¹ ⁻ ² ²   k o ⁴ ⁴ ⁻ ² ²	lɑ¹¹⁻²² ko⁴⁴⁻²²	WHO_5		Liu2007
Jixi_WHO_5	Jixi	jixi1238	czh	WHO	哪個	na²¹³⁻³¹ kɵ³⁵	n a ² ¹ ³ ⁻ ³ ¹   k ɵ ³ ⁵	na²¹³⁻³¹ kɵ³⁵	WHO_5		Liu2007
Suzhou_WHO_4	Suzhou	suzh1234	wuu	WHO	啥人	sɑ⁴¹²⁻⁴¹ ȵin¹³⁻²¹	s ɑ ⁴ ¹ ² ⁻ ⁴ ¹   ȵ i n ¹ ³ ⁻ ² ¹	sɑ⁴¹²⁻⁴¹ ȵin¹³⁻²¹	WHO_4		Liu2007
Wenzhou_WHO_4	Wenzhou	ouji1238	wuu	WHO	何呢人	a⁴¹⁻³ ȵi³⁴¹⁻⁴² naŋ³⁴¹⁻²¹	a ⁴ ¹ ⁻ ³   ȵ i ³ ⁴ ¹ ⁻ ⁴ ²   n a ŋ ³ ⁴ ¹ ⁻ ² ¹	a⁴¹⁻³ ȵi³⁴¹⁻⁴² naŋ³⁴¹⁻²¹	WHO_4		Liu2007
Changsha_WHO_1	Changsha	chan1326	hsn	WHO	誰	sei¹³	s e i ¹ ³	sei¹³	WHO_1		Liu2007
Changsha_WHO_5	Changsha	chan1326	hsn	WHO	何至個	o¹³ tsz̩⁵⁵ ko⁵⁵	o ¹ ³   t s z̩ ⁵ ⁵   k o ⁵ ⁵	o¹³ tsɿ⁵⁵ ko⁵⁵	WHO_5		Liu2007
Loudi_WHO_1	Loudi	loud1234	hsn	WHO	誰	sui¹³	s u i ¹ ³	sui¹³	WHO_1		Liu2007
Nanchang_WHO_5	Nanchang	nanc1254	gan	WHO	哪個	lai²¹³⁻²⁴ ko²¹	l a i ² ¹ ³ ⁻ ² ⁴   k o ² ¹	lai²¹³⁻²⁴ ko²¹	WHO_5		Liu2007
Meixian_WHO_4	Meixian	yuet1238	hak	WHO	瞞人	man³¹ ŋin¹¹	m a n ³ ¹   ŋ i n ¹ ¹	man³¹ ŋin¹¹	WHO_4		Liu2007
Guilin_WHO_5	Guilin	guil1241	cnp	WHO	哪個	lᴀ²³ kuo³³	l ᴀ ² ³   k u o ³ ³	lᴀ²³ kuo³³	WHO_5		Liu2007
Guangzhou_WHO_1	Guangzhou	guan1279	yue	WHO	誰	søy²¹	s ø y ² ¹	søy²¹	WHO_1		Liu2007
Fuzhou_WHO_2	Fuzhou	fuzh1239	cdo	WHO	底隹又	tie³²⁻⁵³ ʒieʔ²⁴*	t i e ³ ² ⁻ ⁵ ³   ʒ i e ʔ ² ⁴ *	tie³²⁻⁵³ ʒieʔ²⁴*	WHO_2		Liu2007
Fuzhou_WHO_3	Fuzhou	fuzh1239	cdo	WHO	底儂	tie³² nøyŋ⁵³	t i e ³ ²   n ø y ŋ ⁵ ³	tie³² nøyŋ⁵³	WHO_3		Liu2007
Xiamen_WHO_4	Xiamen	xiam1236	cdo	WHO	啥人	siã⁵³⁻⁵⁵ laŋ²⁴	s i ã ⁵ ³ ⁻ ⁵ ⁵   l a ŋ ² ⁴	siã⁵³⁻⁵⁵ laŋ²⁴	WHO_4		Liu2007
Beijing_WATER_1	Beijing	beij1234	cmn	WATER	水	ʂuei²¹³	ʂ u e i ² ¹ ³	ʂuei²¹³	WATER_1		Liu2007
Haerbin_WATER_1	Ha'erbin	haer1234	cmn	WATER	水	ʂuei²¹³	ʂ u e i ² ¹ ³	ʂuei²¹³	WATER_1		Liu2007
Jinan_WATER_1	Jinan	jina1245	cmn	WATER	水	ʂuei⁴⁵	ʂ u e i ⁴ ⁵	ʂuei⁴⁵	WATER_1		Liu2007
Rongcheng_WATER_1	Rongcheng	rong1271	cmn	WATER	水	ʂuei²¹³	ʂ u e i ² ¹ ³	ʂuei²¹³	WATER_1		Liu2007
Taiyuan_WATER_1	Taiyuan	taiy1243	cjy	WATER	水	suei⁵³	s u e i ⁵ ³	suei⁵³	WATER_1		Liu2007
XiAn_WATER_1	Xi'an	xian1253	cmn	WATER	水	fei⁵³	f e i ⁵ ³	fei⁵³	WATER_1		Liu2007
Chengdu_WATER_1	Chengdu	chen1267	cmn	WATER	水	suei⁵³	s u e i ⁵ ³	suei⁵³	WATER_1		Liu2007
Nanjing_WATER_1	Nanjing	nanj1234	cmn	WATER	水	suei¹¹	s u e i ¹ ¹	suei¹¹	WATER_1		Liu2007
Jixi_WATER_1	Jixi	jixi1238	czh	WATER	水	ɕy²¹³	ɕ y ² ¹ ³	ɕy²¹³	WATER_1		Liu2007
Suzhou_WATER_1	Suzhou	suzh1234	wuu	WATER	水	sʯ⁵²	s ʯ ⁵ ²	sʯ⁵²	WATER_1		Liu2007
Wenzhou_WATER_1	Wenzhou	ouji1238	wuu	WATER	水	sz̩²⁴	s z̩ ² ⁴	sɿ²⁴	WATER_1		Liu2007
Changsha_WATER_1	Changsha	chan1326	hsn	WATER	水	ɕyei⁴¹	ɕ y e i ⁴ ¹	ɕyei⁴¹	WATER_1		Liu2007
Loudi_WATER_1	Loudi	loud1234	hsn	WATER	水	ɕy⁴²	ɕ y ⁴ ²	ɕy⁴²	WATER_1		Liu2007
Nanchang_WATER_1	Nanchang	nanc1254	gan	WATER	水	sui²¹³	s u i ² ¹ ³	sui²¹³	WATER_1		Liu2007
Meixian_WATER_1	Meixian	yuet1238	hak	WATER	水	sui³¹	s u i ³ ¹	sui³¹	WATER_1		Liu2007
Guilin_WATER_1	Guilin	guil1241	cnp	WATER	水	suei²³	s u e i ² ³	suei²³	WATER_1		Liu2007
Guangzhou_WATER_1	Guangzhou	guan1279	yue	WATER	水	søy³⁵	s ø y ³ ⁵	søy³⁵	WATER_1		Liu2007
Fuzhou_WATER_1	Fuzhou	fuzh1239	cdo	WATER	水	tsuoi³²	t s u o i ³ ²	tsuoi³²	WATER_1		Liu2007
Xiamen_WATER_1	Xiamen	xiam1236	cdo	WATER	水	tsui⁵³	t s u i ⁵ ³	tsui⁵³	WATER_1		Liu2007
Beijing_FRUIT_1	Beijing	beij1234	cmn	FRUIT	水果	ʂuei²¹⁴⁻³⁵ kuo²¹³	ʂ u e i ² ¹ ⁴ ⁻ ³ ⁵   k u o ² ¹ ³	ʂuei²¹⁴⁻³⁵ kuo²¹³	FRUIT_1		Liu2007
Haerbin_FRUIT_1	Ha'erbin	haer1234	cmn	FRUIT	水果	ʂuei²¹³⁻²⁴ kuor²¹³	ʂ u e i ² ¹ ³ ⁻ ² ⁴   k u o r ² ¹ ³	ʂuei²¹³⁻²⁴ kuor²¹³	FRUIT_1		Liu2007
Jinan_FRUIT_1	Jinan	jina1245	cmn	FRUIT	水果	ʂuei⁴⁵⁻⁵³ kuɤ⁴⁵	ʂ u e i ⁴ ⁵ ⁻ ⁵ ³   k u ɤ ⁴ ⁵	ʂuei⁴⁵⁻⁵³ kuɤ⁴⁵	FRUIT_1		Liu2007
Rongcheng_FRUIT_3	Rongcheng	rong1271	cmn	FRUIT	果們	kɔr²¹³ mən⁰	k ɔ r ² ¹ ³   m ə n ⁰	kɔr²¹³ mən⁰	FRUIT_3		Liu2007
Taiyuan_FRUIT_1	Taiyuan	taiy1243	cjy	FRUIT	水果	suei⁵³⁻²¹ kuo⁵³	s u e i ⁵ ³ ⁻ ² ¹   k u o ⁵ ³	suei⁵³⁻²¹ kuo⁵³	FRUIT_1		Liu2007
XiAn_FRUIT_1	Xi'an	xian1253	cmn	FRUIT	水果	fei⁵³ kuo⁰	f e i ⁵ ³   k u o ⁰	fei⁵³ kuo⁰	FRUIT_1		Liu2007
Chengdu_FRUIT_1	Chengdu	chen1267	cmn	FRUIT	水果	suei⁵³⁻⁵⁵ ko⁵³	s u e i ⁵ ³ ⁻ ⁵ ⁵   k o ⁵ ³	suei⁵³⁻⁵⁵ ko⁵³	FRUIT_1		Liu2007
Nanjing_FRUIT_1	Nanjing	nanj1234	cmn	FRUIT	水果	suei¹¹⁻¹² ko¹¹	s u e i ¹ ¹ ⁻ ¹ ²   k o ¹ ¹	suei¹¹⁻¹² ko¹¹	FRUIT_1		Liu2007
Jixi_FRUIT_1	Jixi	jixi1238	czh	FRUIT	水果	ɕy²¹³⁻³¹ kɵ²¹³	ɕ y ² ¹ ³ ⁻ ³ ¹   k ɵ ² ¹ ³	ɕy²¹³⁻³¹ kɵ²¹³	FRUIT_1		Liu2007
Suzhou_FRUIT_1	Suzhou	suzh1234	wuu	FRUIT	水果	sʯ⁵²⁻⁴¹ kəu⁵²⁻²³	s ʯ ⁵ ² ⁻ ⁴ ¹   k ə u ⁵ ² ⁻ ² ³	sʯ⁵²⁻⁴¹ kəu⁵²⁻²³	FRUIT_1		Liu2007
Wenzhou_FRUIT_1	Wenzhou	ouji1238	wuu	FRUIT	水果	sz̩²⁴⁻⁵³ ku²⁴²⁻²³	s z̩ ² ⁴ ⁻ ⁵ ³   k u ² ⁴ ² ⁻ ² ³	sɿ²⁴⁻⁵³ ku²⁴²⁻²³	FRUIT_1		Liu2007
Changsha_FRUIT_1	Changsha	chan1326	hsn	FRUIT	水果	ɕyei⁴¹ ko⁴¹	ɕ y e i ⁴ ¹   k o ⁴ ¹	ɕyei⁴¹ ko⁴¹	FRUIT_1		Liu2007
Loudi_FRUIT_2	Loudi	loud1234	hsn	FRUIT	果子	ko⁴² tsz̩⁰	k o ⁴ ²   t s z̩ ⁰	ko⁴² tsɿ⁰	FRUIT_2		Liu2007
Nanchang_FRUIT_1	Nanchang	nanc1254	gan	FRUIT	水果	sui²¹³⁻⁴⁴ kuo²¹³	s u i ² ¹ ³ ⁻ ⁴ ⁴   k u o ² ¹ ³	sui²¹³⁻⁴⁴ kuo²¹³	FRUIT_1		Liu2007
Meixian_FRUIT_1	Meixian	yuet1238	hak	FRUIT	水果	sui³¹⁻³³ kuo³¹	s u i ³ ¹ ⁻ ³ ³   k u o ³ ¹	sui³¹⁻³³ kuo³¹	FRUIT_1		Liu2007
Guilin_FRUIT_1	Guilin	guil1241	cnp	FRUIT	水果	suei²³ kuo²³⁻²²	s u e i ² ³   k u o ² ³ ⁻ ² ²	suei²³ kuo²³⁻²²	FRUIT_1		Liu2007
Guangzhou_FRUIT_1	Guangzhou	guan1279	yue	FRUIT	水果	søy³⁵ kyɔ³⁵	s ø y ³ ⁵   k y ɔ ³ ⁵	søy³⁵ kyɔ³⁵	FRUIT_1		Liu2007
Fuzhou_FRUIT_2	Fuzhou	fuzh1239	cdo	FRUIT	果子	kuo³²⁻³⁵ ʒi³²	k u o ³ ² ⁻ ³ ⁵   ʒ i ³ ²	kuo³²⁻³⁵ ʒi³²	FRUIT_2		Liu2007
Xiamen_FRUIT_1	Xiamen	xiam1236	cdo	FRUIT	水果	tsui⁵³⁻⁵⁵ ko⁵³	t s u i ⁵ ³ ⁻ ⁵ ⁵   k o ⁵ ³	tsui⁵³⁻⁵⁵ ko⁵³	FRUIT_1		Liu2007
Beijing_SLEEP_1	Beijing	beij1234	cmn	SLEEP	睡	ʂuei⁵¹	ʂ u e i ⁵ ¹	ʂuei⁵¹	SLEEP_1		Liu2007
Haerbin_SLEEP_1	Ha'erbin	haer1234	cmn	SLEEP	睡	ʂuei⁵³	ʂ u e i ⁵ ³	ʂuei⁵³	SLEEP_1		Liu2007
Jinan_SLEEP_1	Jinan	jina1245	cmn	SLEEP	睡	ʂuei³¹	ʂ u e i ³ ¹	ʂuei³¹	SLEEP_1		Liu2007
Rongcheng_SLEEP_1	Rongcheng	rong1271	cmn	SLEEP	睡	ʂuei³³⁴	ʂ u e i ³ ³ ⁴	ʂuei³³⁴	SLEEP_1		Liu2007
Taiyuan_SLEEP_1	Taiyuan	taiy1243	cjy	SLEEP	睡	suei⁴⁵	s u e i ⁴ ⁵	suei⁴⁵	SLEEP_1		Liu2007
XiAn_SLEEP_1	Xi'an	xian1253	cmn	SLEEP	睡	fei⁴⁴	f e i ⁴ ⁴	fei⁴⁴	SLEEP_1		Liu2007
Chengdu_SLEEP_1	Chengdu	chen1267	cmn	SLEEP	睡	suei²¹³	s u e i ² ¹ ³	suei²¹³	SLEEP_1		Liu2007
Nanjing_SLEEP_1	Nanjing	nanj1234	cmn	SLEEP	睡	suei⁴⁴	s u e i ⁴ ⁴	suei⁴⁴	SLEEP_1		Liu2007
Jixi_SLEEP_2	Jixi	jixi1238	czh	SLEEP	睏	kʰuɑ̃³⁵	kʰ u ɑ̃ ³ ⁵	kʰuɑ̃³⁵	SLEEP_2		Liu2007
Suzhou_SLEEP_2	Suzhou	suzh1234	wuu	SLEEP	睏	kʰuən⁴¹²	kʰ u ə n ⁴ ¹ ²	kʰuən⁴¹²	SLEEP_2		Liu2007
