Gloss	Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
KNEE_1	ʨʰi⁵⁵							ʨʰi²¹⁴ka²¹										ʨʰi²¹	
KNEE_2		ɕi²⁴~ɕi²⁴kai⁵⁵					ɕi²¹³kai⁵³												
KNEE_3		ɕi²⁴təu¹³ku⁰								ʨʰi¹³djɤ¹³ku⁰									
KNEE_4		kə²⁴ɕi²⁴ku⁰	kʰe²¹ɕi²¹tʰə²¹																
KNEE_5				kʰa⁵⁵βuʔ²⁴tʰau⁵³															
KNEE_6					sɐt⁵tʰɐu²¹	ɕy⁵⁵tai²²					ʦʰit¹tʰeu¹¹								
KNEE_7							pɤ²¹³ləŋ⁰ka⁵³						po³¹lo¹³kə⁴⁴	pɔ⁵²lə⁰kai³³⁴					
KNEE_8									ʨɥoʔ³²ɕjeʔ⁵⁵tʰi⁴⁴						ʨjɑʔ⁴mø¹³dʏ¹³				
KNEE_9												ʨʰit⁵kai⁴²							
KNEE_10													ɕiʔ⁵kɛ⁴⁴kuʔ⁵						
KNEE_11													kʰu⁴⁴ʨʰi⁰tʰɯ¹³						
KNEE_12																ɕjəʔ²~ɕjəʔ²kai⁴⁵			
KNEE_13																	ʨja³¹kʰø⁴¹dɤu³⁴¹		
KNEE_14																		kʰɯ²¹ʨʰi²¹kɛ⁴⁴	
KNEE_15																			kʰa²²tʰau²⁴hu⁵⁵
KNOW (SOMETHING)_1	ʈ͡ʂɻ⁵⁵tɑu⁵¹	ʦɹ³³tau⁵⁵					ʈ͡ʂɻ⁴⁴tau⁵³	ʈ͡ʂɻ²¹⁴tɔ³¹					ʈ͡ʂɻ³¹tɔ⁴⁴			ʦɹ²¹tau⁴⁵		ʈ͡ʂɻ²¹tɑu⁰	
KNOW (SOMETHING)_2		ɕjau⁴¹tə⁰	ɕjau⁵³te²¹			ɕjɑu²³tja⁵⁵			ɕje²¹³tje⁴⁴	ɕjɤ²¹te¹³		ɕjɛu²¹³tɛt⁰			ɕjæ⁵²təʔ⁰		ɕja²⁴²te⁰		
KNOW (SOMETHING)_3			toŋ⁵³no²¹																
KNOW (SOMETHING)_4				pɛiʔ²⁴twoŋ⁵³															
KNOW (SOMETHING)_5				ɛ²⁴²hjeu³²															
KNOW (SOMETHING)_6				ɛ²⁴²paiʔ²⁴															
KNOW (SOMETHING)_7					ʦi³³tou²²									ʧi⁵²tau³³⁴					
KNOW (SOMETHING)_8											ti³³tet¹								
KNOW (SOMETHING)_9																			ʦai⁵⁵jã⁵³
LAKE_1	xu³⁵	fu¹³	fu²¹	hu⁵³		fu²²	xu²⁴	xu⁵³	fu⁴⁴	xu¹³	fu¹¹	fu⁴⁵	xu¹³	xu³⁵		xu²¹	vu³⁴¹	xu²⁴	
LAKE_2					u²¹														ɔ²⁴
LAKE_3															ɦəu¹³				
LAUGH_1	ɕjɑu⁵¹	ɕjau⁵⁵	ɕjau²¹³	ʦʰjeu²¹²	sju³³	ɕjɑu²⁵	ɕjau⁵³	ɕjɔ³¹	ɕje³⁵	sjɤ³⁵	sjau⁵³	ɕjɛu⁴⁵	ɕjɔ⁴⁴	sjau³³⁴	sjæ⁴¹²	ɕjau⁴⁵	ɕjɛ⁵¹	ɕjɑu⁴⁴	ʦʰjo²¹
LAUGH_2							lɤ⁵³												
LEAF_1	jɛ⁵¹													jə²¹⁴		je⁴⁵	ji²¹	jɛ²¹	
LEAF_2		je²⁴ʦɹ⁰					jɛ⁵³ʦɹ⁰	jə³¹ʦɹ⁰		je³⁵ʦɹ⁰		jɛt⁵ʦɹ⁰	jeʔ⁵ʦɹ⁰		ɦjəʔ²³ʦɹ⁵²	je⁴⁵ʦəʔ⁰			
LEAF_3			su²¹³ʦɹ⁵³je²¹je²¹																
LEAF_4				loʔ⁵~loʔ⁵loʔ⁵															
LEAF_5					ip²						jap⁵pe⁰								
LEAF_6						lje⁵⁵te²³													
LEAF_7									jaʔ³²										hjoʔ⁵
LEFT_1	ʦwo²¹³pjɛn⁵⁵	ʦo⁴¹pjẽ³³			ʦɔ³⁵pin⁵³	ʦu²³pjã⁴²	ʦwo²¹³pjan⁴⁴~ʦwo²¹³pja⁴⁴la⁰	ʦwɤ³¹pjæ̃⁰	ʦɵ²¹³pẽ⁵⁵		ʦo³¹pjen³³ne⁰	ʦo²¹³pjɛn⁴²	ʦo¹¹pjen³¹	ʦwɔ²¹⁴pjə⁵²			ʦɤu²⁴²pi⁴⁴	ʦwo⁵³pjæ̃²¹	
LEFT_2			ʦo⁵³səu⁵³~ʦo⁵³səu⁵³pjɛn⁵⁵							ʦo³⁵ɕio⁴²pjæ⁴⁴									
LEFT_3				sjeu³²βɛiŋ⁵⁵															
LEFT_4															ʦəu⁴⁴mjɪ²³¹~ʦi⁴¹²mjɪ²³¹	ʦwɤ⁵³mje²¹			
LEFT_5																			to⁵³piŋ²⁴
LEG_1	tʰwei²¹³	tʰei⁴¹	tʰwei⁵³		tʰøy³⁵		tʰwei²¹³	tʰwei⁴⁵	tʰa²¹³	tʰwe⁴²	tʰwi³¹	tʰwi²¹³	tʰwei¹¹	tʰei²¹⁴		tʰwei⁵³		tʰwei⁵³	
LEG_2		tʰei⁴¹pa⁵⁵ʦɹ⁰																	
LEG_3				kʰa⁵⁵løy³²															
LEG_4						ʨjɑu⁵⁵tu²¹ʦe²³													
LEG_5															pʰɑ̃⁵²				
LEG_6																	ʨja⁴¹ʨja⁴¹		
LEG_7																			kʰa⁵⁵kut³²
LIE (REST)_1	tʰɑŋ²¹³	tʰan⁴¹		to³²	tʰɔŋ³⁵	tʰɑŋ²³	tʰaŋ²¹³	tʰɑŋ⁴⁵	tʰõ²¹³		tʰoŋ¹¹	tʰɔŋ²¹³	tʰɑ̃¹¹	tʰaŋ²¹³	tʰɑ̃⁵²	tʰɒ̃⁴⁵			to⁵³
LIE (REST)_2		ɕɥei¹¹	swei²¹³tau⁵³~swei²¹³ʨʰi⁵³										swei⁴⁴					fei⁴⁴	
LIE (REST)_3			tʰaŋ⁵³tau⁵³ʨʰi⁵³																
LIE (REST)_4									kʰwɑ̃³⁵										
LIE (REST)_5										kʰun³⁵									
LIE (REST)_6											min¹¹								
LIE (REST)_7																	fa⁴⁴		
LIVER_1	kan⁵⁵	kan³³		kaŋ⁵⁵	kɔn⁵³	kwɑ⁴²	kan⁴⁴	kæ̃²¹³	kɔ⁵⁵	kwẽ⁴⁴		kon⁴²	kɑ̃³¹	kɐn⁵²	kø⁴⁴	kæ̃²¹	ky⁴⁴		kwã⁵⁵
LIVER_2			tan⁵³															tæ̃⁵³	
LIVER_3											lon³³								
LONG_1	ʈ͡ʂʰɑŋ³⁵	ʦan¹³	ʦʰaŋ²¹	twoŋ⁵³	ʦʰœŋ²¹	ʦɑŋ²²	ʈ͡ʂʰaŋ²⁴	ʦʰɑŋ⁵³		ʥɔŋ¹³	ʦʰoŋ¹¹	ʦʰɔŋ²⁴		ʈ͡ʂʰaŋ³⁵				ʈ͡ʂʰɑŋ²⁴	tŋ²⁴
LONG_2									ʨʰjõ⁴⁴				ʦʰɑ̃¹³		zã¹³	ʦʰɒ̃²¹	ʥi³⁴¹		
LOUSE_1	ʂɻ⁵⁵	sɹ²⁴~sɹ²⁴po¹³ʦɹ⁰					ʂɻ⁴⁴ʦɹ⁰	ʂɻ²¹⁴ʦɹ⁰						ʂɻ⁵²					
LOUSE_2			se²¹ʦɹ⁵³						ɕjeʔ³²ʦɹ⁰				seʔ⁵ʦɹ⁰			səʔ²ʦəʔ⁰			
LOUSE_3				sɛiʔ²⁴mo³²															
LOUSE_4					sɐt⁵	sɤ⁵⁵					set¹ma¹¹	sət⁵				səʔ²			
LOUSE_5										ɕe¹³bu¹³sɹ⁰									
LOUSE_6															djæ¹³səʔ⁴				
LOUSE_7																	sai⁴¹	sei²¹	
LOUSE_8																			ka⁵⁵ʦau⁵³
MAN_1	nan³⁵ʐən³⁵	lan¹³ʐən¹³~lan¹³ʐən⁰ka⁰	nan²¹zən²¹			lã²²liŋ²²		næ̃⁵³ʐẽ⁰				lan⁴⁵lɨn⁰	lɑ̃¹³ʐən¹³	nɐn³⁵in⁰		næ̃²¹zəŋ²¹		næ̃²⁴ʐẽ⁰	
MAN_2		lan¹³ti⁰																	
MAN_3			nan²¹ni⁵⁵						nɔ⁴⁴nɤ⁰										
MAN_4				touŋ²¹²mwo³²nøyŋ⁵³															
MAN_5				naŋ⁵³ŋai²¹²															
MAN_6					nam²¹ljɐn²¹					nã¹³nin¹³ka⁴⁴	nam¹¹me³³ŋin¹¹				nø¹³ɲin¹³				
MAN_7							ta⁵³lau²¹³ɛ²⁴mə⁰~lau²¹³jɛ²⁴mə⁰												
MAN_8																	nø³⁴¹ʦɹ²⁴²kʰa⁴¹		
MAN_9																			ta²²pɔ⁵⁵laŋ²⁴
MANY_1	two⁵⁵	to³³	to⁴⁵		tɔ⁵³	two⁴²	two⁴⁴	twɤ²¹⁴	tɵ⁵⁵	to⁴⁴	to³³	to⁴²	to³¹	twɔ⁵²	təu⁴⁴	two²¹	tɤu⁴⁴	two²¹	
MANY_2				sa²⁴²															
MANY_3																			ʦwe²²
MOON_1	ɥɛ⁵¹ljɑŋ⁰	ɥe²⁴ljan¹¹~ɥe²⁴ljan¹¹pa³³pa⁰	ɥe²¹ljaŋ⁰			lɥe⁵⁵ljɑŋ²¹	ɥɛ⁵³ljaŋ⁰	ɥɤ²¹ljɑŋ³¹	ɥaʔ³²ɲjɑ̃³¹			ɲɥot⁵ljɔŋ⁰	ɥeʔ⁵ljɑ̃⁰	ɥɛ³⁴ljaŋ³³⁴	ŋəʔ²³ljã²³¹	ɥəʔ²ljɒ̃⁴⁵		ɥɛ²¹ljɑŋ⁰	
MOON_2				ŋwoʔ⁵															
MOON_3					yt²kwɔŋ⁵⁵						ŋjat⁵kwoŋ³³						ɲy²¹kwɔ⁴⁴		
MOON_4										we³⁵kɔŋ⁴⁴									
MOON_5																ɥəʔmi⁰			
MOON_6																			ɡeʔ⁵njũ²⁴
MOTHER_1	mi²¹⁴ʨʰin⁵⁵	mo⁴¹ʨʰin³³			mou³⁵ʦʰɐn⁵³			mu⁴⁵ʨjẽ⁰	mɵ²¹³ʨʰjɑ̃⁵⁵			mu²¹³ʨʰin⁴²	mu¹¹ʨʰin⁰			mu⁵³ʨʰiŋ²¹			
MOTHER_2		ɲjan¹³~ɲjan¹³lau⁰ʦɹ⁰					njaŋ²⁴		ɲjõ⁴⁴			ɲjɔŋ⁴⁵							
MOTHER_3		ma³³ma³³~m³³ma³³	ma⁴⁵ma⁵⁵						mɔ³¹mɔ⁰	m¹¹ma⁴²			mɑ³¹mɑ⁰	ma⁵²	m⁴⁴mɑ⁴⁴			ma²¹	
MOTHER_4				i⁴⁴ma⁴⁴							a³³me³³								
MOTHER_5				i⁵⁵nɛ³²															
MOTHER_6				louŋ⁵³nɛ³²															
MOTHER_7						ʨja²³													
MOTHER_8							m⁴⁴												
MOTHER_9											oi³³je⁰								
MOTHER_10																	a⁴¹na⁴⁴		
MOTHER_11																			a⁵⁵bu⁵³~lau²⁴bu⁵³
MOUNTAIN_1	ʂan⁵⁵	san³³	san⁴⁵	saŋ⁵⁵	san⁵³	sã⁴²	ʂan⁴⁴	ʂæ̃²¹³	sɔ⁴⁴	sã⁴⁴	san³³	san⁴²	sɑ̃³¹	ʂɐn⁵²	se̞⁴⁴	sæ̃²¹	sa⁴⁴	sæ̃²¹	swã⁵⁵
MOUTH_1	ʦwei²¹³	ʦei⁴¹	ʦwei⁵³pa⁵⁵	ʦʰwoi²¹²	ʦøy³⁵	ʦwei²³	ʦwei²¹³~ʦwei²¹³pa⁰	ʦwei⁴⁵	ʨy²¹³	ʨy⁴²	ʦoi⁵³	ʦwi²¹³	ʦwei¹¹~ʦwei¹¹pɑ³¹	ʦei²¹⁴		ʦwei⁵³		ʦwei⁵³	ʦʰwi²¹
MOUTH_2			ja²¹pa⁵⁵																
MOUTH_3															ʦɻʷ⁵²		ʦɹ²⁴		
NAME_1	miŋ³⁵ʦɹ⁰	min¹³ʦɹ⁰	min²¹ʦɹ²¹³		mɛŋ²¹ʦi²²		miŋ²⁴ʦɹ⁰	miŋ⁵³ʦɹ⁰	mjɑ̃⁴⁴ʦʰɹ³¹	mjɔ̃¹³ʣɹ¹¹	mjaŋ¹¹sɹ⁵³	mjaŋ⁴⁵ʦɹ⁰	min¹³sɹ⁰	miŋ⁵²ʦɹ⁰	min¹³zɹ²³¹	miŋ²¹ʦɹ⁴⁵	meŋ³⁴¹zɹ²²	miŋ²⁴ʦɹ⁰	
NAME_2				mjaŋ⁵³ʒɛi²⁴²															mjã²⁴li²²
NAME_3						mei²²ʦɹ²¹													
NARROW_1	ʈ͡ʂai²¹³						ʦai²¹³	ʈ͡ʂei²¹⁴								ʦai⁵³		ʦei²¹	
NARROW_2		ʦə²⁴	ʦe²¹	ʦaʔ²⁴	ʦak³	ʦa⁵⁵							ʦeʔ⁵	ʈ͡ʂɛ²¹⁴					
NARROW_3									xaʔ³²ʦaʔ³²										
NARROW_4										xa³⁵	hap⁵	ha⁴²					ɦa²¹		
NARROW_5															ɦaʔ²³				weʔ⁵
NEAR_1	ʨin⁵¹	ʨin⁴¹	ʨin²¹³		kɐn²²	ʨiŋ²⁵	ʨin⁵³			din¹¹	kʰjun⁵³	ʨʰin²¹	ʨin⁴⁴	cin³³⁴	ʥin²³¹	ʨiŋ⁴⁵	ʣjaŋ²⁴	ʨin⁴⁴	kun²²
NEAR_2				køyŋ²⁴²~køyŋ²⁴²nau⁵⁵															
NEAR_3								ʨjẽ³¹	ʨʰjɑ̃²¹³										
NECK_1	po³⁵ʦɹ⁰	po¹³ʦɹ⁰					pɤ²⁴ʦɹ⁰	pɤ⁵³ʦɹ⁰				pɔʔ⁵ʦɹ⁰	poʔ⁵ʦɹ⁰	pɔ³⁵kəŋ²¹⁴ʦɹ⁰		paʔ⁵⁴ʦəʔ⁰		po²⁴ʦɹ⁰	
NECK_2		ʨin⁴¹kən³³	ʨin⁵³xaŋ⁵³		kɛŋ³⁵														
NECK_3			ʨin⁵³ʦɹ⁵³																
NECK_4				tau²⁴²ɔuʔ²⁴															
NECK_5						kei²³													
NECK_6									kʰi³⁵ʨjɑ̃²¹³										
NECK_7										ʨjɔ̃⁴²ku⁰	kjaŋ³¹kin³³	ʨjaŋ²¹³							
NECK_8															dʏ¹³ʨin⁵²		dɤu³⁴¹ʨjaŋ²⁴²		
NECK_9																			am²²kun⁵³
NEW_1	ɕin⁵⁵	ɕin³³	ɕin⁴⁵	siŋ⁵⁵	sɐn⁵³	ɕiŋ⁴²	ɕin⁴⁴	ɕjẽ²¹⁴	ɕjɑ̃⁵⁵	ɕin⁴⁴	sin³³	ɕin⁴²	ɕin³¹	sin⁵²	sin⁴⁴	ɕiŋ²¹	saŋ⁴⁴	ɕjẽ²¹	sin⁵⁵
NIGHT_1	wan²¹³ʂɑŋ⁵¹	wan⁴¹san¹¹	wan⁵³saŋ²¹³		man²³sœŋ²²		wan²¹³ʂaŋ⁰	væ̃⁴⁵ʂɑŋ⁰					wɑ̃¹¹sɑ̃⁴⁴			væ̃⁵³sɒ̃⁴⁵			
NIGHT_2		ja¹¹ka⁰ʦɹ⁰																	
NIGHT_3			xe²¹ləu²¹															xei²¹ljɛ⁰	
NIGHT_4				maŋ⁵³mwo⁵⁵															
NIGHT_5						ja²¹xa²²			io³¹xo⁰	jɔ¹¹li⁰									
NIGHT_6							ɕja⁵³xə⁴⁴~ɕja⁵³wa²¹³xei⁴⁴												
NIGHT_7											am⁵³pu³³								
NIGHT_8												ja²¹wan²¹³							
NIGHT_9														xou³³⁴ʂɻ⁰					
NIGHT_10															jɑ⁴¹²li⁰ɕjã⁴¹²				
NIGHT_11																	ɦ³⁴¹ɕy⁴⁴		
NIGHT_12																			e²²hŋ⁵⁵
NOSE_1	pi³⁵ʦɹ⁰	pi²⁴~pi²⁴ʦɹ⁰	pi²¹ʦɹ⁵³				pi²⁴ʦɹ⁰	pi⁵³ʦɹ⁰				pʰit²¹ʦɹ⁰	piʔ⁵ʦɹ⁰	pi³⁵ʦɹ⁰				pi²⁴ʦɹ⁰	
NOSE_2				pʰɛi²¹²	pei²²kɔ⁵⁵														
NOSE_3						pi²²kʰɤn²³			pʰɹ³⁵kʰɑ̃²¹³		pʰi⁵³kuŋ³³								
NOSE_4										pʰi¹¹djɤ¹³									pʰjæ²²jã⁵³~pʰjæ²²
NOSE_5															bəʔ²³dʏ¹³		bei²¹dɤu³⁴¹		
NOSE_6																pjəʔ⁵⁴~pjəʔ⁵⁴ʦəʔ⁰			
NOT_1	pu⁵¹	pu²⁴	pu²¹		pɐt⁵	pu²²	pu⁵³	pu²¹⁴	pɤʔ³²	pʰu¹³		pʰɨt⁵	puʔ⁵	pu²¹⁴		pəʔ²		pu²¹	bo²⁴
NOT_2				iŋ⁵⁵															
NOT_3				ŋ²⁴²															
NOT_4				mo⁵³															
NOT_5											mm¹¹								
NOT_6															fəʔ⁴		fu²⁴		
NUMBER_1	ʂu⁵¹	səu⁵⁵	su²¹³	sou²¹²	sou³³	su²⁵	ʂu⁵³	ʂu²¹	su³⁵	sɤu³⁵		su⁴⁵	su⁴⁴	ʃu³³⁴	səu⁴¹²	su⁴⁵	sɤu⁵¹	sou⁴⁴	sɔ²¹
NUMBER_2											sɹ⁵³								
OLD (AGED)_1	lɑu²¹⁴	lau⁴¹	lau⁵³	lau²⁴²	lou²³	lɑu²³	lau²¹³	lɔ⁴⁵	nɤ²¹³	lɤ⁴²	lau³¹	lau²¹³	lɔ¹¹	lau²¹⁴	læ²³¹	lau⁵³	lə²⁴	lɑu⁵³	lau²²
OLD (AGED)_2				lo³²															
ONE_1	i⁵⁵	i²⁴	i²¹			i⁵⁵	i⁴⁴	i²¹⁴		i¹³				i²¹⁴				i²¹	
ONE_2				soʔ⁵															
ONE_3				ɛiʔ²⁴									iʔ⁵						
ONE_4					jɐt⁵						it¹	it⁵							ʦit⁵
ONE_5									jeʔ³²						jəʔ⁴	jəʔ²			
ONE_6																	jai⁴¹		
PATH_1	lu⁵¹	ləu¹¹	nu²¹³		lou²²	lu²¹	lu⁵³	lu³¹	nu³¹	lɤu¹¹	lu⁵³	lu²¹	lu⁴⁴		ləu²³¹	lu⁴⁵	løy²²	lou⁴⁴	lɔ²²
PATH_2				two²⁴²										tɔ³³⁴					
PATH_3							tau⁵³												
PERSON_1	ʐən³⁵	ʐən¹³	zən²¹					ʐẽ⁵³					ʐɛn¹³			zəŋ²¹		ʐẽ²⁴	
PERSON_2				nøyŋ⁵³															
PERSON_3					jɐn²¹	liŋ²²	in²⁴			nin¹³	ŋin¹¹	lɨn⁴⁵		in⁵²	ɲin¹³		naŋ³⁴¹		laŋ²⁴
PERSON_4									jɑ̃⁴⁴										
PLAY_1	wa³⁵	wan¹³			wan²¹		wa²⁴	və⁵³				wan⁴⁵	wɑ̃¹³	wɛ³⁵					
PLAY_2			swa⁵³			swa²³				sɔ⁴²						swa⁵³			
PLAY_3				hi⁵⁵hje²¹²															
PLAY_4				kʰa⁵⁵ljeu⁵³															
PLAY_5									sɹ⁵⁵								sɹ⁴⁴		
PLAY_6											kau³¹								
PLAY_7											ljau⁵³								
PLAY_8															bəʔ²³sjã⁴¹²				
PLAY_9																		fɑ⁵³	
PLAY_10																			ʦʰit³²tʰo²⁴
PULL_1	la⁵⁵	la³³	la⁴⁵		lai⁵³		la⁴⁴	la²¹⁴	lɔ⁵⁵	la⁴⁴		la⁴²	lɑ³¹	la²¹⁴	lɑ⁴⁴	la²¹	la⁴⁴	lɑ²¹	la⁵⁵
PULL_2		ʦʰə⁴¹																	
PULL_3				pɛiʔ⁵															
PULL_4						tʰwo⁴²				tʰjɤ⁴⁴									
PULL_5											paŋ³³								
PUSH_1	tʰwei⁵⁵	tʰei³³	tʰwei⁴⁵	tʰwoi⁵⁵	tʰøy⁵³	tʰei⁴²	tʰwei⁴⁴	tʰwei²¹⁴	tʰa⁵⁵		tʰwi³³	tʰwi⁴²	tʰwei³¹	tʰei⁵²	tʰe̞⁴⁴	tʰwei²¹	də³⁴¹	tʰwei²¹	tu⁵⁵
PUSH_2		ɕɥẽ³³																ɕjæ̃²¹	
PUSH_3				tʰjaŋ³²															
PUSH_4				søyŋ³²															
PUSH_5										nɤn³⁵									
RAIN (PRECIPITATION)_1	y²¹³	y⁴¹	y⁵³	y³²	y²³	y²³	y²¹³	y⁴⁵	y²¹³	y⁴²		y²¹³	y¹¹	y²¹⁴		y⁵³		y⁵³	
RAIN (PRECIPITATION)_2											i³¹								
RAIN (PRECIPITATION)_3															ɦy²³¹				hɔ²²
RAIN (PRECIPITATION)_4																	v²⁴		
RED_1	xuŋ³⁵	xən¹³	xoŋ²¹		hoŋ²¹	xɤn²²	xuŋ²⁴	xuŋ⁵³		ɣɤn¹³	fuŋ¹¹	fuŋ⁴⁵	xoŋ¹³	xoŋ³⁵	ɦoŋ¹³	xuŋ²¹	ɦoŋ³⁴¹	xuŋ²⁴	
RED_2				øyŋ⁵³															aŋ²¹
RED_3									fɑ̃⁴⁴										
RIGHT_1	jou⁵¹pjən⁵⁵	jəu¹¹pjẽ³³			jɐu²²pin⁵³	jou²¹pjã⁴²	jou⁵³pja⁴⁴~jou⁵³pja⁴⁴la⁰	jou³¹pjə⁰	jɵ³¹pẽ⁵⁵	jo¹¹pjæ⁴⁴	ju⁵³pʰjen⁵³	ju²¹pjɛn⁴²	jəɯ⁴⁴pjen³¹	jou³³⁴pjə⁵²		jəu⁴⁵pje²¹pje²¹			ju²²pjan⁵⁵
RIGHT_2			jou²¹³səu⁵³~jəu²¹³səu⁵³pjən⁵⁵															jou⁴⁴ŋæ̃⁰	
RIGHT_3				twai²⁴²βɛiŋ⁵⁵															
RIGHT_4				ʦjaŋ²¹²mɛiŋ⁵⁵															
RIGHT_5															ɦjʏ¹³mjɪ²³¹				
RIGHT_6																	jau²²mai⁰		
RIVER_1	ʨjɑŋ⁵⁵	ʨjan³³	ʨjaŋ⁴⁵			ʨjɑŋ⁴²	ʨjaŋ⁴⁴	ʨjɑŋ²¹⁴		tɔŋ⁴⁴			ʨjɑ̃³¹	cjaŋ⁵²		ʨjɒ̃²¹		ʨjɑŋ²¹	
RIVER_2				kɤn⁵⁵	kɔŋ⁵³				kõ⁵⁵		koŋ³³	kɔŋ⁴²			kɑ̃⁴⁴		kwɔ⁴⁴		kaŋ⁵⁵
ROOT_1	kə⁵⁵	kən³³	kən⁴⁵	kyŋ⁵⁵	kɐn⁵⁵	kɤn⁴²	kən⁴⁴	kẽ²¹⁴	kɑ̃⁵⁵	kẽ⁴⁴	kin³³	kjɛn⁴²	kən³¹	kən⁵²	kən⁴⁴	kəŋ²¹	ky⁴⁴	kẽ²¹	kun⁵⁵
ROOT_2		təu³³ʦɹ⁰																	
ROOT_3																	ʥɥɔ³⁴¹		
ROPE_1	ʂəŋ³⁵	sən¹³ʦɹ⁰~so²⁴ʦɹ⁰	swən²¹ʦɹ⁵³~so²¹ʦɹ²¹		seŋ²¹		ʂəŋ²⁴ʦɹ⁰	ʂəŋ⁵³ʦɹ⁰	ɕjɑ̃⁴⁴	ʑin¹³ʦɹ⁰		sɨn⁴⁵ʦɹ⁰	sən¹³ʦɹ⁰	ʂəŋ³⁵ʦɹ⁰	zən¹³	səŋ²¹~səŋ²¹ʦəʔ⁰	zeŋ³⁴¹	ʂəŋ²⁴	
ROPE_2			swən²¹sə²¹~so²¹sə²¹			swo⁵⁵ʦe²³													
ROPE_3				soʔ²⁴							sok¹								soʔ³²a⁵³
ROTTEN_1	fu²¹⁴lan⁵¹	fu⁴¹lan¹¹			fu²²lan²²	fu²³lã²¹	fu²¹³lan⁵³	fu²¹⁴læ̃⁰		xu⁴²lã¹¹	fu³¹lan⁵³	fu²⁴lan²¹	fu¹¹lɑ̃⁴⁴			fu⁵³læ̃⁴⁵	vøy²²la²²		
ROTTEN_2			lan²¹³		lan²²								lɑ̃⁴⁴	lɐn³³⁴lə⁰	le̞²³¹			læ̃⁴⁴	
ROTTEN_3				pou²⁴²															
ROTTEN_4				aŋ³²pou²⁴²~aŋ³²															
ROTTEN_5									nɔ³¹										nwã²²
ROTTEN_6																	la²²ʦʰɹ⁰		
ROUND_1	ɥɛn³⁵	ɥẽ¹³	ɥan²¹	jeŋ⁵³	yn²¹	ɥã²²	ɥan²⁴	ɥæ̃⁵³	ɥẽ⁴⁴		jan¹¹	ɥon⁴⁵	ɥen¹³		ɦjø¹³	ɥe²¹	jy³⁴¹	ɥæ̃²⁴	jæ²⁴
ROUND_2										wĩ¹³tʰwe⁴⁴									
ROUND_3														tʰɐn³⁵					
RUB_1	ʦʰɑ⁵⁵	ʦʰa²⁴	ʦʰa²¹		ʦʰat³		ʦʰa⁴⁴	ʦʰa²¹⁴	ʦʰaʔ³²			ʦʰaʔ⁵	ʦʰɑʔ⁵	ʦʰa²¹⁴		ʦʰaʔ²	ʦʰa⁴¹	ʦʰɑ²¹	
RUB_2			kʰai⁴⁵									kʰai⁴²	kʰɛ³¹		kʰɑ⁴⁴				
RUB_3				kaŋ³²						kʰa¹³									
RUB_4						mɑ⁵⁵					mat¹	mot⁵							
RUB_5												ŋai⁴²							
RUB_6																ʨʰje²¹			
RUB_7																			ʦʰit³²
SALT_1	jɛn³⁵	jẽ¹³	jɛn²¹pa⁵⁵		im²¹	jã²²	jan²⁴	jæ̃⁵³	jẽ⁴⁴		jam¹¹	jɛn⁴⁵	jen¹³	jɐn⁵²	ɦjɪ¹³		ji³⁴¹	jæ̃²⁴	jam²⁴
SALT_2				sjeŋ⁵³												ɕje²¹je²¹			
SALT_3										njæ¹³									
SAND_1	ʂa⁵⁵	sa³³ʦɹ⁰~sa³³po¹³ʦɹ⁰	sa⁴⁵~sa⁴⁵sa⁵⁵~sa⁴⁵ʦɹ⁰		sa⁵³	sɑ⁴²ʦe²³	ʂa⁴⁴ʦɹ⁰	ʂa²¹⁴ʦɹ⁰	so⁵⁵ʦɹ⁰	sɔ⁴⁴ʦɹ⁰	sa³³ve⁰	sa⁴²ʦɹ⁰	sɑ³¹ʦɹ⁰	ʂa⁵²	so⁴⁴	sa²¹	so⁴⁴	sɑ²¹ʦɹ⁰	swa⁵⁵
SAND_2				sai⁵⁵															
SAY_1	ʂwo⁵⁵						ʂwo⁴⁴	ʂwɤ²¹						ʃwɛ²¹⁴		swəʔ²			
SAY_2		so²⁴	so²¹		syt³				ɕɥaʔ³²				soʔ⁵		səʔ⁴			ʂy²¹	
SAY_3		ʨjan⁴¹											ʨjɑ̃¹¹						
SAY_4			pai⁵³				pai⁴⁴												
SAY_5				kouŋ³²		kɑŋ²³			kõ²¹³	kɔŋ⁴²	koŋ³¹						kwɔ²⁴²		kɔŋ⁵³
SAY_6							lau⁴⁴												
SAY_7												wa²¹							
SCRATCH_1	ʈ͡ʂwa⁵⁵	ʨɥa³³	ʦwa⁴⁵	ʦwa⁵⁵	ʦa⁵³		ʈ͡ʂwa⁴⁴	ʈ͡ʂwa²¹⁴	ʦo⁵⁵	ʦɔ⁴⁴	ʦa³³	ʦwa⁴²	ʦwɑ³¹	ʈ͡ʂwa²¹⁴		ʦwa²¹			
SCRATCH_2			pa⁴⁵															p͡fɑ²¹	
SCRATCH_3			tai²¹				tau⁴⁴												
SCRATCH_4				ma⁵⁵															
SCRATCH_5						ʦwo⁵⁵													
SCRATCH_6											ʦok¹¹				ʦoʔ⁴				
SCRATCH_7															o⁴⁴				
SCRATCH_8															no¹³				
SCRATCH_9																	ʨɥo⁴¹		
SCRATCH_10																			ljaʔ⁵
