Gloss	Aichi	Akita	Aomori	Chiba	Ehime	Fukui	Fukuoka	Fukushima	Gifu	Gunma	Hachijō	Hateruma	Hirara	Hiroshima	Hokkaidō	Hyōgo	Ibaraki	Ikema	Irafu	Ishigaki	Ishikawa	Iwate	Kagawa	Kagoshima	Kanagawa	Kumamoto	Kyōto	Kōchi	Mie	Miyagi	Miyazaki	Nagano	Nagasaki	Nara	Naze	Niigata	Okayama	Okinawa	Old Japanese	Saga	Saitama	Shiga	Shimane	Shizuoka	Taketomi	Tarama	Tochigi	Tokushima	Tottori	Toyama	Tōkyō	Wakayama	Yamagata	Yamaguchi	Yamanashi	Yonaguni	Ōita	Ōsaka
DUST_2		ɡomi												ɡomi				ɡumi	ɡumi		ɡomi					ɡomi									hoːmə											ɡomi				ɡomi								
DUST_3													mtabuki																																													
DUST_4																															subo																										subo	
DUST_5																																							tiri																			
DUST_6																																																								kʔuɴ		
EAR_1	mimi	mimi	mimi	mimi	mimi	mimi	mimi	mimi	mimi	mimi	mimi		mim	mimi	mimi	mimi	mimi	miɴ	mim	miɴ	mimi	mimi	mimi	miɴ	mimi	mimi	mimi	mimi	mimi	mimi	mimi	mimi	mimi	mimi	miɴ	mimi	mimi	mimiː	mimi	mimi	mimi	mimi	mimi	mimi	miɴ	mim	mimi	mimi	mimi	mimi	mimi	mimi	mimi	mimi	mimi		mimi	mimi
EAR_2												miʃukurumiɴ																																														
EAR_3																																																								miɴtaβu		
EARTH (SOIL)_1	ʦuʃi	ʧiʤi	ʦuʣu	ʦuʃi	ʦuʃi			ʦuʃi	ʦuʃi	ʦuʃi	ʦuʃi			ʦuʃi	ʦuʃi	ʦuʃi	ʦuʃi					ʦuʣu	ʦuʃi	ʦuʔ	ʦuʃi	ʦuʃi	ʦuʃi	tuʧi	ʦuʃi	ʦuʣu	ʦuʃi		ʦuʃi	ʦuʃi			ʦuʃi		tuti		ʦuʃi	ʦuʃi	ʧiʧi	ʦuʃi	ʤiː		ʦuʃi	ʦuʃi	ʦuʃi		ʦuʃi	ʦuʃi	ʧiʤi		ʦuʃi		tuʧi	ʦuʃi
EARTH (SOIL)_2						beto	doro														doro											beto				beto				doro										doro				doro				
EARTH (SOIL)_3												ɴta	mta					ɴta	mta	ɴta																		ɴʧaː								mta												
EARTH (SOIL)_4																																			niʃa																							
EARTH (SOIL)_5																																																								dinaɡa		
EAT_1	kuː	ku	ku	kuː	kuː	kuː	kuː	kuː	kuː	kuː				kuː	kuː	kuː	kuː				kuː	ku	kuː		kuː	kuː	kuː	kuː	kuː	kuː	kuː	kuː	kuː	kuː		kuː	kuː		kuβu	kuː	kuː	kuː	kuː	kuː			kuː		kuː	kuː	kuː	kuː	kuː	kuː	kuː		kuː	kuː
EAT_2											kamu																								kamjuɴ			keːɴ																				
EAT_3												hoɴ								hoːɴ																																						
EAT_4													βoː					βau	βau																																							
EAT_5																								tamoʔ																																		
EAT_6																																													ʔβuɴ	βuː										βuɴ		
EAT_7																																																taberu										
EGG_1	tamaɡo	tamaŋo	tamaŋo	tamaɡo	tamaɡo	tamaŋo	tamaɡo	tamaŋo	tamaŋo	tamaɡo	tamaɡo			tamaɡo	tamaŋo	tamaŋo	tamaŋo				tamaŋo	tamaŋo	tamaɡo	tamaɡo	tamaŋo	tamaɡo	tamaŋo	tamaɴɡo	tamaɡo	tamaŋo	tamaɡo	tamaŋo	tamaɡo	tama		tamaɡo	tamaɡo			tamaɡo	tamaɡo	tamaŋo	tamaɡo	tamaŋo			tamaŋo	tamaɡo	tamaɡo	tamamo	tamaɡo	tamaɴɡo	tamaŋo	tamaɡo	tamaŋo		tamaɡo	tamaŋo
EGG_2												keː																																												kaiŋu		
EGG_3													tunaka					tunuka	tunuka	tunaɡa																																						
EGG_4																																			kʔuɡa			βuɡa								kuɡa												
EGG_5																																							ko						koːma													
EIGHT_1	jaʔʦu	jaʔʧi	jaʔʦu	jaːʦu	jaʔʦu	jaʔʦu	jaːʦu	jaʔʦu	jaʔʦu	jaʔʦu	jaʔʦu	jaːʦɨ	jaːʦɨ	jaʔʦu	jaʔʦu	jaʔʦu	jaʔʦu	jaːʦɨ	jaːʦɨ	jaːʦɨ	jaʔʦu	jaʔʦu	jaʔʦu	jaʔʦu	jaʔʦu	jaːʦu	jaʔʦu	jaʔʦu	jaʔʦu	jaʔʦu	jaʦu	jaʔʦu	jaʔʦu	jaʔʦu	jaːʦɨ	jaʔʦu	jaʔʦu	jaːʧi	ja	jaːʦu	jaʔʦu	jaʔʦu	jaʔʧi	jaʔʦu	jaːʧi	jaːʦɨ	jaʔʦu	jaʔʦu	jaʔʦu	jaʔʦu	jaʔʦu	jaʔʦu	jaʔʧi	jaʔʦu	jaʔʦu	daʧi	jaːtu	jaʔʦu
EYE_1	me			medama	meː	meː	me	me	me			miɴ	miː	me	me	meː	me	miː	miː	miː	meː		meː	me	me	me	meː	meː	meː		me	me	me	me	mɨ	me	me	miː	mə	me		meː	me	me	miː	miː	me	meː	me	meː	me	meː		me	me	mi	me	meː
EYE_2		anaɡu	anaɡu							anako	manako											anaɡu								anaɡu											anako												anaɡu					
FALL_1	oʧiru	oʤiru	oʣuru	oʧiru	oʧiru	oʧiru	oʦuru	oʤiru	oʧiru	oʧiru	oteru	ʔuʧiruɴ	utiɨ	oʧiru	oʧiru	oʧiru	oʤiru	utiː	util	ʔutiruɴ	oʔʧiru	oʣuru	oʧiru	oʦuʔ	okoʔʧiru	oʧiru	oʧiru	oʧiru	oʧiru	oʣuru	oʦuru	oʧiru	oʦuru	oʧiru	ʔutɨrjuɴ	oʧiru	oʧiru	ʔutɨːɴ	øtu	oʧiː	oʧiru	oʧiru	oʧiː	oʧiru	utiruɴ	util	oʧiru	oʧiru	oʧiru	oʧiru	oʧiru	oʧiru	oʤiru	oʧiru	oʧiru	ʔutiruɴ	oturu	oʧiru
FAR_1	toøː	toːe	toːe	toːkiː	towai	toːi	toːka	toːi	toøː	towai	toːkja	tuːsahaɴ		toːiː	toːi	toːi	toːe		tuːkal	tuːsaːɴ	toːi	toːe	toːi	toe	toeː	toːka	toːi	toːi	toːi	toːe	towi	toːe	toːka	toːiː	tuːʃaɴ	toːwe	toeː	tuːʃeɴ	tøhøʃi	toːka	toːi	toːi	toe	toːi	tuːwaɴ		toːi	toːi	toːiː	toːi	toːi	tobai		toiː	toːi	tuɴ	towiː	toːi
FAR_2													kamaːkaɨ					kaːmakai																												kadaːʃaːl												
FAR_3																																																					toʔɡu					
FASTEN_1	musubu	muʃiɴbu	musuɴbu		musubu	musubu		musubu	musubu	musubu	musubu	musɨpuɴ			musubu	musubu	musubu			musubɨ	musubu	musubu			musubu		musubu		musubu	musuɴbu		mosubu	musubu	musubu		musubu	musubu		musubu	musubu	musubu	musubu		musubu	musubuɴ	musɨbɨ	musubu	musubu	musubu	musubu	musubu	musubu	muʃiɴbu		musubu			musubu
FASTEN_2				ʃibaru									sɨmaɨ					sɨmai	sɨmal									ʃimeru																														
FASTEN_3							kibiru																	kibiʔ		kubiru												kuɴbuɴ																kibiru			kubiru	
FASTEN_4														juː																	juː																											
FASTEN_5																							juwaeru																				owaeː															
FASTEN_6																																			makjuɴ																							
FASTEN_7																																																								ɴmaɴki		
FAT (ORGANIC SUBSTANCE)_1	abura	aɴbura	aɴbura	abura	abura	abura	abura	abura	abura	abura	abura	aba		abura	abura	abura	abura			aba	abura	aɴbura	abura	abura	abura	abura	abura	abura	abura	aɴbura	abura	abura	abura	abura	abura	abura	abira		abura	abura	abura	abura	abura	abura	aba		abura	abura	taneabura	abura	abura	abura	aɴbura	abura	abura		abura	abura
FAT (ORGANIC SUBSTANCE)_2													aʔva					aʔva	aʔva																											aʔva												
FAT (ORGANIC SUBSTANCE)_3																																						ʔaɴra																				
FAT (ORGANIC SUBSTANCE)_4																																																								aɴda		
FATHER_1	ʧiʧi				ʧiʧi				ʧiʧi				ɨʣa		ʧiʧi			ɨʣa	ɨʣa				ʧiʧi					ʧiʧi				ʧiʧi					ʧiʧi	ʤiʔʧaː	titi			ʧiʧi				ɨʣa		ʧiʧi			ʧiʧi				ʧiʧi			
FATHER_2		odo		otoʔʦaɴ		oʔʦa	toʔʦaɴ	odoʔʦa		otoʔʦaɴ	oʔto			otoːsaɴ			oʔʧaɴ				otoːsaɴ	odosaɴ		otoʔʦaɴ	uʧinoːtoʔʧaɴ	toʔʦaɴ	otoːsaɴ		otoːsaɴ	oʔʧaɴ	totojaɴ		toːsaɴ	toːsaɴ						otoʔʦaɴ	otoʔʦaɴ			toːtoː			toːʧaɴ		otoːsaɴ	otoʔʦaɴ		otoʔʦaɴ		toːʧaɴ			toʔsaɴ	otoːʧaɴ
FATHER_3			dada													teteoja																																					dada					
FATHER_4												ʔija								aja																									aːja											ʔija		
FATHER_5																																			ʤuː																							
FATHER_6																																				ʦaʦa							ʧaʔʧa															
FEAR (BE AFRAID)_1												ɡohaɴnaruɴ								nuɡuriʃanaruɴ																																				niɡuraɡunaruɴ		
FEAR (BE AFRAID)_2																																							øsøru																			
FEATHER_1	hane			hane	hane	hane	hane		hane	hane	hane			haneɡe		hane	hane				hane	hane	hane	haneɡe		hane	hane	hane	hane	hane	hane	hane	hane		hanə	hane	hane	βaniɡeː	hane	hane		hane	hane	hane	pani		hane	hane	hane	hane	hane	hane	hane	hane	hane		hane	hane
FEATHER_2		ke	ke					keː				kiː						kiː		kiː					keba																															ki		
FEATHER_3													paninupsɨɡi						psɨɡi																											psɨɡi												
FEATHER_4															umoː																																											
FEATHER_5																																		tornoke																								
FEATHER_6																																									tojasu																	
FEMALE PERSON_1	onaɡo	onaŋo	onaŋo	oɴna	oɴna		onaɡo	oɴna	onaŋo	oɴna	oɴnaɡo			onaɡo	oɴna	onaŋo	oɴna					onaŋo	onaɡo	onaɡo	oɴna	onaɡo	oɴna	oɴna	oɴna	onaŋo	onaɡo	oɴna	oɴna	oɴna	unaɡu	onaɡo	onaɡo	inaːɡu		onaɡo	oɴna	oɴna	onaɡo	oɴna			oɴna	onaɡo	onaɡo	oɴna	oɴna	oɴna	onaŋo	oɴna	oɴna		onaɡo	oɴna
FEMALE PERSON_2						mero															mero																		me																			
FEMALE PERSON_3												midumu	midum					midu̥ɴ	midum	miduɴ																									midumu	midum												
FEMALE PERSON_4																																																								minuŋa		
FIFTY_1																																							i																			
FIRE_1	çi	ʃu	su	çi	çiː	çiː	çi	çi	çi	çi	çi	psɨ		çi	çi	çiː	çi			psɨː	çiː	çi	çiː	çi	çi	çiː	çiː	çiː	çiː	çi	çi	ʃi	çi	çiː		çi	çi	piː	çɨ	çi	çi	çiː	βu	çi	piː		çiː	çiː	çi	çiː	çi	çiː	βi	çi	çi		çi	çiː
FIRE_2													umaʦɨ					umaʦɨ	umaʦɨ																mʔaʦɨ											umuʦɨ												
FIRE_3																																																								ʧʔi		
FISH_1	sakana	saɡana	sakana	sakana	sakana	sakana		saɡana	sakana	sakana					sakana	sakana	sakana				sakana	sakana	sakana		sakana		osakana		sakana	saɡana		sakana		sakana		sakana	sakana				sakana	sakana	sakana	sakana			saɡana	sakana	sakana		sakana	sakana	saɡana	sakana	sakana			sakana
FISH_2							io							io														io			ioː									ioː										io						iu		
FISH_3											jo	juː												ijo		juoː									ʔju			ʔjuː																				
FISH_4													ɨʣu					ɨʣu	ɨʣu	ʔiʤɨ																									iʣu	ɨʣu												
FISH_5																																	uo						uwo																			
FISH_6																																																									buijeɴ	
FIVE_1	iʦuʦu	eʤiʔʧi	eʣuʔʦu	iʦuʦu	iʦuʦu	iʦuʦu	iʦuːʦu	iʦuʦu	iʦuʦu	iʦuʦu	iʦuʦu		iʦɨʦɨ	iʦuʦu	iʦuʦu	iʦuʦu	eʦuʦu	iʦɨʦɨ	iʦɨʦɨ	ʔiʦɨʔʦɨ	iʦuʦu	eʣuʔʦu	iʦuʦu	iʦuʔ	iʦuʦu	iʦuʦu	iʦuʦu	itutu	iʦuʦu	eʣuʣu	iʦuʦu	eʦuʦu	iʦuʦu	iʦuʦu	iʦɨʦɨ	eʦuʦu	iʦuʦu	iʧiʧiː	itu	iʦuʦu	iʦuʦu	iʦuʦu	eʧiʧi	iʦuʦu	iʧiʧi	iʦɨʦɨ	iʦuʦu	iʦuʦu	iʦuʦu	eʦuʦu	iʦuʦu	iʦuʦu	iʧiʧi	iʦuʦu	iʦuʦu	ʔiʧiʧi	itutu	iʦuʦu
FIVE_2												ʔiʔsɨ																																														
FLESH OR MEAT_1	niku	niɡu	niɡu	niku	niku	niku	niku	niɡu	niku	niku	niku	niku		niku	niku	niku	niku			niku	niku	niɡu	niku	niʔ	niku		niku	niku	niku	niku		niku	niku			niku	niku			niku	niku		neku	niku			niɡu	niku	niku	niku	niku	niku	niɡu	niku	niku	niku		
FLESH OR MEAT_2													mɨ													mi					mi			miː	mɨː							miː															mi	miː
FLESH OR MEAT_3																		sɨːsɨ	sɨːsɨ																			ʃiʃiː	ʃiʃi						ʃiːʃi	sɨːsɨ												
FLOW_1																																							naɡaru																			
FLOWER_1	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	pana	pana	hana	hana	hana	hana	hana	pana	pana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	βanaː	hana	hana	hana	hana	hana	hana	pana	pana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana
FLY (MOVE THROUGH AIR)_1	tobu	toɴbu	toɴbu	tobu	tobu	tobu	tobu	tobu	tobu	tobu	tobu		tubiːpiɨ	tobu	tobu	tobu	tobu				tobu	toɴbu	tobu	toʔ	tobu	tobu	tobu	tobu	tobu	toɴbu	tobu	tobu	tobu	tobu		tobu	tobu		tøbu	tobu	tobu	tobu	tobu	tobu	tubuɴ		tobu	tobu	tobi	tobu	tobu	tobu	toɴbu	tobu	tobu	tubuɴ	tobu	tobu
FLY (MOVE THROUGH AIR)_2												buɴʦuɴ							budul																											budul												
FLY (MOVE THROUGH AIR)_3																		tunuʤiɨ																																								
FLY (MOVE THROUGH AIR)_4																				majaːruɴ																																						
FLY (MOVE THROUGH AIR)_5																																			udeɨʔkjuɴ																							
FLY (MOVE THROUGH AIR)_6																																						tuʔtuɴnuɡuɴ																				
FOG_1	kiri			kiri	kiri	kiri	kiri	kiri	kiri	kiri	kiri	ksɨsɨ	ksɨː	kiri	kiri					ksɨrɨ	kiri		kiri	kiː	kiri	kiri	kiri	kiri	kiri	kiri	kiri	kiri	kiri	kiri	kʔiri	kiri	kiri	kiri	kɨri		kiri	kiri	kiː		kiru	ksɨː	kiri	kiri	kiri		kiri	kiri	kirisame	kiri	kiri	ʧiri	kiri	kiri
FOG_2		moja	moja														moja					moja																		moja				moja														
FOG_3																kasumi																																		ɡasu								
FOG_4																		ʦɨː	ʦɨː																																							
FOOT OR LEG_1	aʃi	asu	asu	aʃi	aʃi	aʃi	aʃi	asu	aʃi	aʃi	aʃi		paɡzɨ	aʃi	aʃi	aʃi	aʃi	haʤɨ	paɡzɨ		aʃi	asu	aʃi	aʃ	aʃi	aʃi	aʃi	aʃi	aʃi	asu	aʃi	aʃi	aʃi		haɡi	aʃi	aʃi		aʃi	aʃi	aʃi	aʃi	aʃi	aʃi		paɡzɨ	aʃi	aʃi	aʃi	aʃi	aʃi	aʃi	asu	aʃi	aʃi		aʃi	aʃi
FOOT OR LEG_2												paɴ								haɴ																									paɴ											sanda		
FOOT OR LEG_3																																		hoʔda																								
FOOT OR LEG_4																																						çisa																				
FOREST_1	hajaʃi	hajaʃi			hajaʃi	hajaʃi		hajaʃi	hajaʃi	hajaʃi					hajaʃi	hajaʃi					hajaʃi	hajasu	hajaʃi		hajaʃi		hajaʃi	hajaʃi	hajaʃi	hajasu		hajaʃi	hajaʃi	hajaʃi		hajaʃi	hajaʃi		hajaʃi	hajaʃi	hajaʃi	hajaʃi	hajaʃi	hajaʃi			hajaʃi	hajaʃi	hajaʃi	hajaʃi	hajaʃi	hajaʃi	hajaʃi	hajaʃi	hajaʃi			hajaʃi
FOREST_2			jama	jama			jama					jama	jama				jama	jama	jama	maʦɨjama				jama		jama					jama				jama			jamaː							jama	jama										jama	jama	
FOUR_1	joʔʦu	joʔʧi	joʔʦu	joːʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	juːʦɨ	juːʦɨ	joʔʦu	joʔʦu	joʔʦu	joʔʦu	juːʦɨ	juːʦɨ	juːʦɨ	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	juːʦɨ	joʔʦu	joʔʦu	juːʧi	jø	joʔʦu	joʔʦu	joʔʦu	joʔʧi	joʔʦu	juːʧi	juːʦɨ	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʦu	joʔʧi	joʔʦu	joʔʦu	duʧi	joʔtu	joʔʦu
FRUIT_1	mi	mi		mi	mi	miː	mi	mi	mi	mi	mi	meː		mi	mi	miː	mi				miː	mi	mi	mi	mi	mi	miː	mi	miː	mi	mi	mi	mi	mi		mi	mi		mɨ	mi	mi	mi	mi	mi			mi	miː	mi	miː	mi	miː	miː	mi	mi		mi	miː
FRUIT_2													mːta					mːta	mːta																																							
FRUIT_3																				narɨ															ksɨɴnari			nai							naru	nal										nai		
GOOD_1	eː	e	e		eː				eː					eː		eː	eː					e	eː				eː	ei	eː	eː		eː				eː	eː					eː	e	eː				eː	eː			eː	eː	eː				eː
GOOD_2				iː		iː		iː		iː											iː				iː						iː			iː							iː						iː			iː							iː	
GOOD_3							joka				joʔkja				joi									joka		joka							joka						jøʃi	joka											joi				joi			
GOOD_4												miʃahaɴ																							iʔʧaɴ										misaɴ													
GOOD_5													ʤoːtuː					ʤautu	ʤau̥tuː	ʤoːtoː																		ʤoːtoː																				
GOOD_6																																														ʤauʃaːl												
GOOD_7																																																								ɴsaɴ		
GRASS_1	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	βuʦa	βusa	kusa	kusa	kusa	kusa	βusa	βusa	βusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusaː	kusa	kusa	kusa	kusa	kusa	kusa	ʔsa	βuʃa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa	kusa		kusa	kusa
GRASS_2																																																								ʦa		
GREEN_1	awøː			awɛ					awøː																awɛ						awi	aweː				aːwe	awøː		awoʃi															awøː			awiː	
GREEN_2		aoe	aoe		aoi	aoi	aoka	aoi		aoi	aokja			aoi	aoi	aoi	aoe	aukai	aukal		aoi		aoi	aoka		aoka	aoi	aoi	aoi	aoe			aoi	aoi						aoka	aoe	aoi	aoe				aoi	aoi	aoi	aoi	aoi	aoi	aoe		aoi			aoi
GREEN_3												ohaɴmi	oːkaɨ							ausaːɴ															oːʃaɴ			oːʃeɴ							aoːɴ	oːʃaːl												
GREEN_4																						ae																						aɛː														
GREEN_5																																																								dirumidiru		
GROW_1	ʃitoneru	soɴdateru		sodateru	sodateru	sodateru	sodaʦuru		ʃitoneru	sodateru	sodateru	sɨnaʦɨruɴ	sudatiɨ	sodateru	sodateru	sodateru	sodaderu				sodateru		sodateru		sodateru	sodaʦuru	sodateru	soɴdateru	sodateru		sodaʦuru	sodateru	sodaʦuru	soɴdateru		sodateru	sodateru	suratiːɴ			sodateru	sodateru	sodateː	sodateru	sudatiruɴ	ʃudatiru	sodaderu	sodateru	sodateru	sodateru	sodateru	sodateru		sodateru	sodateru		sodaturu	sodateru
GROW_2			oɡasu					jasunau														oŋasu		ojasu̥						oŋasu										oːsu																		
GROW_3																		βuiβunasɨ	ʦɨkanaiːuːβunasɨ																																							
GROW_4																				βudubasuɴ															hodeʃuɴ																							
GROW_5																																																					aʤikau					
GROW_6																																																								kanuɴ		
HAIR_1	ke	ke	ke	ke	ke	keː	ke	ke	ke	ke	kebuʃo	kiː		ke	ke	keː	ke	kiː		kiː	keː	ke	ke	ke	keba	ke	keː	ke	keː	ke	ke	ke	ke	ke	ksɨ	ke	ke	kiː	kə	ke	ke	keː	ke	ke	kiː		ke	keː	ke	keː	ke	keː	ke	ke	ke	ki	ke	keː
HAIR_2													psɨɡi						psɨɡi																											psɨɡi												
HAND_1	te	te	te	te	teː	teː	te	te	te	te	te		tiː	te	te	teː	te	tiː	tiː	tiː	teː	te	teː	tɨ	te	ʧe	teː	te	teː	te	te	te	te	te	tiː	te	te	tiː	tə	te	te	teː	te	te	tiː	tiː	te	teː	te	teː	te	teː	te	te	te	ti	te	teː
HAND_2												sɨː																																														
HE OR SHE_1	ɛːʦu								ɛːʦu																					aeʣu																							aeʤi				aitu	
HE OR SHE_2		anoβuto	anoβuto	anoçito	anoʃito	anoçito		anoʃito		anoʃito	anoʃito		kanupiʔtu		anoçito	anoʃito	anoçito	kanusɨːtu	kanuʔpitu		anoçito	anoçito	anoçito	aɴʃi	anoçito		anoʃito	anoçito	anoçito		anoʃito	anoʃito	anoçito	anoçito		anoʃito	anomeː				anoʃito	anoçito	anoβuto	anoçito	kanupusu	kanuʔpitu	anoçito	anoçito	anomoɴ	anoçito	anoçito	anoçito		anoçito	anoçito			anoçito
HE OR SHE_3							are							are												aru																																
HE OR SHE_4																																			ʔaɴʧʔu			ʔaɴʧuː																				
HE OR SHE_5																																							ʔanuʔʧu																			
HE OR SHE_6																																								ai																		
HEAD_1	suko																																									dosuko																
HEAD_2		adama	adama	atama	atama	atama		adama	atama	atama				atama	atama	atama	atama				atama	adama	atana		atama	atama		atama	atama	adama		atama	atama			atama	atama			atama	atama		atama	atama			atama	atama	atama	atama	atama	atama	adama		atama			
HEAD_3							ʣuku																	ʣu			oʦumu																															oʦumo
HEAD_4											ʦuburi									ʦɨːburɨ															ʦʔɨːburu			ʧibuːru							suburu													
HEAD_5												amasukuru																																														
HEAD_6													kanamaɨ					kanamai	kanamal																											kanamal												
HEAD_7																															biɴta																											
HEAD_8																																		omuʦuri																				omuʦu				
HEAD_9																																							kaʃira																		kaʃira	
HEAD_10																																																								ɴɡʔusa		
HEAR_1	kiku	kiɡu	kiɡu	kiku	kiku	kiku	kiku	kiɡu	kiku	kiku	kiku	sɨkuɴ	ʦɨksɨ	kiku	kiku	kiku	kiku	ʧiːβu	ʦɨʦɨ	sɨkuɴ	kiku	kiɡu	kiku	kiʔ	kiku	kiku	kiku	kiku	kiku	kiɡu	kiku	kiku	kiku	kiku	kikjuɴ	kiku	kiku	kikuɴ	kiku	kiku	kiku	kiku	kiku	kiku	sɨkuɴ	ksɨksɨ	kiku	kiku	kiku	kiku	kiku	kiku	kiku	kiku	kiku	kʔuɴ	kiku	kiku
HEAVY_1	omøː	obodɛ	modɛomodɛ		omotai	omoi	omotaka	omoi	omøː	omoteː	omokja			omotaː	omoi	omotai	omoe				obotai	omodɛ	omoi		omoteː	omuka	omotai	omotai	omoi	omodɛ		jomoteː	omoka	omotaː		omotɛː	omeː		omoʃi		omoteː	omoi	motae	omoi			omoi	omoi	omotao	omoi	omoi	omotao	obodɛː	omotɛː	omoi		omutɛː	omoi
HEAVY_2				ɴtɛː																											oɴte																											
HEAVY_3												sɨtaɡiʃihaɴ																																														
HEAVY_4													ivḁkaɨ																																													
HEAVY_5																		ɴbukai		ɴbusaɴ																																						
HEAVY_6																			juvḁkal																																							
HEAVY_7																								obi																																		
HEAVY_8																																			ʔuɴbuʃaɴ			ʔuɴbuʃeɴ								i̥vu̥ʃaːl										ʔiɴsaɴ		
HEAVY_9																																								oβutaka																		
HEAVY_10																																													ɡuʔβaɴ													
HIDE_1	kakusu	kaɡuʃi	kaɡusu	kaosu	kakusu	kakusu	kakusu	kaɡusu	kakusu	kakusu		hakoːsuɴ	kaʔβusɨ	kakusu	kakusu	kakusu	kakusu	kaʔβasɨ	kaʔβiru		kakusu	kaɡusu	kakusu	kakusu̥	kakusu	kakusu	kakusu	kakusu	kakusu	kaɡusu	çiʔkakusu	kakusu	kakusu	kakusu	kaɴɡoːjuɴ	kakusu	kakusu	hakusuɴ	kakusu		kakusu	kakusu	kakuʃi	kakusu	kakusuɴ	kaʔβasɨ	kakusu	kakusu	kakusu	kakusu	kaɡusu	kakusu	kaɡuʃi	kakusu	kakusu		kakusu	kakusu
HIDE_2											nabusu																													nawasu																		
HIDE_3																				kaʣameː																																				kami		
HIT_1	naɡuru			buɴnaɡuru		naŋuru			naŋuru	naɡuru				naɡuru	naŋuru						naŋuru				naŋuru				naɡuru			naŋuru		naɴɡuru			naɡuru				buɴnaɡuru	naŋuru		naŋuru							naŋuru		naŋuru	naɡuru	naŋuru			
HIT_2		buʔtadaɡu	tataku		ʃibaku		tataku	ʃiʔpataku														hadaɡu	tataku					tataku		hadaɡu			uʔtataku			hataku				tataku							hadaɡu	tataku		tataku								
HIT_3											buʦu						buʦu		uʦɨ					uʔ		uʦu													utu													buʦu					utu	
HIT_4												kurasuɴ																			kurasuru				ʃiɡurjuɴ			kuruɴ																				
HIT_5													miɴɡzɨ																																													
HIT_6																doʦuku											doʦuku																doːʤiku						doʣuku									doʦuku
HIT_7																		βuɡaçiː																																								
HIT_8																				sɨtaɡuɴ																									ʃitunauɴ											ʔutʔuɴ		
HIT_9																																														baʤaːl												
HOLD_1	moʦu	moʤi	moʣu	moʦu	moʦu	moʦu	moʦu	moʣu	moʦu	moʦu		muʦuɴ	muʦɨ	moʦu	moʦu	moʦu	moʦu	muʦɨ	muʦɨ	muʦɨɴ	moʦu	moʣu		moʔ	moʦu	moʦu	moʦu		moʦu		moʦu	moʦu	moʦu	moʦu	muʧuɴ		moʦu	muʔtuɴ	møtu	moʦu	moʦu	moʦu	moʧi	moʦu	mutuɴ	muʦɨ	moʣu	moʦu	moʦu	moʦu	moʦu	moʦu		moʦu	moʦu	mutuɴ	motu	moʦu
HOLD_2											saɡeru												saɡeru					saɴɡeru																														
HOLD_3																														taŋaɡu						taɡaku																	taŋaɡu					
HOUSE_1	ie	e	e		ie		ie		ie	ie	e			ie	ie		e					e	ie	ie		ije	ie	ie	ie	eː	ie		ie	ie		e	ie		ie	ie		ie	e	ie				ie	ie	ie	ie	ie	je	ie	ue		ije	ie
HOUSE_2				uʧi		uʧi															uʧi				uʧi							uʧi									uʧi						uʧi											
HOUSE_3								ʤe				çiː																																														
HOUSE_4													jaː					jaː	jaː	jaː															ja			jaː							jaː	jaː										da		
HOUSE_5																iejaʃiki																																										
HOW_1	doːʣo	doː	doː	doː	doː	doː	doɡeɴ	doː	doː	doː	doɡoɴ			doː	doː	doː	doː				doː	doː	doː	doɡeɴ	doː	doː	donai	ɴdoː	doː	doː	doɴɡe	doː	doɡeɴ	doː		doː	doneː			doɡjaɴ	doː	doː	doɡe	doː			doː	doː	doɡai	doː	doː	doː	doː	doneː	doː		doː	donai
HOW_2													noːʃiː					iɴʃiː	nauʃiː																										nuːʃi	nauʃiː												
HOW_3																																			kjaʃi																							
HOW_4																																						taʧi																				
HOW_5																																							ikani																			
HUNDRED_1																																							ho																			
HUNT_1	rjoː				rjoː				rjoː	rjoː				jamarjoː												rjoː		rjoː		rjoː		rjoː					rjoː					rjoː	rjoː				rjoː		rjoː					rjoː	rjoː		rjoː	
HUNT_2		teʔpouʤi		teʔpobuʤi				teʔpoːbuʤi																teʔpouʔ			teʔpouʧi		teʔpoːuʧi		ʧeʔpouʧi					teʔpobuʧi					teʔpoːbuʤi			teʔpoːuʧi								teʔpouʧi						teʔpouʧi
HUNT_3						kari	kari								kari	kari	kari				kari	kari			kari								kari		kari				karu									kari		kari	kari							
HUNT_4													tuɨɡa																																													
HUNT_5																			takatul																											takatul												
HUNT_6																				umuʣaturɨ																																						
