Dataset	Classification	Name	Source Name	Glottolog Name	Glottocode	ISO 639-3	ISO 639-3 Name	Family	Macroarea	Latitude	Longitude	Reference	Notes
Turkic	Turkic, Kipchak	Crimean Tatar	CrimeanTatar	Crimean Tatar	crim1257	crh	Crimean Turkish	Turkic	Eurasia	45.0	34.08	Savelyev & Robbeets (2020)	
Turkic	Turkic, Kipchak	Cuman	CodexCumanicus	Pecheneg	pech1242	qwm	Kuman	Turkic	Eurasia	47.393251	33.522692	Savelyev & Robbeets (2020)	Middle Kipchak variety attested in the Codex Cumanicus manuscript, dating from the early 14th century AD; Not listed as such in Glottolog but may be the same as the Pecheneg language (see Comment at Glottolog [pech1242] and Wikipedia [Pecheneg language])
Turkic	Turkic, Kipchak	Kara-Kalpak	KaraKalpak	Kara-Kalpak	kara1467	kaa	Kara-Kalpak	Turkic	Eurasia	39.98	63.3223	Savelyev & Robbeets (2020)	
Turkic	Turkic, Kipchak	Karachay-Balkar	KarachayBalkar	Karachay-Balkar	kara1465	krc	Karachay-Balkar	Turkic	Eurasia	43.565	42.2606	Savelyev & Robbeets (2020)	
Turkic	Turkic, Kipchak	Karaim	Karaim	Karaim	kara1464	kdr	Karaim	Turkic	Eurasia	54.5534	25.1054	Savelyev & Robbeets (2020)	Dialects of Halych and Trakai
Turkic	Turkic, Kipchak	Kazakh	Kazakh	Kazakh	kaza1248	kaz	Kazakh	Turkic	Eurasia	41.8729	65.7709	Savelyev & Robbeets (2020)	
Turkic	Turkic, Kipchak	Kumyk	Kumyk	Kumyk	kumy1244	kum	Kumyk	Turkic	Eurasia	43.0	47.0	Savelyev & Robbeets (2020)	
Turkic	Turkic, Kipchak	Kyrgyz	Kirghiz	Kirghiz	kirg1245	kir	Kyrgyz	Turkic	Eurasia	42.0	74.0	Savelyev & Robbeets (2020)	
Turkic	Turkic, Kipchak	Nogai	Nogai	Nogai	noga1249	nog	Nogai	Turkic	Eurasia	43.5917	46.6618	Savelyev & Robbeets (2020)	
Turkic	Turkic, Kipchak	Southern Altai	SouthAltai	Southern Altai	sout2694	alt	Southern Altai	Turkic	Eurasia	50.1347	86.8705	Savelyev & Robbeets (2020)	Altay-Kiži dialect
Turkic	Turkic, Kipchak	Tatar	KazanTatar	Kazan Tatar	kaza1250	tat	Tatar	Turkic	Eurasia	55.796389	49.108889	Savelyev & Robbeets (2020)	
Turkic	Turkic, North Siberian Turkic	Dolgan	Dolgan	Dolgan	dolg1241	dlg	Dolgan	Turkic	Eurasia	71.1083	94.2936	Savelyev & Robbeets (2020)	
Turkic	Turkic, North Siberian Turkic	Yakut	Yakut	Sakha	yaku1245	sah	Yakut	Turkic	Eurasia	61.6974	133.98	Savelyev & Robbeets (2020)	Sakha
Turkic	Turkic, Oghuz	Azerbaijani	Azeri	North Azerbaijani	nort2697	azj	North Azerbaijani	Turkic	Eurasia	40.9777	46.4737	Savelyev & Robbeets (2020)	
Turkic	Turkic, Oghuz	Gagauz	Gagauz	Gagauz	gaga1249	gag	Gagauz	Turkic	Eurasia	44.5988	28.0277	Savelyev & Robbeets (2020)	
Turkic	Turkic, Oghuz	Salar	Salar	Salar	sala1264	slr	Salar	Turkic	Eurasia	35.5457	102.819	Savelyev & Robbeets (2020)	
Turkic	Turkic, Oghuz	Turkish	Turkish	Turkish	nucl1301	tur	Turkish	Turkic	Eurasia	39.8667	32.8667	Savelyev & Robbeets (2020)	
Turkic	Turkic, Oghuz	Turkmen	Turkmen	Turkmen	turk1304	tuk	Turkmen	Turkic	Eurasia	37.0872	59.1757	Savelyev & Robbeets (2020)	
Turkic	Turkic, South Siberian Turkic	Chulym	MiddleChulym	Middle Chulym Turkic	midd1324	clw	Chulym	Turkic	Eurasia	54.3209	89.5541	Savelyev & Robbeets (2020)	
Turkic	Turkic, South Siberian Turkic	Khakas	Khakas	Khakas	khak1248	kjh	Khakas	Turkic	Eurasia	50.7393	107.169	Savelyev & Robbeets (2020)	
Turkic	Turkic, South Siberian Turkic	Northern Altai	NorthAltai	Chelkan	chel1242	atv	Northern Altai	Turkic	Eurasia	50.8998	88.0672	Savelyev & Robbeets (2020)	Chelkan dialect
Turkic	Turkic, South Siberian Turkic	Shor	Shor	Shor	shor1247	cjs	Shor	Turkic	Eurasia	52.3261	88.4344	Savelyev & Robbeets (2020)	
Turkic	Turkic, South Siberian Turkic	Tofa	Tofa	Tofa	tofa1248	kim	Karagas	Turkic	Eurasia	53.75	98.0	Savelyev & Robbeets (2020)	
Turkic	Turkic, South Siberian Turkic	Tuvan	Tuvan	Tuvinian	tuvi1240	tyv	Tuvinian	Turkic	Eurasia	51.7	94.36667	Savelyev & Robbeets (2020)	
Turkic	Turkic, South Siberian Turkic	West Yugur	SarygYugur	West Yugur	west2402	ybe	West Yugur	Turkic	Eurasia	39.0548	99.3112	Savelyev & Robbeets (2020)	West Yugur, Yellow Uyghur
Turkic	Turkic, Turkestan Turkic	Old Turkic	OldTurkic	Old Turkic	oldu1238	oui	Old Uighur	Turkic	Eurasia	42.852778	89.529167	Savelyev & Robbeets (2020)	Old Uyghur texts from the 9th century AD
Turkic	Turkic, Turkestan Turkic	Uyghur	Uyghur	Uighur	uigh1240	uig	Uyghur	Turkic	Eurasia	43.88	87.38	Savelyev & Robbeets (2020)	
Turkic	Turkic, Turkestan Turkic	Uzbek	Uzbek	Uzbek	uzbe1247	uzb	Uzbek	Turkic	Eurasia	39.0	66.0	Savelyev & Robbeets (2020)	
Uralic	Uralic, Finnic	Estonian	Standard Estonian	Estonian	esto1258	ekk	Standard Estonian	Uralic	Eurasia	58.55	25.82	De Heer et al.; Syrjänen	
Uralic	Uralic, Finnic	Finnish	Standard Finnish	Finnish	finn1318	fin	Finnish	Uralic	Eurasia	64.7628	25.5577	De Heer et al.; Syrjänen	
Uralic	Uralic, Finnic	Ingrian	Ingrian	Ingrian	ingr1248	izh	Ingrian	Uralic	Eurasia	59.47403	29.71145	De Heer et al.; Syrjänen	
Uralic	Uralic, Finnic	Karelian	Karelian Proper	Karelian	kare1335	krl	Karelian	Uralic	Eurasia	65.1691	30.8655	De Heer et al.; Syrjänen	
Uralic	Uralic, Finnic	Livonian	Courland Livonian	Courland Livonian	west1760	liv	Liv	Uralic	Eurasia	57.566	22.0262	De Heer et al.; Syrjänen	
Uralic	Uralic, Finnic	Veps	Veps	Veps	veps1250	vep	Veps	Uralic	Eurasia	60.3353	34.7865	De Heer et al.; Syrjänen	
Uralic	Uralic, Finnic	Võro	Võro South Estonian	South Estonian	sout2679	vro	Võro	Uralic	Eurasia	57.85	27.0	De Heer et al.; Syrjänen	
Uralic	Uralic, Finnic	Votic	Western Votic	West Vod	west2391	vot	Votic	Uralic	Eurasia	59.3802	28.6235	De Heer et al.; Syrjänen	
Uralic	Uralic, Mari	Meadow Mari	Meadow Mari	Eastern Mari	east2328	mhr	Eastern Mari	Uralic	Eurasia	55.8307	48.405	De Heer et al.; Syrjänen	
Uralic	Uralic, Mordvin	Erzya	Erzya	Erzya	erzy1239	myv	Erzya	Uralic	Eurasia	52.8548	45.3901	De Heer et al.; Syrjänen	
Uralic	Uralic, Permic	Komi-Permyak	Komi-Permyak	Komi-Permyak	komi1269	koi	Komi-Permyak	Uralic	Eurasia	59.6602	54.7959	De Heer et al.; Syrjänen	
Uralic	Uralic, Permic	Komi-Zyrian	Komi-Zyrian	Komi-Zyrian	komi1268	kpv	Komi-Zyrian	Uralic	Eurasia	64.0527	54.946	De Heer et al.; Syrjänen	
Uralic	Uralic, Permic	Udmurt	Udmurt	Udmurt	udmu1245	udm	Udmurt	Uralic	Eurasia	56.12921	52.63548	De Heer et al.; Syrjänen	
Uralic	Uralic, Saami	Kildin Saami	Kildin Saami	Kildin Saami	kild1236	sjd	Kildin Sami	Uralic	Eurasia	68.2158	35.8348	De Heer et al.; Syrjänen	
Uralic	Uralic, Saami	North Saami	North Saami	North Saami	nort2671	sme	Northern Sami	Uralic	Eurasia	68.725	22.1113	De Heer et al.; Syrjänen	
Uralic	Uralic, Saami	Skolt Saami	Skolt Saami	Skolt Saami	skol1241	sms	Skolt Sami	Uralic	Eurasia	68.8326	29.7204	De Heer et al.; Syrjänen	
Uralic	Uralic, Saami	South Saami	South Saami	South Saami	sout2674	sma	Southern Sami	Uralic	Eurasia	62.8801	13.7006	De Heer et al.; Syrjänen	
Uralic	Uralic, Samoyedic	Nganasan	Nganasan	Nganasan	ngan1291	nio	Nganasan	Uralic	Eurasia	73.1354	86.2106	De Heer et al.; Syrjänen	
Uralic	Uralic, Samoyedic	Selkup	Selkup	Taz-Turukhan	tazz1244	sel	Selkup	Uralic	Eurasia	65.7035	82.4441	De Heer et al.; Syrjänen	
Uralic	Uralic, Samoyedic	Tundra Nenets	Tundra Nenets	Tundra Nenets	nene1249	yrk	Nenets	Uralic	Eurasia	66.1775	71.0234	De Heer et al.; Syrjänen	
Uralic	Uralic, Ugric, Hungarian	Hungarian	Hungarian	Hungarian	hung1274	hun	Hungarian	Uralic	Eurasia	46.9068585714	19.6555271429	De Heer et al.; Syrjänen	
Uralic	Uralic, Ugric, Khantyic	Khanty	Vakh-Vasyugan Khanty	Vach-Vasjugan	fare1244			Uralic	Eurasia	60.10378	79.873651	De Heer et al.; Syrjänen	
Uralic	Uralic, Ugric, Mansic	Mansi	Sosva Mansi	Sosva Mansi	nort2677	mns	Mansi	Uralic	Eurasia	64.4118	61.344	De Heer et al.; Syrjänen	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Californian	Cahuilla	Cahuilla	Cahuilla	cahu1264	chl	Cahuilla	Uto-Aztecan	North America	33.5324	-116.691	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Californian	Cupeño	Cupeno	Cupeño	cupe1243	cup	Cupeño	Uto-Aztecan	North America	33.3148	-116.515	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Californian	Luiseño	Luiseno	Luiseno-Juaneño	luis1253	lui	Luiseno	Uto-Aztecan	North America	33.3184	-116.939	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Californian	Serrano	Serrano	Serrano	serr1255	ser	Serrano	Uto-Aztecan	North America	33.9479	-116.772	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Californian	Tongva	Gabrielino	Tongva	tong1329	ser	Serrano	Uto-Aztecan	North America	34.1	-118.11	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Californian	Tübatulabal	Tubatulabel	Tübatulabal	tuba1278	tub	Tübatulabal	Uto-Aztecan	North America	35.327	-117.163	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Hopi	Hopi	Hopi	Hopi	hopi1249	hop	Hopi	Uto-Aztecan	North America	35.7653	-110.535	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Numic	Chemehuevi	Chemehuevi	Chemehuevi	chem1251	ute	Ute-Southern Paiute	Uto-Aztecan	North America	35.356093	-116.438436	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Numic	Comanche	Comanche	Comanche	coma1245	com	Comanche	Uto-Aztecan	North America	34.0	-101.0	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Numic	Kawaiisu	Kawaiisu	Kawaiisu	kawa1283	xaw	Kawaiisu	Uto-Aztecan	North America	36.0538	-118.679	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Numic	Mono	Mono	Mono (USA)	mono1275	mnr	Mono (USA)	Uto-Aztecan	North America	37.1935	-119.347	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Numic	Northern Paiute	NorthernPaiute	Northern Paiute	nort2954	pao	Northern Paiute	Uto-Aztecan	North America	40.0799	-119.536	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Numic	Panamint	Pannamint	Panamint	pana1305	par	Panamint	Uto-Aztecan	North America	36.0007	-117.901	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Numic	Shoshoni	ShoshoniGosiute	Gosiute	gosi1242	shh	Shoshoni	Uto-Aztecan	North America	39.848	-114.0255	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Numic	Southern Paiute	SouthernPaiute	Southern Paiute	sout2969	ute	Ute-Southern Paiute	Uto-Aztecan	North America	37.0	-114.0	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Northern Uto-Aztecan, Numic	Ute	SouthernUte	Ute	utee1244	ute	Ute-Southern Paiute	Uto-Aztecan	North America	38.0	-109.0	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Cahitan	Mayo	Mayo	Mayo	mayo1264	mfy	Mayo	Uto-Aztecan	North America	26.4522	-108.981	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Cahitan	Yaqui	Yaqui	Yaqui	yaqu1251	yaq	Yaqui	Uto-Aztecan	North America	29.9446	-110.681	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan	Classical Nahuatl	ClassicalAztec	Classical Nahuatl	clas1250	nci	Classical Nahuatl	Uto-Aztecan	North America	19.72	-96.97	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan	El Nayar Cora	Cora	El Nayar Cora	elna1235	crn	El Nayar Cora	Uto-Aztecan	North America	22.4099	-104.467	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan	Highland Puebla Nahuatl	AztecZacapoaxtla	Highland Puebla Nahuatl	high1278	azz	Highland Puebla Nahuatl	Uto-Aztecan	North America	20.1554	-97.5556	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan	Huichol	Huichol	Huichol	huic1243	hch	Huichol	Uto-Aztecan	North America	21.954	-104.062	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan	Pipil	Pipil	Pipil	pipi1250	ppl	Nicarao	Uto-Aztecan	North America	13.8931	-89.443	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan	Pochutec	AztecPochutla	Pochutec	poch1244	xpo	Pochutec	Uto-Aztecan	North America	15.735073	-96.468076	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan	Tetelcingo Nahuatl	AztecTetelcingo	Tetelcingo Nahuatl	tete1251	nhg	Tetelcingo Nahuatl	Uto-Aztecan	North America	18.8854	-98.893	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Opata-Eudeve	Eudeve	Eudeve	Eudeve	eude1234	opt	Opata	Uto-Aztecan	North America	28.5	-110.0	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Opata-Eudeve	Teguima	Opata	Teguima	opat1246	opt	Opata	Uto-Aztecan	North America	31.15211	-110.06212	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Tarahumara-Guarijio	Central Tarahumara	Tarahumara	Central Tarahumara	cent2131	tar	Central Tarahumara	Uto-Aztecan	North America	27.5648	-107.154	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Tarahumara-Guarijio	Huarijío	Guarijio	Huarijio	huar1255	var	Huarijio	Uto-Aztecan	North America	27.8685	-108.437	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Tepiman	Northern Tepehuan	NorthernTepehuan	Northern Tepehuan	nort2959	ntp	Northern Tepehuan	Uto-Aztecan	North America	26.4348	-107.379	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Tepiman	Pima Bajo	PimaDeOnavas	Pima Bajo	pima1248	ood	Tohono O'odham	Uto-Aztecan	North America	28.654	-108.326	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Tepiman	Southeastern Tepehuan	SoutheasternTepehuan	Southeastern Tepehuan	sout2976	stp	Southeastern Tepehuan	Uto-Aztecan	North America	23.1584	-103.983	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Tepiman	Tohono O'odham	Papago	Tohono O'odham	toho1245	ood	Tohono O'odham	Uto-Aztecan	North America	31.7973	-111.995	Greenhill et al., 2021	
Uto-Aztecan	Uto-Aztecan, Southern Uto-Aztecan, Tubar	Tubar	Tubar	Tubar	tuba1279	tbu	Tubar	Uto-Aztecan	North America	30.0	-111.0	Greenhill et al., 2021	
