Gloss	Azerbaijani	Bashkir	Chulym	Chuvash	Crimean Tatar	Cuman	Dolgan	Gagauz	Kara-Kalpak	Karachay-Balkar	Karaim	Kazakh	Khakas	Khalaj	Kumyk	Kyrgyz	Nogai	Northern Altai	Old Turkic	Salar	Shor	Siberian Tatar	Southern Altai	Tatar	Tofa	Turkish	Turkmen	Tuvan	Uyghur	Uzbek	West Yugur	Yakut
HOW_2	neʧæ	nisek		mɘnle	nɑsɯl	neʧik		ne~nɑsɯl			neʧik			nɛtɛjdɛ	neʧik					neʧuχ		nɛʦik		niʧek		nɑsɯɫ	nɛhili		neʧuq		nɑɣu~nɑɣɯp	
HUNT_1													ɑŋnɑ			ɑŋʧɯlɯq qɯl	ɑŋʃɯlɑ	ɑŋnɑ			ɑŋnɑ		ɑŋdɑ		ɑŋnɑ			ɑŋnɑ				
HUNT_10																						ɑtɯʃ										
HUNT_3							bultɑː																									bultɑː
HUNT_4	ovɑ ʧɯχ~ovʧuluɡ et~ovlɑ	ɑwlɑ			ɑvlɑ	uulɑ~huɑlɑ		ɑwlɑ	ɑwlɑ	uwuɣɑ	ɑvlɑ	ɑwlɑ			ɑw et	uulɑ			ɑvlɑ					ɑwlɑ		ɑvɫɑ	ɑwlɑ		olɑ	ɔvlɑ		
HUNT_5				tɯt																												
HUNT_6			tɑjɣɑlɑ																													
HUNT_7																															ti	
HUNT_8														tɛzyr																		
HUNT_9																				ertɑχ et												
ICE_1	buz	boð	pus	pør	buz	bus~bujʃ	buːs	buz	muz	buz	buz	mʊz	pus	buːzɑːq	buz	muz	buz	bus~pus			mus	mos		boz		buz	buð		muz	muz	pɯz	muːs
ICE_2																							toʃ		toˤʃ			doʃ				
ICE_3																				toŋsɯ												
IN_1	iʧæridæ~iʧindæ	esendɛ		ɤ̆ʷʒɘnʤe	iʧinde	iʃkɑri~jʃindɑ	iske~ihiɡer	iʧjɑnɯndɑ~iʧinde	iʃinde	iʧinde	iʧke	ɘʃɘnde	ɘstɘnde	iʧ	iʧde	iʧinde	iʃinde	iʒinde	iʧinte	iʧi	iʃtinde	iʦindɛ	iʧinde	eʧtɛ	iˤʃtɘnde	iʧinde	iʧindɛ	iʃtinde	iʧidɛ	iʧidɑ	iʧinte~iʃte	ihiɡer
I_1	mæn	min	mɛn		men	men	min	bɛn	men	men	men	men	min	mɛn	men	men	men	men	ben	men	men	min	men	min	men	ben	men	men	mɛn	men	men	min
I_2				ebɘ																												
JUMP_1																	qɑrɣɯ															
JUMP_10	sɯʧrɑ				sɯʧrɑ																											
JUMP_2	ɑtɯl~ɑtlɑn				ɑtlɑ			ɑtlɑ							ɑtɯl						ɑttɯ					ɑtɫɑ						
JUMP_3							oj																									oj
JUMP_4							ɯstɑn																									ɯstɑn
JUMP_5		hiker		sik	sekir	sekir			sekir	sekir	sekir	sekɘr	seɡɘr			sekir		sekir	sekri	seker		sɛɡir~sɛkir	sekir	siker					sɛkrɛ	sɑkrɑ		
JUMP_6																		qɑlɯ					qɑlɯ					χɑlɯ				
JUMP_7																											bøk				poqɯr	
JUMP_8			idɘn																													
JUMP_9																									ʃurɑ			ʃurɑ				
KILL_1	øldyr	ylter	øːlyr	vɘ̆ʷler	øldyr		ølør	øldyr	øltir	øltyr	øldir	øltɘr	ødɘr	hilɛːr	øltyr	øltyr	øltir	øltør~øltyr	ølyr	ølter	ødyr	øjtir	øltyr	yter	ølyr	ølʲdyr	øldyr	ølyr	øltyr	oldir	julur	ølør
KILL_2						jɑrɑ et																										
KNEE_1	diz		təsβɑːzə	ʧɘrɡuɕɕi	tiz	tizɡi~kesi		diz	dize		tyz~tiz~kiz	tɘze	tɘzek	tiːiz		tize	tiz	tize	tiz	tizeχ	tize	tizi~tiz	tize	tez	tɘskek	diz	dɯð	dis	tiz	tiz	tez~tiz	
KNEE_2			təsβɑːzə																													
KNEE_3				ʧɘrɡuɕɕi																												
KNEE_4		tubɯq					tobuk			tobuq					tobuq																	tobuk
KNOW (SOMETHING)_1	bil	bel	pɘl	pɘl	bil	bil	bil	bil	bil	bil	bil	bɘl	pɘl	bil	bil	bil	bil		bil	bel	pil	pil	bil	bel	bil	bilʲ	bil	bil	bil	bil	pel~pɯl~bel	bil
KNOW (SOMETHING)_2																		oŋnɑ														
LAKE_1	ɟøl	kyl	kolʲ	kylɘ	ɡøl		kyøl	ɡøl	køl	køl	ɡel	køl	køl		køl	køl	køl	køl	køl		køl	køl	køl	kyl	høl	ɟølʲ	køl	χøl	køl	kol	køl~kyl	kyøl
LAUGH_1	ɟyl	køl	kulʲ	kul	kulʲ	kul	kyl	ɡyl	kyl	kyl	kyl~kul~kil	kyl	kyl	kil	kyle	kyl	kyl	kyl		kulli		køl		køl		ɟylʲ	ɡyl		kyl	kul	kyl~kul~kulʲ	kyl
LAUGH_2													χɑtχɯr								qɑtqɯr		qɑtχɯr		qɑˤqqɯr			qɑttɯr				
LEAF_1	jɑrpɑɡ	jɑprɑq			jɑprɑq	jɑprɑk~jɑbuldrɑk	hebirdek	jɑprɑk	ʒɑpɯrɑq	ʧɑprɑq	jɑprɑq	ʒɑpɯrɑq			jɑpɯrɑq	ʤɑlbɯrɑq	jɑpɯrɑq	cɑlbɯrɑq	jɑpɯrɣɑq	jɑrfɑq		jɑprɑq	ɟɑlbrɑχ	jɑfrɑq		jɑprɑk	jɑprɑq		jopurmɑq			sebirdeχ
LEAF_2			pyyr										pyr								pyr				byr			byry				
LEAF_3				ɕulʑɤ̆ʷ																												
LEAF_4																		qɑvɑq				qɑvɑq										
LEFT_1	sol	hul	sol		sol	sol		sol tɑrɑf		sol		sol	sol		sol	sol	sol	sol	sol		sol	sol	sol	sul		soɫ			sol		sol	
LEFT_2							kɑŋɑs																									χɑŋɑs
LEFT_3											son																					
LICK_1	jɑlɑ	jɑlɑ	ʧɑlɣɑ	ɕullɑ	jɑlɑ	jɑlɑ	hɑlɑː	jɑlɑ	ʒɑlɑ	ʤɑlɑ	jɑlɑ	ʒɑlɑ	ʧɑlɣɑ	jɑlɣɑ	jɑlɑ	ʤɑlɑ	jɑlɑ	ɟɑlɑ	jɑlɣɑ	jɑlɑ	ʧɑlɣɑ		ɟɑlɑ	jɑlɑ	ʧɯlɣɑ	jɑɫɑ	jɑlɑ	ʧɯlɣɑ	jɑlɑ	jɑlɑ	jɑɣlɑ	sɑlɑː
LIE DOWN_1		jɑt	ʧɑt		jɑt	jɑt	hɯt	jɑt	ʒɑt	ʤɑt	jɑt	ʒɑt	ʧɑt	jɑːt	jɑt	ʤɑt	jɑt	cɑt	jɑt	jɑt	ʧɑt	jɑt	ɟɑt	jɑt	ʧɯˤtɑr	jɑt	jɑt	ʧɯt	jɑt	jɔt	jɑt	sɯt
LIE DOWN_2	uzɑn																															
LIE DOWN_3				vɯrt																												
LIVER_1	bɑɣɯr	bɑwɯr	pɑɑr	pɘ̆ʷvɘ̆ʷr			bɯɑr		bɑwɯr	bɑwur	bɑvur~bɑwɯr~bɑɣɯr	bɑwɯr	pɑɑr		bɑwur	boor	bɑwɯr	bɑɣɯr~pɑɑr	bɑɣɯr	pɑɣɯr	pɑːr	bɑwɯr~pɑwɯr~pɑɣɯr	buur	bɑwɯr	bɑɑr		bɑɣɯr	bɑɑr	beɣir		pɑɣɯr	bɯɑr
LONG_1	uzun	oðon	uzun	vørøm	uzun	uzun	uhun	uzun	uzɯn	uzun	uzun	ʊzɯn	uzun	uzuːn	uzun	uzun	uzɯn	uzun	uzun	uzun	uzun	uzɯn~ozɯn	uzun	ozɯn	uzun	uzun	uðɯn	uzun	uzun	uzun	uzun~uzin~uzen	uhun
LOOK FOR_1		eðlɛ							izle	izle	izde~izle	ɘzde			izle	izde	izle	iste	iste	iʃtɛ		istɛ		ezlɛ					izdɛ	izlɑ		
LOOK FOR_2			tɘle										tɘle~kɘle						tile		tile				tɘle			dile			tele	
LOOK FOR_3							kørdø																				ɡøðle					kørdøː
LOOK FOR_4								ɑːrɑ																		ɑrɑ						
LOOK FOR_5	ɑχtɑr					izdɑr					ɑχtɑr																					
LOOK FOR_6																		pedre					bedre									
LOOK FOR_7				ʃɯrɑ																												
LOOK FOR_8					qɯdɯr																									qidir		
LOOK_1		qɑrɑ							qɑrɑ	qɑrɑ		qɑrɑ			qɑrɑ	qɑrɑ	qɑrɑ					qɑrɑ		qɑrɑ					qɑrɑ	qɑrɑ	qɑrɑ	
LOOK_2			korʲ				kør						kør					kør	kør		kør		kør		kør			kør				kør
LOOK_3	bɑχ			pɤ̆ʷχ	bɑq	bɑɡ		bɑk			bɑk			vɑq				bɑq		pɑχ~vɑχ						bɑk	bɑq					
LOUSE_1	bit	bet	pɘt~pit	pɯjdɤ̆ʷ	bit	bit			bijt	bit	bit	bit	pɘt	bit	bit	bit	bijt	pijt~pit	bit	piʧt	pit		bit	bet	bɯˤt	bit	bit	bɯt	pit	bit	pɯʃt~pɯʃ~pɯt	bɯt
MANY_1		kyp	kopʲ			køp			køp	køb	køp	køp	køp		køp	køp	køp	køp		kop	køp	køp	køp	kyp	køˤp~køˤf		køp	χøj	køp	kop	kep	
MANY_2	ʧoχ				ʧoq			ʧok																		ʧok						
MANY_3							yɡys												ykyʃ													
MAN_1					erkek				erkek		erkek	erkek			erkek	erkek	erkek									ercec	erkek		ɛrkɛk	erkɑk	erkek kise	
MAN_2		ir	ɛr	ɑrʑɯn		er	er kihi		er	erkiʃi	eren~er	er	ir kɘzɘ	hɛr	er~eren		er	er	er	ɛr kiʃi	er kiʒi	er~ɛr	erkiʒi	ir	er			er kiʒi	ɛr		eren~er	er kihi
MAN_3	ciʃi	ir					er kihi			erkiʃi	kiʃi~kisi~er		ir kɘzɘ		eren	kiʃi			kiʃi	ɛr kiʃi	er kiʒi		erkiʒi	ir				er kiʒi	ɛr		eren~erkek kise	er kihi
MAN_4				ɑrʑɯn															jɑlŋuq													
MEAT_1	æt	it	ɛt		et	et	et		et	et	et	et	it	ɛt	et	et	et	et	et	et	et	ët	et	it	eˤt	et	et	eˤt			et~jit	et
MONTH_1	ɑj	ɑj	ɑj	ujɤ̆ʷχ	ɑj	ɑj	ɯj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	hɑːɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑy	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɔj	ɑj	ɯj
MOON_1	ɑj	ɑj	ɑjɣɑrɑːɣə	ujɤ̆ʷχ	ɑj	ɑj	ɯj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	hɑːɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑjɑq	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɔj	ɑj	ɯj
MOTHER_1	ɑnɑ	inɛ		ɑnne	ɑnɑ	ɑnnɑ	inʲe	ɑnɑ	ɑnɑ	ɑnɑ	ɑnɑ	ɑnɑ			ɑnɑ	ene	ɑnɑ	ene~ɑnɑ~ɑne			ene	ënɛ~inɛ	ene	ɑnɑ		ɑnne~ɑnɑ	ene		ɑnɑ	ɔnɑ	ɑnɑ	
MOTHER_2		ɛcɛ	iʤɛm										ɘʤe					iʧe		iʤɛ	iʧe				iˤhe			ije				ije
MOTHER_3																			øɡ													
MOUNTAIN OR HILL_1	dɑɣ	tɑw	tɑɣ	tu	dɑɣ	tɑɡ~tɑv			tɑw	tɑw	tɑv	tɑw	tɑɣ	tɑːɑɣ	tɑw	too	tɑw	tɑɣ	tɑɣ	tɑɣ	tɑɣ	tɑw		tɑw	dɑɣ	dɑː	dɑɣ	dɑɣ	tɑɣ	tɔɣ	tɑɣ	
MOUNTAIN OR HILL_2							kɑjɑ																									χɑjɑ
MOUNTAIN OR HILL_3																							qɯr									
MOUNTAIN OR HILL_4								bɑjɯr																								
MOUTH_1	ɑɣɯz	ɑwɯð	ɑːɣəs		ɑɣɯz	ɑɡis		ɑːz	ɑwɯz	ɑwuz	ɑvuz	ɑwɯz	ɑɑs	ɑːɣɯz	ɑwuz	ooz	ɑwɯz	ɑɣɯs	ɑɣɯz	ɑɣɯz	ɑqsɯ	ɑwɯs	oos	ɑwɯz	ɑɑs	ɑːɯz	ɑɣɯð	ɑɑs	eɣiz	ɔɣiz	ɑɣɯs~ɑχs	
MOUTH_2							ɑɲɑk																									ɑj̃ɑχ
MOUTH_3				ɕøvɑr																												
NAME_1	ɑd		ɑt	jɑt	ɑd	ɑt	ɑːt	ɑd	ɑt	ɑt	ɑd~ɑt	ɑt	ɑt	ɑːt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑd	ɑt	ɑt	ɑt	ɔt	ɑt	ɑːt
NARROW_1	dɑr	tɑr			tɑr			dɑr	tɑr	tɑr	tɑr	tɑr	tɑr	tɑːɑr	tɑr	tɑr	tɑr		tɑr		tɑr		tɑr	tɑr	tɑr	dɑr	dɑr	tɑr	tɑr	tɔr	tɑr	
NARROW_2	ensiz			ɑnzɤ̆ʷr																												
NARROW_3							kɯɑrɑɡɑs																									kɯɑrɑɣɑs
NARROW_4						inkɑ~enɡe																	ʧiʧke									sinɲiɡes
NARROW_5																		ɯqʧɑm														
NASAL MUCUS (SNOT)_1										burun boq	burun jivisi			burɯn suvɯ	burunpoq		burɯnboq															
NASAL MUCUS (SNOT)_10																												dumɑː				
NASAL MUCUS (SNOT)_11																			jiŋ													
NASAL MUCUS (SNOT)_2										burun boq					burunpoq		burɯnboq															
NASAL MUCUS (SNOT)_3											burun jivisi																					
NASAL MUCUS (SNOT)_4														burɯn suvɯ																		
NASAL MUCUS (SNOT)_5								symyk	simɡirik			sɘŋbɘrɘk				ʧimkirik	simirik	ʧimirik					ʧimirik			symyc	θymyk					sɯːŋk
NASAL MUCUS (SNOT)_6		mɑŋqɑ																						mɑŋqɑ			mɑŋqɑ		mɑŋqɑ			
NASAL MUCUS (SNOT)_7	fɯrtdɯɡ																															
NASAL MUCUS (SNOT)_8			irɘŋ								jeriŋ		ɘrɘŋ																		jerin	
NASAL MUCUS (SNOT)_9																													miʃik	miʃiq		
NAVEL_1		kendek	kəndɘk						kindik	kindik	kindik	kɘndɘk	kɘn~kɘndɘk	kyndik	ɡinnik~ɡindik	kindik	kindik	kindiɡ	kindik	kintiχ	kindik	kɛndik~kɛntik	qɯn	kendek	hin			χin~χindik	kindik	kindik	qɯndɯq	kiːn
NAVEL_2	cøbæc			køvɑbɑ	kobek			ɡøbek																		ɟøbec	ɡøbek					
NEAR_1				ɕɯvɤ̆ʷχ		jɑoh	ʧuɡɑs~huɡɑs			ʤuwuq					juwuq		juwɯq		jɑɣuq~jɑɣuru			yɑvɯq	juq~juχ		ʧoːɣɑʃ			ʧooq				ʧuɡɑs
NEAR_2	jɑχɯn	jɑqɯn	ʧɑːɣən		jɑqun			jɑqɯn	ʒɑqɯn		jɑqɯn	ʒɑqɯn	ʧɑɣɯn			ʤɑqɯn		cɑɣɯn		jɑχɯn	ʧɑɣɯn	yɑqɯn		jɑqɯn		jɑkɯn	jɑqɯn		jeqin	jɑqin	jɑqɯn~juqun	
NECK_1	bojun	mujɯn	poːjun	møj	bojun	bojn	muoj	bojun	mojɯn	bojun	bojun	mojɯn	mojɯn	buun	bojun	mojun	mojɯn	mojɯn	bojɯn	poinɯ	mojun	mojun~mojɯn~mujɯn	mojɯn	mujɯn	møen	bojun	bojun	mojun	bojun	bojɯn	moin	moːy
NEW_1	jeni	jɑŋɯ	nʲɑɑ	ɕɘnɘ	jɑŋɯ	iɑnɡi~jɑnɡi	hɑŋɑ	jeni	ʒɑŋɑ	ʤɑŋɯ	jɑnɣɯ	ʒɑŋɑ	nɑɑ	jɛŋɡi	jɑŋɯ	ʤɑŋɯ	jɑŋɯ	ɲɑŋɯ~jɑː	jɑŋɯ	jɑŋɯ	nɑː	jɑŋɑ	ɟɑŋɯ	jɑŋɑ	ɲɑɑ	jeni			jeŋi		jɑŋɯ~jɑŋɑ	sɑŋɑ
NIGHT_1		tøn	tyn			tun	tyːn		tyn			tyn	tyn			tyn	tyn	tyn	tyn		tyn	tøn~tyn	tyn	tøn	dynne			dyn	tyn		tyn	tyːn
NIGHT_2	ɟeʤæ				ɡeʤe			ɡeʤɛ		keʧe	keʧɛ~keʦe			kiːeʧɛ	ɡeʧe		keʃe			ɡeʤe						ɟeʤe	ɡiʤe			keʧɑ		
NIGHT_3			qɑrɑ										χɑrɑɑ																			
NIGHT_4				ɕɘ̆ʷr																												
NOSE_1																									hɑɑj			χɑɑj			qɑŋrɯq	
NOSE_2	burun		purun		burun	burun~buen~bin	munnu	burnu	murɯn	burun	burun	murɯn	purun	burɯn	burun	murun	burɯn	burun	burun	purnɯ	purnu	morɯn~murɯn		borɯn		burun	burun		burun	burun		murun
NOSE_3																							tumʧuq					dumʧuq				
NOT_1	mɑ	mɑ	bɑ	mɑ	mɑ	mɑ	bɑ	mɑ	mɑ~bɑ~pɑ	mɑ	mɑ	mɑ	bɑ~pɑ~mɑ	mɑ	mɑ	bɑ	mɑ~bɑ~pɑ	bɑ	mɑ	mɑ	pɑ~bɑ~mɑ	mɑ	mɑ~bɑ	mɑ	bɑ~vɑ~pɑ	mɑ	mɑ	mɑ~eves	mɑ	mɑ	emes~emestro~emeser~mɑ~pɑ	mɑ~bɑ
OLD (USED)_1		iθke			eski	eski		eski	eski	eski	eski	eskɘ			esɡi	eski	eski	eski	eski	eski	eski	ëski	eski	iske		esci			ɛski	eski		
OLD (USED)_2			ɛrɡe				erɡe						irɡɘ												eˤrhi			erɡi			erke	erɡe
OLD (USED)_3				kivɘ																												
ONE_1	bir	ber	pɘr	pɘrre~pɘr	bir	bir	biːr	bir	bir	bir	bir	bɘr	pɘr	biː	bir	bir	bir	pir~bir~mir~vir	bir	bir	pir	pir	bir	ber	bɘr~bɘrɛɛ	bir	bir	bir	bir	bir	per~pɯr	biːr
OPEN_1	ɑʧ	ɑs	ɑʧ	uɕ	ɑʧ	ɑʧ		ɑʧ	ɑʃ	ɑʧ	ɑʧ	ɑʃ	ɑs	hɑʧ	ɑʧ	ɑʧ	ɑʃ	ɑʧ~ɑʃ	ɑʧ	ɑʧ	ɑʃ	ɑʦ		ɑʧ	ɑˤʃ	ɑʧ	ɑʧ	ɑʒɯt	ɑʧ	ɔʧ	ɑʃ	ɑs
OPEN_2							ɑrɯj																									
OTHER_1	bɑʃɡɑ	bɑʃqɑ	pɑsqə		bɑʃqɑ			bɑʃkɑ	bɑsqɑ	bɑʃχɑ	bɑskɑ	bɑsqɑ	pɑsχɑ		bɑʃɣɑ	bɑʃqɑ	bɑsqɑ				pɑʃqɑ	pɑʃqɑ		bɑʃqɑ	bɑˤʃqɑ	bɑʃkɑ	bɑʃɡɑ		bɑʃqɑ	bɔʃqɑ		
OTHER_2																		ɑrtɑn		ɑtɯ												
OTHER_3							ɑtɯn												ɑdɯn													ɑtɯn
OTHER_4						ozɡɑ~osɡe								iːezɛ	øzɡe			øskø	øzɡe				øskø		øˤske			øske				
OTHER_5				urɤ̆ʷχ																												
PERSON_1		keʃe	kɘzɘ			kisi	kihi				kiʃi	kɘsɘ	kɘzɘ		ɡiʃi	kiʃi	kisi	kiʒi~kiʤi	kiʃi	kiʃ	kiʒi	kiʃi	kiʒi	keʃe	kiʃi	ciʃi		kiʒi	kiʃi	kiʃi	kise	kihi
PERSON_2				ɕɯn															jɑlŋuq													
PLAY_1	ojnɑ	ujnɑ	ojnɑ	vɯlʲɑ	ojnɑ	ojnɑ	oːjnoː	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	oːnɑ~uːnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojno	ujnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ɔjnɑ	ojnɑ	oːnɲoː
PULL_1		tɑrt	tɑrt	turt	tɑrt	tɑrt	tɑrt		tɑrt	tɑrt	tɑrt	tɑrt	tɑrt		tɑrt	tɑrt	tɑrt	tɑrt	tɑrt	tɑː	tɑrt	tɑrt	tɑrt	tɑrt	tɯˤrt		dɑrt	tɯrt	tɑrt	tɔrt	tɑrt	tɑrt
PULL_2	ʧæc				ʧek			ʧek						ʧɛk												ʧec	ʧek					
PUSH_1	itælæ	et	itle		ite		yt	itir	ijter		ijt	iter	ɘt			iter	ijte	it		iʃt	it		ijt	et	iˤt	it	it	it	iʃtɛr~iʃtir	itɑr	iʃit	
PUSH_2													sɑs																			ɑs
PUSH_3				tɘk																												
PUSH_4										teber					teber																	
PUS_1	irin	eren			irin			ijrin	iriŋ	irin	irin	ɘrɘŋ	ɘrɘŋ		irin	iriŋ	irin		jiriŋ	jireŋ	iriŋ	ɛrɛŋ	iriŋ	eren	iriŋ	irin	iriŋ	iriŋ	ʒiriŋ	jiriŋ		iriŋe
PUS_2				pyr																												
PUT ON_1	cej	kej	kæsʲ		kij	kej	ket	ɡij	kij	kij	kij	kij	kis	kɛd	ɡij	kij	kij	kij	ked	kij	kes	kɛj	kij	kij	ket	ɟij	ɡej	ket	kij	kij	kez	ket
PUT ON_2				tɤ̆ʷɣɤ̆ʷn																												
RAIN (PRECIPITATION)_1	jɑɣɯʃ	jɑmɣɯr		ɕumɤ̆ʷr	jɑɣɯʃ	jɑmɡur	hɑmɯːr	jɑːmur	ʒɑwɯn	ʤɑŋur~ʤɑwun	jɑmɣur	ʒɑŋbɯr~ʒɑwɯn	nɑŋmɯr	jɑɣɯʃ	jɑŋur~jɑwun	ʤɑmɣɯr	jɑmɣɯr	ɲɑŋmɯr~ɲɑnmɯr~nɯŋmɯr	jɑɣmur	jɑɣmur	nɑɣbur	jɑnɣɯr	ɟɑɑʃ~ɟɑŋmɯr	jɑnɡɯr		jɑːmur	jɑɣɯʃ~jɑɣmɯr		jɑmɣur	jɔmɣir	jɑɣmɯr	sɑmɯːr
RAIN (PRECIPITATION)_2			suɣ																													
RAIN (PRECIPITATION)_3																									øˤsken							
RAW_1	ʧij~ɑlɑʧij	sej			ʧij	ʧijɡ	hiːkej	ʧiː	ʃijki	ʧij	ʧɯj~ʧij~ʦɯj	ʃikɘ	ʧɘɡ		ʧij	ʧijki	ʃij	ʧiɡ~ʧɯɣ~ʧiŋ			ʧɯɣ		ʧij	ʧi	ʧiɣ	ʧɯː	ʧɯɣ	ʧiɡ				siːkej
RAW_2																			jiɡ													
RAW_3				ʧɘrɘ																												
RAW_4																						jɛʃ										
RED_1		qɯðɯl	qəzəl	χɘrlɘ	kɯzil	kezel	kɯhɯl		qɯzɯl	qɯzɯl	kɯzɯl~kizɯl	qɯzɯl	χɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯsɯl~qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl		ɡɯðɯl	qɯzɯl	qizil	qizil	qɯzɯl	kɯhɯl
REMAIN_1	ɡɑl	qɑl	qɑl	jul	qɑl		kɑːl	kɑl	qɑl	qɑl	kɑl	qɑl	χɑl	qɑːl	qɑl	qɑl	qɑl	qɑl	qɑl	qɑl	qɑl	qɑl		qɑl	qɑl	kɑɫ	ɡɑl	ɑrtɯp qɑl	qɑl	qɔl	qɑl	χɑːl
REMAIN_2						ɑrt																	ɑrt					ɑrtɯp qɑl				
RIGHT_1		uŋ	oŋ		oŋ	oŋ	uŋɑ		oŋ	oŋ	on	oŋ	oŋ		oŋ	oŋ	oŋ	oŋ~on~uŋ	oŋ		oŋ	oŋ	oŋ	uŋ	oŋ			oŋ	oŋ	oŋ	oŋ~uŋ	uŋɑ
RIGHT_2	sɑɣ			sɯldɤ̆ʷm				sɑɑ tɑrɑf												sɯχ						sɑː	θɑɣ					
RIGHT_3														bod																		
RIPE_1		beʃ	pɘs	pɘɕ	piʃ	bis	bus		pis	biʃ		pɘs	pɯs		biʃ	bɯʃ	pis	pɯʃ	bɯʃ	piʃ	pɯʃ	piʃ	bɯʃ	peʃ	bɯˤʃ		biʃ	bɯʃ	piʃ	piʃ		bus
RIPE_2	jetiʃ										jetil																					sit
RIPE_3								olɣunlɑʃ																		oɫɡunɫɑʃ						
RISE (MOVE UPWARDS)_1		kytɛrel			køteril				køteril		ketiril	køter			ɡøter	køtøryl	køteril	kødyryl				kytiril		kytɛrel				kødyryl	køtyryl	qotɑril		
RISE (MOVE UPWARDS)_2													ørle						ør		ørle								ørlɛ		ørle	ørø tɑɣɯs
RISE (MOVE UPWARDS)_3																		tɑnzɑ														ørø tɑɣɯs
RISE (MOVE UPWARDS)_4								pin										myn						men								
RISE (MOVE UPWARDS)_5	ʧɯχ				ʧɯq					ʧɯq			sɯχ					ʃɯq~ʧɯq				ʦɯq	ʧɯq			ʧɯk	ʧɯq			ʧiq		
RISE (MOVE UPWARDS)_6				χøbɑr																χup												
RISE (MOVE UPWARDS)_7														hin					yn						yn			yn			yn	
RISE (MOVE UPWARDS)_8							ɯtɯn																									
RIVER_1				ʃɯv						suw			suɣ			suu	suv	suɣ			suɣ	su	suu						su		su	
RIVER_10														ʧɔːbɔːn																		
RIVER_2		jɯlɣɑ																				yɯlɣɑ		jɯlɣɑ								
RIVER_3			ʧul																		ʧulɑt											
RIVER_4					øzen				øzek		øzɛn	øzen			øzen	øzøn				uzen												ørys
RIVER_5	ʧɑj																															
RIVER_6			yːs			okus													øɡyz												yɡys	
RIVER_7							ebe																									
RIVER_8																										ɯrmɑk						
RIVER_9																									hem			χem				
ROOT_1		tɑmɯr		tɯmɑr	tɑmɯr				tɑmɯr	tɑmɯr	tɑmur	tɑmɯr			tɑmur	tɑmɯr	tɑmɯr					tɑmɯr		tɑmɯr					tomur			
ROOT_2			ʧəltəs				hilis												jɯltɯz		ʧɯltɯs				sɯldɯs				jiltiz~ʒiltiz	ildiz	jɯltɯs	silis
ROOT_3																		tɑzɯl			tɑzɯl	tɑzɯl	tɑzɯl					dɑzɯl				
ROOT_4	cøc							køk																		cøc	køk					
ROOT_5						tub																										
ROOT_6																				ozeχ												
ROPE_1		bɑw	pɑɣ	pɤ̆ʷjɑv			bɯɑ		bɑw			bɑw	pɑɣ				bɑw	pɑɣ			pɑɣ		buː	bɑw	bɑɣ						pɑɣ	bɯɑ
ROPE_2		ɑrqɑn			ɑrqɑn				ɑrqɑn			ɑrqɑn			ɑrqɑn		ɑrqɑn													ɑrqɔn		
ROPE_3	ip				jip				ʒip		jip	ʒɘp				ʤip						jip				ip	jyp				jep~jip	
ROPE_4	cændir			kɑndrɑ																								χendir				
ROPE_5																			uruq	urχɑn						urɡɑn					uruq	
ROPE_6																køtørmø																
ROPE_7								ʧɑtɯ																								
ROPE_8				vɘ̆ʷren		ørken					ørken~erken																					
ROTTEN_1	ʧyry	ser		ɕɘr	ʧyry			ʧyry	ʃir	ʧir	ʦiri	ʃɘr		ʧirry	ʧiri	ʧir	ʃiri			ʧyr			ʧiri	ʧer		ʧyry	ʧyjre		ʧiri			
ROTTEN_2													ɘr					iri~irikte	jiry		irikte							iri				
ROTTEN_3							hɯtɯj						ʧɯzɯ	jɯd køtyr											ʧɯdɯ			ʧɯdɯ			jiz	sɯtɯj
ROTTEN_4														jɯd køtyr																		
ROTTEN_5			sɑs																										sesɛ	sɑs		
ROUND_1						teɡirmɑ	tøɡyryk									teɡerek~toɣoloq			teɣirmi				teɣerik									tøɡyryk
ROUND_2	døvreli																								tøørej							
ROUND_3		tumɑlɑq			tomɑlɑq				domɑlɑq~dumɑlɑq			domɑlɑq					tɯmɑlɑq												domulɑq	dumɑlɔq		
ROUND_4				ɕɑvrɑɡɑ		ʧourɑ																										
