Gloss	Cahuilla	Central Tarahumara	Chemehuevi	Classical Nahuatl	Comanche	Cupeño	El Nayar Cora	Eudeve	Highland Puebla Nahuatl	Hopi	Huarijío	Huichol	Kawaiisu	Luiseño	Mayo	Mono	Northern Paiute	Northern Tepehuan	Panamint	Pima Bajo	Pipil	Pochutec	Serrano	Shoshoni	Southeastern Tepehuan	Southern Paiute	Teguima	Tetelcingo Nahuatl	Tohono O'odham	Tongva	Tubar	Tübatulabal	Ute	Yaqui
FULL_16																					tentuk							ti̯entiːka						
FULL_17																									sunɡɨm									
FULL_18																														puːi̯̯n				
FULL_19																																ɨmbɨm		
FULL_20																																pɨi̯̯mit		
FULL_21																																	kuwikːatːɨ	
GIVE_1	max		maka	maka		maxa		macan	maka	maqa					maaka			maxe~maxani		maːk	ma~maka	meke	maqai̯̯		mak	maka	maʦ	maka	maːk		maka~mika	maha		maka
GIVE_2		ja																																
GIVE_3					utːu														utːu					utːu									nutuɡai̯̯	
GIVE_4							tatɨste																											
GIVE_5											kiʔa~kiʔa					kija	kiʔa~kia																	
GIVE_6												pitɨa~kʷei̯̯tɨa																						
GIVE_7													roː																					
GIVE_8													doː																					
GIVE_9														ovi																				
GIVE_10																														u̯a				
GIVE_11																															hiliwa			
GIVE_12																																amha		
GOOD_1	aʧae̯					aʧiʔa																												
GOOD_2		ɡaʔra																																
GOOD_3			haɨ̯̯																				aʔai̯̯											
GOOD_4				kʷaltik																														
GOOD_5					ʦaːtɨ														ʦau̯̯ntɨn					ʦaːntɨn									atːɨ	
GOOD_6							reʔen																				nai̯̯den							
GOOD_7							ʃaʔapɨʔɨn																											
GOOD_8								deni																										
GOOD_9									kʷali																			kʷaliː						
GOOD_10										hopi				loovi																				
GOOD_11											kaweruma																							
GOOD_12												ijari~ai̯̯rɨa																						
GOOD_13													piʃaː				pisːa~pisa																	
GOOD_14															tuʔuri																			tuʔi
GOOD_15																ʦawu										aju								
GOOD_16																		bei̯̯ɡa																
GOOD_17																				seu̯̯ɡatu														
GOOD_18																					jek~ahwijak													
GOOD_19																									jirjixkɨː									
GOOD_20																											nana							
GOOD_21																													sap					
GOOD_22																														tihøvkui̯̯				
GOOD_23																															kimwa~kiwar			
GOOD_24																																tɨwɨ		
GREEN_1	tukvaʃnekis																																	
GREEN_2		sijoname									sioname																							
GREEN_3			sawaka							sakʷa									sakʷa							sakʷa							sakʷakatɨ	
GREEN_4				kiltik											siali																			siali
GREEN_5				sosowia					ʃoʃoktik												ʃuʃuwik							ʃoʃoktiːk						
GREEN_6					epe																													
GREEN_7						xwavi																ʃui̯̯												
GREEN_8							ruʔara																											
GREEN_9								sidei̯̯																			sidoi							
GREEN_10												ciu̯̯raɨ̯̯je																						
GREEN_11													puhiɡidɨ			puhituwa	puhi							pui̯̯										
GREEN_12														kunoknuʃ																				
GREEN_13																		tudːoɡui̯̯		stɨːdoɡ									sʧɨːdaɡi					
GREEN_14																							rou̯̯ʔn											
GREEN_15																									momduraʔ									
GREEN_16																														takaːpiʔ				
GREEN_17																															njokar			
GREEN_18																																hulʔhulʔ~uːhulʔhulʔ		
HAIR_1	julukal					ju~jul								juːla																				
HAIR_2		ɡupa									kupa							ʦupe							kup									
HAIR_3			tocipɨʔapɨ										ʦopivɨ				ʦopːɨhɨ																	
HAIR_4				ʦont͡ɬi					ʦonːti						ʧoonim						ʧun	ʧon						ʦont͡ɬiː						ʧoni
HAIR_5				ikpa			kɨpwa					kɨpa																						
HAIR_6					papi														pampipːɨh														paakipi	
HAIR_7								mo												moʔo							mo		moʔo					
HAIR_8										høːmi																						ʦomoːl		
HAIR_9																woø															womor			
HAIR_10																					ijuhmiu̯													
HAIR_11																							ʔajɨʔ											
HAIR_12																								pankasɨ										
HAIR_13																										pɨːaː								
HAIR_14																											muʧit							
HAIR_15																														pwan				
HAIR_16																															womanr			
HAND_1	mal			maːi̯̯t͡ɬ		ma			maːi̯̯	maʔa				mat		maja	mai̯̯				mai̯̯~mei̯̯	mai̯̯	maː					mø		man		maːl		
HAND_2		seka									seka																							
HAND_3			moʔovi		moʔo								moʔovi						moʔo					moʔo		moʔo							moʔopi	
HAND_4							mwahkaʔa																											
HAND_5								mamat				mama			mamːam												mama							mamam
HAND_6																		novi		nov					nob				nowi					
HAND_7																															sutu			
HEAD_1	julukal					ju								juːla																				
HEAD_2		moʔo					muʔu				moʔo	muʔu						mo~momo		moʔo					moʔ				moʔo		mo			
HEAD_3			toci										tocivi													toci							tɨcipi	
HEAD_4				ʦocontekon					coːntecoːn												ʦuntekun							conteko						
HEAD_5				kʷaːi̯̯t͡ɬ					kʷaːi̯̯												kʷa	kʷai̯̯						kʷɔ						
HEAD_6					papi														pampin					pampin										
HEAD_7								zonit																			notzoniizi							
HEAD_8										qøytø																								
HEAD_9															kobːa																	kupu		koba
HEAD_10																woø	woø																	
HEAD_11																							ʂɨːʔ											
HEAD_12																														pwan				
HEAD_13																															tai̯̯r			
HEAR_1	naqma		naŋka		naka	naqma							naɡa	naqma		naqːa	nakːa~nakːa		nanka					nanka		naŋka				naxaːkʷa			nɨkːai̯̯	
HEAR_2		ake		kaki					kaki		kepu										ɡak	keki						kakiː						
HEAR_3							namwahra																											
HEAR_4								quen																										
HEAR_5										navota																								
HEAR_6												ena~eni̯e																						
HEAR_7															hikːaha																			hikːa
HEAR_8																		ʦame																
HEAR_9																				kaː							kai̯̯		kaː					
HEAR_10																							maːʈ͡ʂ											
HEAR_11																									kəː									
HEAR_12																																haʔ~aːhaʔ		
HEART_1	sunil					ʂuun								ʂunla									huːn							ʂuːn		ʃuːnal		
HEART_2		sula									sulu				suːla					hur̥adi														
HEART_3			pijɨ										pɨhjɨpi											pihjɨn		pijɨ								
HEART_4				joːloːt͡ɬ					joolo												julo							juloht͡ɬi						
HEART_5					pihi											piwɨ	piwɨ		pihwɨ															
HEART_6							ʃai̯̯hnʲuʔukari																											
HEART_7								hibes																										
HEART_8										ɨnaŋwɨ																								
HEART_9												ijari																						
HEART_10																		jure			jul				jur									
HEART_11																				iːbdaɡ									iːbdaɡ					
HEART_12																											hidaɡu̯a							
HEART_13																															aramalir~avamalir			
HEART_14																																	muku̯avi	
HEART_15																																		hiapsi
HEAVY_1	pelema	beteame																																
HEAVY_2			pɨtːɨja																				pɨcɨʔ									pɨlɨʔ~ipɨlɨʔ	pɨtːijatːɨ	
HEAVY_3				etik					etiːk												hetek							jetik						
HEAVY_4					puhtu																													
HEAVY_5						wimɨ								wimai̯̯																				
HEAVY_6							tyihetʲe																											
HEAVY_7								beten		pɨtɨ	pehti	hete			betːe			vɨːtɨ	pɨtːi			eti		pɨtːɨ			vetːea			potoː				beteʔa
HEAVY_8													pitaʔa													pɨtːiʔanteɨ̯̯								
HEAVY_9																nɨʔnɨkːwɨ	nɨnːɨkʷi~nɨnːɨkːwi																	
HEAVY_10																				svɨːt					bɨt				swɨːʧ					
HORN (ANATOMY)_1	awal	awa				awʔa	awah				awa	awate			aːwam	awa			awa													aːwat		aːwa
HORN (ANATOMY)_2			aːpːɨ										aːpɨ																				aːpːɨ	
HORN (ANATOMY)_3				kʷaːkʷawit͡ɬ																	kʷakʷau̯̯~kʷakaʧo													
HORN (ANATOMY)_4					aː												aː							aːn										
HORN (ANATOMY)_5								husiɡwa						ʔaaw																				
HORN (ANATOMY)_6									kʷetaʃa																									
HORN (ANATOMY)_7										aːla																								
HORN (ANATOMY)_8																		aɡa		aːɡ									aʔaɡ					
HORN (ANATOMY)_9																							ʔaːʔ											
HORN (ANATOMY)_10																									aaʔ									
HORN (ANATOMY)_11																										aæ								
HORN (ANATOMY)_12																														ʔaːʔan				
HORN (ANATOMY)_13																															hamoat			
HOT_1	ʃiwma																																	
HOT_2		ratali									tahta																							tata
HOT_3			kutːu																															
HOT_4				toːtoniːa					totoktik												tutunik							totunkiː						
HOT_5					ɨrɨʔi											ɨtɨʔɨ	ɨtɨtːɨ		itɨʔi					ɨtɨi̯̯		tatuʔi						ɨːdɨːʔɨt	tatiʔi	
HOT_6						atiŋvɨ																												
HOT_7							pɨsti																											
HOT_8							pɨhʧɨraʔa																											
HOT_9								suka						ʂaqi	sukːa																			
HOT_10										mɨki																								
HOT_11												kuka																						
HOT_12													taraʔwidɨ																					
HOT_13																		toni		ston					ʧoi̯̯ɲ				stoni		tono			
HOT_14																							ɨcɨ											
HOT_15																											urudeni							
HOT_16																														oroːʔ				
HOT_17																																ɨʔɨdɨːʔ		
I_1	ne	nehe̠	nɯː	neʔ	nɯʔ		i̠neː~neː	neː	neh	nɯʔ	ne̠ː	neː	nɯʔɯ	noː		nɯ	nɯ	ɑːni	nɯː~nɯ	ɑni		nen	nɯʔ	nɯ		nɯʔ	ne		aːɲi~aːɲiʔi	noː	ine̠~ene̠	nɯː		ne
I_2				neʔwɑːt͡ɬ		nəʔ															nɑhɑ							nɑhɑ		noːmɑʔ				
I_3															i̠nɑpo																			inepo
I_4																																	nɯʔ	
KILL_1	mekan													moknu									mɨmɨkin~mɨqan							mukaa				
KILL_2		meʔa						mean			meʔa	mi̯e			meʔak					mɨʔa					mu̯aʔ		mea		muʔa		ma			meʔa
KILL_3		miʔli				mɨq					meʔri																					mɨʔɨɡ~ɨmɨʔɨk		
KILL_4			pakːa		pekːa								paka			paʦːa	paʦːa~paʦːa		pakːa					pekːa		pakːa							pakai̯̯	
KILL_5				miktia					miktiːa												miktia	mokti						miːktia						
KILL_6							heʔika																											
KILL_7										niina																								
KILL_8																		mumu																
KILL_9																															wa			
KNEE_1	tamily					tami				tamə													tamoːʦ											
KNEE_2		ʧokobala									ʦohkopo																							
KNEE_3			taŋa		tanːapːɨh								tanavi						taŋːapːɨh					tankapːɨh		taŋa							taapɨ	
KNEE_4				t͡ɬankʷaːi̯̯t͡ɬ					taːnkʷaːi̯̯												tankʷak							t͡ɬankʷate		tonɡun				
KNEE_5							tunu	tonot				tunu			tonːom			tonːa		toːn									toːn		tonor	toŋoːl		tonom
KNEE_6												watu																						
KNEE_7														qaxmai̯̯																				
KNEE_8																tonnopoto																		
KNEE_9																	miawoː																	
KNEE_10																									ol̥ia									
KNEE_11																											savopo							
KNOW (SOMETHING)_1	eʔnan													oʔna									ɨnaːn											
KNOW (SOMETHING)_2		maʧi		maːti					mati		maci	ma~mai̯̯~mate						mate		maːt	mati	meti			maːt			matiː	maːʧ		mai̯̯	maːɡ~amak		
KNOW (SOMETHING)_3			putːucuka										pucɨ													pucucukʷa							pucucukʷa	
KNOW (SOMETHING)_4					su̯apetːai̯̯~sumpanaʔitɨ											sutːapɨhi			sumpanai̯̯					sumpaːtu~sumpanai̯̯										
KNOW (SOMETHING)_5						hiwʧu																												
KNOW (SOMETHING)_6							mwaʔatʲe~mwaʔareː																											
KNOW (SOMETHING)_7								dedecan																										
KNOW (SOMETHING)_8										navota																								
KNOW (SOMETHING)_9														unani																				
KNOW (SOMETHING)_10															huʔunei̯ja																			huʔunea
KNOW (SOMETHING)_11																	pupːitakːwatu																	
KNOW (SOMETHING)_12																	tːu																	
KNOW (SOMETHING)_13																											aɡu̯ae̯̯ra~ara							
KNOW (SOMETHING)_14																											æhto							
KNOW (SOMETHING)_15																											hitːada							
KNOW (SOMETHING)_16																											nanecøra							
KNOW (SOMETHING)_17																											tʰeø							
KNOW (SOMETHING)_18																														hjoːn				
LEAF_1	palat													pavlaʃ																				
LEAF_2		sawa		ʃiwit͡ɬ~iswat͡ɬ				saɡu̯a	ʃiwit		sawa	zama			sawa						iswat	ʃut					sawat	ʃiːbiːt͡ɬ			samoar~samwat			sawa
LEAF_3			naŋkapa							naapi			naɡavɨ				nakːapɨ									maːpɨnaŋkapɨ						naŋhabɨːl	nɨkːaʔapi	
LEAF_4					puhipːɨh																													
LEAF_5						pɨclʔa																												
LEAF_6							ʃanwei̯																											
LEAF_7																ɡasa																		
LEAF_8																		jaɡa							jaʔ									
LEAF_9																			pisi					sɨka										
LEAF_10																				haːhaɡ									haːhaɡ					
LEAF_11																							qav											
LIE (REST)_1	max																																	
LIE (REST)_2		boʔi									poʔi				boʔoka					voʔo					bokaʔ				woʔo					boʔo
LIE (REST)_3			hahapi		havi								havi			hapi	hapi~hapːi		hapi					hapi		api							api	
LIE (REST)_4				teːka					teːka												teka~teːka	teke						ti̯eti̯eka		okoː				
LIE (REST)_5						kʷivɨ																												
LIE (REST)_6							kaʔa					ka																						
LIE (REST)_7								voi̯̯				hu~hui̯̯															vo							
LIE (REST)_8									wectok																			bectiːk~bectotika						
LIE (REST)_9										waʔøkiwta																								
LIE (REST)_10														wiwa																				
LIE (REST)_11																		vopːoe																
LIE (REST)_12																							ɨk											
LIE (REST)_13																																tambɨːʔ~andambɨːʔ		
LIVER_1	neʔma				nɨmɨ	nɨma	njaːmwa			nɨːma		nema		nooma		nɨmiɨ̯̯	nɨmɨ	numad	nɨmɨ	nɨm			nɨːm						nɨm			nɨːmal		
LIVER_2		emela									ema																							
LIVER_3			nɨwɨmpi										nɨwɨbi											nɨwɨn		nɨŋwɨn								
LIVER_4				eːltaʧt͡ɬi																	eltapaʧ													
LIVER_5								hemat							heemam												ʦuhhema							heemam
LIVER_6																									lumaːn									
LIVER_7																												eːlli						
LIVER_8																															jamat			
LIVER_9																																	nuupːɨ	
LONG_1	wavuma																																	
LONG_2		wiʔli																													wee			
LONG_3			paʔantoka		paʔa								paʔatoɡora													paʔatːokon							paʔatːokʷatːɨ	
LONG_4				wejak					weːjak												wejak							bejak						
LONG_5						wɨvaʂiʃ																												
LONG_6							tjeː																											
LONG_7								tevei̯				tewi																						
LONG_8										wɨːpa									kɨpa					kɨpa										
LONG_9											tehpekuma																							
LONG_10														tavulvuʃ																				
LONG_11															teebe			tubudu		tɨvɨd					təb									teebe
LONG_12																ɨti	utɨː~utɨ															utudu		
LONG_13																		ʦavidija																
LONG_14																							mitaʔi											
LONG_15																											ɡueri							
LONG_16																													ʧɨw					
LONG_17																														kahoːʔ				
LOUSE_1	saʔwal																															nahaːl		
LOUSE_2		te					atʲe			atɨ	ehte				etːen			aːte									atːe							ete
LOUSE_3			poːʔapi																							poʔa							poʔapi	
LOUSE_4				aʔtenit͡ɬ~atemit͡ɬ																	atin~atimet	atomt						atiːmiːt͡ɬ~atɪmɪt͡ɬ			atet			
LOUSE_5					pusia											pui̯̯ciapːi	pusːiʔa~pusːiʔapi		posiaʦːih					posiaʦːih										
LOUSE_6						alaʔat								ulaat																				
LOUSE_7								viatzi																										
LOUSE_8									tokoloːt																									
LOUSE_9												ateci	acɨvɨ																					
LOUSE_10																				aːʔat					aat				aːʔaʧ					
LOUSE_11																							acɨm											
LOUSE_12																														ar				
MAN_1	naxaniʃ					naxaniʃ																												
MAN_2		rehoi̯									tihoe																							
MAN_3			tawaci																tai̯̯ŋwa							taʔŋwa							taʔwaci	
MAN_4				t͡ɬaːkat͡ɬ					taːɡat	taaqa											takat	teket						t͡ɬøkat͡ɬ						
MAN_5					tenapːɨʔ																			tenkʷapːɨ										
MAN_6							tjaːtaʔa																									taːtwal		
MAN_7								dor~dodorte																										
MAN_8								dori																			uri							
MAN_9												uki																						
MAN_10													taʔnipɨzi																					
MAN_11														jaʔaʃ																				
MAN_12															ooʔou̯̯																			ooʔou̯̯
MAN_13																nana	nana																	
MAN_14																		teodi		tɨod					ʧioɲ				ʧɨoj					
MAN_15																							wɨcɨʂʦ											
MAN_16																														voroi̯̯t				
MAN_17																															oɲwi			
MANY_1	meten																																	
MANY_2		weka									wei̯̯ka																							
MANY_3			apaʔa																							apæ							apaʔnatːɨ	
MANY_4				miak~mi̯ek					miak												mijak							mejak						
MANY_5					soːtɨ														soːntɨn					soːntɨn										
MANY_6						mɨtʔiʃ	mwiʔi	mui̯̯										mui̯̯		muʔi					mui̯̯ʔ				muʔi					
MANY_7										kaasta																								
MANY_8												kʷinija																						
MANY_9													awa			ewa	iwa																	
MANY_10														hihee																				
MANY_11															hwebenːa																			huebeena
MANY_12																					muːʧi													
MANY_13																							wɨr											
MANY_14																							wɨwɨht											
MANY_15																											surapequi̯̯							
MANY_16																														ajohin				
MANY_17																															mui̯̯ar			
MANY_18																																joːwi		
MEAT_1	waʔiʃ					waʔiʃ								waaʔiʃ																				
MEAT_2		saʔpa						sata~saba~saabaʔa			saʔpa																sata							
MEAT_3			tukːu̯api										tuku̯aːvi				tukːu	tucuɡue	tukːu					tukːu		tukːu̯a			ʧuːkuɡ	tuːkin		tuɡuwa	tukːu̯api	teku̯a
MEAT_4				nakat͡ɬ					nakat												nakat	neket						nakat͡ɬ						
MEAT_5					tɨkːapːɨh																													
MEAT_6							weʔiraʔa																											
MEAT_7										sikʷi																								
MEAT_8												wai̯̯																						
MEAT_9															wakas																			
MEAT_10																tɨːnːa																		
MEAT_11																				hai̯̯van														
MEAT_12																							kaːrniʔ											
MEAT_13																									bakas									
MEAT_14																															tikoɲwat			
MOON_1	menaly					mɨnily								moyla																				
MOON_2		meʧa			mɨa			metzat			meca	meca	mɨazi		meeʧa		mɨha		mɨa				mɨaːʈ͡ʂ	mɨa		mɨæ	meʧa			moar~mu̯aːr	mecat			meʧa
MOON_3			mijatokopːi																														mɨatːakoci	
MOON_4				meːct͡ɬi					meːcti												mecti	mest						mi̯ect͡ɬiː						
MOON_5							maʃkɨraʔi																											
MOON_6										mɨːjawɨ																						mɨːjabiʃt		
MOON_7																tamɨʔa																		
MOON_8																		masːadaɡa~masa		saʂaːd					masan				maʂaːd					
MOON_9																											æɡui̯̯t							
MOUNTAIN_1	qawiʃ	ɡawi									kawi			qawiiʧa	kawi															xai̯̯	kahi~kahu			kawi~kau̯̯
MOUNTAIN_2		rajabo																																
MOUNTAIN_3			kai̯̯pa										keːvi				kai̯̯pa									kai̯̯pa							kaapi	
MOUNTAIN_4				tepːeːt͡ɬ					tepeːt												tepet							tepi̯et͡ɬ						
MOUNTAIN_5					tojavi											toja			tojapin					tojapin										
MOUNTAIN_6						pɨʔawʔa																												
MOUNTAIN_7							hɨri																											
MOUNTAIN_8								ʦavit															qai̯̯ːʦ											
MOUNTAIN_9										tɨːwi~tɨːkʷi																								
MOUNTAIN_10												jamuri																						
MOUNTAIN_11																		ʦabulica																
MOUNTAIN_12																				doʔaːɡ									doʔaɡ					
MOUNTAIN_13																				tonica					oi̯̯dʱaʔ									
MOUNTAIN_14																											ʦæɡui̯̯							
MOUNTAIN_15																															hai̯̯t			
MOUNTAIN_16																															njokoro			
MOUNTAIN_17																															kav			
MOUNTAIN_18																																muwaːl		
MOUTH_1	tamal													tamat																				
MOUTH_2		rini																																
MOUTH_3			tɨːmpa		tɨpe								tɨbivɨ			tɨpːe	tɨpːa		tɨmpe					tɨmpe		tɨmpa							tɨpːapi	
MOUTH_4				kamakt͡ɬ																								kamak						
MOUTH_5				teːnt͡ɬi			tyenʲi	tenit	teːn			teni						tuni		tɨn	ten~teːn	ten			ʧiɲ			ti̯en	ʧini	toŋin	tinir			teni~teeni
MOUTH_6						tamʔa																												
MOUTH_7										moʔa																								
MOUTH_8											ʦuʔa																							
MOUTH_9															tee																			
MOUTH_10																							ʂɨʈ͡ʂ											
MOUTH_11																																toʔoɡo		
NAME_1	tewal	rewa				tiwʔa					tewa	tewa			tewam																temwara			tea
NAME_2			niapi										nijaːvi											nihja		niaː							niaː	
NAME_3				toːkaːi̯̯t͡ɬ					toːkay												tukey							tukø						
NAME_4					nahnia											nanijanːa	nanianːa		natɨpinia															
NAME_5							antʲawaː~antʲaʔaru																											
NAME_6								teɡu̯at																			teɡu̯a							
NAME_7										tɨŋwni																								
NAME_8														tuŋla																tu̯aːnʲan		indiŋwa~tiŋwa		
NAME_9																		tutuɡaraɡa																
NAME_10																				tɨːɡiɡ									ʧɨːɡiɡ					
NAME_11																							tɨwanʦ											
NAVEL_1	ʔul																																	
NAVEL_2		suki		ʃiːkt͡ɬi	siːku				ʃiːk		siku		ʃiɡuvi		siːku		siː		siko		ʃik	ʃikt		siku		sikun		ʃik			sikur		sikupːɨ	siiku
NAVEL_3						mɨx																												
NAVEL_4							siipuʔceci																											
NAVEL_5								siːcat				zɨtemici									ʃtut													
NAVEL_6										sipna																								
NAVEL_7														tɨi̯̯di																				
NAVEL_8																poci																		
NAVEL_9																		jico		hik					jik				hik					
NAVEL_10																					iʃit													
NAVEL_11																							ʂuːr											
NAVEL_12																																ʃiːduluʃt		
NECK_1	pily														biʔa																			
NECK_2		ɡuta	kuta					ʦutat			kuhtamo		kuravi			kutːa	kutːa		kuta							kuta	ʦuta						kutapi	kutana
NECK_3				kʷeʧt͡ɬi					keʧ													koʃt						keʧkoʧt͡ɬa						
NECK_4					tojo																			tojompɨh										
NECK_5						qilyʔa								qelat																				
NECK_6							kɨhpi					kɨi̯̯pi																						
NECK_7										kʷaapi																								
NECK_8												katuci																						
NECK_9																	pukːakːwa																	
NECK_10																		ʦuscuvo		kuʂuv					kuxbo				kuswo					
NECK_11																				kuʂvo														
NECK_12																					kesckcuju~keckuju							keʧkʷahjo						
NECK_13																							ŋɨhɨʦ~ŋɨhɨʔ							ŋoːŋ				
NECK_14																															kʷai̯̯r			
NECK_15																															moar			
NECK_16																																kulaːn		
NEW_1	paŋiʃ					paŋiʃ																												
NEW_2		kukiwame																																
NEW_3			ɨaka																														aːkatɨ	
NEW_4				jankʷik					jaːnɡui̯̯k																xibkam			jankʷiːk						
NEW_5					ɨkɨ							hekʷa							ɨkɨ					ɨkɨ										
NEW_6							ahkʷa																											
NEW_7								hubari																										
NEW_8										pɨːhɨ			ɨːvitɨ	iːpit			pɨtɨ															mapita		
NEW_9											kaweruma																							
NEW_10															bemela																			bemela
NEW_11																pɨtɨttɨpːɨ																		
NEW_12																		butːude		vɨtud									wɨʧij					
NEW_13																							amai̯̯t							imuːt				
NEW_14																										aɨ̯̯								
NEW_15																											veu̯̯catoa							
NEW_16																															hemesat			
NIGHT_1	tukmijat					tukmut								tuukumit																				
NIGHT_2		rukawali									tuɡao	tɨkarika			tukaari																			tukaria
NIGHT_3			tuwanu		tukani		tɨkaʔa						tuɡwa			toqa	tuka~tukːaː		tukʷani	tukɡam			tuːk	tukani	tukaʔ	tukʷa						tuːɡit~tuːɡal	tukʷana	
NIGHT_4				yoːawalli					jowaːl												tikjuvu̯ali~ujuvali	owel						jowaliː						
NIGHT_5								ʧu̯ari																										
NIGHT_6										mihi~mihikpɨ																								
NIGHT_7																		tucaɡui̯̯																
NIGHT_8																											doʦːo							
NIGHT_9																													ʧuhuɡ					
NIGHT_10																														jau̯̯ke				
NIGHT_11																															kirimoalit			
NO OR NOT_1	kiʔi	ke			ke	qai̯̯	ka~kai̯̯	ʦa		qa~qaʔe	kaʔi			qai̯̯	kaː		kai̯̯		ke				qai̯̯	ke		ka	ʦai̯̯			xai̯̯	ka		ka	ka~kaː~kee
NO OR NOT_2			kacu													qatuʔu																		
NO OR NOT_3				aʔmoː					amo												ma							amo						
NO OR NOT_4												meta						mai̯̯tiu̯d~mai̯̯tudo																
NO OR NOT_5													juwaːtɨ																					
NO OR NOT_6																				pim					ʧam									
NO OR NOT_7																				heː														
NO OR NOT_8																													pi~piaʔa					
NO OR NOT_9																																haʃ		
NOSE_1	mul					mu								muuvil																				
NOSE_2		aka									jahka				jekːa																			jeka
NOSE_3			mupi		muvi											mupi	mupi		mupin				mukpiʔ	mupin		mupɨ				møpin		mupit		
NOSE_4				jakat͡ɬ					jekacol	jaqa											jaka	jeket						jekacol						
NOSE_5							ʦuʔuri					ʦuri																						
NOSE_6								dacat										daka		daːk					dak				daːk					
NOSE_7													muviːtoʔovebe																				mopotːʔopːɨ	
NOSE_8																															nikisor			
OLD_1		ocerame									ocirume																				ʦamu			
OLD_2			ɨi̯̯tːɨpːɨw																															
OLD_3				weːweʔ					weːwet													ewe												
OLD_4					ʦuku																													
OLD_5						awɨi̯̯lve																												
OLD_6							vai̯̯hsi																											
OLD_7							vastaʔa																										wiitapu	
OLD_8								dotzi																			oze							
OLD_9									soltik																			soltiːk						
OLD_10										wɨːjoʔo~wɨːja																								
OLD_11												raci																						
OLD_12													hui̯̯ʔekʷeːpɨ~hɨːjʔekʷeːpɨ																					
OLD_13													ʔiːtʲ																					
OLD_14														amqi																				
OLD_15															juːwa																			
OLD_16																mu̯a	mu̯a																	
OLD_17																		ʦuli~alculi		kɨli														
OLD_18																			pɨai̯̯					pɨai̯̯										
OLD_19																					ʧuleh											uːlawɨt~uːʔuːlawica		
OLD_20																							uvihpɨʦ											
OLD_21																									jaɡɨtˀ									
OLD_22																										iɨ̯								
OLD_23																											daɡu̯at							
OLD_24																												bi̯eben						
OLD_25																													hɨkihukam					
OLD_26																														eraːxpo~eraːkpo				
OLD_27																															samo			
OLD_28																																	nanapːɨtɨ	
OLD_29																																		joː
ONE_1	suplje					supul								supul																				
ONE_2		bile									pire																							
ONE_3			suː	seː			sei̯	sei̯̯	seː	sɨːka		zewi			seenu				sɨwɨ		se	se				ʃuː	se	si̯e~sente						senu
ONE_4					sɨmːɨ											sɨmɨ	sɨmɨ		sɨmːɨ	hɨma				sɨmːɨ					hɨmako		heme			
ONE_5						sulit																												
ONE_6													suju																				suːjis	
ONE_7																		huma																
ONE_8																				maːdo														
ONE_9																							hou̯̯kp											
ONE_10																									man									
ONE_11																														puku				
ONE_12																																ʧiːʧ		
PATH OR ROAD_1	pit					pit								pet									pooqt							pet				
PATH OR ROAD_2		bowe						vovet			poe																bowe							
PATH OR ROAD_3			poʔo		puʔe					pøhɨ						pojo	poː	boi̯̯	poʔi					poʔe	boi̯̯	poː							poo	
PATH OR ROAD_4				oʔt͡ɬi					ohti												uhti							oht͡ɬiː						
PATH OR ROAD_5							huje					huje																						
PATH OR ROAD_6													toːvɨ																					
PATH OR ROAD_7															booʔo								poːʔ									poht		booʔo
PATH OR ROAD_8																				voːɡ									woːɡ					
PATH OR ROAD_9																						otˀkan												
PATH OR ROAD_10																											donønai~ɡui̯̯nonai~pinonai							
PATH OR ROAD_11																															wota			
PERSON_1	taxliswet																													taraxat				
PERSON_2		paɡotu̯ame									ihpakorume																							
PERSON_3			nɨwɨ		nɨmɨ								nɨwɨ			nɨːmːɨ	nɨmɨ		nɨmɨ					nɨwɨ		nɨŋwɨ						nɨmɨ		
PERSON_4				t͡ɬaːkat͡ɬ					taːkajoːt												taɡat		taːqt					t͡ɬøka						
PERSON_5						ataxʔa								ataax																				
PERSON_6							tyevi					teɨ̯̯teri																						
PERSON_7								doːme							joreme																			joeme
PERSON_8										sino																								
PERSON_9																		odame																
PERSON_10																				hɨmadkam					jatkam				hɨmajkam					
PERSON_11																										nɨn								
PERSON_12																											uriaʧa							
PERSON_13																															tamoi̯̯tam			
PERSON_14																																	nuuci	
RAIN (PRECIPITATION)_1	wewniʃ																																	
RAIN (PRECIPITATION)_2	wewen					wɨwɨ																	woːŋt											
RAIN (PRECIPITATION)_3		uʔki									juʔki				jukːu																			juku
RAIN (PRECIPITATION)_4			ɨwa										uwa													uŋwa							uwatɨ	
RAIN (PRECIPITATION)_5				kiawit͡ɬ					kiʧwit~kiʧaːt																			kiːjabiːt͡ɬ						
RAIN (PRECIPITATION)_6					ɨma												paɨ̯̯mat͡ɬ		ɨma					ɨma~paɨ̯na										
RAIN (PRECIPITATION)_7							viitʲe																											
RAIN (PRECIPITATION)_8								ducan~duqui̯̯										daqui̯̯~duqui̯̯		duːk					duk				juːki					
RAIN (PRECIPITATION)_9										joojoki																								
RAIN (PRECIPITATION)_10										jojaŋwɨnɨ																								
RAIN (PRECIPITATION)_11												ki̯ewijera																						
RAIN (PRECIPITATION)_12														axilax																				
RAIN (PRECIPITATION)_13																tɨːkːwa~tɨːkʷape																		
RAIN (PRECIPITATION)_14																					wetciat													
RAIN (PRECIPITATION)_15																											dyrurai~værorai~dyrarai̯							
RAIN (PRECIPITATION)_16																											ahra							
