Gloss	Anuta	Austral A	Austral B	East Futuna	Emae	Futuna-Aniwa	Hawaiian	Kapingamarangi	Luangiua	Mangareva	Maori	Mele-Fila	Niuean	North Marquesan	Nukuria	Penrhyn	Proto-Polynesian	Pukapuka	RakahangaManihiki	Rapanui	Rarotongan	RennellBellona	Samoan	Sikaiana	Tahitian	Tikopia	Tongan	Tuamotuan	Tuvalu	Vaeakau-Taumako	Wallisian
OPEN_3										ʔuʔure																					
OPEN_4														pepeu														heheu			
OPEN_5														peʔua																	
OPEN_6				sufeɡi																											
OPEN_7		ʔiɢiti	ʔiriti																												
OPEN_8						afoŋia																									
OPEN_9																					ʔakatuuʔeraʔera										
OTHER_1											atu																				
OTHER_10				kese																			ʔese				kehe				
OTHER_11														ke				kee			kee										
OTHER_12								huai																							
OTHER_2															laa							ɡaa									
OTHER_3																														haila	
OTHER_4																		toe													
OTHER_5												tonrua																			
OTHER_6													falu																		
OTHER_7																	taha														
OTHER_8			vetaʔi				kekaahi												teetahiatu	tahi	teetaʔi		ʔosetasi		vetahi				etahi		tahi
OTHER_9						teiai		tei															isi								
PAINFUL OR SICK_1		maʔi	maʔi	masaki	masaki	maki	maʔi				maauiui	masaki	maki		maki		masaki	maki		mauʔiuʔi	maauiui	masaki	maʔi		maʔi		mahaki	maauiui		maki	mahaki
PAINFUL OR SICK_2	ŋaeŋae			mamae		ʰmae		mhae	mmae	mamae				memae		mamae				mamae	mamae	mamae		mamae	mamae	ŋaeŋae		mamae			
PAINFUL OR SICK_3																	mamahi														
PAINFUL OR SICK_4									usu						isu																
PAINFUL OR SICK_5				aleale																											
PAINFUL OR SICK_6																		tiŋaa													
PAINFUL OR SICK_7			paʔo																												
PAINFUL OR SICK_8																													malaɡa		
PATH OR ROAD_1	ara		araʔaraʔa	ala	ara		ala	ala	ala	ara	ara	ara	hala			ara	hala	ŋutuala	ara	ara	ara	aɡa	ala	ala	ara	ara	hala	ara	auala	ala	ala
PATH OR ROAD_2															haarena																
PATH OR ROAD_3														vaʔa																	
PATH OR ROAD_4		puɢumu	puruumu																puruumu						puruumu						
PATH OR ROAD_5																									ʔeeʔa						
PATH OR ROAD_6						retu																									
PERSON_1	taŋata	taʔata	taʔata	taɡata	taŋata	tafata	kanaka	daŋada	kaŋaka	taŋata	taŋata	taŋata	taŋata	kenana,ʔenata		taŋata	taŋata	taŋata	taŋata	taɡata	taŋata	taŋata	taŋata	tanata	taʔata	taŋata	taŋata	taŋata	taɡata	tai	taɡata
PERSON_2															tama			tama						tama							
PERSON_3																		kovi													
PLANT (SOMETHING)_1																				oka											
PLANT (SOMETHING)_2		tanu	tanu				kanu	tanu		tanu				nanu		tanu		tanu			tatanu				tanu			tanu			
PLANT (SOMETHING)_3	too			too							too		too		toki		too	poki,toki					too	too		too	too			tokia,tʰoː	too
PLANT (SOMETHING)_4						pʰura																									
POUND_1																									paapaaːpahia						
POUND_2	tuki		tuʔi			tutʰukia	kuʔi	tuɡi	kuʔi	tuki	tuki		tuki	tuʔi	tuki	tuki	tuki	tukituki			tuki	tuki	tuʔituʔi	tuki		tuki	tuki	tuki	tukituki		tuki
POUND_3				soka																											
POUND_4																		patupatu													
POUND_5		oɢooɢo																													
POUND_6			paʔi																												
POUND_7															rriki																
RAIN (PRECIPITATION)_1	ua		ua	ʔuaina	ua	ua	ua	ua	ʔua	ua	ua	ua	uha	ua	ua	ua	ʔuha	ua	ua	ʔuua	ua	ʔua	ua	ua	ua	ua	ʔuha	ua	ua	ua	ʔua
RAIN (PRECIPITATION)_2																							timu						timu		
RAIN (PRECIPITATION)_3		ua																													
RAT_1	kiore	ʔioɢe	ʔiore				ʔiole		iole	kiore	kiore			kioʔe		kire		kiole		kioʔe	kiore	kioɡe	ʔiole	kiole	ʔiore	kiore		kiore	kiole		
RAT_2																														lepuu	
RAT_3	kumaa												kumaa	kumakuma			kumaa									kumari	kumaa				kuma
RAT_4				kimoa	kimoa	kimoa						kimoa			kimoa								ʔimoa						kimoa		
RAT_5												kisue																			
RED_1	mero			mea		mea		mmee	mea			mea			mmea			melo		mea		mea	mea,melomelo	mea		mero,mea		mea		mea	
RED_2			ʔuraʔura	kula			ʔula			kura			kula	kuwa		kura	kula	kula	kura		kura	kuɡa	ʔula				kulokula	kura	kula		kula
RED_3																			muramura												
RED_4		ʔuteʔute																			ʔute				ʔuteʔute						
RED_5					loa																										
RED_6	oata			soata																											
RED_7											fero									herohero											
RED_8														pukiki																	
RIGHT_1								tonu																							
RIGHT_2									laaua																						
RIGHT_3																														toilo	
RIGHT_4																						maui									
RIGHT_5														ʔimaoko																	
RIGHT_6	matau	ʔatau	ʔatau		matau	matau	ʔaakau	tau			matau,katau	matau	matau		maua	katau		maatau	katau	mataʔu	katau		taumatau		ʔatau	matau	mataʔu	katau	matau		mataʔu
RIGHT_7				ʔatamai										atamai										atamai					atamai		
RIGHT_8																													poto		
RIGHT_9																	sako														
ROOT_1		aʔa	aʔa	aka	kairakau	akai	aʔa	aɡa	paʔiaʔa	aka	pakiaka	kasikoa	aka	aka	patiaka	aka	aka	aka	aka	aka	pakiaka	paʔiaʔa	aʔa	patiaka	aʔa	vaiaka	aka	aka	poɡai	aka	aka
ROOT_2	tapito																														
ROPE_1	maea			maea				moea	maea			mea			maea								maea	maea		maea	maea		maea		maea
ROPE_10															kaavei			kawa													
ROPE_11			taura	taula		taura	kaula	taura		toura	taura		toua	touʔa		taura	taula	taula	taula	taura	taura	tauɡa			taura			taura			taula
ROPE_2																														hau	
ROPE_3										kaka																					
ROPE_4					faβa	vava						wawa			haha																
ROPE_5		nape																													
ROPE_6																												patoko			
ROPE_7															kaha																
ROPE_8															uka																
ROPE_9																													lopu		
ROTTEN_1	para		para	pala		para			pala	para			pala	paʔa	para	para	pala	papala	para	para	para	paɡa	pala	pala		para	pala	para	pupu	pala	pala
ROTTEN_2	popo			popo	popo	popo		bobo	popo	popo		popo	popo		popo	popo					popo	popo		popo				popo			popo
ROTTEN_3						purau	pilau				pirau																				
ROTTEN_4														pee											ʔoopeoːpe						
ROTTEN_5		henoheno																													
ROTTEN_6															mmahi																
ROTTEN_7															varevare																
ROTTEN_8															vii			vii													
ROTTEN_9																		eku								kuu					
SALT_1				paʔatai	tai		paʔakai							paʔatai,kanatai								tai									tai
SALT_2											tote																				
SALT_3													matima				masima						maasima				maasima		maasima		
SALT_4														puhinaʔu																	
SALT_5												mara																			
SALT_6		ʔavaʔava																													
SALT_7						sol																									
SALT_8															horo																
SALT_9			miti							miti								miti		miti	miti		miti		miti			miti			
SAND_1		one	one	ʔone	one	one	one	one		one	one	waraune	one	one		one	ʔone	one	one	one	one	ʔone	oneone	one	one	one	ʔoneʔone	one	fuu	one	one
SAND_2	kere								ʔele						kerekere			kelekele													
SAND_3																		tini													
SAY_1								tapa																							
SAY_10														tekao																	
SAY_11				pati																											
SAY_12										ki									ki	kii											
SAY_13																						heŋɡeu									
SAY_14													kepehe														pehee				
SAY_15									kakala								tala						tautala	taatala							
SAY_16																		mea													
SAY_2							ʔoolelo				koorero										koorero										
SAY_3		paɢaupaɢau	parau											peʔau											parau			parau			
SAY_4															hai														faipati		
SAY_5	karaŋa																				karaŋa										
SAY_6					muna										hua											muna					
SAY_7									meaʔe																						
SAY_8						tuku						tokua																	taku	tukua	
SAY_9																					tuatua										
SCRATCH_1						araʃia		lodi					alati																alati		alasi
SCRATCH_10			raʔuraʔu	vaku	rakutia			llaɡu	laʔu		rakuraku		laku		rakuraku	raku		laku	raraku	raku	raraku		felaʔu	laku	raʔuraʔu		vaku	raku			
SCRATCH_11												sakaroa					waku														
SCRATCH_2	koii																														
SCRATCH_3										keneʔu																					
SCRATCH_4																						aŋɡaaŋɡa									
SCRATCH_5														tuveʔe																	
SCRATCH_6							walu																								
SCRATCH_7																				katikati											
SCRATCH_8															araara																
SCRATCH_9		maʔeɢo																								maŋiso				maŋeo	
SEA_1			tai	tai	tai	tai	kai	dai		tai	tai	tai	tahi	tai	tai			tai	tai	tai	tai	tai	tai			tai	tahi	tai	tai		
SEA_2	moana		moana	moana			moana	moana	moaŋa	moana	moana		moana	moana	moana	moana		moana		moana	moana	moana	moana	moana	moana	moana		moana	moana	moana	
SEA_3																														tʰaupeː	
SEA_4	vata																														tai
SEA_5																							sami								
SEA_6		miti																							miti						
SEE_1		ʔite		kite	kutea		ʔike		ʔike		kite			ʔite	kite		kite	kitea		tikea	kite	kite	ʔite	kite	ʔite	kite		kite		kutea	
SEE_2			naanaaːna							nana																					
SEE_3												sereia																			
SEE_4																			tititiro										kilo		
SEE_5				tio																							sio				sio
SEE_6						safea																									
SEE_7																							vaʔai								
SEE_8																													pula		
SEE_9	mamata			matamata				mada					mata									mata	matamata								
SEVEN_1	pitu	hitu	ʔitu	fitu	fitu	fitu	hiku	hidu	hiku	ʔitu	fitu	eβitu	fitu	fitu	hitu	hitu		witu		hitu	itu	hitu	fitu	hitu	hitu	fitu	fitu	hitu	fitu	hitu	fitu
SEW_1				tui	tuitui	tui		dui	kui	tue	tui	tuia	tui	tui	ttui	tui	tui	tui	tuitui	tui	tui	tui		tui		tui	tuitui	tui			tui
SEW_2			au																						au						
SEW_3																							suʔi								
SEW_4		niɢa	nira																						nira						
SEW_5																														tohia	
SEW_6						sukia											suki														
SEW_7																			ruru												
SEW_8	titina		tiiʔai																												
SEW_9							humuhumu																								
SHARP_1	kakai	ʔoi	ʔoi	fakakaa,kakai	makakai	matakai	ʔoi	ɡaa	ʔaa	koikoi	koi	matʃikai		koi	kaa	koi		kokoi	koi	kaʔi	koi	hakakaa,kakai	maʔai	kaa	ʔoi	mata		koi	matakai	mdakhaa	
SHARP_2													matila										masele				maasila			mfasele	maasila
SHARP_3																	ŋata														
SHARP_4																		niniva													
SHARP_5																												popo			
SHOOT_1						fana	pana				fana		fana		hana	hana			fana		taa	hana	fana			fana	fana	hana	fana	hanaia	fana
SHOOT_2									pihi					puhi					pupuhi												
SHOOT_3																		wena													
SHOOT_4		teʔa	teʔa																						teʔa						
SHOOT_5														toi																	
SHOOT_6				kalolo																											
SHORT_1						saka					hakahaka					sakasaka							saʔasaʔa								
SHORT_2													puku				pukupuku					puku	puʔupuʔu			pukupuku					pukupuku
SHORT_3														nohinohi																	
SHORT_4	nounou																										nounou				
SHORT_5																													toetoe		
SHORT_6				leka																		leka									
SHORT_7																		puunekeneke													
SHORT_8		poto	poto			poto	pookole	bodo	poko	poto	poto			poto	potopoto	poto		puupoto		poto	poto		poto	poto	poto			poto		popoto	
SHOULDER_1				uma													uma					uma					uma		tuauma		ʔuma
SHOULDER_2															ruamona																
SHOULDER_3						pakau																				kapakau				papakau	
SHOULDER_4																							tauʔau								
SHOULDER_5													tuke																		
SHOULDER_6					pamu							pamu																			
SHOULDER_7		paʔuhi	paʔoʔi				poʔohiwi			pakuʔivi	pakihiwi			paufifi				pokoivi	pakuivi	kapuhivi	pokoivi							pakihui			
SHOULDER_8																									tapono						
SHY OR ASHAMED_1	paka	maamahu	ʔaʔamaa	maa		ʰma				ʔakaama	fakamaa		maa			maa	maa	akamaa		haa	taaʔakamaaːʔakama	maa	maa		maamahu		maa		mamaa	maa	maa
SHY OR ASHAMED_2																							matamuli								
SHY OR ASHAMED_3																										koro					
SHY OR ASHAMED_4							hilahila	hila															silasila								
SHY OR ASHAMED_5														hakaika																	
SHY OR ASHAMED_6				luma																											luma
SHY OR ASHAMED_7															napa																
SIT_1						buku																					taŋutu				
SIT_2	nopo	nohotu	noʔo	nofo	nofoiraro	nofo	noho	noho	ŋoho	noʔo	noho	nofo	nofo	noho	noho	noho	nofo	noonooːno	noho	noho	noʔo	noho	nofo	noho		nofo	nofo	noho	noho	noho	nofo
SIT_3			araʔi																						paarahi						
SIX_1	ono	ono	ono	ono	ono		ʔeono		oŋo	ono	ono	eono	ono	ono	ono	ono		ono	ono	ono	ono	ono	ono	ono	ono	ono	ono			ono	ono
SIX_2																												fene			
SKIN_1	kiri	ʔiɢi	ʔiri	kili	kiri	kiri	ʔili	ɡili	ʔili	kiri	kiri	kiri	kili	kiʔi	kiri	kiri	kili	kili	kiri	kiri	kiri	kiɡi	ʔiliola	kili	ʔiri	kiri	kili	kiri	kili	kilihino	kili
SKIN_2																							paʔu						pau	paku	
SKY_1	raŋi	ɢaʔi	tuaraʔi	laɡi	raŋi	raɡi	lani	laŋi	laŋi	raŋi	raŋi	raŋi		ʔaŋi		raŋi	laŋi	laŋi	laŋi	raɡi	raŋi	ɡaŋi	laŋi	lani	raʔi	raɡi	laŋi	raŋi	laɡi	velaŋi	laɡi
SKY_2												maloa																			
SKY_3															kaniva																
SLEEP_1	moe		moe	moe	moe	moeroa	moe		moe	moe	moe	moe	mohe	hiamoe	moe	moe	mohe	momoe	moe	moe	moe	moe	moe	moe		moe	mohe	moe	moe	moe	moe
SLEEP_2								khi																							
SLEEP_3																									taʔoto						
SLEEP_4																		lowi													
SLEEP_5		moe																													
SLEEP_6					ŋoro																										
SMALL_1								bodo						poto		poto				poto	poto										
SMALL_10																														kiko	
SMALL_11																													fonini		
SMALL_12						sisi																					siʔi				siʔi
SMALL_2													puku													pukupuku					pukupuku
SMALL_3		iti	maaitiiti		titi						iti			iti		iti	ʔiti		meeiti	iti	iti		itiiti					iti			
SMALL_4																									naʔinaʔi						
SMALL_5												kekela																			
SMALL_6										niŋore																					
SMALL_7														kaiu																	
SMALL_8																		lewu													
SMALL_9	riki			ʔikiʔiki			liʔi		suli				liki	ʔiki	punarikiriki			liliki				ɡiki		liki				riki	foliki	likiliki	
SMELL (PERCEIVE)_1		hauʔa	ʔauʔa																						hauʔa						
SMELL (PERCEIVE)_2	nanamu					namuia																					naamuʔi			namu	
SMELL (PERCEIVE)_3								tuŋu																							
SMELL (PERCEIVE)_4															hunu							puʔia		sunu							
SMELL (PERCEIVE)_5				soɡi		soŋi	honi	hoŋi	soŋi	ʔoŋi	hoŋi		hoŋi	hone		soŋi		joŋi	hauŋa	hoɡi	ʔoŋi		soŋi	saona	hoʔi	soŋi		hoŋi	hoɡi		hoɡi
SMELL (PERCEIVE)_6					saŋotia							sunoŋoa																			
SMOKE (EXHAUST)_1									ʔohu						kohu											kofu				kohu	
SMOKE (EXHAUST)_2	autiapi	auauahi	auauaʔi	aausia	asuafi	au	uahi	seahi		ahi	auahi		ahu	auahi	au	auahi	ʔahuafi	au	au	auahi	auaʔi	ʔauahi	asu	au	auauahi	ausiafi	ʔahu	auahi	au		ʔahu
SMOKE (EXHAUST)_3												silaŋo																			
SNAKE_1				ɡata	ŋata	ŋata			ʔaka			ŋatasai	ɡata				ŋata					ŋata	ŋata				ŋata			ŋata	
SNAKE_2																										ŋau					
SNAKE_3			ooʔioːʔi															oovioːvi			ʔoouioːui				ʔoofioːfi						
SNAKE_4																								sineki							
SNAKE_5														puhihenua																	
SNAKE_6							naheka																								
SNAKE_7															kata																
SNAKE_8											naakahi																				
SPIDER_1	karevereve			kaleveleve				lewelewe	velevele	puuŋawerewere	puŋaawerewere			veʔeveʔe	revereve		puŋalewelewe					ɡaba	ʔapoŋaaleveleve	velevele					poɡaaleveleve		kavelevele
SPIDER_2																											hina				
SPIDER_3													kufani																		
SPIDER_4		tuʔunui				toutouafare														honu	tukutuku				tuutuuːturahonui			tukutuku		tukutuku	
SPIDER_5			ʔapuamaʔamaʔa																												
SPIDER_6							lanalana																								
SPIDER_7																		maŋamaŋa											makamaka		
SPIT_1	anu			ʔaʔanu,kisu	nusi					anuanu			anu				ʔanusi			aanu			anu			aanu	ʔanuhi	anu	anu		anu,kisu
SPIT_2							pupuhi	pui																					puhi	phuia	
SPIT_3																		puaki	puaki		puaki										puʔaki
SPIT_4																						ŋaʔesu									
SPIT_5						saavaria			saavale						saavare				huuvare					saavale							
SPIT_6																		juuvale												ivalea	
SPIT_7		tuutuha	tutuʔa				kuha				tuha			tufa		suupeuːpe									tutuha			tufa			
SPIT_8										kae																					
SPIT_9												tanue																			
SPLIT_1																	fola														
SPLIT_10																						hahaʔa									
SPLIT_11													matofi				isi			ihi			matofi						ihi		
SPLIT_12																															taʔaɡa
SPLIT_13															ttohi																
SPLIT_2										aʔae																					
SPLIT_3																			hakamaŋamaŋa												
SPLIT_4														koava																	
SPLIT_5	pai		vaavaaːvaʔi	fakapaisi	tafaia	tapasi	waahi		vahi		waawaaːwahi	tapasia					fasi	vavaji	vaahi		tapaʔi,vaaʔi			vae	vaahi		fahi	tapahi			
SPLIT_6		paahaɢa																													
SPLIT_7																												maataaːtataaːtaːta			
SPLIT_8			naʔaʔa					mahaa							hhaa	haa	mafaa,faa			ɡaha	ŋaʔaa			haa		faa				mahaa	
SPLIT_9			piʔiai																												
SQUEEZE_1		ɢoɢomi							lomi				lomi	ʔomi		romi			roromi		romi	ɡomi							lomi		
SQUEEZE_10			ʔuʔumu							kukumu															ʔuʔumu						
SQUEEZE_11							ʔuwii																								
SQUEEZE_12														hota																	fota
SQUEEZE_13											kotee																				
SQUEEZE_14								hakapui									fofoo		hakaoo												
SQUEEZE_15														koko																	
SQUEEZE_2			neʔineʔi																												
SQUEEZE_3																												ŋiŋiti			
SQUEEZE_4	tatau												tatau		ttau				tatau		tatau						tatau		tau	tauia	
SQUEEZE_5	kukumi			kukumi		kumkumia											kumi	kuku				kukumi	ʔoʔomi	kumi		kumi			kumi		
SQUEEZE_6																														vakaia	
SQUEEZE_7					toβia																										
SQUEEZE_8																				ɡatu											
SQUEEZE_9												molia																			
STAB_1				suki	sukia	suki		huɡi		ʔuki		sukia	huki	huki	unuki		suki			huki		suki		suki		suki		huki		ukia	huki
STAB_10		pipiha																													
STAB_11																							tui				tuiʔi		tui		
STAB_12							hou																								
STAB_13				sokaʔi							oka		hoka							oka		soka		sookai			hoka	hoka			hoka
STAB_14	tokai																														
STAB_15			paatia													paatia			paatiatia		paatiatia				paatia						
STAB_2								daalo	kalo																						
STAB_3																		joka													
STAB_4															vvoro				velo		verovero								velo		
STAB_5					laβoa																										
STAB_6										ko																					
STAB_7									koʔi																						
STAB_8																			pupuhi												
STAB_9																		koo													
STAND_1																									tiʔa						
STAND_2	tuu	tuu	tuu	tuʔu	tuiruŋa	tu	ku	duu	uu	ʔakaatuaːtu	tuu		tuu	tuu	tuu	tuu	tuʔu	wetuu	tuu	tuʔu	tuu	tuʔu	tuu	tuu		tuu	tuʔu	tuu	tuu	tʰuː	tuʔu
STAND_3		tia																													
STAND_4												telao																			
STAR_1	petuu	hetiʔa	fetiʔa	fetuʔu	fetu	fatuu	hookuoːku	heduu	heku	ʔetu	fetuu		fetuu	fetoe	hetuu	hetuu	fetuʔu	wetuu	feetueːtu	hetuʔu	ʔeetueːtu	hetuʔu	fetuu	hetuu	fetiʔa	fetuu	fetuʔu	hetuu	fetuu	hetuu	fetuʔu
STAR_2												masoi																			
STAR_3																		mata													
STAR_4																			vairaŋakaveiŋa												
STEAL_1																				kori											
STEAL_2																							ŋaoi								
STEAL_3									ailaiao																						
STEAL_4							ʔaihue							kaihue	huu																
STEAL_5						ʃiŋo																									
STEAL_6											taahae																				
STEAL_7										kamo				kamo																	
STEAL_8	kaia	ʔeiaa	ʔeiaa	kaiʔaa				ɡaihaa					kaihaa			kaiaa		kaiaa	kaiaa		keiaa	kaiaʔa		kaiaa	ʔeiaa	kaia	kaihaʔa	keiaa	kaiaa	kaia	
STEAL_9																	kaiaʔa						ʔaisaa								
STICK_1	raakau		raaʔau	laʔakau	rakau	rakau	laaʔau	laaɡau		rakau	raakau	rakau	laakau	ʔakau	raakau	raakau		laakau			raakau	ɡaʔakau	laaʔau	laakau	raaʔau	rakau	ʔakau	raakau	laakau	lakau	ʔakau
STICK_2																				miro											
STICK_3																			motumotu												
STICK_4						ranea																									
STICK_5																	suki														
STONE_1	patu		poʔatu	fatu		faatu	poohaku	hadu	haku	poʔatu	koofatu	fatu	patu	hatukeʔaa	hatu	poohatu		watu	fatu,poohatu		pooʔatu	balu	fatu	hatu		fatu		poofatu,hatu	fatu	hatu	
STONE_2																			toka												
STONE_3		ʔohai	ʔooʔaʔi																						ʔoofaʔi						
STONE_4														keʔa																	
STONE_5				maka	maka								maka				maka			maʔea			maʔa				maka				maka
SUCK_1																					ʔia										
SUCK_2				momi	mumu																										
SUCK_3																												momi			momi
SUCK_4						umi									umiumi							umi		umiumi							
SUCK_5								u							uu		susu						susu				huhu				
SUCK_6																										puku					
SUCK_7				komo			omo			omo		tomia		omo	homohomo				fakaroroma	omo								ŋoŋo			
SUCK_8	miti								miki	miti			miti				miti	miti	miti		miti	miti		mmiti		miti		miti	mimiti	mihikia	mihi
SUCK_9		ʔote	ʔote								ŋote					ŋote		ŋote	ŋote		ŋotea				ʔote						
SWELL_1							huu							huhuʔa																	
SWELL_10																					ŋaru										
SWELL_11	uura			fula		fura			ehula				fula		hhura		fufula			ahu		huhuɡa	fula	hula		fura	pupula		fufula		fula
SWELL_2								ki																							
SWELL_3										ʔakatekire																					
SWELL_4											puku					puku														puku	
SWELL_5																			hakaea												
SWELL_6		oopupu													pupuu			pupute	puena		oopuepue										
SWELL_7														hete									fefete						fefete		
SWELL_8																					ʔakapetetue										
SWELL_9			ʔoru																						ʔoru			koropuupuuːpu			
SWIM_1	kau	ʔau	ʔau	kau	kaokao	kau	ʔau	kau	ʔau	kau	kauhoe	kaukau	kou	kau	kkau	kau	kaukau	taakele	kaukau	kau	kau	kakau	ʔaʔau	koukou	ʔau	kau	kakau	kau	kakau	kau	kau
SWIM_2																			hopuvai												
TAIL_1			vero				huelo			vero				veʔo											ʔaero			vaero			
TAIL_2											fiore																				
TAIL_3												rapue																			
TAIL_4																														pole	
TAIL_5																									ʔitere						
TAIL_6	tiku			siku	siku	siku				ʔiku			hiku	hiku	moihuku	siku	hiku	jiku	hiku	hiku	ʔiku	siku	siʔusiʔu		hiʔu	sikusiku	iku	hiku	hiku		hiku
TAIL_7			ʔuʔu					huku	mosuʔi															muisuki							
TAIL_8										ave																					
TEN_1																														katoa	
TEN_2																								sehui							
TEN_3											tekau									kauatu											
TEN_4	aŋapuru	ʔahuɢu	ʔaʔuru	aɡafulu	ŋafuru	aɡafuru	anahulu	mataŋahoru	saŋahulu	roŋoʔuru	haŋahuru	siŋofuru	hoŋofulu	ʔokohuʔu,ʔonohuʔu	hanahuru	ŋahuru		lauŋaulu		aŋahuru	ŋaʔuru	aŋahuɡu	sefulu		ʔahuru	aŋafuru	hoŋofulu	ŋahuru	ɡafulu	dumaa	hoɡofulu
TEN_5							ʔumi																								
THATCH OR ROOF_1				ʔato			ako		ʔako	ato			ato	hatu		ato		ato	ato	ato	ato	ʔato	ato	ato			ʔato	ato	lau		ʔato
THATCH OR ROOF_2			taapoʔiʔare																						taapoʔifare						
THATCH OR ROOF_3				inaki					iŋaʔi														inaʔi	inaki							
THATCH OR ROOF_4										paku																					
THATCH OR ROOF_5	taotao																													totohale	
THATCH OR ROOF_6															tuahare																
THATCH OR ROOF_7																			kaho												
THATCH OR ROOF_8		haɢeniʔau																													
THATCH OR ROOF_9											raurau															rautau					
THAT_1	ena					tena	na				teenaeːna	nera	ia	teʔaa	naa			teia	teeia			ia	lena			na	koena		teenaeːna	tena	
THAT_10															raa																
THAT_11																							lela								
THAT_12																													teelaeːla		
THAT_13											teeraeːra																				
THAT_14								tera																							
THAT_15																taua			taua		aua							aua			
THAT_2																									teeraeːra						
THAT_3					ira																										
THAT_4																				era											
THAT_5																															kohee
THAT_6																		teelaeːla													
THAT_7			teeraeːra																												
THAT_8																	era														
THAT_9							la																								
THEY_1		ɢaatou	raatou	lotou	ratou		laakou		laakou	raaua	raatou	ratou		ʔatou	laatou		latou,kilatou	laatou	raatou		raatou	kiŋɡatou	laatou	laatou	raatou	ratou	kinautolu			lʰatou	
THEY_2										raatou																					
THEY_3								tikaula																							
THEY_4	naaua	ɢaaua	raaua	laa	raua	kiraua	laaua		laaua		raaua	raua	maua		laaua			laaua	raaua	raʔua	raaua	kiŋɡaaua	laaʔua	laaua	raaua	raua			laatou	lʰaua	naaua
THICK_1			tuetue																				tuatua					tuʔatuʔa	tuatua,tuaefa		
THICK_2	maatoru			maatotolu	matorutoru	matoru	maakolukolu	maadolu	makolu	maatoru	matotoru	matoru	matolu	motoʔu	maatoru		matolutolu	maatolu	maateru	matoru	maatoru	maatoɡu	matolutolu	maatoru		maatoru	matolu		maatolu		maatolu
THICK_3		meʔumeʔu																							meʔumeʔu						
THICK_4															hamataku																
THICK_5																							mafia								
THICK_6																														eha	
THINK_1								hakapau																							
THINK_10				masalo									mahala					majala	mahara		maʔara							mahara			mahalo
THINK_11										makara													maafaufau						maafaufau		
THINK_12	maanatu			manatu		manatu							manatu		maanatu			manatu				maanatu	manatu			maanatu			manatu	mnatua	manatu
THINK_13											fakaaro																				
THINK_14												mantua																			
THINK_2					fakaturia																										
THINK_3																														hiŋa	
THINK_4									hakaoko																						
THINK_5																											fakakaukau				
THINK_6																								hakateletele							
THINK_7		heɢuɢi																													
THINK_8			manaʔo				manaʔo							maʔakau		manako	manatu	manako	hakamanako	manaʔu					manaʔo						
THINK_9																													laɡona		
THIN_1	manipi			manifi	manifinifi	mafinfini			maŋihi			manfinifi					manifinifi					maanihi	manifi			nifi	manifi			manihi	manifi
THIN_2														ʔakiaki					aŋiaŋi		aŋiaŋi										
THIN_3										rikiriki																					
THIN_4															tuarikiriki									tualiki					tuaniki		
THIN_5																		tutule													
THIN_6													aleale																		
THIN_7		ɢaiɢai	rairai				lahi	rahirahi			rahirahi			piʔahiʔahi	rrahi			lalawi	rahirahi	raʔi	rairai				rairai			rahi			
THIN_8														kahikahi																	
THIS_1	ieni			leinei	reni		nei								nei		eni	eenei	nei	nei			lenei			nei	koeni		nei	ne	eni
THIS_10																			taua												
THIS_2																									teie						
THIS_3																												te			
THIS_4			teie																												
THIS_5							keeia																								
THIS_6																					teeia										
THIS_7																teeia															
THIS_8																						ia									
THIS_9						tenei		tenei	keŋei	tenei	teenei	kenei		tenei				teenei						tenei					teenei	tene	
THOUSAND_1																														tupuaŋahulu	
THOUSAND_2		tauatini	tauatini				kaukani														tauatini				tauatini						
THOUSAND_3																				piere											
THOUSAND_4	mano	mano						mana		mano	mano							mano		mano	mano	mano	mano	mano	mano	mano		mano	mano		
THOUSAND_5									simakahokahi																						
THOUSAND_6	ape			afe									afe									ahe	afe				afe		afe		afe
THOUSAND_7															tiputerau																
THOU_1	koe	ʔoe	ʔoe	koe	akue	koe	ʔoe	ɡoe	ʔoe	koe	koe	akoe	koe	ʔoe	koe	koe	koe	koe	koe	kou	koe	koe	ʔoe	koe	ʔoe	koe	koe	koe	ke	koe	koe
THOU_2																		ou													
THOU_3	ke			kee																						kee					kee
THREE_1	toru	toɢu	toru	tolu	toru	toru	kolu	dolu	kolu	toru	toru	etoru	tolu	toʔu	toru	toru	tolu	tolu	toru	toru	toru	toɡu	etolu	tolu	toru	toru	tolu	toru	tolu	tolu	tolu
THROW_1		taaoɢa	taaora											tioʔa											taaora						
THROW_10																		uti													
THROW_11												woro																			
THROW_12							hoʔolei																								
THROW_13																					ʔia										
THROW_14																						tupe							tupe		
THROW_15					pepe																										
THROW_16																							toŋi								
THROW_17																													apa		
THROW_18															riaki		liaki										lii				
THROW_19											paŋa																				
THROW_2																											tolo	toro			
THROW_20				tii		ʦiri		dili		tiri				tiʔi	ttiri			tili			tiri							tiri		sili	
THROW_3								maka													maka							maka			
THROW_4																			fakamui												
THROW_5	peiia			peʔesi	pesia				pesi			pesia												pehi							peʔehi
THROW_6																peehua					peeʔia										
THROW_7																															ʔatu
THROW_8										kero																					
THROW_9													velo							vero											
