Gloss	Central Pomo	Central Yana	Chimariko	Cocopa	Eastern Pomo	Highland Chontal	Ipai	Karok	Kashaya	Mohave	Northeastern Pomo	Northern Pomo	Northern Yana	Seri	Shasta	Southeastern Pomo	Southern Pomo	Tipay	Yahi	Yavapai
KNEE_Shastan_1															ʔíʧʼːipka					
KNEE_Tequistlatecan_1						ɬeŋˈone														
KNEE_Yana_1													hiːwakinna						pʰuːtikʼi	
KNEE_Yuman_1										iːmemipuk								miːnəpˈuk		mipˈúk
KNEE_Yuman_2				ʔimˈiːtaːkˈaːɲ																
KNEE_Yuman_3							məxət̪un̪~xəmət̪un̪													
KNOW (SOMETHING)_Chimariko_1			hˈiʦʼahu																	
KNOW (SOMETHING)_Karuk_1								áːpunma												
KNOW (SOMETHING)_Pomo_1									ʔduːʧiʧʼ								hiʔduʧːˈed			
KNOW (SOMETHING)_Pomo_2	jaqʼ																			
KNOW (SOMETHING)_Pomo_3												ʃaː								
KNOW (SOMETHING)_Pomo_4					meːʔˈel															
KNOW (SOMETHING)_Pomo_5																fdˈiqa				
KNOW (SOMETHING)_Seri_1														kˈija						
KNOW (SOMETHING)_Shastan_1															tiːwáːjkʼahaːʔ					
KNOW (SOMETHING)_Tequistlatecan_1						ʔiʃˈinaʔ														
KNOW (SOMETHING)_Yana_1													tiʦipa							
KNOW (SOMETHING)_Yuman_1										suːpawm										spˈo
KNOW (SOMETHING)_Yuman_2				ʔuːjˈaː														uːjˈaːw		
KNOW (SOMETHING)_Yuman_3							n̪uɹ													
LEAF_Chimariko_1			hitaxai																	
LEAF_Karuk_1								sáːn												
LEAF_Pomo_1									ʃihpʰa			ʃapʰˈa								
LEAF_Pomo_2																	ʃiːma			
LEAF_Pomo_3	stʼal				siːtʼˈal						t̪ˈuʔt̪ʼa					kˈiqt̪a				
LEAF_Seri_1														istx						
LEAF_Shastan_1															xanːár					
LEAF_Tequistlatecan_1						libˈela														
LEAF_Yana_1													tʼaːpʰalla							
LEAF_Yuman_1										hamaʎ										
LEAF_Yuman_2				wal																
LEAF_Yuman_3																				θˈéqa
LEAF_Yuman_4							ʔəjaɬ													
LIE (REST)_Chimariko_1			haʧˈuːtat																	
LIE (REST)_Karuk_1								ijɾúːhɾiβ												
LIE (REST)_Pomo_1	mti				mer				miti		mˈeːre	mitˈi				mat	miːti			
LIE (REST)_Seri_1														koːm						
LIE (REST)_Shastan_1															ríʦaːʔ					
LIE (REST)_Tequistlatecan_1						ɡunˈowja														
LIE (REST)_Yana_1		murul											murul						murul	
LIE (REST)_Yuman_1				jak			jaq			iðikk								jak		jˈâki
LIVER_Chimariko_1			hˈusi																	
LIVER_Karuk_1								βáfiʃ												
LIVER_Pomo_1	ʃaːlˈaː				kʰaːl̥ˈal				ʧahlaː		ʧʰˈalaː	ʃˈalaː				ʃlal~ʃlala	ʧˈalha			
LIVER_Seri_1														ˈijas						
LIVER_Shastan_1															ʔéːpsi					
LIVER_Tequistlatecan_1						ɬˈada														
LIVER_Yana_1		ima											ima						ima	
LIVER_Yuman_1				ʧpuʂˈu			ʧəpəsiː			ʧavuθiː								t̪əpsˈi		ʧβθˈiˑ
LONG_Chimariko_1			hˈiʦʰʲut																	
LONG_Karuk_1								βâːɾam												
LONG_Pomo_1	kol								ʔahqol		kˈolon	kol					ʔˈahkon			
LONG_Pomo_2					baːkˈil											biʦˈil				
LONG_Seri_1														kˈakʷsχax						
LONG_Shastan_1															ʔúkːaxáwhiʔ					
LONG_Tequistlatecan_1						ʔidˈoɡi														
LONG_Yana_1		ʦul											ʦul						ʦul	
LONG_Yuman_1				kuʎ̥			ʔəquɬ			ʔakʲuːʎm										kʲˈuˑli
LOUSE_Karuk_1								aʧiːʧ												
LOUSE_Pomo_1	ʧi				kiː				ʔahʧi		t̪ˈikaː	ʧi				ʦin	ʔˈahʧi			
LOUSE_Seri_1														iː						
LOUSE_Shastan_1															ʧʼiːtákʼ					
LOUSE_Tequistlatecan_1						ɬˈajɡwi														
LOUSE_Yana_1													ʦina							
LOUSE_Yuman_1				ʔiʔˈiʎ̥			əmiɬʲ			ɲiʔiːʎ										hʔˈel
MANY_Chimariko_1			hˈitat~hˈitʼam																	
MANY_Karuk_1								táːj												
MANY_Pomo_1	t̪ʰˈedu								batʰeː		bˈahtʰe	batʰˈe				bitˈeqa	bˈahtʰe			
MANY_Seri_1														kˈatχo						
MANY_Shastan_1															ukːarí					
MANY_Tequistlatecan_1						ʔaʃpˈeʔ														
MANY_Yana_1		tatʔ											tatʔ						tatʔ	
MANY_Yuman_1										ʔapaʎm										
MANY_Yuman_2				ʎ̥aj														ʎ̥aw		
MANY_Yuman_3																				ʔtˈe
MANY_Yuman_4							xəmiːj~ʔəxmiːj													
MAN_Chimariko_1			ˈitʼʲi~ˈiʦʼʲi																	
MAN_Karuk_1								áβansa												
MAN_Pomo_1	bˈaja								hiʔbaja			baː								
MAN_Pomo_2					kaːkʰ											ʦˈawi	ʔˈaʧːaj			
MAN_Pomo_3											bˈiki									
MAN_Seri_1														ktam						
MAN_Shastan_1															ʔawatíkhwaː					
MAN_Tequistlatecan_1						ɡˈalʃans~ɡalʃˈans														
MAN_Yana_1		hisi											hisi						hihsi	
MAN_Yuman_1				ʔapˈa						ʔiːpa								ʔiːpˈa		pˌaˑhmˈija
MAN_Yuman_2							ʔiːkʷiʧ													
MEAT_Chimariko_1			ˈaʔa																	
MEAT_Karuk_1								íːʃ												
MEAT_Pomo_1	pʼʃe				biːʃˈe				bihʃe		bˈehʃe	biʃˈe				bxe	behʃe			
MEAT_Seri_1														ipχˈasi						
MEAT_Shastan_1															ʔaráwʔ					
MEAT_Tequistlatecan_1						liʃˈikʼ														
MEAT_Yana_1													pasi						pahsi	
MEAT_Yuman_1							kukʷaːjp			kʷiːkʷaj~kiːkʷaj										
MEAT_Yuman_2				ʔimˈaːʧ																
MEAT_Yuman_3																				kʷˌeˑθˈoβa
MEAT_Yuman_4																		kʷak		
MOON_Chimariko_1			ˈala~alla																	
MOON_Karuk_1								kúːsɾah												
MOON_Pomo_1	lˈaːʃa				duːwˈelˌaː				qʼalaːʃa								ʔalːˈaːʃa			
MOON_Pomo_2											dˈuwedakaː	da				ʔeweda				
MOON_Seri_1														ˈiːʃaχ						
MOON_Shastan_1															ʧʼúːwar					
MOON_Tequistlatecan_1						ɡalmˈut͡ɬʼa														
MOON_Yana_1													wakʼaːra						wakʼaːra	
MOON_Yuman_1				xʎ̥ʔa			xəɬʲaː			haʎʔa										hlˈa
MOUNTAIN_Chimariko_1			ˈawu																	
MOUNTAIN_Karuk_1								túːjʃip												
MOUNTAIN_Pomo_1	daːnˈo				daːnˈo				dono			danˈo				kno	dˈoːno			
MOUNTAIN_Pomo_2											wˈiʃaː									
MOUNTAIN_Seri_1														ʔast						
MOUNTAIN_Shastan_1															wákːwe					
MOUNTAIN_Tequistlatecan_1						ɬiʍˈala														
MOUNTAIN_Yana_1		ʦiːkalla											ʦiːkalla						ʦiːkalxi	
MOUNTAIN_Yuman_1				wiː						ʔaviː										ʔwˈíˑ
MOUNTAIN_Yuman_2							mat̪ət̪aj											matkʷat̪ˈaj		
MOUTH_Chimariko_1			hˈawa																	
MOUTH_Karuk_1								apmaːn												
MOUTH_Pomo_1	ha				xˈaʦʼiːda				ʔaha		hˈamo	ha				χˈast̪o	ʔˈahːa			
MOUTH_Seri_1														itˈɛːn						
MOUTH_Shastan_1															ʔáw					
MOUTH_Tequistlatecan_1						lˈaɡo														
MOUTH_Yana_1		palla																	palla	
MOUTH_Yuman_1				ʔijˈa			aː			iːja								aː		jˈa
NAME_Karuk_1								iθβuj												
NAME_Pomo_1	ʃi				ʃi				ʃihʧimaːʧʼ		ahʃˈin	ʃi				xi	ʔahʃiːjaw			
NAME_Seri_1														itˈaːsi						
NAME_Shastan_1															kʼeːkwájik					
NAME_Tequistlatecan_1						laftˈine														
NAME_Yana_1		ʦeːjauna											ʦeːjauna						ʦeːjauna	
NAME_Yuman_1				muʎ̥						imuːʎ										mˈul~mˈol
NAME_Yuman_2							ʧəxiʧ													
NEAR_Karuk_1								ûːmukiʧ												
NEAR_Pomo_1					t̪ʰiːbˈal															
NEAR_Seri_1														ʔantˈaχɬ						
NEAR_Shastan_1															ʔamːáx					
NEAR_Tequistlatecan_1						ʔasˈerka														
NEAR_Yana_1		kʼaʔnai											kʼaʔnai						kʼaʔnai	
NEAR_Yuman_1										ipanm										
NEAR_Yuman_2				xɾpaj			xəlʲəpaj											xəʎpˈaj		ipˈé
NECK_Chimariko_1			hˈikːi																	
NECK_Karuk_1								βúːp												
NECK_Pomo_1	mja								mihja								mˈihja			
NECK_Pomo_2												kʰu								
NECK_Pomo_3					qʼoj											qʼoj				
NECK_Pomo_4											hˈuʔkʼa									
NECK_Seri_1														jaːp						
NECK_Shastan_1															ʔíkʼːuk					
NECK_Tequistlatecan_1						ɬˈahokʼ														
NECK_Yana_1													tulla						tulla	
NECK_Yuman_1										maʎaqe										mlqˈí
NECK_Yuman_2				mpuk			iːpuk~əjəpuk											iːpˈuk		
NEW_Chimariko_1			ˈamani~ˈamanit																	
NEW_Karuk_1								píːt												
NEW_Pomo_1	ʃwej				ʃiːwˈej				ʃiwej		ʃˈewej	ʃiwˈej					ʃˈeːwej			
NEW_Pomo_2																qe				
NEW_Seri_1														kmaːkiːʔ						
NEW_Tequistlatecan_1						ʔaʦʼˈe														
NEW_Yuman_1										mapiːθ										
NEW_Yuman_2				xaɲ																
NEW_Yuman_3																				iβmˈû
NEW_Yuman_4							wəxaj													
NIGHT_Chimariko_1			hˈimːi~hˈimːe																	
NIGHT_Karuk_1								ikxáɾam												
NIGHT_Pomo_1	ʔaːwˈe				duːwˈe				duwe		dˈuwe	diwˈe				ʔewˈe	dˈuːwe			
NIGHT_Seri_1														iʔˈamok						
NIGHT_Shastan_1															ʔapxáː					
NIGHT_Tequistlatecan_1						libˈuɡiʔ														
NIGHT_Yana_1		pasiːjauna											pasiːjauna						pahsi	
NIGHT_Yuman_1				ʧɲam						tiːɲam								t̪iːɲˈam		
NIGHT_Yuman_2																				hiˑpˈaˑ
NIGHT_Yuman_3							kuxun													
NOSE_Chimariko_1			hˈoχu																	
NOSE_Karuk_1								júfiβ												
NOSE_Pomo_1	la				lˈaboːbo				ʔila		lˈimo	la				la	hiːlˈamʔda			
NOSE_Seri_1														iːɸ						
NOSE_Shastan_1															ʔéːr					
NOSE_Tequistlatecan_1						ɬˈaʔnaɬ														
NOSE_Yana_1													liːlimauna						niːnimauna	
NOSE_Yuman_1				ʔixˈu			əxuː			iːhu								xu		hˈúː
NOT_Chimariko_1			xna																	
NOT_Karuk_1								pu												
NOT_Pomo_1									t̪ʰin								t̪ʰot̪ʰ			
NOT_Pomo_2	ʧʰow				kʰuj						ʧʰˈoːt̪on									
NOT_Pomo_3												kʼo								
NOT_Pomo_4																da				
NOT_Seri_1														m						
NOT_Shastan_1															máː					
NOT_Tequistlatecan_1						ʔaj														
NOT_Yana_1		kʰuː											kʰuː						kʰuː	
NOT_Yuman_1				lum			umaːw			mot								xəmˈaːw		ʔˈúmi
ONE_Chimariko_1			pʼun																	
ONE_Karuk_1								jíθa												
ONE_Pomo_1									hku											
ONE_Pomo_2					kʼˈali						ʧʼˈaːki	ʧʼaː					ʧʼˈaːʔa			
ONE_Pomo_3	tʼaːtʼˈo																			
ONE_Pomo_4																dan				
ONE_Seri_1														tˈaʃo						
ONE_Shastan_1															ʧʼéːʔaʔ					
ONE_Tequistlatecan_1						ʔanˈuli														
ONE_Yana_1		paiku											paiku						paiku	
ONE_Yuman_1				ʃit			ʔəxin̪k			ʔasentk								ʃin		ʔsˈiti~ʔsˈiˑti
PERSON_Chimariko_1			ʦʼʲˈimar~tʼʲimar																	
PERSON_Karuk_1								áɾaːɾ												
PERSON_Pomo_1	ʧaːʧʼ				kaːwkʰ				ʔaʧaːʧ		t̪ˈaːt̪kaː	ʧaʔ					ʔahʧˈahʧej			
PERSON_Pomo_2																ʔˈumt̪iwi				
PERSON_Seri_1														ʃiːχkˈiːsaχ						
PERSON_Shastan_1															ʔís					
PERSON_Tequistlatecan_1						ɡˈalʃans~ɡalʃˈans														
PERSON_Yana_1		jaːna											jaːna						jaːxi	
PERSON_Yuman_1				ʧapˈaj			ʔiːpaj			piʔpa~piʔipa~piːpa								t̪iːpˈaj		ʔpˈáˑ~ʔpˈâˑ
RAIN (PRECIPITATION)_Chimariko_1			hˈitakʰta																	
RAIN (PRECIPITATION)_Karuk_1								paθɾih												
RAIN (PRECIPITATION)_Pomo_1	ʧʰe				kʰiːkˈeː				ʔihʧʰe							sʦʼen	ʧˈehʧʰe			
RAIN (PRECIPITATION)_Pomo_2												biʃˈemaː								
RAIN (PRECIPITATION)_Pomo_3											ʃˈiʔt̪ʼoːn									
RAIN (PRECIPITATION)_Seri_1														ˈipka						
RAIN (PRECIPITATION)_Shastan_1															ʔistúkʼ					
RAIN (PRECIPITATION)_Tequistlatecan_1						ɬˈaɡwi														
RAIN (PRECIPITATION)_Yana_1		pareːkʼu											parikʼu						parikʼu	
RAIN (PRECIPITATION)_Yuman_1				pʔaj						kuvʔaw										kˌiβˈâwa
RAIN (PRECIPITATION)_Yuman_2							ʔəkʷij			kuvʔaw								kʷiː		kˌiβˈâwa
RED_Chimariko_1			jˈeʦχol~jˈaʦχol																	
RED_Karuk_1								aːxkúniʃ												
RED_Pomo_1									kʼiːs											
RED_Pomo_2	tʼas											t̪ʼaʦʼ				t̪ʼˈant̪ʼan	hˈatʼːa			
RED_Pomo_3					qʼedˈaqʼedˌakʰ															
RED_Pomo_4											ʧʼabˈaran									
RED_Seri_1														kʔɛːɬ						
RED_Shastan_1															ʔéʔextiʔ					
RED_Tequistlatecan_1						ʔunʃalˈi														
RED_Yana_1		pawatʔku											tawatʔsa						tawatʔsa	
RED_Yuman_1				xʷat			ʔəxʷat			ʔahʷatm~ʔahʷaːtm								xʷat		ʔhʷˈati
ROAD_Chimariko_1			hˈisːa																	
ROAD_Karuk_1								impaːh												
ROAD_Pomo_1	da				dˈadaj				hiʔda		da	da				dˈawa	hˈiʔda			
ROAD_Seri_1														ʔˈaːʔo						
ROAD_Shastan_1															ʔíʧːaː					
ROAD_Tequistlatecan_1						lˈane														
ROAD_Yana_1		hiːja											hiːja						hiːja	
ROAD_Yuman_1				waɲˈa			ʔuːnʲaː			ʔavʔuɲe								waʔɲˈa		ʔɲˈa
ROOT_Chimariko_1			ʔˈaʧi																	
ROOT_Karuk_1								éːpuːm												
ROOT_Pomo_1									ʔihqʰot											
ROOT_Pomo_2																	sˈuːlen			
ROOT_Pomo_3	saːmˈa															sumˈa				
ROOT_Pomo_4												jem								
ROOT_Pomo_5					ʦʰiʦʰ															
ROOT_Seri_1														iχˈaːi						
ROOT_Shastan_1															ʔaráːʔiʔ					
ROOT_Tequistlatecan_1						lˈime														
ROOT_Yuman_1				ʃma			pəxəmaː			sama~ʔiʧsama										ʔʔˌiˑmsmˈáˑ
ROOT_Yuman_2																		waxənˈu		
ROUND_Chimariko_1			nˈolːe																	
ROUND_Karuk_1								úɾuh												
ROUND_Pomo_1									poloːlo											
ROUND_Pomo_2																	lˈupːu			
ROUND_Pomo_3	ʃbokʼ																			
ROUND_Pomo_4												ʧʼadˈol								
ROUND_Pomo_5																bˈunbun				
ROUND_Pomo_6											mukˈaːkan									
ROUND_Shastan_1															ʔíkʼankʼan					
ROUND_Tequistlatecan_1						ʔaʃpejjˈuɡi														
ROUND_Yana_1													heːʦil							
SALT_Chimariko_1			ˈakʼi																	
SALT_Karuk_1								júfiʃ												
SALT_Pomo_1									taʔqʼo								taʔkʼo			
SALT_Pomo_2					kʰeːʔˈeː						ʧʰˈeʔeː	ʃeʔˈeː								
SALT_Seri_1														ʔantˈip						
SALT_Shastan_1															ʔáːtax					
SALT_Tequistlatecan_1						ɬˈoʔwe														
SALT_Yana_1													wiːʦʰu							
SALT_Yuman_-1																		(saːl)		
SALT_Yuman_1							ʔəsilʲ			ʔaθʔiː										ʔθˈiˑ
SALT_Yuman_2				ʂʔiɾ																
SAND_Chimariko_1			ʔamajˈaqʰa																	
SAND_Karuk_1								júːx												
SAND_Pomo_1	mʦatʼ								mitaʧ			miʧˈatʼ				mat̪ˈak	mˈiːtaj			
SAND_Pomo_2					tʰaːʔˈaː															
SAND_Pomo_3											hˈino									
SAND_Seri_1														ʔamt						
SAND_Shastan_1															tʼáʦːu					
SAND_Tequistlatecan_1						ɬibˈimaʦʼ														
SAND_Yana_1													kʰuiʔjauna							
SAND_Yuman_1				mˌatʎ̥ʃʔˈaː			məsxaɹaːj			ʔamatsaʎʔaj~saʎʔaj										
SAND_Yuman_2																				ʔhˌaʧwˈá
SAY_Chimariko_1			hˈekʼo																	
SAY_Karuk_1								piːp												
SAY_Pomo_1									nihʧe											
SAY_Pomo_2																	ʧˈahnu			
SAY_Pomo_3	mi																			
SAY_Pomo_4												heʔ								
SAY_Pomo_5					n̥iː															
SAY_Pomo_6																muwˈat̪a				
SAY_Pomo_7											wˈeːn									
SAY_Seri_1														tˈɛːkɛ						
SAY_Shastan_1															kʼwísːik					
SAY_Tequistlatecan_1						dimˈiʔma														
SAY_Yana_1		tʰiː											tʰiː						tʰiː	
SAY_Yuman_1				ʔi			wiː			im								ʔi~i		ʔˈiˑ
SEED_Karuk_1								úhiʃ												
SEED_Pomo_-1	(sˈemija)								(semíːja)							(semˈeja)	(simˈiːja)			
SEED_Pomo_1					qˈaːsoj							soː								
SEED_Seri_1														ˈiʔik						
SEED_Shastan_1															mákakʼ					
SEED_Tequistlatecan_1						ɡalfanˈuʔ														
SEED_Yuman_1				jas			əjaʧ			iðiːʧ										jˈaʧ
SEE_Chimariko_1			hˈimamta																	
SEE_Karuk_1								mah												
SEE_Pomo_1					kaːr				ʧad		t̪aːn	ʧadi					ʧˈaːd			
SEE_Pomo_2	pʰwi																			
SEE_Pomo_4																mqo				
SEE_Seri_1														kˈiʔo						
SEE_Shastan_1															kwímːik					
SEE_Tequistlatecan_1						diʃˈimʔma														
SEE_Yana_1		tiwai											tiwai						tawai	
SEE_Yuman_1										ijuːk										ʔˈuˑ
SEE_Yuman_2				wiː			əwuːw											wiːw		
SHORT_Chimariko_1			χˈuʦʰʲulːa																	
SHORT_Karuk_1								ipʃûːnkinaʧ~ipʃûːnkiniʧ												
SHORT_Pomo_1					buʔˈuʧʼ															
SHORT_Seri_1														kˈisiɬ						
SHORT_Shastan_1															ʔehékʼːu					
SHORT_Tequistlatecan_1						ʔadˈemɬka														
SHORT_Yana_1		pakanku											pakatku						pahkanku	
SHORT_Yuman_1										wenawen								ləʔˈuɲ		
SHORT_Yuman_2				xʎʔut																ʧkrˈoti
SHORT_Yuman_3							məputk													
SIT_Chimariko_1			hˈiwohintʼa																	
SIT_Karuk_1								ikɾiː												
SIT_Pomo_1	ʔaːʧʰˈa				kˈaː				ʧa		t̪ˈuman	ʧimˈa				sʦʼa	ʧˈiːjo			
SIT_Seri_1														kiːx						
SIT_Shastan_1															rísːawk					
SIT_Tequistlatecan_1						diɡuʦˈuja														
SIT_Yana_1		wa											wa						wa	
SIT_Yuman_1				wa						ivak								wa		wˈa
SIT_Yuman_2							wən̪ak													
SKIN_Karuk_1								máːn												
SKIN_Pomo_1	ʦʼda				ʦʼiːdˈa				ʦʼiʔda								ʦʼˈiʔda			
SKIN_Pomo_2												sijˈan								
SKIN_Pomo_3																qʼˈot̪al				
SKIN_Pomo_4											ʃˈuːru									
SKIN_Seri_1														inˈaːiɬ						
SKIN_Shastan_1															ʔíʧka					
SKIN_Tequistlatecan_1						ɬˈabit͡ɬʼ														
SKIN_Yana_1		miwi																		
SKIN_Yuman_1				ɲkʷʔaɬ			əkʷaɬʲ			ʧaθkʷil										
SKIN_Yuman_2																				θpˈîla
SLEEP_Chimariko_1			pʰˈohmu																	
SLEEP_Karuk_1								ikβíːtha												
SLEEP_Pomo_1	sma				siːmˈaːmˈer				simaːq		ʃimˈaːkan	simˈa					sˈiːma			
SLEEP_Pomo_2																qnaq				
SLEEP_Seri_1														kiːm						
SLEEP_Shastan_1															ríʦmasaːkaʔ					
SLEEP_Tequistlatecan_1						diʃmˈajʔma														
SLEEP_Yana_1		samsi											sapsi						ʦamsi	
SLEEP_Yuman_1				ʃma			xəmaː			ismam								ʃəmˈa		smˈaː~smˈaˑ
SMALL_Chimariko_1			ˈuleːta																	
SMALL_Karuk_1								nîːnamiʧ												
SMALL_Pomo_1	kaːwˈi								qawi											
SMALL_Pomo_2																	kiʦʼːˈidu			
SMALL_Pomo_3											t̪ʼˈuːjaʔan	biʧʼˈuʔ								
SMALL_Pomo_4					buːhˈuʃ															
SMALL_Pomo_5																kʼˈuʧʼin				
SMALL_Seri_1														kˈisiɬ						
SMALL_Shastan_1															ʔátʼuk					
SMALL_Tequistlatecan_1						ʔaɡˈaʔwa														
SMALL_Yana_1		tʼiniːku											tʼiniːku						tʼihniːku	
SMALL_Yuman_1										iʧʔawk										
SMALL_Yuman_2				ʔiʎʧˈaʃ																
SMALL_Yuman_3																				kˈeʧ
SMALL_Yuman_4																		ʎəpˈiʃ		
SMALL_Yuman_5							ʔəst̪ik													
SMOKE (EXHAUST)_Chimariko_1			qʰe																	
SMOKE (EXHAUST)_Karuk_1								ámkuːf												
SMOKE (EXHAUST)_Pomo_1	hosˈaha				saːxˈa				hosa		ʃˈaha	sahˈa				ʦχa	ʔohːˈosa			
SMOKE (EXHAUST)_Seri_1														ʔamkˈaːχat						
SMOKE (EXHAUST)_Shastan_1															kʼuːʦá					
SMOKE (EXHAUST)_Tequistlatecan_1						liɡuʃˈis														
SMOKE (EXHAUST)_Yana_1		ʦʰeːkʼauna											ʦʰeːkʼauna							
SMOKE (EXHAUST)_Yuman_1				xjaj			ʔuːxuj			ʔahʷaː										ʔˌohʷˈaja
SNAKE_Karuk_1								ápsuːn												
SNAKE_Pomo_1												misakʰala								
SNAKE_Pomo_2					qaːlˈutʼuːdˌukʰ															
SNAKE_Seri_1														ʃiːχkokˈaʃniʔantkʷkiːʔ						
SNAKE_Shastan_1															núhuːsːu					
SNAKE_Tequistlatecan_1						ɬajnˈofaɬ														
SNAKE_Yuman_1				ʔawˈi						ʔave								aʔwˈi		ʔlwˈí~ʔlwˈî
SPHERICAL (ROUND IN THREE DIMENSIONS)_Seri_1														ktˈoknix						
SPHERICAL (ROUND IN THREE DIMENSIONS)_Yuman_1										jenajen										
SPHERICAL (ROUND IN THREE DIMENSIONS)_Yuman_2				ɾʔuɾ			ʔəlul													klʔˈulki
STAND_Chimariko_1			hoːhˈatːa																	
STAND_Karuk_1								ihjáɾih												
STAND_Pomo_1									t̪ʼeːt̪											
STAND_Pomo_2	ʧaːtˈom										t̪ˈoːn	t̪omˈa				qt̪ˈomat̪	ʧˈoht̪on			
STAND_Pomo_3					kˈokʰ															
STAND_Seri_1														kaːp						
STAND_Shastan_1															rákʼaːwaːʔ					
STAND_Tequistlatecan_1						deɡˈaʃu														
STAND_Yana_1		waːkʼi											waːkʼi						waːkʼi	
STAND_Yuman_1				pʔaː						ivʔawm								pʔaw		
STAND_Yuman_2							pəxəkʷiː~pəxkʷiː													βskʷˈiˑ
STAR_Chimariko_1			mˈunːe																	
STAR_Karuk_1								atájraːm												
STAR_Pomo_1	kʰʔˈaːmul								qʰaːmoʦʼ								kʰˈamhun			
STAR_Pomo_2												tʰotʰˈol								
STAR_Pomo_3					ʔˈujaxo															
STAR_Pomo_4																ʦʼeχajqʼujqʼuj				
STAR_Pomo_5											kˈoʔtaikaː									
STAR_Seri_1														ˈaʃox						
STAR_Shastan_1															xakːwéːsur					
STAR_Tequistlatecan_1						ɡalʃˈamna														
STAR_Yana_1													iʔlala							
STAR_Yana_2																			hiltaka	
STAR_Yuman_1										hamuse										hˌammsˈíˑ
STAR_Yuman_2				kʷʎ̥ap																
STAR_Yuman_3							kʷən̪məsaːp													
STONE_Chimariko_1			qʰˈaʔa																	
STONE_Karuk_1								as												
STONE_Pomo_1	kʰbe				xaːbˈe				qʰaʔbe		kʰˈaʔbe	kʰabˈe				χabˈe	kʰˈaʔbe			
STONE_Seri_1														ʔast						
STONE_Shastan_1															ʔíʦːaʔ					
STONE_Tequistlatecan_1						ɬabˈik														
STONE_Yana_1		kʼaina											kʼaina						kʼaina	
STONE_Yuman_1							ʔəwilʲ			ʔaviː								wiː		ʔwˈíˑ
STONE_Yuman_2				xuːɾ																
SUN_Chimariko_1			ˈasːa																	
SUN_Karuk_1								kúːsɾah												
SUN_Pomo_1	da								haʔda		dˈakaː					mʦˈilda	hˈaʔda			
SUN_Pomo_2												mˈit̪ʼaː								
SUN_Pomo_3					laː															
SUN_Seri_1														ʃaːʔ						
SUN_Shastan_1															ʧʼúːwar					
SUN_Tequistlatecan_-1						(ɡalʔˈora)														
SUN_Yana_1													tʼuina						tʼuixi	
SUN_Yuman_1				ɲa			ʔənʲaː			ʔaɲa								ɲa~ɲaː		ʔɲˈáː
SWIM_Chimariko_1			xuː																	
SWIM_Karuk_1								ikpuh												
SWIM_Pomo_1									ʧiw											
SWIM_Pomo_2																	ʔohkˈomaj			
SWIM_Pomo_3	kʰˈaʧde																			
SWIM_Pomo_4												kʼot̪ˈama								
SWIM_Pomo_5					xaːqaː											χajqam				
SWIM_Seri_1														kˈakat						
SWIM_Shastan_1															rumpakaʔ					
SWIM_Tequistlatecan_1						diɡafɡˈajʔma														
SWIM_Yana_1		pʰuː											pʰuː						pʰuː	
SWIM_Yuman_1										ʔahaʎaʔoːpk										
SWIM_Yuman_2				xaʎ̥nup														xanˈup		
SWIM_Yuman_3																				ʔhˌaθpˈuˑji
SWIM_Yuman_4							aːpuɬ													
TAIL_Chimariko_1			ˈaqʰuje																	
TAIL_Karuk_1								ápβuːj												
TAIL_Pomo_1	baː				jiːbˈaː				hibaː		ʃˈiʔbaː					ba	hibʔˈakʰle			
TAIL_Pomo_2												kˈimaː								
TAIL_Seri_1														iːp						
TAIL_Shastan_1															ʔíhiwa					
TAIL_Tequistlatecan_1						lˈabo														
TAIL_Yana_1		pʼulsu																		
TAIL_Yuman_1										iːʔar										
TAIL_Yuman_2				ʃjuʎ̥			xəjuɬ											ʃəjˈuɬ		
TAIL_Yuman_3																				βhˈé
THAT_Chimariko_1			pʰˈaʔut																	
THAT_Karuk_1								paj												
THAT_Pomo_1									haʔu											
THAT_Pomo_2	mul										hˈamuː	mul					hˈamːu			
THAT_Pomo_3					ʔo															
THAT_Pomo_4																ʔˈiji				
THAT_Seri_1														tiːχ						
THAT_Shastan_1															miː					
THAT_Tequistlatecan_1						hikˈuʔwa														
THAT_Yana_1		aiʦeʔe											aiʦeʔe						aiʦi	
THAT_Yuman_1										hovaʧ										
THAT_Yuman_2				ʂuː~ʔuʂˈuː																
THAT_Yuman_3																				ɲθˈa
THAT_Yuman_4							puː											puː		
THIN (OF HAIR AND THREAD)_Seri_1														kχˈatkax						
THIN (OF HAIR AND THREAD)_Tequistlatecan_1						ʔaʃalˈof														
THIN (OF LEAF AND CLOTH)_Seri_1														kˈoːsot						
THIN (OF LEAF AND CLOTH)_Tequistlatecan_2						ʔaɬˈa														
THIN (OF SHAPE OF OBJECT)_Chimariko_1			χˈelmu																	
THIN (OF SHAPE OF OBJECT)_Karuk_1								xútnahiʧ												
THIN (OF SHAPE OF OBJECT)_Pomo_1					pˈeːt̪ʰ															
THIN (OF SHAPE OF OBJECT)_Yana_1		pʼutʼaː																		
THIN (OF SHAPE OF OBJECT)_Yuman_1										ʔuːhʔaːrk										
THIN (OF SHAPE OF OBJECT)_Yuman_2				ɾʂaːw																
THIN (OF SHAPE OF OBJECT)_Yuman_3																				θˈéqi
THIN (OF SHAPE OF OBJECT)_Yuman_4							wəkʷiːɹp													
