Gloss	Azerbaijani	Bashkir	Chulym	Chuvash	Crimean Tatar	Cuman	Dolgan	Gagauz	Kara-Kalpak	Karachay-Balkar	Karaim	Kazakh	Khakas	Khalaj	Kumyk	Kyrgyz	Nogai	Northern Altai	Old Turkic	Salar	Shor	Siberian Tatar	Southern Altai	Tatar	Tofa	Turkish	Turkmen	Tuvan	Uyghur	Uzbek	West Yugur	Yakut
HOUSE_13																						y									y	
HOUSE_14																										ev						
HOW_1	neʧæ	nisek			nɑsɯl	neʧik		nɑsɯl			neʧik				neʧik					neʧuχ		nɛʦik		niʧek		nɑsɯɫ	nɛhili		neʧuq		nɑɣu	
HOW_2		qɑlɑj	qɑjnɑr				kɑjtɑk		qɑlɑj	qɑlɑj		qɑlɑj	χɑjdi				qɑlɑj				qɑjde		qɑnɑjdɑ							qɑlɑj		χɑjdɑχ
HOW_3				mɘnle				ne																								
HOW_4														nɛtɛjdɛ																		
HOW_5																qɑndɑj							qɑndɯj		qɑɲʧɑ			qɑnʧɑp	qɑndɑq	qɑndɑj		
HOW_6																		qɑnɑjɯp~qɑjɯp					qɑnɑjɯp								nɑɣɯp	
HOW_7																			qɑltɯ													
HOW_8																												ɑɑr				
HUNT_1	ovɑʧɯχ~ovlɑ				ɑvlɑ						ɑvlɑ								ɑvlɑ							ɑvɫɑ				ɔvlɑ		
HUNT_2	ovʧuluɡet																															
HUNT_3		ɑwlɑ							ɑwlɑ			ɑwlɑ												ɑwlɑ			ɑwlɑ					
HUNT_4			tɑjɣɑlɑ																													
HUNT_5				tɯt																											ti	
HUNT_6						uulɑ~huɑlɑ				uwuɣɑ						uulɑ													olɑ			
HUNT_7							bultɑː																									bultɑː
HUNT_8								ɑwlɑ																								
HUNT_9													ɑŋnɑ					ɑŋnɑ			ɑŋnɑ		ɑŋdɑ		ɑŋnɑ			ɑŋnɑ				
HUNT_10														tɛzyr																		
HUNT_11															ɑwet					ertɑχet												
HUNT_12																ɑŋʧɯlɯqqɯl	ɑŋʃɯlɑ															
HUNT_13																						ɑtɯʃ										
I_1	mæn	min	mɛn		men	men	min	bɛn	men	men	men	men	min	mɛn	men	men	men	men	ben	men	men	min	men	min	men	ben	men	men	mɛn	men	men	min
I_2				ebɘ																												
ICE_1	buz	boð	pus	pør	buz	bus~bujʃ	buːs	buz	muz	buz	buz	mʊz	pus	buːzɑːq	buz	muz	buz	bus~pus			mus	mos		boz		buz	buð		muz	muz	pɯz	muːs
ICE_2																				toŋsɯ			toʃ		toˤʃ			doʃ				
IN_1	iʧæridæ					iʃkɑri																										
IN_2	iʧindæ	esendɛ		ɤʷʒɘnʤe	iʧinde	jʃindɑ		iʧjɑnɯndɑ~iʧinde	iʃinde	iʧinde		ɘʃɘnde	ɘstɘnde			iʧinde	iʃinde	iʒinde	iʧinte		iʃtinde	iʦindɛ	iʧinde		iˤʃtɘnde	iʧinde	iʧindɛ	iʃtinde	iʧidɛ	iʧidɑ	iʧinte	
IN_3							iske				iʧke			iʧ	iʧde									eʧtɛ							iʃte	
IN_4							ihiɡer																									ihiɡer
IN_5																				iʧi												
JUMP_1	ɑtɯl														ɑtɯl						ɑttɯ											
JUMP_2	ɑtlɑn				ɑtlɑ			ɑtlɑ																		ɑtɫɑ						
JUMP_3	sɯʧrɑ	hiker		sik	sekir~sɯʧrɑ	sekir			sekir	sekir	sekir	sekɘr	seɡɘr			sekir		sekir	sekri	seker		sɛɡir~sɛkir	sekir	siker	ʃurɑ			ʃurɑ	sɛkrɛ	sɑkrɑ		
JUMP_4			idɘn				ɯstɑn																									ɯstɑn
JUMP_5							oj																									oj
JUMP_6																	qɑrɣɯ	qɑlɯ					qɑlɯ					χɑlɯ				
JUMP_7																											bøk				poqɯr	
KILL_1	øldyr	ylter	øːlyr		øldyr		ølør	øldyr	øltir	øltyr	øldir	øltɘr	ødɘr		øltyr	øltyr	øltir	øltør~øltyr	ølyr	ølter	ødyr	øjtir	øltyr	yter	ølyr	ølʲdyr	øldyr	ølyr	øltyr	oldir	julur	ølør
KILL_2				vɘʷler										hilɛːr																		
KILL_3						jɑrɑet																										
KNEE_1	diz		təsβɑːzə		tiz	tizɡi		diz	dize		tyz~tiz	tɘze	tɘzek	tiːiz		tize	tiz	tize	tiz	tizeχ	tize	tizi~tiz	tize	tez	tɘskek	diz	dɯð	dis	tiz	tiz	tez~tiz	
KNEE_2		tubɯq					tobuk			tobuq					tobuq																	tobuk
KNEE_3				ʧɘrɡuɕɕi																												
KNEE_4						kesi					kiz																					
KNOW (SOMETHING)_1	bil	bel	pɘl	pɘl	bil	bil	bil	bil	bil	bil	bil	bɘl	pɘl	bil	bil	bil	bil		bil	bel	pil	pil	bil	bel	bil	bilʲ	bil	bil	bil	bil	pel~pɯl~bel	bil
KNOW (SOMETHING)_2																		oŋnɑ														
LAKE_1	ɟøl	kyl	kolʲ	kylɘ	ɡøl		kyøl	ɡøl	køl	køl	ɡel	køl	køl		køl	køl	køl	køl	køl		køl	køl	køl	kyl	høl	ɟølʲ	køl	χøl	køl	kol	køl~kyl	kyøl
LAUGH_1	ɟyl	køl	kulʲ	kul	kulʲ	kul	kyl	ɡyl	kyl	kyl	kyl~kul~kil	kyl	kyl	kil	kyle	kyl	kyl	kyl		kulli		køl		køl		ɟylʲ	ɡyl		kyl	kul	kyl~kul~kulʲ	kyl
LAUGH_2													χɑtχɯr								qɑtqɯr		qɑtχɯr		qɑˤqqɯr			qɑttɯr				
LEAF_1	jɑrpɑɡ	jɑprɑq			jɑprɑq	jɑprɑk~jɑbuldrɑk		jɑprɑk	ʒɑpɯrɑq	ʧɑprɑq	jɑprɑq	ʒɑpɯrɑq			jɑpɯrɑq	ʤɑlbɯrɑq	jɑpɯrɑq	cɑlbɯrɑq	jɑpɯrɣɑq	jɑrfɑq		jɑprɑq	ɟɑlbrɑχ	jɑfrɑq		jɑprɑk	jɑprɑq		jopurmɑq			
LEAF_2			pyyr										pyr								pyr				byr			byry				
LEAF_3				ɕulʑɤʷ																												
LEAF_4							hebirdek																									sebirdeχ
LEAF_5																		qɑvɑq														
LEAF_6																						qɑvɑq										
LEFT_1	sol	hul	sol		sol	sol		soltɑrɑf		sol	son	sol	sol		sol	sol	sol	sol	sol		sol	sol	sol	sul		soɫ			sol		sol	
LEFT_2							kɑŋɑs																									χɑŋɑs
LICK_1	jɑlɑ	jɑlɑ	ʧɑlɣɑ	ɕullɑ	jɑlɑ	jɑlɑ	hɑlɑː	jɑlɑ	ʒɑlɑ	ʤɑlɑ	jɑlɑ	ʒɑlɑ	ʧɑlɣɑ	jɑlɣɑ	jɑlɑ	ʤɑlɑ	jɑlɑ	ɟɑlɑ	jɑlɣɑ	jɑlɑ	ʧɑlɣɑ		ɟɑlɑ	jɑlɑ	ʧɯlɣɑ	jɑɫɑ	jɑlɑ	ʧɯlɣɑ	jɑlɑ	jɑlɑ	jɑɣlɑ	sɑlɑː
LIE DOWN_1	uzɑn																															
LIE DOWN_2		jɑt	ʧɑt		jɑt	jɑt	hɯt	jɑt	ʒɑt	ʤɑt	jɑt	ʒɑt	ʧɑt	jɑːt	jɑt	ʤɑt	jɑt	cɑt	jɑt	jɑt	ʧɑt	jɑt	ɟɑt	jɑt		jɑt	jɑt	ʧɯt	jɑt	jɔt	jɑt	sɯt
LIE DOWN_3				vɯrt																												
LIE DOWN_4																									ʧɯˤtɑr							
LIVER_1	bɑɣɯr	bɑwɯr	pɑɑr	pɘʷvɘʷr			bɯɑr		bɑwɯr	bɑwur	bɑvur~bɑɣɯr	bɑwɯr	pɑɑr		bɑwur	boor	bɑwɯr	bɑɣɯr~pɑɑr	bɑɣɯr	pɑɣɯr	pɑːr	bɑwɯr~pɑwɯr~pɑɣɯr	buur	bɑwɯr	bɑɑr		bɑɣɯr	bɑɑr	beɣir		pɑɣɯr	bɯɑr
LIVER_2											bɑwɯr																					
LONG_1	uzun	oðon	uzun		uzun	uzun	uhun	uzun	uzɯn	uzun	uzun	ʊzɯn	uzun	uzuːn	uzun	uzun	uzɯn	uzun	uzun	uzun	uzun	uzɯn~ozɯn	uzun	ozɯn	uzun	uzun	uðɯn	uzun	uzun	uzun	uzun~uzin~uzen	uhun
LONG_2				vørøm																												
LOOK_1	bɑχ			pɤʷχ	bɑq	bɑɡ		bɑk			bɑk			vɑq				bɑq		pɑχ~vɑχ						bɑk	bɑq					
LOOK_2		qɑrɑ	korʲ				kør		qɑrɑ	qɑrɑ		qɑrɑ	kør		qɑrɑ	qɑrɑ	qɑrɑ	kør	kør		kør	qɑrɑ	kør	qɑrɑ	kør			kør	qɑrɑ	qɑrɑ	qɑrɑ	kør
LOOK FOR_1	ɑχtɑr										ɑχtɑr																					
LOOK FOR_2		eðlɛ	tɘle						izle	izle	izle		tɘle~kɘle		izle		izle		tile		tile			ezlɛ	tɘle		ɡøðle	dile		izlɑ	tele	
LOOK FOR_3				ʃɯrɑ				ɑːrɑ																		ɑrɑ						
LOOK FOR_4					qɯdɯr																									qidir		
LOOK FOR_5						izdɑr					izde	ɘzde				izde		iste	iste	iʃtɛ		istɛ							izdɛ			
LOOK FOR_6							kørdø																									kørdøː
LOOK FOR_7																		pedre					bedre									
LOUSE_1	bit	bet	pɘt~pit		bit	bit			bijt	bit	bit	bit	pɘt	bit	bit	bit	bijt	pijt~pit	bit	piʧt	pit		bit	bet	bɯˤt	bit	bit	bɯt	pit	bit	pɯʃt~pɯʃ~pɯt	bɯt
LOUSE_2				pɯjdɤʷ																												
MAN_1	ciʃi						erkihi			erkiʃi	kiʃi~kisi		irkɘzɘ			kiʃi			kiʃi	ɛrkiʃi	erkiʒi		erkiʒi					erkiʒi				erkihi
MAN_2		ir~ir	ɛr		erkek	er			erkek~er		erkek~er~er	erkek~er		hɛr	erkek~er	erkek	erkek~er	er	er			er~ɛr		ir~ir	er	ercec	erkek		ɛrkɛk~ɛr~ɛr	erkɑk	erkekkise~er	
MAN_3				ɑrʑɯn																												
MAN_4											eren				eren																eren~eren	
MAN_5																			jɑlŋuq													
MANY_1	ʧoχ				ʧoq			ʧok																		ʧok						
MANY_2		kyp	kopʲ			køp			køp	køb	køp	køp	køp		køp	køp	køp	køp		kop	køp	køp	køp	kyp	køˤp		køp		køp	kop	kep	
MANY_3							yɡys												ykyʃ													
MANY_4																									køˤf							
MANY_5																												χøj				
MEAT_1	æt	it	ɛt		et	et	et		et	et	et	et	it	ɛt	et	et	et	et	et	et	et	ët	et	it	eˤt	et	et	eˤt			et~jit	et
MONTH_1	ɑj	ɑj	ɑj		ɑj	ɑj	ɯj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	hɑːɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj		ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɔj	ɑj	ɯj
MONTH_2				ujɤʷχ																												
MONTH_3																						ɑy										
MOON_1	ɑj	ɑj			ɑj	ɑj	ɯj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	hɑːɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj		ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɔj	ɑj	ɯj
MOON_2			ɑjɣɑrɑːɣə	ujɤʷχ																												
MOON_3																						ɑjɑq										
MOTHER_1	ɑnɑ			ɑnne	ɑnɑ	ɑnnɑ		ɑnɑ	ɑnɑ	ɑnɑ	ɑnɑ	ɑnɑ			ɑnɑ		ɑnɑ	ɑnɑ						ɑnɑ		ɑnɑ			ɑnɑ	ɔnɑ	ɑnɑ	
MOTHER_2		inɛ					inʲe						ɘʤe			ene		ene~ɑne			ene	ënɛ~inɛ	ene			ɑnne	ene	ije				ije
MOTHER_3		ɛcɛ																														
MOTHER_4			iʤɛm															iʧe		iʤɛ	iʧe											
MOTHER_5																			øɡ													
MOTHER_6																									iˤhe							
MOUNTAIN OR HILL_1	dɑɣ	tɑw	tɑɣ	tu	dɑɣ	tɑɡ~tɑv			tɑw	tɑw	tɑv	tɑw	tɑɣ	tɑːɑɣ	tɑw		tɑw	tɑɣ	tɑɣ	tɑɣ	tɑɣ	tɑw		tɑw	dɑɣ	dɑː	dɑɣ	dɑɣ	tɑɣ	tɔɣ	tɑɣ	
MOUNTAIN OR HILL_2							kɑjɑ																									χɑjɑ
MOUNTAIN OR HILL_3								bɑjɯr																								
MOUNTAIN OR HILL_4																too																
MOUNTAIN OR HILL_5																							qɯr									
MOUTH_1	ɑɣɯz	ɑwɯð	ɑːɣəs		ɑɣɯz	ɑɡis		ɑːz	ɑwɯz	ɑwuz	ɑvuz	ɑwɯz	ɑɑs	ɑːɣɯz	ɑwuz		ɑwɯz	ɑɣɯs	ɑɣɯz	ɑɣɯz		ɑwɯs		ɑwɯz	ɑɑs	ɑːɯz	ɑɣɯð	ɑɑs	eɣiz	ɔɣiz	ɑɣɯs~ɑχs	
MOUTH_2				ɕøvɑr																												
MOUTH_3							ɑɲɑk																									ɑj̃ɑχ
MOUTH_4																ooz							oos									
MOUTH_5																					ɑqsɯ											
NAME_1	ɑd		ɑt	jɑt	ɑd	ɑt	ɑːt	ɑd	ɑt	ɑt	ɑd~ɑt	ɑt	ɑt	ɑːt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑd	ɑt	ɑt	ɑt	ɔt	ɑt	ɑːt
NARROW_1	dɑr	tɑr			tɑr			dɑr	tɑr	tɑr	tɑr	tɑr	tɑr	tɑːɑr	tɑr	tɑr	tɑr		tɑr		tɑr		tɑr	tɑr	tɑr	dɑr	dɑr	tɑr	tɑr	tɔr	tɑr	
NARROW_2	ensiz			ɑnzɤʷr																												
NARROW_3						inkɑ																										sinɲiɡes
NARROW_4						enɡe																	ʧiʧke									
NARROW_5							kɯɑrɑɡɑs																									kɯɑrɑɣɑs
NARROW_6																		ɯqʧɑm														
NASAL MUCUS (SNOT)_1	fɯrtdɯɡ																															
NASAL MUCUS (SNOT)_2		mɑŋqɑ																						mɑŋqɑ			mɑŋqɑ	dumɑː	mɑŋqɑ			
NASAL MUCUS (SNOT)_3			irɘŋ								jeriŋ		ɘrɘŋ						jiŋ												jerin	sɯːŋk
NASAL MUCUS (SNOT)_4								symyk																		symyc	θymyk					
NASAL MUCUS (SNOT)_5									simɡirik			sɘŋbɘrɘk				ʧimkirik	simirik	ʧimirik					ʧimirik						miʃik	miʃiq		
NASAL MUCUS (SNOT)_6										burunboq	burunjivisi			burɯnsuvɯ	burunpoq		burɯnboq															
NAVEL_1	cøbæc			køvɑbɑ	kobek			ɡøbek																		ɟøbec	ɡøbek					
NAVEL_2		kendek	kəndɘk						kindik	kindik	kindik	kɘndɘk	kɘn~kɘndɘk	kyndik	ɡinnik~ɡindik	kindik	kindik	kindiɡ	kindik	kintiχ	kindik	kɛndik~kɛntik	qɯn	kendek	hin			χin~χindik	kindik	kindik	qɯndɯq	kiːn
NEAR_1	jɑχɯn	jɑqɯn	ʧɑːɣən		jɑqun			jɑqɯn	ʒɑqɯn		jɑqɯn	ʒɑqɯn	ʧɑɣɯn			ʤɑqɯn		cɑɣɯn		jɑχɯn	ʧɑɣɯn	yɑqɯn		jɑqɯn		jɑkɯn	jɑqɯn		jeqin	jɑqin	jɑqɯn~juqun	
NEAR_2				ɕɯvɤʷχ																												
NEAR_3						jɑoh																										
NEAR_4							ʧuɡɑs~huɡɑs																		ʧoːɣɑʃ							ʧuɡɑs
NEAR_5										ʤuwuq					juwuq		juwɯq						juq~juχ					ʧooq				
NEAR_6																			jɑɣuq~jɑɣuru													
NEAR_7																						yɑvɯq										
NECK_1	bojun	mujɯn	poːjun		bojun	bojn		bojun	mojɯn	bojun	bojun	mojɯn	mojɯn	buun	bojun	mojun	mojɯn	mojɯn	bojɯn		mojun	mojun~mojɯn~mujɯn	mojɯn	mujɯn	møen	bojun	bojun	mojun	bojun	bojɯn	moin	
NECK_2				møj																												
NECK_3							muoj																									
NECK_4																				poinɯ												
NECK_5																																moːy
NEW_1	jeni	jɑŋɯ	nʲɑɑ	ɕɘnɘ	jɑŋɯ		hɑŋɑ	jeni	ʒɑŋɑ	ʤɑŋɯ		ʒɑŋɑ	nɑɑ		jɑŋɯ	ʤɑŋɯ	jɑŋɯ	ɲɑŋɯ	jɑŋɯ	jɑŋɯ	nɑː	jɑŋɑ	ɟɑŋɯ	jɑŋɑ	ɲɑɑ	jeni			jeŋi		jɑŋɯ~jɑŋɑ	sɑŋɑ
NEW_2						iɑnɡi~jɑnɡi					jɑnɣɯ			jɛŋɡi																		
NEW_3																		jɑː														
NIGHT_1	ɟeʤæ				ɡeʤe			ɡeʤɛ		keʧe	keʧɛ~keʦe			kiːeʧɛ	ɡeʧe		keʃe			ɡeʤe						ɟeʤe	ɡiʤe			keʧɑ		
NIGHT_2		tøn	tyn			tun	tyːn		tyn			tyn	tyn			tyn	tyn	tyn	tyn		tyn	tøn~tyn	tyn	tøn	dynne			dyn	tyn		tyn	tyːn
NIGHT_3			qɑrɑ										χɑrɑɑ																			
NIGHT_4				ɕɘʷr																												
NOSE_1	burun		purun		burun	burun~buen~bin		burnu	murɯn	burun	burun	murɯn	purun	burɯn	burun	murun	burɯn	burun	burun	purnɯ	purnu	morɯn~murɯn		borɯn		burun	burun		burun	burun		murun
NOSE_2							munnu																									
NOSE_3																							tumʧuq					dumʧuq				
NOSE_4																									hɑɑj			χɑɑj				
NOSE_5																															qɑŋrɯq	
NOT_1	mɑ	mɑ		mɑ	mɑ	mɑ		mɑ	mɑ	mɑ	mɑ	mɑ	mɑ	mɑ	mɑ		mɑ		mɑ	mɑ	mɑ	mɑ	mɑ	mɑ		mɑ	mɑ	mɑ	mɑ	mɑ	mɑ	mɑ
NOT_2			bɑ				bɑ		bɑ~pɑ				bɑ~pɑ			bɑ	bɑ~pɑ	bɑ			pɑ~bɑ		bɑ		bɑ~vɑ~pɑ						pɑ	bɑ
NOT_3																												eves			emes~emestro~emeser	
OLD (USED)_1		iθke	ɛrɡe		eski	eski	erɡe	eski	eski	eski	eski	eskɘ	irɡɘ		esɡi	eski	eski	eski	eski	eski	eski	ëski	eski	iske	eˤrhi	esci		erɡi	ɛski	eski	erke	erɡe
OLD (USED)_2				kivɘ																												
ONE_1	bir	ber	pɘr	pɘrre~pɘr	bir	bir	biːr	bir	bir	bir	bir	bɘr	pɘr	biː	bir	bir	bir	pir~bir~mir~vir	bir	bir	pir	pir	bir	ber	bɘr~bɘrɛɛ	bir	bir	bir	bir	bir	per~pɯr	biːr
OPEN_1	ɑʧ	ɑs	ɑʧ	uɕ	ɑʧ	ɑʧ		ɑʧ	ɑʃ	ɑʧ	ɑʧ	ɑʃ	ɑs	hɑʧ	ɑʧ	ɑʧ	ɑʃ	ɑʧ~ɑʃ	ɑʧ	ɑʧ	ɑʃ	ɑʦ		ɑʧ	ɑˤʃ	ɑʧ	ɑʧ		ɑʧ	ɔʧ	ɑʃ	ɑs
OPEN_2							ɑrɯj																									
OPEN_3																												ɑʒɯt				
OTHER_1	bɑʃɡɑ	bɑʃqɑ	pɑsqə		bɑʃqɑ	ozɡɑ~osɡe		bɑʃkɑ	bɑsqɑ	bɑʃχɑ	bɑskɑ	bɑsqɑ	pɑsχɑ		bɑʃɣɑ~øzɡe	bɑʃqɑ	bɑsqɑ	øskø	øzɡe		pɑʃqɑ	pɑʃqɑ	øskø	bɑʃqɑ	bɑˤʃqɑ~øˤske	bɑʃkɑ	bɑʃɡɑ	øske	bɑʃqɑ	bɔʃqɑ		
OTHER_2				urɤʷχ																												
OTHER_3							ɑtɯn											ɑrtɑn	ɑdɯn	ɑtɯ												ɑtɯn
OTHER_4														iːezɛ																		
PERSON_1		keʃe	kɘzɘ			kisi	kihi				kiʃi	kɘsɘ	kɘzɘ		ɡiʃi	kiʃi	kisi	kiʒi~kiʤi	kiʃi	kiʃ	kiʒi	kiʃi	kiʒi	keʃe	kiʃi	ciʃi		kiʒi	kiʃi	kiʃi	kise	kihi
PERSON_2				ɕɯn																												
PERSON_3																			jɑlŋuq													
PLAY_1	ojnɑ	ujnɑ	ojnɑ		ojnɑ	ojnɑ	oːjnoː	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	oːnɑ~uːnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojno	ujnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ojnɑ	ɔjnɑ	ojnɑ	oːnɲoː
PLAY_2				vɯlʲɑ																												
PULL_1	ʧæc				ʧek			ʧek						ʧɛk												ʧec	ʧek					
PULL_2		tɑrt	tɑrt	turt	tɑrt	tɑrt	tɑrt		tɑrt	tɑrt	tɑrt	tɑrt	tɑrt		tɑrt	tɑrt	tɑrt	tɑrt	tɑrt	tɑː	tɑrt	tɑrt	tɑrt	tɑrt	tɯˤrt		dɑrt	tɯrt	tɑrt	tɔrt	tɑrt	tɑrt
PUS_1	irin	eren			irin			ijrin	iriŋ	irin	irin	ɘrɘŋ	ɘrɘŋ		irin	iriŋ	irin		jiriŋ	jireŋ	iriŋ	ɛrɛŋ	iriŋ	eren	iriŋ	irin	iriŋ	iriŋ	ʒiriŋ	jiriŋ		iriŋe
PUS_2				pyr																												
PUSH_1	itælæ		itle		ite			itir	ijter			iter				iter	ijte												iʃtɛr~iʃtir	itɑr		
PUSH_2		et					yt				ijt		ɘt					it		iʃt	it		ijt	et	iˤt	it	it	it			iʃit	
PUSH_3				tɘk																												
PUSH_4										teber					teber																	
PUSH_5													sɑs																			ɑs
PUT ON_1	cej	kej	kæsʲ		kij			ɡij	kij	kij	kij	kij			ɡij	kij	kij	kij		kij		kɛj	kij	kij		ɟij	ɡej		kij	kij		
PUT ON_2				tɤʷɣɤʷn																												
PUT ON_3						kej	ket						kis	kɛd					ked		kes				ket			ket			kez	ket
RAIN (PRECIPITATION)_1	jɑɣɯʃ				jɑɣɯʃ				ʒɑwɯn	ʤɑwun		ʒɑwɯn		jɑɣɯʃ	jɑwun								ɟɑɑʃ				jɑɣɯʃ					
RAIN (PRECIPITATION)_2		jɑmɣɯr		ɕumɤʷr		jɑmɡur	hɑmɯːr	jɑːmur		ʤɑŋur	jɑmɣur	ʒɑŋbɯr	nɑŋmɯr		jɑŋur	ʤɑmɣɯr	jɑmɣɯr	ɲɑŋmɯr~ɲɑnmɯr~nɯŋmɯr	jɑɣmur	jɑɣmur	nɑɣbur	jɑnɣɯr	ɟɑŋmɯr	jɑnɡɯr		jɑːmur	jɑɣmɯr		jɑmɣur	jɔmɣir	jɑɣmɯr	sɑmɯːr
RAIN (PRECIPITATION)_3			suɣ																													
RAIN (PRECIPITATION)_4																									øˤsken							
RAW_1	ʧij~ɑlɑʧij	sej			ʧij	ʧijɡ	hiːkej	ʧiː	ʃijki	ʧij	ʧɯj~ʧij~ʦɯj	ʃikɘ	ʧɘɡ		ʧij	ʧijki	ʃij	ʧiɡ~ʧɯɣ~ʧiŋ	jiɡ		ʧɯɣ		ʧij	ʧi	ʧiɣ	ʧɯː	ʧɯɣ	ʧiɡ				siːkej
RAW_2				ʧɘrɘ																												
RAW_3																						jɛʃ										
RED_1		qɯðɯl	qəzəl		kɯzil	kezel	kɯhɯl		qɯzɯl	qɯzɯl	kɯzɯl~kizɯl	qɯzɯl	χɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯsɯl~qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl		ɡɯðɯl	qɯzɯl	qizil	qizil	qɯzɯl	kɯhɯl
RED_2				χɘrlɘ																												
REMAIN_1	ɡɑl	qɑl	qɑl	jul	qɑl		kɑːl	kɑl	qɑl	qɑl	kɑl	qɑl	χɑl	qɑːl	qɑl	qɑl	qɑl	qɑl	qɑl	qɑl	qɑl	qɑl		qɑl	qɑl	kɑɫ	ɡɑl	ɑrtɯpqɑl	qɑl	qɔl	qɑl	χɑːl
REMAIN_2						ɑrt																	ɑrt									
RIGHT_1	sɑɣ																			sɯχ						sɑː	θɑɣ					
RIGHT_2		uŋ	oŋ		oŋ	oŋ			oŋ	oŋ	on	oŋ	oŋ		oŋ	oŋ	oŋ	oŋ~on~uŋ	oŋ		oŋ	oŋ	oŋ	uŋ	oŋ			oŋ	oŋ	oŋ	oŋ~uŋ	
RIGHT_3				sɯldɤʷm																												
RIGHT_4							uŋɑ																									uŋɑ
RIGHT_5								sɑɑtɑrɑf																								
RIGHT_6														bod																		
RIPE_1	jetiʃ										jetil																					
RIPE_2		beʃ	pɘs	pɘɕ	piʃ	bis	bus		pis	biʃ		pɘs	pɯs		biʃ	bɯʃ	pis	pɯʃ	bɯʃ	piʃ	pɯʃ	piʃ	bɯʃ	peʃ	bɯˤʃ		biʃ	bɯʃ	piʃ	piʃ		bus
RIPE_3								olɣunlɑʃ																		oɫɡunɫɑʃ						
RIPE_4																																sit
RISE (MOVE UPWARDS)_1	ʧɯχ				ʧɯq					ʧɯq			sɯχ					ʃɯq~ʧɯq				ʦɯq	ʧɯq			ʧɯk	ʧɯq			ʧiq		
RISE (MOVE UPWARDS)_2		kytɛrel			køteril				køteril		ketiril	køter			ɡøter	køtøryl	køteril	kødyryl				kytiril		kytɛrel				kødyryl	køtyryl	qotɑril		
RISE (MOVE UPWARDS)_3				χøbɑr																												
RISE (MOVE UPWARDS)_4							ɯtɯn											tɑnzɑ														
RISE (MOVE UPWARDS)_5								pin						hin				myn	yn					men	yn			yn			yn	
RISE (MOVE UPWARDS)_6													ørle						ør		ørle								ørlɛ		ørle	
RISE (MOVE UPWARDS)_7																				χup												
RISE (MOVE UPWARDS)_8																																ørøtɑɣɯs
RIVER_1	ʧɑj																															
RIVER_2		jɯlɣɑ																				yɯlɣɑ		jɯlɣɑ								
RIVER_3			ʧul																		ʧulɑt											
RIVER_4			yːs			okus													øɡyz												yɡys	ørys
RIVER_5				ʃɯv																												
RIVER_6					øzen				øzek		øzɛn	øzen			øzen	øzøn				uzen												
RIVER_7							ebe																									
RIVER_8										suw			suɣ			suu	suv	suɣ			suɣ	su	suu						su		su	
RIVER_9														ʧɔːbɔːn																		
RIVER_10																									hem			χem				
RIVER_11																										ɯrmɑk						
ROOT_1	cøc							køk																		cøc	køk					
ROOT_2		tɑmɯr		tɯmɑr	tɑmɯr				tɑmɯr	tɑmɯr	tɑmur	tɑmɯr			tɑmur	tɑmɯr	tɑmɯr					tɑmɯr		tɑmɯr					tomur			
ROOT_3			ʧəltəs				hilis												jɯltɯz		ʧɯltɯs				sɯldɯs				jiltiz~ʒiltiz	ildiz	jɯltɯs	silis
ROOT_4						tub																										
ROOT_5																		tɑzɯl			tɑzɯl	tɑzɯl	tɑzɯl					dɑzɯl				
ROOT_6																				ozeχ												
ROPE_1	ip				jip				ʒip		jip	ʒɘp				ʤip						jip				ip	jyp				jep~jip	
ROPE_2	cændir			kɑndrɑ																								χendir				
ROPE_3		bɑw	pɑɣ						bɑw			bɑw	pɑɣ				bɑw	pɑɣ			pɑɣ			bɑw	bɑɣ						pɑɣ	
ROPE_4		ɑrqɑn			ɑrqɑn	ørken			ɑrqɑn		ørken~erken	ɑrqɑn			ɑrqɑn		ɑrqɑn			urχɑn						urɡɑn				ɑrqɔn		
ROPE_5				pɤʷjɑv																												
ROPE_6				vɘʷren																												
ROPE_7							bɯɑ																buː									bɯɑ
ROPE_8								ʧɑtɯ																								
ROPE_9																køtørmø																
ROPE_10																			uruq												uruq	
ROTTEN_1	ʧyry	ser		ɕɘr	ʧyry			ʧyry	ʃir	ʧir	ʦiri	ʃɘr	ɘr	ʧirry	ʧiri	ʧir	ʃiri	iri	jiry	ʧyr			ʧiri	ʧer		ʧyry	ʧyjre	iri	ʧiri			
