	Azerbaijani	Bashkir	Chulym	Chuvash	Crimean Tatar	Cuman	Dolgan	Gagauz	Kara-Kalpak	Karachay-Balkar	Karaim	Kazakh	Khakas	Khalaj	Kumyk	Kyrgyz	Nogai	Northern Altai	Old Turkic	Salar	Shor	Siberian Tatar	Southern Altai	Tatar	Tofa	Turkish	Turkmen	Tuvan	Uyghur	Uzbek	West Yugur	Yakut
LAUGH_2	ɟyl	køl	kulʲ	kul	kulʲ	kul	kyl	ɡyl	kyl	kyl	kyl~kul~kil	kyl	kyl	kil	kyle	cyl	kyl	kyl		kulli		køl		køl		ɟylʲ	ɡyl		kyl	kul	kyl~kul~kulʲ	kyl
LEAF_1			pyyr				hebirdek						pyr								pyr				byr			byry				sebirdeχ
LEAF_2	jɑrpɑɡ	jɑprɑq			jɑprɑq	jɑprɑk~jɑbuldrɑk		jɑprɑk	ʒɑpɯrɑq	ʧɑprɑq	jɑprɑq	ʒɑpɯrɑq			jɑpɯrɑq	ʤɑɫbɯrɑq	jɑpɯrɑq	cɑlbɯrɑq~qɑvɑq	jɑpɯrɣɑq	jɑrfɑq		jɑprɑq~qɑvɑq	ɟɑlbrɑχ	jɑfrɑq		jɑprɑk	jɑprɑq		jopurmɑq			
LEAF_3				ɕulʑɤ̆ʷ																												
LIE DOWN_1	uzɑn																								ʧɯˤtɑr							
LIE DOWN_2		jɑt	ʧɑt	vɯrt	jɑt	jɑt	hɯt	jɑt	ʒɑt	ʤɑt	jɑt	ʒɑt	ʧɑt	jɑːt	jɑt	ʤɑt	jɑt	cɑt	jɑt	jɑt	ʧɑt	jɑt	ɟɑt	jɑt		jɑt	jɑt	ʧɯt	jɑt	jɔt	jɑt	sɯt
LIVER_1	bɑɣɯr	bɑwɯr	pɑɑr				bɯɑr		bɑwɯr	bɑwur	bɑvur~bɑwɯr~bɑɣɯr	bɑwɯr	pɑɑr		bɑwur	boor	bɑwɯr	bɑɣɯr~pɑɑr	bɑɣɯr	pɑɣɯr	pɑːr	bɑwɯr~pɑwɯr~pɑɣɯr	buur	bɑwɯr	bɑɑr		bɑɣɯr	bɑɑr	beɣir		pɑɣɯr	bɯɑr
LIVER_2				pɘ̆ʷvɘ̆ʷr																												
LONG_1	uzun	oðon	uzun		uzun	uzun	uhun	uzun	uzɯn	uzun	uzun	ʊzɯn	uzun	uzuːn	uzun	uzun	uzɯn	uzun	uzun	uzun	uzun	uzɯn~ozɯn	uzun	ozɯn	uzun	uzun	uðɯn	uzun	uzun	uzun	uzun~uzin~uzen	uhun
LONG_2				vørøm																												
LOUSE_1	bit	bet	pɘt~pit		bit	bit			bijt	bit	bit	bit	pɘt	bit	bit	bit	bijt	pijt~pit	bit	piʧt	pit		bit	bet	bɯˤt	bit	bit	bɯt	pit	bit		bɯt
LOUSE_2				pɯjdɤ̆ʷ																											pɯʃt~pɯʃ~pɯt	
MAN_1				ɑrʑɯn															jɑlŋuq													
MAN_2		ir~ir	ɛr		erkek	er			erkek~er		erkek~eren~er~er	erkek~er		hɛr	erkek~er~eren	ercec	erkek~er	er	er			er~ɛr		ir~ir	er	ercec	erkek		ɛrkɛk~ɛr~ɛr	erkɑk	eren~er~eren	
MAN_3	ciʃi						er kihi			erkiʃi	kiʃi~kisi					ciʃi			kiʃi	ɛr kiʃi	er kiʒi		erkiʒi					er kiʒi			erkek kise	er kihi
MAN_4													ir kɘzɘ																			
MANY_1	ʧoχ				ʧoq			ʧok																		ʧok						
MANY_2							yɡys												ykyʃ													
MANY_3		kyp	kopʲ			køp			køp	køb	køp	køp	køp		køp	cøp	køp	køp		kop	køp	køp	køp	kyp	køˤp~køˤf		køp	χøj	køp	kop	kep	
MEAT_1	æt	it	ɛt		et	et	et		et	et	et	et	it	ɛt	et	et	et	et	et	et	et	ët	et	it	eˤt	et	et	eˤt			et~jit	et
MOON_1	ɑj	ɑj			ɑj	ɑj	ɯj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	hɑːɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑjɑq	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɑj	ɔj	ɑj	ɯj
MOON_2			ɑjɣɑrɑːɣə																													
MOON_3				ujɤ̆ʷχ																												
MOUNTAIN OR HILL_1								bɑjɯr															qɯr									
MOUNTAIN OR HILL_2				tu																												
MOUNTAIN OR HILL_3							kɑjɑ																									χɑjɑ
MOUNTAIN OR HILL_4	dɑɣ	tɑw	tɑɣ		dɑɣ	tɑɡ~tɑv			tɑw	tɑw	tɑv	tɑw	tɑɣ	tɑːɑɣ	tɑw	too	tɑw	tɑɣ	tɑɣ	tɑɣ	tɑɣ	tɑw		tɑw	dɑɣ	dɑː	dɑɣ	dɑɣ	tɑɣ	tɔɣ	tɑɣ	
MOUTH_1	ɑɣɯz	ɑwɯð	ɑːɣəs		ɑɣɯz	ɑɡis	ɑɲɑk	ɑːz	ɑwɯz	ɑwuz	ɑvuz	ɑwɯz	ɑɑs	ɑːɣɯz	ɑwuz	ooz	ɑwɯz	ɑɣɯs	ɑɣɯz	ɑɣɯz	ɑqsɯ	ɑwɯs	oos	ɑwɯz	ɑɑs	ɑːɯz	ɑɣɯð	ɑɑs	eɣiz	ɔɣiz	ɑɣɯs~ɑχs	ɑj̃ɑχ
MOUTH_2				ɕøvɑr																												
NAME_1	ɑd		ɑt	jɑt	ɑd	ɑt	ɑːt	ɑd	ɑt	ɑt	ɑd~ɑt	ɑt	ɑt	ɑːt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑt	ɑd	ɑt	ɑt	ɑt	ɔt	ɑt	ɑːt
NEAR_1	jɑχɯn	jɑqɯn	ʧɑːɣən		jɑqun			jɑqɯn	ʒɑqɯn	ʤuwuq	jɑqɯn	ʒɑqɯn	ʧɑɣɯn		juwuq	ʤɑqɯn	juwɯq	cɑɣɯn	jɑɣuq~jɑɣuru	jɑχɯn	ʧɑɣɯn	yɑvɯq~yɑqɯn	juq~juχ	jɑqɯn		jɑkɯn	jɑqɯn		jeqin	jɑqin	jɑqɯn~juqun	
NEAR_2						jɑoh																			ʧoːɣɑʃ			ʧooq				
NEAR_3				ɕɯvɤ̆ʷχ			ʧuɡɑs~huɡɑs																									ʧuɡɑs
NECK_1	bojun	mujɯn	poːjun	møj	bojun	bojn	muoj	bojun	mojɯn	bojun	bojun	mojɯn	mojɯn	buun	bojun	mojun	mojɯn	mojɯn	bojɯn	poinɯ	mojun	mojun~mojɯn~mujɯn	mojɯn	mujɯn	møen	bojun	bojun	mojun	bojun	bojɯn	moin	moːy
NEW_1	jeni					iɑnɡi~jɑnɡi		jeni			jɑnɣɯ			jɛŋɡi												jeni			jeŋi			
NEW_2		jɑŋɯ	nʲɑɑ		jɑŋɯ		hɑŋɑ		ʒɑŋɑ	ʤɑŋɯ		ʒɑŋɑ	nɑɑ		jɑŋɯ	ʤɑŋɯ	jɑŋɯ	ɲɑŋɯ~jɑː	jɑŋɯ	jɑŋɯ	nɑː	jɑŋɑ	ɟɑŋɯ	jɑŋɑ	ɲɑɑ						jɑŋɯ~jɑŋɑ	sɑŋɑ
NEW_3				ɕɘnɘ																												
NIGHT_1			qɑrɑ										χɑrɑɑ																			
NIGHT_2		tøn	tyn			tun	tyːn		tyn			tyn	tyn			tyn	tyn	tyn	tyn		tyn	tøn~tyn	tyn	tøn	dynne			dyn	tyn		tyn	tyːn
NIGHT_3	ɟeʤæ				ɡeʤe			ɡeʤɛ		keʧe	keʧɛ~keʦe			kiːeʧɛ	ɡeʧe		keʃe			ɡeʤe						ɟeʤe	ɡiʤe			keʧɑ		
NIGHT_4				ɕɘ̆ʷr																												
NOSE_1																									hɑɑj			χɑɑj				
NOSE_2	burun		purun		burun	burun~buen~bin	munnu	burnu	murɯn	burun	burun	murɯn	purun	burɯn	burun	murun	burɯn	burun	burun	purnɯ	purnu	morɯn~murɯn	tumʧuq	borɯn		burun	burun	dumʧuq	burun	burun	qɑŋrɯq	murun
NOT_1																												eves			emes~emestro~emeser	
NOT_2	mɑ	mɑ	bɑ	mɑ	mɑ	mɑ	bɑ	mɑ	mɑ~bɑ~pɑ	mɑ	mɑ	mɑ	bɑ~pɑ~mɑ	mɑ	mɑ	bɑ	mɑ~bɑ~pɑ	bɑ	mɑ	mɑ	pɑ~bɑ~mɑ	mɑ	mɑ~bɑ	mɑ	bɑ~vɑ~pɑ	mɑ	mɑ	mɑ	mɑ	mɑ	mɑ~pɑ	mɑ~bɑ
OLD (USED)_1			ɛrɡe				erɡe						irɡɘ																		erke	erɡe
OLD (USED)_2		iθke			eski	eski		eski	eski	eski	eski	eskɘ			esɡi	esci	eski	eski	eski	eski	eski	ëski	eski	iske	eˤrhi	esci		erɡi	ɛski	eski		
OLD (USED)_3				kivɘ																												
ONE_1	bir	ber	pɘr	pɘrre~pɘr	bir	bir	biːr	bir	bir	bir	bir	bɘr	pɘr	biː	bir	bir	bir	pir~bir~mir~vir	bir	bir	pir	pir	bir	ber	bɘr~bɘrɛɛ	bir	bir	bir	bir	bir	per~pɯr	biːr
PERSON_1			kɘzɘ									kɘsɘ	kɘzɘ																			
PERSON_2		keʃe				kisi	kihi				kiʃi				ɡiʃi	ciʃi	kisi	kiʒi~kiʤi	kiʃi	kiʃ	kiʒi	kiʃi	kiʒi	keʃe	kiʃi	ciʃi		kiʒi	kiʃi	kiʃi	kise	kihi
PERSON_3				ɕɯn																												
PERSON_4																			jɑlŋuq													
RAIN (PRECIPITATION)_1	jɑɣɯʃ	jɑmɣɯr			jɑɣɯʃ	jɑmɡur	hɑmɯːr	jɑːmur	ʒɑwɯn	ʤɑŋur~ʤɑwun	jɑmɣur	ʒɑŋbɯr~ʒɑwɯn	nɑŋmɯr	jɑɣɯʃ	jɑŋur~jɑwun	ʤɑmɣɯr	jɑmɣɯr	ɲɑŋmɯr~ɲɑnmɯr~nɯŋmɯr	jɑɣmur	jɑɣmur	nɑɣbur	jɑnɣɯr	ɟɑŋmɯr	jɑnʁɯr		jɑːmur	jɑɣɯʃ~jɑɣmɯr		jɑmɣur	jɔmɣir	jɑɣmɯr	sɑmɯːr
RAIN (PRECIPITATION)_2				ɕumɤ̆ʷr																												
RAIN (PRECIPITATION)_3																							ɟɑɑʃ									
RAIN (PRECIPITATION)_4			suɣ																													
RAIN (PRECIPITATION)_5																									øˤsken							
RED_1		qɯðɯl	qəzəl		kɯzil	kezel	kɯhɯl		qɯzɯl	qɯzɯl	kɯzɯl~kizɯl	qɯzɯl	χɯzɯl	qɯzɯl	qɯzɯl	qɯzɯɫ	qɯzɯl	qɯzɯl	qɯzɯl	qɯsɯl~qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl	qɯzɯl		ɡɯðɯl	qɯzɯl	qizil	qizil	qɯzɯl	kɯhɯl
RED_2				χɘrlɘ																												
ROOT_1	cøc							køk																		cøc	køk					
ROOT_2																				ozeχ												
ROOT_3		tɑmɯr		tɯmɑr	tɑmɯr	tub			tɑmɯr	tɑmɯr	tɑmur	tɑmɯr			tɑmur	tɑmɯr	tɑmɯr	tɑzɯl			tɑzɯl	tɑmɯr~tɑzɯl	tɑzɯl	tɑmɯr				dɑzɯl	tomur			
ROOT_4			ʧəltəs				hilis												jɯltɯz		ʧɯltɯs				sɯldɯs				jiltiz~ʒiltiz	ildiz	jɯltɯs	silis
ROPE_1		bɑw	pɑɣ	pɤ̆ʷjɑv					bɑw			bɑw	pɑɣ				bɑw	pɑɣ			pɑɣ			bɑw	bɑɣ						pɑɣ	
ROPE_2								ʧɑtɯ																								
ROPE_3																			uruq												uruq	
ROPE_4							bɯɑ																buː									bɯɑ
ROPE_5		ɑrqɑn			ɑrqɑn	ørken			ɑrqɑn		ørken~erken	ɑrqɑn			ɑrqɑn		ɑrqɑn			urχɑn						urɡɑn				ɑrqɔn		
ROPE_6				vɘ̆ʷren																												
ROPE_7	ip				jip				ʒip		jip	ʒɘp				ʤip						jip				ip	jyp				jep~jip	
ROPE_8	cændir			kɑndrɑ																								χendir				
ROPE_9																cøtørmø																
ROUND_1				ɕɑvrɑɡɑ		ʧourɑ																										
ROUND_2	jumru	tumɑlɑq~jomoro	ʧumɑq		tomɑlɑq	juɡɑlɑk		juvɑrlɑk	domɑlɑq~dumɑlɑq~ʒumɑlɑq~ʒumɯrɯ		jumɑlɑk	domɑlɑq~ʒʊmɯr	nɯmɑlɑχ			toɣoɫoq~ʤumuru	tɯmɑlɑq							jomrɯ		juvɑrɫɑk			domulɑq~jumulɑq~ʒumulɑq	dumɑlɔq~jumɑlɔq		
ROUND_3	døvreli					teɡirmɑ	tøɡyryk						terpek			teɟerec			teɣirmi				teɣerik		tøørej	deːirmi						tøɡyryk
ROUND_4														ɡildir																		
SALT_1	duz	toð	tus	tøvɑr	tuz	tus	tyːs	tuz	duz	tuz	tuz	tʊz	tus	tuz	tuz	tuz	tuz	tus	tuz	duz~dyz~tyz	tus		tus	toz	tus	tuz	duð	dus	tuz	tuz	tuz	tuːs
SAND_1				χɤ̆ʷjɤ̆ʷr											qɑjɯr		qɑjɯr															
SAND_2	ɡum	qom	qum		qum	kum~kun	kumɑk	kum	qum	qum	kum	qʊm	χum		χum	qum	qum	quvɑq~qum	qum	kum	qumɑq	qum		qom	hum	kum			qum	qum	qum~qom	kumɑχ
SAND_3																											ʧɛɡe					
SAY_1													ʧooχtɑ															ʧuɣɑːlɑ				
SAY_2		ɛjt	ɑjt		ɑjt	ɑjt			ɑjt	ɑjt	ɑjt	ɑjt		hɑːj		ɑjt	ɑjt	ɑjt			ɑjt	ɛjt	ɑjt	ɛjt			ɑjt		ejt	ɑjt	ɑj	
SAY_3																				ejʃɑ												
SAY_4	søjlæ							søle																		søjlʲe						
SAY_5		ti		te															teː	tɛ~ti		të									ti	
SAY_6	de					de	die	de	de	de					de	de	de	de					de	di	de	de	dij		dɛ	de		die
SEE_1	ɟør	kyr	korʲ	kur	kør	kor	kør	ɡør	kør	kør	kør~ker	kør	kør	ker	ɡør	cør	kør	kør	kør	kør	kør	kør	kør	kyr	kør	ɟør	ɡør	kør	kør	kor	kør~kyr	kør
SEED_1		orloq			urluq	uru~ourluk				urluq	urluk	ʊrɯq			urluq	uruq	urlɯq		uruɣ	urluχ				orlɯq					uruq	uruɣ		
SEED_2				vørø																												
SEW_1																									dɑɑrɑ			dɑːrɑ				
SEW_2	tic	tek	tɘk		tik	tik	tik	dik	tik	tik	tik	tɘk	tɘk	tik	tik	tic	tik	tik		tiχ	tik	tik		tek		dic	tik		tik	tik	tek~tɯq	tik
SEW_3																		køktø					køktø									
SEW_4				ɕɘ̆ʷle																												
SHARP_1																qurʧ							qurʧ									
SHARP_2		ytker			keskin			keskin	øtkir			øtkɘr		kɛsɡili		øtcyr	øtkir	øtkyr					øtkyr~ødyr	ytken		cescin			øtkyr	otkir		
SHARP_3							hɯtɯː																								ɯʃtɯɣ	sɯtɯː
SHARP_4	iti					iti				ʤiti	iti			jitdi~jittiː	itti				jiti~jitti								jiti					
SHARP_5			ʧɘdɘɣ										ʧɘtɘɡ								ʧidiɡ				ʧiˤtɘ			ʧidiɡ				
SHARP_6				ɕivɘʧ																												
SHORT_1				kɘske		kiʃkɑ																										
SHORT_2	ɡɯsɑ	qɯsqɑ	qəsqɑ		qɯsqɑ		kɯlɡɑs	kɯsɑ	qɯsqɑ	qɯsχɑ	kɯskɑ	qɯʃqɑ	χɯsχɑ		qɯsɣɑ	qɯsqɑ	qɯsqɑ	qɯsqɑ	qɯsɡɑ	χɯsχɑ	qɯsqɑ	qɑrsɑq	qɯsχɑ	qɯsqɑ	qɯˤsqɑ	kɯsɑ	ɡɯθɡɑ	qɯsqɑ	qisqɑ		qɯsqɑ	kɯlɡɑs
SIT_1	otur	ultɯr	oːlur	lɑr	otur	oltur	olor	otur	otɯr	oltur	oltur	otɯr	odɯr	juor	oltur	otur	oltɯr	otur	olur	otɯr	odur	otɯr	otɯr	utɯr	olur~olɯr	otur	otur	olur	oltur	otir	oltur	olor
SKIN_1			ʧɑmɑɣ																													
SKIN_2						bilɑu																										
SKIN_3																									keˤʃ			keʃ				
SKIN_4	dæri	tire		tirɘ	teri		tiriː	deri	teri	teri	teri	terɘ	teːr	tɛri	teri	teri	teri	tere	teri	tir	tere	tɛri	tere	tire		deri	deri		terɛ	teri	ter~tere	tiriː
SKY_1							kɑllɑːn												qɑlɯq													χɑllɑːn
SKY_2				tybe									tiɡɘr																			
SKY_3																		teɡri	teŋri		teɡri		teŋeri		deːre			deer			teŋir	
SKY_4	ɟøj															cøc										ɟøc						
SKY_5		kyk			kok	kok		ɡøk		køk	køk				køk		køk	køk	køk			køk		kyk								
SKY_6			kunʲ																													
SLEEP_1			uzu			uju	utuj	uju					uzu						udɯ		uzu				udu	uju		udu			uzu	utuj
SLEEP_2		joqlɑ			juqlɑ				ujqɯlɑ	ʤuqlɑ	juklɑ	ʊjɯqtɑ			juχlɑ	uqtɑ	ujqlɑ	ujqtɑ~ujttɑ		uχlɑ		joqlɑ~juqlɑ	uχtɑ	joqlɑ			uqlɑ		uχlɑ	uχlɑ		
SLEEP_3	jɑt													jɑt													jɑt					
SLEEP_4				ɕɯvɤ̆ʷr																												
SMALL_1		bɛlɛkɛj~bɛlɛkɛs																														
SMALL_2					ufɑʧɯq																					ufɑk						
SMALL_3	ciʧic					kyʧe~kiʧi	kyʧʧyɡyj	kyʧyʤyk		ɡitʧe	kiʧi~kiʦi		kɘʧiʤek		ɡiʧʧi	ciʧine		kiʤiɡ~kiʧi~kiʧinek~kiʧeʧ~kiʧy	kiʧiɡ	kiʧi~kiʤi	kiʧiɡ	kiʧy	kiʧi			cyʧyc	kiʧi		kiʧik		kiʧiɡ	kuʧːuɡuj
SMALL_4			kɘʧeeʧ						kiʃkene~kiʃkentɑj			kɘʃkene~kɘʃkentɑj					kiʃkej							keʧkenɛ						kiʧkinɑ		
SMOKE (EXHAUST)_1	tysty	tøtøn	tydyn		tytyn	tutum~tutun		tytyn	tytin	tytyn	tytyn~tytsy	tytɘn	tydyn	tityn	tytyn	tytyn	tytin	tydøk	tytyn	ʦyʦyn~ʤyʤyn	tydyn	totin		tøten			tyθθe			tutun		
SMOKE (EXHAUST)_2				tɘ̆ʷdɘ̆ʷm																												
SMOKE (EXHAUST)_3																													is~ɛs			
SMOKE (EXHAUST)_4							buruo																									buruo
SMOKE (EXHAUST)_5													ɯs										ɯʃ		ɯʃ			ɯʃ			ɯs	
SMOKE (EXHAUST)_6																										dumɑn						
SNAKE_1	ilɑn	jɯlɑn		ɕɘlen	jɯlɑn	ilɑn~ɡillɑn~jlɑɡɑn		jɯlɑn	ʒɯlɑn	ʤɯlɑn	jɯlɑn~ilɑn	ʒɯlɑn	ʧɯlɑn	jilɑːn	jɯlɑn	ʤɯɫɑn	jɯlɑn	cɯlɑn	jɯlɑn	jilɑn	ʧɯlɑn	jɯlɑn	ɟɯlɑn	jɯlɑn		jɯɫɑn	jɯlɑn	ʧɯlɑn	ilɑn~ʒilɑn	ilɔn	jɯlɑn	
SNAKE_2																																erien yøn
SNAKE_3																									ʧer bɑlɯː							
SNAKE_4			uzunɣurt																													
STAND_1	dur	tor	tur	tør	tur	tur	tur	dur	tur	tur	tur	tur	tur	tur	tur	tur	tur	tur	tur	dɯr	tur	tor~tur	tur	tor	tur	dur	dur	tur	tur	tur	tur	tur
STAR_1	ulduz		ʧəltəs		jɯldɯz	juldus	hulus	jɯldɯz	ʒuldɯz	ʤulduz	julduz~jolduz~jɯldɯz	ʒʊldɯz	ʧɯltɯs	julduz	julduz	ʤɯɫdɯz	juldɯz	jɯldɯs	jultuz	jultus~jiltis	ʧɯltɯs		ɟɯldɯs	joldɯz	sɯltɯs	jɯɫdɯz	jɯldɯð	sɯldɯs	jultuz~ʒultuz	julduz	jultɯs~jɯltɯs	sulus
STAR_2				ɕøldør																												
STAR_3		jondoð																														
STONE_1	dɑʃ	tɑʃ	tɑs		tɑʃ	tɑs~tɑʃ	tɑːs	tɑʃ	tɑs	tɑʃ	tɑʃ	tɑs	tɑs	tɑːɑʃ	tɑʃ	tɑʃ	tɑs	tɑʃ~tɑs	tɑʃ	tɑʃ	tɑʃ	tɑʃ	tɑʃ	tɑʃ	dɑʃ	tɑʃ	dɑʃ	dɑʃ	tɑʃ	tɔʃ	tɑs	tɑːs
STONE_2			sɑjdɑːzə																													
STONE_3				ʧul																												
SUCK_1	sor	hur	sor				obor		sor			sor	sor	suor	sor	sor	sor	sor	sor		sor		soor	suɯr	sor		θor	sor	ʃorɑ	sor		obor
SUCK_2	æm	im	ɛm	ɘ̆ʷm	em		em	em	em	em	em	em	em	ɛm	em	em	em	ep			em		em	im	em	em	em	em	ɛm	em	em	em
SUN_1	ɟynæʃ~ɟyn				kyneʃ	kun	kyn	ɡyn~ɡyneʃ	kyn	kyn		kyn	kyn	kyn~kin	ɡyn	cyn	kyn	kyn	kyn	kun	kyn		kyn		hyn	ɟyneʃ	ɡyn	χyn	kyn		kyn	kyn
SUN_2		qojɑʃ									kujɑʃ											qojɑʃ		qojɑʃ						qujɔʃ		
SUN_3			kunʲɣɑrɑːɣə																													
SUN_4				χɘ̆ʷvel																												
SWIM_1					jɑldɑ												jɑldɑ															
SWIM_2																															qɑj	
SWIM_3																									eˤhin							
SWIM_4																												eʃt				
SWIM_5																				ʧum										suz		
SWIM_6		jøð					køp																	jøz								
SWIM_7	yz		ʧys			juz		yz	ʒyz	ʤyz	jyz	ʒyz	ʧys		jyz	syz	jyz	jys	jyz		ʧys	jys	ɟys			jyz	jyð		yz			
SWIM_8														kirun																		
TAIL_1	ɡujruɡ	qojroq	quzuruq		qujruq	kujruɡ	kuturuk	kujruk	qujrɯq	qujruq	kujruk	qʊjrɯq	χuzuruχ	qurduq	qujruq	qujruq	qujrɯq	qujruq~qujrɯq	qudruq	quruχ~kuruχ	quzuruq	qujrɯq	qujruq	qojrɯq	quduruq	kujruk	ɡujruq	quduruq	qujruq		quzruq	kuturuk
TAIL_2				χyre																												
TAKE_1		ɑl	ɑl	il	ɑl	ɑl	ɯl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑɫ	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑɫ	ɑl	ɑl	ɑl	ɔl	ɑl	ɯl
TAKE_2	ɟøtyr																															
THAT_1		teɡe		leʃ																				teɡe				døø				
THAT_2			tɛɣ																													
THAT_3																tiɟi																
THAT_4																				u									u			
THAT_5	o				o	os ol	ol	o	ol	o	ol	ɑnɑ	ol	o	o		ol	ol	ol		ol	ul	ol		ol	o	ol			o	ol	ol
THEY_1	onlɑr	ulɑr	olɑr		olɑr	ɑlɑr	ɡiniler	onnɑr	olɑr	ɑlɑ	ɑlɑr	olɑr	olɑr	ollɑr	olɑr	ɑɫɑr	olɑr	ɯlɑr~lɑr	olɑr	vulɑr	ɯlɑr		olor	ɑlɑr	olɑrɯŋ	onɫɑr	olɑr	olɑr	ulɑr	ulɑr	qolɑr	kiniler
THEY_2				vɘ̆ʷzem																												
THICK_1		jɯwɑn		χulɤ̆ʷn					ʒuwɑn													juwɑn	ɟoon	juwɑn	nøon			ʧoon				suon
THICK_2	ɡɑlɯn~joɣun	qɑlɯn	qɑːləŋ		qɑlɯn			kɑlɯn	qɑlɯn	qɑlɯn~bɑzɯq	kɑlɯn~bɑzɯq	qɑlɯŋ	χɑlɯn	joɣun	qɑlɯn	qɑɫɯn	qɑlɯn		qɑlɯn~joɣun	joɣɑn	qɑlɯn		qɑlɯn	qɑlɯn	hɯlɯn	kɑɫɯn	ɡɑlɯŋ~joɣɯn	qɯlɯn	qelin	qɑlin~joɣɔn	qɑlɯn~joɣɯn	χɑlɯŋ
THICK_3																	dombɑj															
THIN_1		joqɑ	ʧuɣɑʤɑːq	ɕuɣɑ	jufqɑ				ʒuqɑ	ʤuqɑ		ʒʊqɑ	ʧuɣɑ			ʤuqɑ	juqɑ		juqɑ	joχpɑ	ʧuɣɑ		ɟuqɑ	juqɑ	ʧuɣɑ		juqɑ	ʧuɣɑ	jupqɑ~juqqɑ~ʒupqɑ	jupqɑ	juqɑ	
THIN_2			ʧɘʧkæʤeːk										nɘske							neʃke				neʧkɛ								
THIN_3	inʤæ			ɕinʑe	inʤe		hinnʲiɡes	inʤɛ	ʒiŋiʃke	iŋiʧke	inʧke	ʒɘŋɘʃke				iʧce	jiŋiʃke	ʧiʧke	jinʧɡe						niŋɡe	inʤe	inʧe	ʧiŋɡe	inʧike~iŋiʧke	iŋiʧkɑ	ʃike	sinɲiɡes
THIN_4																				lɛʃki												
THINK_1		ujlɑ		ʃuɣɤ̆ʷʃlɑ	ojlɑ				ojlɑ	ojlɑ		ojlɑ			ojlɑʃ	ojɫɑ	ojlɑ					ojlɑ		ujlɑ					ojlɑ	ojlɑ		
THINK_2	dyʃyn		pøːɡun		tysyn			dyʃyn													pøɡyn					dyʃyn						
THINK_3			sɑːɣən			sɑɡin					sɑɣɯn		sɑɣɯn	sɑn				sɑnɑ~sɑɣɯn	sɑqɯn		sɑnɑn		sɑnɑ		sɑɣɯn			bodɑ			sɑqɯn	sɑnɑ
THIS_1														bo				po			po				bo			bo				
THIS_2	bu	bɯl	pu	ku	bu	bu	bu	bu	bul	bu	bu	bʊl	pu		bu	bu	bu		bu	bu		bu	pu	bu		bu	bu		bu	bu	pu	bu
THOU_1	sæn	hin	sɛn		sen	sen	en	sɛn	sen	sen	sen	sen	sin	sɛn	sen	sen	siz	sen	sen	sen	sen	sin	sen	sin	sen	sen	θen	sen	sɛn	siz	sen	en
THOU_2				ezɘ																												
THREE_1		øs																				øʧ		øʧ								
THREE_2						uʧ														uʃ										uʧ	uʃ	
THREE_3				viɕɕɘ~viʑɘ																												
THREE_4	yʧ		yʧ	viɕ	yʧ		ys	yʧ	yʃ	yʧ	yʧ	yʃ	ys	yːʧ	yʧ	yʧ	yʃ	yʧ~yʃ	yʧ		yʃ		yʧ		yʃ	yʧ	yʧ	yʃ	yʧ		yʃ	ys
THROW_1							keːs												kemiʃ													kebis~keːs
THROW_2										silde			sil																			
THROW_3																		ʧel														
THROW_4		bɛr		pɤ̆ʷrɑχ~per			bɯrɑk																									bɯrɑχ
THROW_5		ɯrɣɯt		ɯvɤ̆ʷt												ɯrʁɯt																
THROW_6		tɑʃlɑ	tɑstɑ						tɑslɑ			tɑstɑ	tɑstɑ		tɑʃlɑ	tɑʃtɑ	tɑslɑ				tɑʃtɑ	tɑʃlɑ	tɑʃtɑ	tɑʃlɑ			tɑʃlɑ	dɑʒɑ	tɑʃlɑ	tɑʃlɑ	tɑrdɑ	
THROW_7	ɑt				ɑt			ɑt	ɯlɑqtɯr~ɑt	ɑt	ɑt	lɑqtɯr		hɑt			bɯlɑqtɯr		ɑt			ɑt		ɑt	qɑɣ	ɑt		oqtɑ	ɑt	ɔt		
TONGUE_1	dil	tel	tɘl		til	til	tɯl	dil	til	til	til	tɘl	tɘl	til	til	til	til	til	tɯl	ʦil	til	til	til	tel	dɯl	dilʲ	dil	dɯl	til	til	tel	tɯl
TONGUE_2				ʧɘlɣe																												
TOOTH_1	diʃ	teʃ	tɘs		tiʃ	tis	tiːs	diʃ	tis	tiʃ	tis~tiʃ~diʃ	tɘs	tɘs	tiːiʃ	tiʃ	tiʃ	tis	tiʃ	tiʃ	tiʧ	tiʃ		tiʃ	teʃ	dɘʃ	diʃ	diʃ		ʧiʃ	tiʃ	tɯs~tes	tiːs
TOOTH_2				ʃɤ̆ʷl																												
