	Apolobamba	Apurí-Madean-Viñac	Ayacucho	Azuay	Cacra-Hongos	Cajamarca	Chachapoyas	Chimborazo	Chocos-Huangáscar	Chuquisaca	Cochabamba	Colombian Inga	Corongo	Cuzco	Eastern-Apurímac	Huallaga-Huánuco	Huancavelica	Huaraz-Huailas	Huaylla-Huanca	Imbabura	Jauja-Huanca	Lambayeque	Laraos	Lincha-Tana	Liscay-San Pedro	Napo	Pacaraos	Pastaza	Puno	San Martín	Santiago del Estero	Tena	Yaru
STAR_4										ʧʼaska	ʧʼaska			ʧʼaska															ʧʼaska				
STAR_5																												istiriʎa				estreʎa	
STONE_1	rumi	ɾumi	ɾumi	ɾumi	lumi	rumi	rumi	rumi	ɾumi	r̝umi	rumi	rumi	rumi	rumi	rumi	rumi	rumi	ɾumi	lumi	ɾumi	lumi	r̝umi	rumi	lumi	ɾumi	rumi	rumai̯~rumi	ɾumi	rumi	rumi	ɾumi	rumi	ʐumi
SUN_1		ɾupai̯	ɾupai̯	ɾupai̯	lupai̯	rupai̯			ɾupai̯				rupeː									rupai̯		lupai̯	ɾupai̯								
SUN_2	inti	inti	inti	inti	inti		indi	inti	inti	inti	inti	indi		inti	inti	inti	inti	iɲti	inti	inti	inti		inti	inti	inti	indi		indi	inti	indi	inti	indi	inti
SUN_3																											wilka						
SWIM_1	sambu ʎa		nadja	wambu na		nada	wai̯ta	wambu		wai̯tʼa	wai̯tʼa	wai̯ta	nada	wai̯ta		narja	sambu ʎa		maːta	wambu na		nada	nada			wai̯ta na		wai̯ta na		wai̯ta	wai̯ta	wai̯ta	badu
SWIM_2																													tuju				
TAIL_1	ʧupa	ʈupa	ʧupa	ʧupa	ʈupa	ʈ͡ʂupa	ʈ͡ʂupa	ʧupa	ʈupa	ʧupa	ʧupa	ʧupa	ʈ͡ʂupa	ʧupa	ʧupa	ʧupa	ʧupa	ʧupa	ʈ͡ʂupa	ʧupa	ʈ͡ʂupa	ʈ͡ʂupa	ʈ͡ʂupa	ʈupa	ʈupa	ʧupa	ʈ͡ʂupa	ʧupa	ʧupa	ʧupa	ʧupa	ʧupa	ʈ͡ʂuba
THIS_1	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	keː	kai̯	kai̯	kai̯	kai̯		kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯
THOU_1	qan	qam	χam	kan	qam	qam	kam	kan	qam	qan	ʁan	kam	qam	qan	qan	qam	χam	qam	qam	kan	qam	xam	qam	qam	qam	kan	ʁam	kan	qan	kam	qam	kan	χam
TONGUE_1	qaʎu	qaʎu	χaʎu	kaʎu	qaʎu	qaʥu	kaʥu	kʰaʒu	qaʎu	qaʎu	ɢaʎu	kaʎu	qaʎu	qaʎu	qaʎu	qaʎu	χaʎu	qaʎu	haʎu	xaʎu	haʎu	qaʤu~χaʤu	qaʎu	qaʎu	qaʎu	kaʎu	ʁaʎu~ʁalu	kaʎu	qaʎu	kaʥu	qaʒu	kaʎu	χaʎu
TOOTH_1	kiru	kiɾu	kiɾu	kiɾu	kilu	kiru	kiru	kiru	kiɾu	kiru	kiru	xiru	kiru	kiru	kiru	kiru	kiru	kiɾu	kilu	kiɾu	kilu	kiru	kiru	kiɾu	kiɾu	kiru	kiɾu	kiru	kiru	kiru	kiɾu	kiru	kiɾu
TREE_1		qeɾu			qelu	qiru			qeɾu							qiru		qeɾu				χiru		qeɾu	qeɾu		χeɾu						χeɾu
TREE_2														maʎki									munti										
TREE_3																												kaspi					
TREE_4				juɾa			jura	jura												juɾa						ruja			quqa	jura		jura	
TREE_5	saʧʼa		saʧa							saʧʼa	saʧʼa	saʧa	aʈ͡ʂa		saʧa		saʧa		haʈ͡ʂa		saʈ͡ʂa												
TREE_6															pisona																		
TREE_7																															taχo		
TWO_1	iskai̯	iʃkai̯	iskai̯	iʃkai̯	iʃkai̯	iskai̯	içkai̯	iʃki	iʃkai̯	iskai̯	iskai̯	iskai̯	iʃkeː	iskai̯	iskai̯	iskai̯	iskai̯	iʃkai̯	iʃkai̯	iʃkai̯	iʃkai̯	iskai̯	iʃkai̯	iʃkai̯	iʃkai̯	iʃkai̯	içkai̯	iʃkai̯	iskai̯	içkai̯	iʃkai̯	iʃki	içɡai̯
WALK_1	puri		puɾi	puɾi na		puri	puri	puri		puri	puri	puri	puri	puri	puri	puri	puri		puli	puɾi na	puli	puri	puri			puri na	puɾi	puri na	puri	puri	puɾiː	puri	puɾi
WALK_2																		aɲdaɾ															
WATER_1		jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku		jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku		jaku	jaxu	jaku	jaɡu
WATER_2	unu													unu	ʧuʎʧu̯i~unu														unu				
WHAT_1	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima
WHITE_1	juraχ	juɾaq	juɾaχ	juɾaɡ	julaq	juraq	jurak	jurax	juɾaq	juraχ	juraχ	jura	juraq	juraχ	juraq	juraχ	rujaχ~juraχ	julaq	julaʔ	juɾax	julaʔ	juraq	juraχ	juɾaq	juɾaq	rujaχ	juɾaχ	jura	juraχ	jurak	juɾaχ	jurax	juɾaχ
WHITE_2															ku̯iʎa																		
WHO_1	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi		piː	pi	pi	pi	pi taχ	pi	pi
WHO_2																										mai̯kan							
WIND_1	wai̯ra	wai̯ra	wai̯ɾa	wai̯ɾa	wai̯la	wai̯ra	wai̯ra	wai̯ra	wai̯ɾa	wai̯ra	wai̯ra	wai̯ra	weːra	wai̯ra	wai̯ra		wai̯ra	wau̯ja	wai̯wa	wai̯ɾa	wai̯wa	wai̯ra	wai̯ra	wai̯ɾa	wai̯ɾa	wai̯ra		wai̯ra	wai̯ra	wai̯ra	wai̯ɾa	wai̯ra	
WIND_2																vi̯ento											bintu						
WOMAN_1	warmi	waɾmi	waɾmi	waɾmi	walmi	warmi	warmi	warmi	waɾmi	warmi	warmi	warmi	warmi	warmi	warmi	warmi	warmi	waɾmi	walmi	waɾmi	walmi	warmi	warmi	waɾmi	waɾmi	warmi	waɾmi	warmi	warmi	warmi	waɾmi	warmi	waɾmi
WORM_1	kuru	uɾu	uɾu	kuɾu	ulu	kuru	kuru	kʰuru	uɾu	kʰuru	kʰuru	kuru	kuru	kuru	uru~utuskuru	kuru	kuru	kuɾu	kulu	ku̯ika	kulu		kuru	uɾu	uɾu	kuru	kuɾu	kuru	kuru	kuru	kuɾu	kuru	kuɾu
WORM_2																						ɲuʃi											
WORM_3															siʎwi																		
YEAR_1	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata		wata~watə	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata
YEAR_2																						aɲo											
YELLOW_1		qaɾwa			qalwa	qarwa			qaɾwa				qarwa		paru	qarwa ʃ		qaɾwaʃ				χarwa	qarwa ʃ	qaɾwa	qaɾwa		ʁaɾwa						
YELLOW_2																			tunʔuʂ		tunʔuʂ												
YELLOW_3	qʼiʎu		χeʎu	kiʎu			kiʥu	kiʒu		qʼiʎu	qʼiʎu	xiʎu		qʼiʎu			χiʎu			kiʎu						kiʎu		kiʎu	qʼiʎu	kiʥu	qɪʒu	kiʎu	
YELLOW_4																																	tiɾi
