	Aichi	Akita	Aomori	Chiba	Ehime	Fukui	Fukuoka	Fukushima	Gifu	Gunma	Hachijō	Hateruma	Hirara	Hiroshima	Hokkaidō	Hyōgo	Ibaraki	Ikema	Irafu	Ishigaki	Ishikawa	Iwate	Kagawa	Kagoshima	Kanagawa	Kumamoto	Kyōtō	Kōchi	Mie	Miyagi	Miyazaki	Nagano	Nagasaki	Nara	Naze	Niigata	Okayama	Okinawa	Old Japanese	Saga	Saitama	Shiga	Shimane	Shizuoka	Taketomi	Tarama	Tochigi	Tokushima	Tottori	Toyama	Tōkyō	Wakayama	Yamagata	Yamaguchi	Yamanashi	Yonaguni	Ōita	Ōsaka
GREEN_3	awøː	aoe	aoe	awɛ	aoi	aoi		aoi	awøː	aoi				aoi	aoi	aoi	aoe				aoi	ae	aoi		awɛ		aoi	aoi	aoi	aoe	awi	aweː	aoi	aoi		aːwe	awøː		awoʃi		aoe	aoi	aoe	aɛː	aoːɴ		aoi	aoi	aoi	aoi	aoi	aoi	aoe	awøː	aoi		awiː	aoi
GREEN_4																																																								dirumidiru		
HAIR_1													psɨɡi						psɨɡi																											psɨɡi												
HAIR_2	ke	ke	ke	ke	ke	keː	ke	ke	ke	ke	kebuʃo	kiː		ke	ke	keː	ke	kiː		kiː	keː	ke	ke	ke	keba	ke	keː	ke	keː	ke	ke	ke	ke	ke	ksɨ	ke	ke	kiː	kə	ke	ke	keː	ke	ke	kiː		ke	keː	ke	keː	ke	keː	ke	ke	ke	ki	ke	keː
HAND_1												sɨː												tɨ															tə																			
HAND_2	te	te	te	te	teː	teː	te	te	te	te	te		tiː	te	te	teː	te	tiː	tiː	tiː	teː	te	teː		te	ʧe	teː	te	teː	te	te	te	te	te	tiː	te	te	tiː		te	te	teː	te	te	tiː	tiː	te	teː	te	teː	te	teː	te	te	te	ti	te	teː
HEAD_1											ʦuburi	amasukuru								ʦɨːburɨ															ʦʔɨːburu			ʧibuːru							suburu													
HEAD_2	suko																																									dosuko																
HEAD_3							ʣuku																	ʣu			oʦumu							omuʦuri																				omuʦu				oʦumo
HEAD_4		adama	adama	atama	atama	atama		adama	atama	atama			kanamaɨ	atama	atama	atama	atama	kanamai	kanamal		atama	adama	atana		atama	atama		atama	atama	adama		atama	atama			atama	atama		kaʃira	atama	atama		atama	atama		kanamal	atama	atama	atama	atama	atama	atama	adama		atama		kaʃira	
HEAD_5																															biɴta																											
HEAD_6																																																								ɴɡʔusa		
HEAR_1													ʦɨksɨ						ʦɨʦɨ																											ksɨksɨ												
HEAR_2	kiku	kiɡu	kiɡu	kiku	kiku	kiku	kiku	kiɡu	kiku	kiku	kiku	sɨkuɴ		kiku	kiku	kiku	kiku	ʧiːβu		sɨkuɴ	kiku	kiɡu	kiku	kiʔ	kiku	kiku	kiku	kiku	kiku	kiɡu	kiku	kiku	kiku	kiku	kikjuɴ	kiku	kiku	kikuɴ	kiku	kiku	kiku	kiku	kiku	kiku	sɨkuɴ		kiku	kiku	kiku	kiku	kiku	kiku	kiku	kiku	kiku	kʔuɴ	kiku	kiku
HEAVY_1				ɴtɛː																											oɴte																											
HEAVY_2	omøː	obodɛ	modɛomodɛ		omotai	omoi	omotaka	omoi	omøː	omoteː	omokja			omotaː	omoi	omotai	omoe				obotai	omodɛ	omoi		omoteː	omuka	omotai	omotai	omoi	omodɛ		jomoteː	omoka	omotaː		omotɛː	omeː		omoʃi	oβutaka	omoteː	omoi	motae	omoi			omoi	omoi	omotao	omoi	omoi	omotao	obodɛː	omotɛː	omoi		omutɛː	omoi
HEAVY_3																								obi																																		
HEAVY_4													ivḁkaɨ						juvḁkal																											i̥vu̥ʃaːl												
HEAVY_5																		ɴbukai		ɴbusaɴ															ʔuɴbuʃaɴ			ʔuɴbuʃeɴ							ɡuʔβaɴ											ʔiɴsaɴ		
HEAVY_6												sɨtaɡiʃihaɴ																																														
HOLD_1	moʦu	moʤi	moʣu	moʦu	moʦu	moʦu	moʦu	moʣu	moʦu	moʦu		muʦuɴ	muʦɨ	moʦu	moʦu	moʦu	moʦu	muʦɨ	muʦɨ	muʦɨɴ	moʦu	moʣu		moʔ	moʦu	moʦu	moʦu		moʦu		moʦu	moʦu	moʦu	moʦu	muʧuɴ		moʦu	muʔtuɴ	møtu	moʦu	moʦu	moʦu	moʧi	moʦu	mutuɴ	muʦɨ	moʣu	moʦu	moʦu	moʦu	moʦu	moʦu		moʦu	moʦu	mutuɴ	motu	moʦu
HOLD_2											saɡeru												saɡeru					saɴɡeru		taŋaɡu						taɡaku																	taŋaɡu					
I_1		ore				ura		ore									ore					ora																															ore					
I_2			wa										baɴ					baɴ	baɴ																waɴ			waɴ							baɴ	baɴ												
I_3	waʃi			wataʃi	wataʃi		ataʃi		waʔʧi	wataʃi	wai			waʃi	wataʃi	wataʃi					wate		otaʃi	atai	wataʃi	wataʃi	wataʃi	wataʃi	waʃi	wadasu	waʃi	waʃi	wataʃi	waʃi		wataʃi	wataʃi		ware	wataʃi	waʃi	wataʃi	wataʃi	waʃi			wataʃi	wataʃi	waʃi	waʃi	wataʃi	wataʃi		wataʃi	wataʃi		waʃi	wataʃi
KILL_1	korosu	koroʃi	korosu	korosu	korosu	korosu	korosu	korosu	korosu	korosu	korosu	kurasuɴ	kurusɨ	konosu	korosu	korosu	korosu	kurasɨ	kurusɨ	kurasuɴ	korosu	korosu	korosu	korosu̥	korosu	korosu	korosu	korosu	korosu	korosu	korosu	korosu	korosu	korosu		korosu	korosu	kurusuɴ	kørøsu	korosu	korosu	korosu	koroʃi	korosu	kurasuɴ	kurusɨ	korosu	korosu	korosu	korosu	korosu	korosu	koroʃi	korosu	korosu	kuruɴ	korosu	korosu
KILL_2																																			kuʔʧuɴ																							
KNOW (SOMETHING)_1													ʔsɨ					sɨː	sɨː																											sɨː												
KNOW (SOMETHING)_2																																			sɨʔʧuri																							
KNOW (SOMETHING)_3												baɡaruɴ																										wakaiɴ																				
KNOW (SOMETHING)_4																																																								ʔatiʔaɴ		
KNOW (SOMETHING)_5																																													ʔʃeːɴ													
KNOW (SOMETHING)_6		oɴberu	oɴberu																			oɴberu																															oberu					
KNOW (SOMETHING)_7	ʃiru			ʃiru	ʃiru	ʃiru	ʃiru	ʃiru	ʃiru	ʃiru				ʃiru	ʃiru	ʃiru	ʃiru			ʃiɴ	ʃiru		ʃiru	ʃiʔ	ʃiru	ʃiru	ʃiru	ʃiru	ʃiru	suru	ʃiru	ʃiru	ʃiru	ʃiru		ʃiru	ʃiru		ʃiru	ʃiʔ	ʃiru	ʃiru	ʃiː	ʃiru			ʃiru	ʃiru	ʃiru	ʃiru	ʃiru	ʃiru		ʃiru	ʃiru		ʃiru	ʃiru
KNOW (SOMETHING)_8											ʃokja																																															
LAUGH_1	warau	warau	wararu	warau	warau	warau	ʔwarau	waraː	warau	warau	waroːwa	baːruɴ		warau	wawarau	warau	waraː	baraiː	baraɨ	baːroː	waroː	warau	warau	waru	warau	warau	warau	warau	warau	warau	warau	warau	waroː	warau	warajuri	waroː	warau	warajuɴ	wataβu	warau	warau	warau	waraː	warau	barauɴ	baruː	waraː	warau	warau	warau	warau	warau	waraː	warau	warau	baruɴ	waroː	warau
LAUGH_2													amaiɨ																																													
LEAF_1	ha	fa	ha	ha	ha	haː	ha	haʔpa	ha	haʔpa	haʔpa	paː	paː	ha	ha	haː	haoːa	haː	paː	paː	haː	haʔpa	ha	ha	haʔpa	ha	haː	ha	haː	haʔpa	ha	ha	ha	ha	haː	haʔpa	haʔpa	faː	ha	ha	haʔpa	haː	ha	haʔpa	paː	paː	ha	haː	haʔpa	haː	ha	haː	fa	ha	ha	ha	ha	haː
LIE DOWN_1	neru	neru	neru	neru	neru	neru	neru	neru	neru	neru	neru	nuʔβuɴ	nivu̥	neru	neru	neru	nemuru		nivu̥	nibuɴ	neru	neru	neru	neʔ	neru	nuru	neru	neru	neru	neru	ɲeru	neru	nuru	neru	nɨburjuɴ	neru	neru	niɴbuɴ	køjaru	nuʔ	neru	neru	neː	neru	nibuɴ		neru	neru	neru	neru	neru	neru		neru	neru	niɴduɴ	neru	neru
LIE DOWN_2																		ɲuː																																								
LIE DOWN_3																																																					joɡorobu					
LIE DOWN_4																																														ninil												
LONG_1	naŋɛː	naŋɛ	naŋɛ	naɡɛː	naɡai	naŋeː	naɴka	naŋɛ	naŋɛː	naɡai	naɴɡakja	naːhaɴ	naɡakaɨ	naɡaː	naŋai	naŋai	naŋae	naɡakai	naɡakal	naːsaːɴ	naŋai	naŋɛ	naɡai	naɡe	naŋeː	naɴka	naŋai	naɴɡai	naɡai	naŋɛː	naɡe	naŋeː	naɡaka	naɴɡaː	naɡasaɴ	naːɡɛː	naŋɛː	naɡaʃeɴ	naɡaʃi	naɴka	naɡeː	naŋai	naɡae	naŋeː	naːɴ	naɡaʃaːl	naŋai	naɡai	naɡai	naŋai	naŋai	naɴɡai	naɴŋɛ	naŋɛː	naŋai	nasaɴ	naɡeː	naŋai
LOUSE_1	ʃirami	ʃirami	surame	ʃirami	ʃirami	ʃirami	ʃirami	ʃirami	ʃirami	ʃirami				ʃirame	ʃirami	ʃirame	ʃirami				ʃirami	surame	ʃirami	ʃirame	ʃirami	ʃirame	ʃirame	ʃirami	ʃirami	surame	ʃirame	ʃirami	ʃirami	ʃirame	sɨraɴ	ʃirami	ʃirami	ʃiraɴ	ʃirami	ʃirami	ʃirami	ʃirame	ʃirami	ʃirami			ʃirami	ʃirame	ʃirami	ʃirami	ʃirami	ʃirame	ʃirami	ʃirami	ʃirami		ʃirame	ʃirame
LOUSE_2												saːɴ	ʔsam					ʔsam	ʔsam	ʔsaɴ																									ʔsaɴ	ʔsam												
LOUSE_3											ʃaɴme																																													ʦaɴ		
MALE PERSON_1												bidumu	bikidum					bikidul	bikidum	biɡiduɴ																									bikidumu	bikidum												
MALE PERSON_2																																			iɴɡa			ikiːɡa																		biɴɡa		
MALE PERSON_3	otoko	odoko	odoko	otoː	otoko	otoko	otoko	odoɡo	otoko	otoko	onokoɡo			otoko	otoko	otoko	otoko				otoko	odoɡo	otoko	otoko	otoko	otoko	otoko	otoko	otoko	odoɡo	otoko	otoko	otoko	otoko		otoko	otoko			otoko	otoko	otoko	otoko	otoko			otoko	otoko	otoko	otoko	otoko	otoko	odoɡo	otoko	otoko		otoko	otoko
MALE PERSON_4																																							wo																			
MOON_1																		ʦɨʔʧu	ʦɨʔʧu																			tiʔʧoː																				
MOON_2		ʧiki																																									ʧiki		ʃiki								ʧiɡi					
MOON_3	ʦuki		ʦuki	oʦukisama	ʦuki	ʦuki	ʦuki	ʦuki	ʦuki	ʦuki	ʦuki		ʦɨkiɨ	oʔʦukisaɴ	ʦuki	oʦukisaɴ	oʦukisama			ʦɨksɨ	oʦukisaɴ	ʦuɡi	oʦukisaɴ	oʦuʔsama	oʦukisaɴ	ʦuki	oʦukisaɴ	tuki	oʦukisaɴ	ʦuɡi		oʦukisaɴ	ʦuki	ʦuki	ʦɨki	ʦuki	oʦukisama		tukɨ	ʦuki	oʦukisama	oʦukisaɴ		ʦuki		ʦɨksɨ	oʦukisaɴ	ʦuki	ʦuki	ʦuki	ʦuki	oʦukisaɴ		ʦuki	ʦuki		otukisaɴ	oʔʦukisaɴ
MOON_4												sɨkəɴ																																														
MOON_5																															ɡwaʔteɴsama																											
MOON_6																																																								ubuta		
MOUTH_1	kuʧi	kuʤi	kuʣu	kuʧi	kuʧi	kuʧi	kuʧi	kuʤi	kuʧi	kuʧi	kuʧi	βuʦɨ	kuʦɨ	kuʧi	kuʧi	kuʧi	kuʧi	kuʦɨ	kuʦɨ	βuʧi	kuʧi	kuʣu	kuʧi	kuʔ	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʦu	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuti	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	βuʧi	kuʦɨ	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi	kuʧi		kuʧi	kuʧi
MOUTH_2																																																								tʔi		
NAME_1	namɛː	namae	namɛː	namɛː	namae	namae	namae	namae	namae	namae	nameː	naɴ	naː	namae	namae	namae	namae	naː	naː	naː	namae	namɛ	namae	namae	nameː	na	namae	namae	naː	namɛː	na	namae	namaje	namae	naː	namae	nameː	naː	na	na	nameː	namae	namae	namae	naː	naː	name	namae	namae	naː	namae	naː	namɛ	namɛː	namae	na	na	namae
NEAR_1												sɨkahaɴ	ʦɨkakaiɨ						ʦɨkakaru	ʦɨkasaːɴ															ʦɨkjaʃaɴ																							
NEAR_2			ʦukɛ																			ʦukɛ								ʦukae																												
NEAR_3	ʧikɛː	ʧikɛ		ʧikɛː	ʧikai	ʧikeː	ʧikaka	ʧikɛ	ʧikɛː	ʧikai	ʧikakja			ʧikaː	ʧikai	ʧikai	ʧikae	maikai			ʧikai		ʧikai	ʧike	ʧikɛː	ʧikaka	ʧikai	ʧikai	ʧikai		ʧike	ʧikeː	ʧikaka	ʧikaː		ʧike	ʧikɛː	ʃikjaʃeɴ	tikaʃi	ʧikaka	ʧikeː	ʧikai	ʧikae	ʧikeː	ʃikaːɴ		ʧikai	ʧikai	ʧikai	ʧikai	ʧikai	ʧikai	ʧiʔkɛː	ʧikɛː	ʧikai		ʧikeː	ʧikai
NEAR_4																																														umaɡama												
NEAR_5																																																								tʔaɴ		
NECK_1	kubi	kuɴbi	kuɴpita	kubi	kubi	kubi	kubi	kubi	kubi	kubi	kubi		nubui	kubi	kubi	kubi	kubi		nubui	nubi	kubi	kubi	kubi	kuʔ	kubi	kubi	kubi	kubi	kubi	kuɴpita	kubi	kubi	kubi	kubi	kʔubi	kubi	kubi	kubi	kubi	kubi	kubi	kubi	kubi	kubi	nubi	βuʤɨbuni	kubi	kubi	kubi	kubi	kubi	kubi	kuɴbi	kubi	kubi	nubi	kubi	kubi
NECK_2																		nudu																																								
NECK_3												mansɨɴ																																														
NEW_1	ataraʃiː	ataraʃi	atarasu	ataraʃiː	ataraʃiː	ataraʃiː	ataraʃika	adaraʃiː	ataraʃiː	ataraʃiː	adaraʃikja	meːsahaɴ			ataraʃiː	sara	adaraʃie				ataraʃiː	adarasu	ataraʃiː		ataraʃiː	ataraʃika	sara	sara	ataraʃiː	atarasuː		ataraʃiː	ataraʃika	saraː		ataraʃi	ataraʃiː		ataraʃi	ataraʃika	ataraʃiː	sara	sarana	ataraʃiː			ataraʃiː	sara	ataraʃiː	aʔtaraʃiː	ataraʃiː	sara	aʔdaraʃie	ataraʃiː	ataraʃiː	atarasaɴ	ataraʃiː	sara
NEW_2													miɨkaɨ					miːkai	mɨːkal	miːʃaɴ															miːʃaɴ			miːʃeɴ							miːsaɴ	mɨːʃaːl												
NEW_3														ɲiːna										ɲike							ɲiɴtona																											
NIGHT_1			baɴŋe								baɴ					baɴ																baɴ					baɴ				baɴɡe	baɴ						baɴ				baɴ		baɴ				baɴ
NIGHT_2	joru	joma		joru	joru	joːsa	josari	joru	josari	joru		juru	juɨ	joru	joru		joru	jui	junai	juːrɨ	joru	joma	joru	joi	joru	josari	joru	joru	joru	joma	joru		joru	joru	juru	joru		juruː	jo	joru			joː	josari	juːru		joru		joːsari	juːsa	joru		joɴma		joːsare	duru	joru	
NIGHT_3																																														junaɡatu												
NO OR NOT_1													ɲaːɴ					ɲaːɴ	ɲaːɴ																																							
NO OR NOT_2																araheɴ																																										
NO OR NOT_3					nai		naka	nai		nai	naʔkja			naː	nai		nae				nai		nai			naka	nai	nai	nai				naka	naː						naka		nai			naːnu			nai	nai	nai	nai	nai			nai			nai
NO OR NOT_4	nɛː	nɛ	nɛ	nɛː		neː			nɛː			nu								nu		nɛ		ne	neː					nɛ	ne	neː			nəɴ	nɛː	nɛː	neːɴ	nu		neː		ne	ne		neːɴ	neː						nɛ	nɛː		nuɴ	neː	
NOSE_1	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	pana	pana	hana	hana	hana	hana	hana	pana	pana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hana	βana	hana	hana	hana	hana	hana	hana	pana	pana	hana	hana	hana	hana	hana	hana	hana	hana	hana	hanaburu	hana	hana
OLD_1																		jarikai	jarikal																											ɡabaʃaːl												
OLD_2	βurjuː	βuruʃi	βurusu	βuriː	βurui	βurui	βuruka	βurui	βurjuː	βurui	βuruʃikja		βuɨkaɨ	βurui	βurui	βurui	βurue			βurusaːɴ	βurui	βuru	βurui	βuri	βuriː	βuruka	βurui	βurui	βurui	βurue	βuri	βuruʃiː	βuruka	βurui	βuruʃaɴ	βuːre	βuriː	βuruʃeɴ	βuruʃi	βuʔka	βurui	βurui	βuri	βurui			βurui	βurui	βurui	βuruʃiː	βurui	βurui	βurue	βurwiː	βurui	βurumunu	βuriː	βurui
OLD_3																																													ʔfumuɴ													
ONE_1																																						tiːʧi					βutoʧi		piːʧi											tuʧi		
ONE_2	çitoʦu	ʃitoʔʧi	sutoʔʦu	çitoʦu	çitoʦu	çitoʦu	çitoʦu	çitoʦu	çitoʦu	çitoʦu	teʦu			çitoʦu	çitoʦu	çitoʦu	çitoʦu				çitoʦu	çitoʔʦu	çitoʦu	çitoʔ	ʃitoʦu	çitoʦu	ʃitoʦu	çitotu	çitoʦu	çitoʦu	ʃitoʦu	ʃitoʦu	çitoʦu	çitoʦu		çioʦu	çitoʦu		çitø	çitoʦu	ʃitoʦu	çitoʦu		çitoʦu			çitoʦu	çitoʦu	çitoʦu	çitoʦu	çitoʦu	çitoʦu	çitoʧi	çitoʦu	çitoʦu		çitotu	ʃitoʦu
ONE_3												psɨʦɨʦɨ	psɨtiːʦɨ					psɨtiːʦɨ	psɨtiːʦɨ	psɨtiːʣɨ															tʔɨːʦɨ											psɨtiːʦɨ												
PATH OR ROAD_1												mɨʦɨ	mʦɨ					ɴʦɨ	mʦɨ	mɨʦɨ															mɨʦɨ											mʦɨ												
PATH OR ROAD_2	miʧi	miʤi		miʧi	miʧi	miʧi	miʧi	miʧi	miʧi	miʧi	miʧi			miʧi	miʧi	miʧi	miʧi				miʧi	miʣu	miʧi	miʔ	miʧi	miʧi	miʧi	miʧi	miʧi		miʧi	miʧi	miʧi	miʧi		miʧi	miʧi	miʧi	miti	miʧi	miʧi	miʧi	meʧi	miʧi	miʧi		miʤi	miʧi	miʧi	miʧi	miʧi	miʧi	miʤi	miʧi	miʧi	amiti	miʧi	miʧi
PATH OR ROAD_3			kɛɴdo																																																							
PATH OR ROAD_4																														doːro																												
PERSON_1	çito	βuto	suto	çito	çito	çito	çito	ʃito	çito	ʃito	ʃito			çito	çito	çito	çito				çito	çito	çito	çito	çito	çito	ʃito	çito	çito	çito		ʃito	çito	çito		ʃito	çito		çitø	çito	ʃito	çito	βuto	çito			çito	çito	çito	ʃito	çito	çito	çito	çito	çito		çito	çito
PERSON_2																																			ʧʔu			ʧuː																		tʔu		
PERSON_3												psɨtu	psɨtu					sɨtu	psɨtu	psɨtu																									pusu	psɨtu												
RAIN (PRECIPITATION)_1	ame	ame	ame	ame	ame	ame	ame	ame	ame	ame	ame	ami	ami	ame	ame	ame	ame	ami	ami	aːmi	ame	ame	ame	ame	ame	ame	ame	ame	ame	ame	ame	ame	ame	ame	ʔamɨ	ame	ame	ʔamiː	amə	ameame	ame	ame	ame	ame	ami	ami	ame	ame	ame	ame	ame	ame	ame	ame	ame	ami	ame	ame
RED_1	akɛː	aɡɛ	aɡɛ	akɛː	akai	akeː	akaka	aɡɛ	akɛː	akai	akakja	aɡahaɴ	akakaɨ	akaː	akai	akai	akae	akakai	akakam	akasaːɴ	akai	aɡɛ	akai	ake	akɛ	aʔka	akai	akai	akai	aɡɛː	ake	akeː	akaka	akaː		akɛː	akɛː	akaʃeɴ	akaʃi	aʔka	akeː	akai	akae	akai	aɡaːɴ	akaʃaːl	aɡai	akai	akai	akai	akai	akai	aɡɛ	akɛː	akai	aɡaɴtai	akeː	akai
RED_2																																			haːʃaɴ																							
ROOT_1	ne	ne	ne	neboʔka	ne	neː	ne	neʔko	ne	neʔko	neʔko	niɴ	niː	ne	ne	neː	neʔko	niː	niː	niː	neː	neʔko	ne	ne	neʔko	ne	neː	neː	neː	neʔko	ɲe	ne	ne	ne		ne	ne	niː	ne	ne	neʔko	neː	ne	neʔko	niː		ne	neː	ne	neː	ne	neː	neʔko	ne	ne	ni	ne	neː
ROOT_2																																			nɨɡuri																							
ROOT_3																																														nivul												
ROPE_1	nawa	nawa		nawa		nawa	nawa	nawa	nawa	nawa				nawa	nawa	nawa	nawa				nawa	nawa	nawa	nawa	nawa	nawa	nawa		nawa	nawa	nawa	nawa	nawa	nawa		nawa	nawa			nawa	nawa	nawa	nawa	nawa			nawa	nawa	nawa	nawa	nawa	nawa	nawa	nawa	nawa			nawa
ROPE_2					ʦuna						noː	sɨnaː	na					ɴna	ʦɨna	ʦɨna								naː							naː			naː	tuna						na	ɴna										ɴna	noː	
ROPE_3			ɡoɴnoba																																																							
SALT_1												maːsu	maːsu					maːsu	maːsu	maːsu															maʃu			masu							maːsu	maːʃu										maʃi		
SALT_2			suo																			suo								suo													so															
SALT_3	ʃio	ʃo		ʃio	ʃio	ʃio	ʃiwo	ʃio	ʃio	ʃio	ʃio			ʃijo	ʃio	ʃio	ʃio				ʃoː		ʃio	ʃio	ʃiwo	ʃio	oʃio	ʃio	ʃio		ʃio	ʃoː	ʃio	ʃio		ʃoː	ʃio		ʃihø	ʃio	ʃoː	ʃiwo		ʃio			ʃio	ʃio	ʃio	ʔʃo	ʃio	ʃio	ʃo	oʃijo	ʃio		ʃijo	ʃio
SAND_1												iʃoɴ								inoː																									inoɴ													
SAND_2	suna	ʃina	suna	suna	suna	suna	suna	suna	suna	suna	suna			suna	suna	suna	suna				suna	suna	suna	ʣuna	suna	suna	suna	suna	suna	suna		suna	suna	suna	sɨna	suna	suna	ʃina		ʣuna	suna	suna	ʃina	suna			suna	suna	suna	suna	suna	suna	ʃina	suna	suna	ʧinaɴ	suna	suna
SAND_3													mnaɡu					mnaɡu	mnaɡu												masaɡo								isaɡo							mnaɡu												
SAY_1													aɨ					ai	aɨ																																							
SAY_2																																														ɨː												
SAY_3																																							iβu																			
SAY_4																																											iː															
SAY_5			heru																											ʃaɴberu		seu																					ʃaberu					
SAY_6	juː	ju		juː	juː	juː	juː	ju	juː	ɲuː	juː			juː	juː	juː	juː				juː	juː	juː	ju	juː	juː	juː	juː	juː		juː		juː	juː		juː	juː			juː	juː	juː		juː			ɲuː	juː	juː	juː	juː	juː		juː	juː		juː	juː
SAY_7												enuɴ								aɴkuɴ															ʔjuɴ			ʔjuɴ							aʣuɴ											ɴduɴ		
SEE_1																																			njuɴ																					ɴnuɴ		
SEE_2	miru	miru	miru	miru	miru	miru	miru	miru	miru	miru	miru	miruɴ	miːɨ	miru	miru	miru	miru	miː	miːl	miruɴ	miru	miru	miru	miʔ	miru	miru	miru	miru	miru	miru	miru	miru	miʔ	miru		miru	miː	miːɴ	miru	miː	miru	miru	miru	miru	miruɴ	miːl	miru	miru	miru	miru	miru	miru	miru	miru	miru		miru	miru
SEW_1	nuː	nu	nuru	nuː	nuː	nuː	nuː	nuː	nuː	nuː		nuːɴ	nuː	nuː	nuː	nuː	nuː	nuː	nuː	noːɴ	nuː	nuː	nuː	nuː	nuː	nuː	nuː	nuː	nuː	nuː	nuː	nou	nuː	nuː	nojuɴ	noː	nuː	noːjuɴ	nuβu	nuː	nuː	nuː	noː	nuː	nuːɴ	nuː	nuː	nuː	nuː	nuː	nuː	nuː	nuː	nuː	nuː	nuɴ	nuː	nuː
SEW_2											toʣuru																																															
SHORT_1																																			ʔiʔkjaʃaɴ			ʔiɴkjaʃeɴ																				
SHORT_2																				iɴʦɨkasaːɴ																																						
SHORT_3												marohaɴ	marukaɨ					marukai	marukal																											maʔraːl										maraɴ		
SHORT_4	miʤiɡɛː	miɴʤiɡɛ	miʦukɛ	miʧikɛː	miʤikai	miʤikai	miʤikaka	miʤiɡɛ	miʤiɡɛː	miʤikai	miʧikakja			miʤikaː	miʤikai	miʤikai	miʧikae				miʤikai	miʣukɛ	miʤikai	miçike	miʤikeː	miʤikaka	miʤikai	miʣoi	miʤikai	miʦukɛ	miʃike	miʤikeː	miʤikaka	miʤikaː		miʤiɡɛː	miʤiɡɛː		miʤikaʃi	miʃikaka	miʤikeː	miʤikai	meʧikae	miʤikeː	iʃikaːɴ		miʧikai	miʤikai	miʤikai	miʤikai	miʤikai	miʤikai	miɴʤikɛ	miʤiɡɛː	miʤikai		miʃikeː	miʤikai
SIT_1													bzɨː						bzɨː																											bzɨːl												
SIT_2																		biː																																								
SIT_3												bzɨruɴ								biruɴ															irjuɴ				wiru						biruɴ											ɴturuɴ		
SIT_4																																						iɴ																				
SIT_5	suwaru	nemaru	nemaru	suwaru	suwaru	nimaru	idoru	suwaru	suwaru	suwaru	suwaru			suwaru	suwaru	suwaru	suwaru				nemaru	nemaru	suwaru	suwaʔ	suwaru	suwaru	suwaru	iʣaru	suwaru	nemaru	suwaru	suwaru	suwaʔ	suwaru		nemaru	suwaru			suwaː	suwaru	suwaru		suwaru			suwaru	suwaru	suwaru	nemaru	suwaru	betaʣuwari	nemaru	suwaru	suwaru		suwaru	suwaru
SIT_6																																											ʃiwaːʧaɴkoʃiru															
SKIN_1	kawa	kawa	kawa	kawa	kawa	kawa	kawa	kawa	kawa	kawa	kawa	kaː	kaː	kawa	kawa	kawa	kawa	kaː	kaː	kaː	kawa	kawa	kawa	kaː	kawa	kawa	kawa	kaː	kawa	kawa	kawa	kawa	kawa	kawa	koː	kawa	kawa		kaha	kawa	kawa	kawa	kawa	kawa	kaː	kaː	kawa	kawa	kawa	kawa	kawa	kawa	kawa	kawa	kawa	ka	kawa	kawa
SKIN_2																																						haː																				
SKY_1	sora	sora	sora	sora		sora	sora	sora	sora	sora				sora	sora	sora	sora				sora	sora	sora		sora	sora	sora	sora	sora	sora	sora	sora	sora	sora			sora		sora	sora	sora	sora	sora	sora			sora	sora	sora	sora	sora	sora	sora	sora	ʃira		sora	sora
SKY_2					teɴ						teɴ	ʤiɴ	tiɴ					tiɴ	tiɴ	tiɴ				teɴ											tɨɴ	teɴʤoː		tiɴ							tiɴ	tiɴ										tiɴ		
SLEEP_1	nemuru	neru	neru	neburu	neru	neburu	nemuru	nemuru	nemuru	neburu	nemuru			neburu	nemuru	neru	neru				neru	neru	neru	nemuʔ	nemuru	neburu	neru	nemuru	neru	nemuru	ɲemuru	neru	nemuʔ	neru	nɨburjuɴ	nemuru	neru			nuʔ	neburu	neru	neː	neburu			nemuru	nemuru	neru	neburu	nemuru	neru	neburu	neru	nemuru		neru	neru
SLEEP_2												nuʔβuɴ	nivu̥						nivu̥	nibuɴ																		niɴbuɴ	inu						nibuɴ	ninil										niɴduɴ		
SLEEP_3																		ɲuː																																								
SMALL_1											neʔkokja											pɛʔko								ʦaʔkoe																												
SMALL_2			ʦuʔʧea																																																							
SMALL_3													imikaɨ					imikai	imikal																				tiçisaʃi							imiʃsaːl												
SMALL_4	ʧiːsɛ	ʧiʔʧɛ		ʧiːsɛː		ʧai		ʧiʔʧɛ	ʧiːkøː	ʧiʔʧai					ʧiːsai		ʧiʔkoe				ʧiʔʧai				ʧiʔʧeː		ʧiʔʧai		ʧiʔsai			ʧiːseː	ʧiːsaka	ʧisaː		ʧiʔʧe					ʧiʔʧeː	ʧiʔsai					ʧiːsai			ʧiɴkoi	ʧiːsai	ʧiʔsai	ʧiʔʧa		ʧiːsai			ʧiʔʧai
SMALL_5												ʔiʃsaɡahan																																														
SMALL_6																				ɡumasaːɴ																									ɡumaːɴ											ɡumatati		
