Gloss	Cahuilla	Central Tarahumara	Chemehuevi	Classical Nahuatl	Comanche	Cupeño	El Nayar Cora	Eudeve	Highland Puebla Nahuatl	Hopi	Huarijío	Huichol	Kawaiisu	Luiseño	Mayo	Mono	Northern Paiute	Northern Tepehuan	Panamint	Pima Bajo	Pipil	Pochutec	Serrano	Shoshoni	Southeastern Tepehuan	Southern Paiute	Teguima	Tetelcingo Nahuatl	Tohono O'odham	Tongva	Tubar	Tübatulabal	Ute	Yaqui
GIVE_79_give-2					utːu														utːu					utːu										
GIVE_79_give-3	max		maka	maka		maxa		macan	maka	maqa					maaka			maxe~maxani		maːk	maka	meke	maqai̯̯		mak	maka	maʦ	maka	maːk		maka~mika	maha		maka
GIVE_79_give-4													roː~doː	ovi																u̯a				
GIVE_79_give-5																																	nutuɡai̯̯	
GIVE_79_give-8							tatɨste																											
GIVE_79_give-9												pitɨa																						
GOOD_							ʃaʔapɨʔɨn			hopi		ai̯̯rɨa																						
GOOD_11_good-1					ʦaːtɨ											ʦawu			ʦau̯̯ntɨn					ʦaːntɨn										
GOOD_11_good-10																														tihøvkui̯̯				
GOOD_11_good-12																													sap					
GOOD_11_good-13																				seu̯̯ɡatu														
GOOD_11_good-14																		bei̯̯ɡa																
GOOD_11_good-15																											nai̯̯den							
GOOD_11_good-16								deni																										
GOOD_11_good-17							reʔen																											
GOOD_11_good-18																					jek~ahwijak													
GOOD_11_good-19																									jirjixkɨː									
GOOD_11_good-2													piʃaː				pisːa~pisa																	
GOOD_11_good-20																											nana							
GOOD_11_good-3	aʧae̯					aʧiʔa						ijari											aʔai̯̯			aju							atːɨ	
GOOD_11_good-4		ɡaʔra									kaweruma																				kimwa~kiwar			
GOOD_11_good-5															tuʔuri																			tuʔi
GOOD_11_good-6				kʷaltik					kʷali																			kʷaliː						
GOOD_11_good-7			haɨ̯̯																															
GOOD_11_good-8																																tɨwɨ		
GOOD_11_good-9														loovi																				
GREEN_102_green-1													puhiɡidɨ			puhituwa	puhi							pui̯̯										
GREEN_102_green-10														kunoknuʃ																				
GREEN_102_green-11																															njokar			
GREEN_102_green-12							ruʔara																											
GREEN_102_green-13												ciu̯̯raɨ̯̯je																						
GREEN_102_green-14				kiltik																														
GREEN_102_green-15																									momduraʔ									
GREEN_102_green-16					epe																													
GREEN_102_green-18																														takaːpiʔ				
GREEN_102_green-2			sawaka							sakʷa									sakʷa							sakʷa							sakʷakatɨ	
GREEN_102_green-3	tukvaʃnekis																																	
GREEN_102_green-4																		tudːoɡui̯̯		stɨːdoɡ									sʧɨːdaɡi					
GREEN_102_green-5				sosowia					ʃoʃoktik												ʃuʃuwik	ʃui̯̯						ʃoʃoktiːk						
GREEN_102_green-6		sijoname						sidei̯̯			sioname				siali												sidŏi							siali
GREEN_102_green-7																																hulʔhulʔ~uːhulʔhulʔ		
GREEN_102_green-8																							rou̯̯ʔn											
GREEN_102_green-9						xwavi																												
HAIR_																											muʧit							
HAIR_42_hair-1								mo								woø				moʔo							mo		moʔo		womor~womanr	ʦomoːl		
HAIR_42_hair-10																					ijuhmiu̯													
HAIR_42_hair-2		ɡupa	tocipɨʔapɨ				kɨpwa				kupa	kɨpa	ʦopivɨ				ʦopːɨhɨ	ʦupe	pampipːɨh						kup	pɨːaː				pwan				
HAIR_42_hair-3					papi																			pankasɨ									paakipi	
HAIR_42_hair-4	julukal					ju~jul								juːla																				
HAIR_42_hair-6				ikpa																														
HAIR_42_hair-7				ʦont͡ɬi					ʦonːti						ʧoonim						ʧun	ʧon						ʦont͡ɬiː						ʧoni
HAIR_42_hair-8																							ʔajɨʔ											
HAIR_42_hair-9										høːmi																								
HAND_53_hand-1	mal			maːi̯̯t͡ɬ		ma	mwahkaʔa	mamat	maːi̯̯	maʔa		mama		mat	mamːam	maja	mai̯̯				mai̯̯~mei̯̯	mai̯̯	maː				mama	mø		man		maːl		mamam
HAND_53_hand-2			moʔovi		moʔo								moʔovi						moʔo					moʔo		moʔo							moʔopi	
HAND_53_hand-3																		novi		nov					nob				nowi					
HAND_53_hand-4		seka									seka																							
HAND_53_hand-5																															sutu			
HEAD_																															mo			
HEAD_43_head-1																woø	woø																	
HEAD_43_head-10								zonit																			notzoniizi							
HEAD_43_head-11																																kupu		
HEAD_43_head-13										qøytø																								
HEAD_43_head-14																														pwan				
HEAD_43_head-17				kʷaːi̯̯t͡ɬ					kʷaːi̯̯												kʷa	kʷai̯̯						kʷɔ						
HEAD_43_head-2					papi														pampin					pampin										
HEAD_43_head-3			toci										tocivi													toci							tɨcipi	
HEAD_43_head-4	julukal					ju								juːla																				
HEAD_43_head-5															kobːa																			koba
HEAD_43_head-6		moʔo					muʔu				moʔo	muʔu						mo~momo		moʔo					moʔ				moʔo					
HEAD_43_head-7				ʦocontekon					coːntecoːn												ʦuntekun							conteko						
HEAD_43_head-8																							ʂɨːʔ											
HEAD_43_head-9																															tai̯̯r			
HEART_																				hur̥adi														
HEART_60_heart-1			pijɨ		pihi								pɨhjɨpi			piwɨ	piwɨ		pihwɨ					pihjɨn		pijɨ								
HEART_60_heart-2	sunil	sula				ʂuun					sulu			ʂunla	suːla			jure					huːn		jur					ʂuːn		ʃuːnal		
HEART_60_heart-3								hibes				ijari								iːbdaɡ							hidăɡu̯a		iːbdaɡ					hiapsi
HEART_60_heart-4				joːloːt͡ɬ					joolo												jul~julo							juloht͡ɬi						
HEART_60_heart-5																																	muku̯avi	
HEART_60_heart-6										ɨnaŋwɨ																								
HEART_60_heart-7																															aramalir~avamalir			
HEART_60_heart-8							ʃai̯̯hnʲuʔukari																											
HEAR_67_hear-1	naqma		naŋka		naka	naqma				navota			naɡa	naqma		naqːa	nakːa		nanka					nanka		naŋka				naxaːkʷa			nɨkːai̯̯	
HEAR_67_hear-2											kepu																							
HEAR_67_hear-3		ake		kaki				quen	kaki						hikːaha			ʦame		kaː	ɡak	keki			kəː		kai̯̯	kakiː	kaː			haʔ~aːhaʔ		hikːa
HEAR_67_hear-4																							maːʈ͡ʂ											
HEAR_67_hear-6							namwahra																											
HEAR_67_hear-7												ena~eni̯e																						
HEAVY_13_heavy-1																nɨʔnɨkːwɨ	nɨnːɨkʷi~nɨnːɨkːwi																	
HEAVY_13_heavy-2	pelema	beteame	pɨtːɨja	etik	puhtu		tyihetʲe	beten	etiːk	pɨtɨ	pehti	hete	pitaʔa		betːe			vɨːtɨ	pɨtːi	svɨːt	hetek	eti	pɨcɨʔ	pɨtːɨ	bɨt	pɨtːiʔanteɨ̯̯	vetːĕa	jetik	swɨːʧ	potoː		pɨlɨʔ~ipɨlɨʔ	pɨtːijatːɨ	beteʔa
HEAVY_13_heavy-3						wimɨ								wimai̯̯																				
HORN (ANATOMY)_39_horn-1	awal	awa	aːpːɨ		aː	awʔa	awah			aːla	awa	awate	aːpɨ	ʔaaw	aːwam	awa	aː	aɡa	awa	aːɡ			ʔaːʔ	aːn	aaʔ	aæ			aʔaɡ	ʔaːʔan	hamoat	aːwat	aːpːɨ	aːwa
HORN (ANATOMY)_39_horn-2				kʷaːkʷawit͡ɬ					kʷetaʃa												kʷakʷau̯̯~kʷakaʧo													
HORN (ANATOMY)_39_horn-3								husiɡwa																										
HOT_19_hot-1					ɨrɨʔi											ɨtɨʔɨ	ɨtɨtːɨ		itɨʔi				ɨcɨ	ɨtɨi̯̯						oroːʔ		ɨːdɨːʔɨt~ɨʔɨdɨːʔ		
HOT_19_hot-10												kuka																						
HOT_19_hot-2		ratali									tahta		taraʔwidɨ													tatuʔi							tatiʔi	tata
HOT_19_hot-3				toːtoniːa		atiŋvɨ			totoktik									toni		ston	tutunik				ʧoi̯̯ɲ		urudeni	totunkiː	stoni		tono			
HOT_19_hot-4								suka							sukːa																			
HOT_19_hot-5			kutːu																															
HOT_19_hot-6	ʃiwma																																	
HOT_19_hot-7														ʂaqi																				
HOT_19_hot-8										mɨki																								
HOT_19_hot-9							pɨsti~pɨhʧɨraʔa																											
I_				neʔwɑːt͡ɬ																										noːmɑʔ				
I_114_i-1	ne	nehe̠	nɯː	neʔ	nɯʔ	nəʔ	i̠neː~neː	neː	neh	nɯʔ	ne̠ː	neː	nɯʔɯ	noː		nɯ	nɯ	ɑːni	nɯː~nɯ	ɑni	nɑhɑ	nen	nɯʔ	nɯ		nɯʔ	ne	nɑhɑ	aːɲi~aːɲiʔi	noː	ine̠~ene̠	nɯː	nɯʔ	ne
I_114_i-2															i̠nɑpo																			inepo
KILL_																															wa			
KILL_71_kill-2			pakːa		pekːa								paka			paʦːa	paʦːa		pakːa					pekːa		pakːa							pakai̯̯	
KILL_71_kill-3	mekan	meʔa~miʔli		miktia		mɨq		mean	miktiːa		meʔa~meʔri	mi̯e		moknu	meʔak			mumu		mɨʔa	miktia	mokti	mɨmɨkin~mɨqan		mu̯aʔ		mea	miːktia	muʔa	mukaa	ma	mɨʔɨɡ~ɨmɨʔɨk		meʔa
KILL_71_kill-6										niina																								
KILL_71_kill-7							heʔika																											
KNEE_												watu																						
KNEE_52_knee-1			taŋa		tanːapːɨh		tunu	tonot		tamə		tunu	tanavi		tonːom	tonnopoto		tonːa	taŋːapːɨh	toːn				tankapːɨh		taŋa			toːn	tonɡun	tonor	toŋoːl	taapɨ	tonom
KNEE_52_knee-10	tamily					tami																	tamoːʦ											
KNEE_52_knee-2		ʧokobala									ʦohkopo																							
KNEE_52_knee-3				t͡ɬankʷaːi̯̯t͡ɬ					taːnkʷaːi̯̯												tankʷak							t͡ɬankʷate						
KNEE_52_knee-4																	miawoː																	
KNEE_52_knee-5														qaxmai̯̯																				
KNEE_52_knee-6																											savopo							
KNEE_52_knee-7																									ol̥ia									
KNOW (SOMETHING)_																											aɡu̯ae̯̯ra~æhto~hitːada~nanecøra~ara~tʰeø							
KNOW (SOMETHING)_68_know-1					su̯apetːai̯̯~sumpanaʔitɨ														sumpanai̯̯					sumpaːtu~sumpanai̯̯										
KNOW (SOMETHING)_68_know-10								dedecan																										
KNOW (SOMETHING)_68_know-12															huʔunei̯ja																			huʔunea
KNOW (SOMETHING)_68_know-2			putːucuka										pucɨ													pucucukʷa							pucucukʷa	
KNOW (SOMETHING)_68_know-3		maʧi		maːti			mwaʔatʲe~mwaʔareː		mati		maci	ma~mai̯̯~mate						mate		maːt	mati	meti			maːt			matiː	maːʧ		mai̯̯	maːɡ~amak		
KNOW (SOMETHING)_68_know-4	eʔnan													oʔna~unani									ɨnaːn							hjoːn				
KNOW (SOMETHING)_68_know-5																sutːapɨhi																		
KNOW (SOMETHING)_68_know-6																	pupːitakːwatu~tːu																	
KNOW (SOMETHING)_68_know-7						hiwʧu																												
KNOW (SOMETHING)_68_know-8										navota																								
LEAF_30_leaf-1			naŋkapa										naɡavɨ				nakːapɨ									maːpɨnaŋkapɨ						naŋhabɨːl	nɨkːaʔapi	
LEAF_30_leaf-10										naapi																								
LEAF_30_leaf-2	palat			iswat͡ɬ		pɨclʔa								pavlaʃ																				
LEAF_30_leaf-3		sawa					ʃanwei̯	saɡu̯a			sawa	zama			sawa			jaɡa		haːhaɡ	iswat				jaʔ		sawat		haːhaɡ		samoar~samwat			sawa
LEAF_30_leaf-4				ʃiwit͡ɬ					ʃiwit													ʃut						ʃiːbiːt͡ɬ						
LEAF_30_leaf-5																ɡasa																		
LEAF_30_leaf-6																			pisi															
LEAF_30_leaf-7																								sɨka										
LEAF_30_leaf-8					puhipːɨh																													
LEAF_30_leaf-9																							qav											
LIE (REST)_												ka																						
LIE (REST)_75_lie-1			hahapi		havi								havi			hapi	hapi~hapːi		hapi					hapi		api							api	
LIE (REST)_75_lie-10	max																																	
LIE (REST)_75_lie-2		boʔi						voi̯̯			poʔi	hu~hui̯̯			boʔoka			vopːoe		voʔo					bokaʔ		vo		woʔo					boʔo
LIE (REST)_75_lie-3																							ɨk							okoː				
LIE (REST)_75_lie-4				teːka					wectok~teːka												teka~teːka	teke						bectiːk~bectotika~ti̯eti̯eka						
LIE (REST)_75_lie-5						kʷivɨ																												
LIE (REST)_75_lie-6														wiwa																				
LIE (REST)_75_lie-7																																tambɨːʔ~andambɨːʔ		
LIE (REST)_75_lie-8										waʔøkiwta																								
LIE (REST)_75_lie-9							kaʔa																											
LIVER_61_liver-1	neʔma		nɨwɨmpi		nɨmɨ	nɨma	njaːmwa			nɨːma		nema	nɨwɨbi	nooma		nɨmiɨ̯̯	nɨmɨ	numad	nɨmɨ	nɨm			nɨːm	nɨwɨn	lumaːn	nɨŋwɨn			nɨm			nɨːmal	nuupːɨ	
LIVER_61_liver-2		emela						hemat			ema				heemam												ʦuhhema				jamat			heemam
LIVER_61_liver-3				eːltaʧt͡ɬi																	eltapaʧ							eːlli						
LONG_9_long-1																ɨti	utɨː~utɨ																	
LONG_9_long-10																																utudu		
LONG_9_long-2																			kɨpa					kɨpa										
LONG_9_long-3			paʔantoka		paʔa								paʔatoɡora													paʔatːokon							paʔatːokʷatːɨ	
LONG_9_long-4	wavuma					wɨvaʂiʃ				wɨːpa																								
LONG_9_long-5							tjeː	tevei̯			tehpekuma	tewi			teebe			tubudu~ʦavidija		tɨvɨd					təb				ʧɨw					teebe
LONG_9_long-6		wiʔli		wejak					weːjak												wejak						ɡueri	bejak			wee			
LONG_9_long-7																							mitaʔi											
LONG_9_long-8														tavulvuʃ																				
LONG_9_long-9																														kahoːʔ				
LOUSE_26_louse-1					pusia											pui̯̯ciapːi	pusːiʔa~pusːiʔapi		posiaʦːih					posiaʦːih										
LOUSE_26_louse-2		te		aʔtenit͡ɬ~atemit͡ɬ		alaʔat	atʲe	viatzi		atɨ	ehte	ateci	acɨvɨ	ulaat	etːen			aːte		aːʔat	atin~atimet	atomt	acɨm		aat		atːe	atiːmiːt͡ɬ~atɪmɪt͡ɬ	aːʔaʧ	ar	atet			ete
LOUSE_26_louse-3			poːʔapi																							poʔa							poʔapi	
LOUSE_26_louse-5																																nahaːl		
LOUSE_26_louse-6	saʔwal																																	
LOUSE_26_louse-7									tokoloːt																									
MANY_2_many-1			apaʔa										awa			ewa	iwa									apæ							apaʔnatːɨ	
MANY_2_many-10										kaasta																								
MANY_2_many-11																											surapĕqui̯̯							
MANY_2_many-12												kʷinija																						
MANY_2_many-2					soːtɨ														soːntɨn					soːntɨn										
MANY_2_many-4																														ajohin		joːwi		
MANY_2_many-5		weka									wei̯̯ka												wɨr~wɨwɨht											
MANY_2_many-6	meten					mɨtʔiʃ																												
MANY_2_many-7				miak~mi̯ek			mwiʔi	mui̯̯	miak									mui̯̯		muʔi	mijak				mui̯̯ʔ			mejak	muʔi		mui̯̯ar			
MANY_2_many-8															hwebenːa						muːʧi													huebeena
MANY_2_many-9														hihee																				
MAN_																nana	nana																	
MAN_21_man-10																														voroi̯̯t				
MAN_21_man-11							tjaːtaʔa																											
MAN_21_man-12												uki																						
MAN_21_man-2			tawaci		tenapːɨʔ								taʔnipɨzi						tai̯̯ŋwa					tenkʷapːɨ		taʔŋwa						taːtwal	taʔwaci	
MAN_21_man-3	naxaniʃ					naxaniʃ																												
MAN_21_man-4				t͡ɬaːkat͡ɬ					taːɡat	taaqa											takat	teket						t͡ɬøkat͡ɬ						
MAN_21_man-5		rehoi̯									tihoe							teodi		tɨod					ʧioɲ				ʧɨoj					
MAN_21_man-6								dor~dodorte~dori																			uri							
MAN_21_man-7															ooʔou̯̯																oɲwi			ooʔou̯̯
MAN_21_man-8																							wɨcɨʂʦ											
MAN_21_man-9														jaʔaʃ																				
MEAT_															wakas								kaːrniʔ		bakas									
MEAT_34_meat-1			tukːu̯api		tɨkːapːɨh								tuku̯aːvi				tukːu	tucuɡue	tukːu					tukːu		tukːu̯a			ʧuːkuɡ	tuːkin		tuɡuwa	tukːu̯api	teku̯a
MEAT_34_meat-11																				hai̯̯van														
MEAT_34_meat-2	waʔiʃ					waʔiʃ	weʔiraʔa					wai̯̯		waaʔiʃ																	tikoɲwat			
MEAT_34_meat-3		saʔpa						sata~saba~saabaʔa			saʔpa																sata							
MEAT_34_meat-5				nakat͡ɬ					nakat												nakat	neket						nakat͡ɬ						
MEAT_34_meat-6																tɨːnːa																		
MEAT_34_meat-8										sikʷi																								
MOON_																											æɡui̯̯t							
MOON_83_moon-1	menaly	meʧa	mijatokopːi	meːct͡ɬi	mɨa	mɨnily	maʃkɨraʔi	metzat	meːcti	mɨːjawɨ	meca	meca	mɨazi	moyla	meeʧa	tamɨʔa	mɨha	masːadaɡa~masa	mɨa	saʂaːd	mecti	mest	mɨaːʈ͡ʂ	mɨa	masan	mɨæ	meʧa	mi̯ect͡ɬiː	maʂaːd	moar~mu̯aːr	mecat	mɨːjabiʃt	mɨatːakoci	meʧa
MOUNTAIN_		rajabo																		tonica											hai̯̯t~njokoro~kahi~kahu			kau̯̯
MOUNTAIN_100_mountain-1					tojavi											toja			tojapin					tojapin										
MOUNTAIN_100_mountain-10																									oi̯̯dʱaʔ									
MOUNTAIN_100_mountain-2	qawiʃ	ɡawi	kai̯̯pa					ʦavit			kawi		keːvi	qawiiʧa	kawi		kai̯̯pa	ʦabulica					qai̯̯ːʦ			kai̯̯pa	ʦæɡui̯̯			xai̯̯	kav		kaapi	kawi
MOUNTAIN_100_mountain-3				tepːeːt͡ɬ					tepeːt	tɨːwi~tɨːkʷi											tepet							tepi̯et͡ɬ						
MOUNTAIN_100_mountain-4																																muwaːl		
MOUNTAIN_100_mountain-5						pɨʔawʔa																												
MOUNTAIN_100_mountain-7							hɨri																											
MOUNTAIN_100_mountain-8												jamuri																						
MOUNTAIN_100_mountain-9																				doʔaːɡ									doʔaɡ					
MOUTH_47_mouth-1			tɨːmpa		tɨpe								tɨbivɨ			tɨpːe	tɨpːa		tɨmpe					tɨmpe		tɨmpa							tɨpːapi	
MOUTH_47_mouth-2																																toʔoɡo		
MOUTH_47_mouth-3	tamal					tamʔa								tamat																				
MOUTH_47_mouth-4		rini		teːnt͡ɬi			tyenʲi	tenit	teːn			teni			tee			tuni		tɨn	ten~teːn	ten			ʧiɲ			ti̯en	ʧini	toŋin	tinir			teni~teeni
MOUTH_47_mouth-5				kamakt͡ɬ																								kamak						
MOUTH_47_mouth-6																							ʂɨʈ͡ʂ											
MOUTH_47_mouth-7										moʔa																								
MOUTH_47_mouth-8											ʦuʔa																							
NAME_107_name-1			niapi		nahnia								nijaːvi			nanijanːa	nanianːa							nihja		niaː							niaː	
NAME_107_name-2	tewal	rewa				tiwʔa	antʲawaː~antʲaʔaru	teɡu̯at		tɨŋwni	tewa	tewa		tuŋla	tewam			tutuɡaraɡa		tɨːɡiɡ			tɨwanʦ				teɡu̯a		ʧɨːɡiɡ	tu̯aːnʲan	temwara	indiŋwa~tiŋwa		tea
NAME_107_name-3				toːkaːi̯̯t͡ɬ					toːkay												tukey							tukø						
NAME_107_name-4																			natɨpinia															
NAVEL_										sipna																								
NAVEL_57_navelbellybutton-1							siipuʔceci									poci																		
NAVEL_57_navelbellybutton-10																	siː																	
NAVEL_57_navelbellybutton-2		suki		ʃiːkt͡ɬi	siːku			siːcat	ʃiːk		siku		ʃiɡuvi		siːku			jico	siko	hik	ʃtut~iʃit~ʃik	ʃikt		siku	jik	sikun		ʃik	hik		sikur		sikupːɨ	siiku
NAVEL_57_navelbellybutton-3												zɨtemici																						
NAVEL_57_navelbellybutton-4																																ʃiːduluʃt		
NAVEL_57_navelbellybutton-5																							ʂuːr											
NAVEL_57_navelbellybutton-6	ʔul																																	
NAVEL_57_navelbellybutton-7						mɨx																												
NAVEL_57_navelbellybutton-8														tɨi̯̯di																				
NECK_												katuci					pukːakːwa														moar			
NECK_58_neck-1		ɡuta	kuta					ʦutat		kʷaapi	kuhtamo		kuravi			kutːa	kutːa		kuta							kuta	ʦuta					kulaːn	kutapi	kutana
NECK_58_neck-2					tojo																			tojompɨh										
NECK_58_neck-3																							ŋɨhɨʦ~ŋɨhɨʔ							ŋoːŋ				
NECK_58_neck-4	pily																																	
NECK_58_neck-5						qilyʔa																												
NECK_58_neck-6				kʷeʧt͡ɬi					keʧ					qelat							kesckcuju~keckuju	koʃt						keʧkoʧt͡ɬa~keʧkʷahjo			kʷai̯̯r			
NECK_58_neck-7															biʔa																			
NECK_58_neck-8							kɨhpi					kɨi̯̯pi																						
NECK_58_neck-9																		ʦuscuvo		kuʂuv~kuʂvo					kuxbo				kuswo					
NEW_10_new-1										pɨːhɨ					bemela	pɨtɨttɨpːɨ	pɨtɨ	butːude		vɨtud							veu̯̯catoa		wɨʧij					bemela
NEW_10_new-10																														imuːt				
NEW_10_new-11								hubari																										
NEW_10_new-12											kaweruma																							
NEW_10_new-13		kukiwame																																
NEW_10_new-14																									xibkam									
NEW_10_new-15																															hemesat			
NEW_10_new-2					ɨkɨ														ɨkɨ					ɨkɨ										
NEW_10_new-3			ɨaka																							aɨ̯̯							aːkatɨ	
NEW_10_new-4	paŋiʃ			jankʷik		paŋiʃ	ahkʷa		jaːnɡui̯̯k			hekʷa																jankʷiːk						
NEW_10_new-5													ɨːvitɨ																					
NEW_10_new-6																							amai̯̯t											
NEW_10_new-7																																mapita		
NEW_10_new-9														iːpit																				
NIGHT_106_night-1	tukmijat	rukawali	tuwanu		tukani	tukmut	tɨkaʔa	ʧu̯ari			tuɡao	tɨkarika	tuɡwa	tuukumit	tukaari	toqa	tuka~tukːaː	tucaɡui̯̯	tukʷani	tukɡam			tuːk	tukani	tukaʔ	tukʷa	doʦːo		ʧuhuɡ			tuːɡit~tuːɡal	tukʷana	tukaria
NIGHT_106_night-2				yoːawalli					jowaːl												tikjuvu̯ali~ujuvali	owel						jowaliː						
NIGHT_106_night-3																														jau̯̯ke				
NIGHT_106_night-4										mihi~mihikpɨ																								
NIGHT_106_night-6																															kirimoalit			
NO OR NOT_																				heː														
NO OR NOT_1_nonot-1	kiʔi	ke	kacu		ke	qai̯̯	ka~kai̯̯	ʦa		qa~qaʔe	kaʔi			qai̯̯	kaː	qatuʔu	kai̯̯		ke				qai̯̯	ke		ka	ʦai̯̯			xai̯̯	ka	haʃ	ka	ka~kaː~kee
NO OR NOT_1_nonot-2																				pim									pi~piaʔa					
NO OR NOT_1_nonot-3				aʔmoː					amo																			amo						
NO OR NOT_1_nonot-4												meta																						
NO OR NOT_1_nonot-5																		mai̯̯tiu̯d~mai̯̯tudo																
NO OR NOT_1_nonot-6													juwaːtɨ																					
NO OR NOT_1_nonot-7																					ma													
NO OR NOT_1_nonot-8																									ʧam									
NOSE_46_nose-1	mul		mupi		muvi	mu							muviːtoʔovebe	muuvil		mupi	mupi		mupin					mupin		mupɨ				møpin		mupit	mopotːʔopːɨ	
NOSE_46_nose-2		aka		jakat͡ɬ				dacat	jekacol	jaqa	jahka				jekːa			daka		daːk	jaka	jeket			dak			jekacol	daːk					jeka
NOSE_46_nose-3							ʦuʔuri					ʦuri																						
NOSE_46_nose-4																															nikisor			
NOSE_46_nose-5																							mukpiʔ											
OLD_							vai̯̯hsi						hui̯̯ʔekʷeːpɨ~hɨːjʔekʷeːpɨ														daɡu̯at						wiitapu	
OLD_6_old-1																mu̯a	mu̯a																	
OLD_6_old-10																																uːlawɨt~uːʔuːlawica		
OLD_6_old-11																							uvihpɨʦ											
OLD_6_old-12						awɨi̯̯lve																												
OLD_6_old-13														amqi																				
OLD_6_old-14																														eraːxpo~eraːkpo				
OLD_6_old-15																															ʦamu~samo			
OLD_6_old-16																													hɨkihukam					
OLD_6_old-17							vastaʔa																											
OLD_6_old-18												raci																						
OLD_6_old-19																					ʧuleh													
OLD_6_old-2																			pɨai̯̯					pɨai̯̯										
OLD_6_old-20																									jaɡɨtˀ									
OLD_6_old-23																																	nanapːɨtɨ	
OLD_6_old-3					ʦuku																													
OLD_6_old-4			ɨi̯̯tːɨpːɨw										ʔiːtʲ													iɨ̯								
OLD_6_old-5				weːweʔ					weːwet	wɨːjoʔo~wɨːja												ewe						bi̯eben						
OLD_6_old-6																		ʦuli~alculi		kɨli														
OLD_6_old-7								dotzi							juːwa												oze							joː
OLD_6_old-8									soltik																			soltiːk						
OLD_6_old-9		ocerame									ocirume																							
ONE_																				hɨma														
ONE_3_one-1	suplje		suː	seː	sɨmːɨ	sulit~supul	sei̯	sei̯̯	seː	sɨːka		zewi	suju	supul	seenu	sɨmɨ	sɨmɨ	huma	sɨwɨ~sɨmːɨ		se	se		sɨmːɨ		ʃuː	se	si̯e~sente	hɨmako		heme		suːjis	senu
ONE_3_one-2		bile									pire																							
ONE_3_one-3																																ʧiːʧ		
ONE_3_one-4																							hou̯̯kp											
ONE_3_one-5																														puku				
ONE_3_one-6																				maːdo														
ONE_3_one-7																									man									
PATH OR ROAD_																											donønăi~ɡui̯̯nonăi~pinonăi							
PATH OR ROAD_99_pathroad-1	pit	bowe	poʔo	oʔt͡ɬi	puʔe	pit	huje	vovet	ohti	pøhɨ	poe	huje		pet	booʔo	pojo	poː	boi̯̯	poʔi	voːɡ	uhti	otˀkan	pooqt~poːʔ	poʔe	boi̯̯	poː	bowe	oht͡ɬiː	woːɡ	pet	wota	poht	poo	booʔo
PATH OR ROAD_99_pathroad-2													toːvɨ																					
PERSON_																																nɨmɨ		
PERSON_22_person-1			nɨwɨ		nɨmɨ								nɨwɨ			nɨːmːɨ	nɨmɨ		nɨmɨ					nɨwɨ		nɨŋwɨ~nɨn							nuuci	
PERSON_22_person-10																															tamoi̯̯tam			
PERSON_22_person-2	taxliswet			t͡ɬaːkat͡ɬ		ataxʔa			taːkajoːt					ataax							taɡat		taːqt					t͡ɬøka		taraxat				
PERSON_22_person-3																				hɨmadkam					jatkam				hɨmajkam					
PERSON_22_person-4																		odame																
PERSON_22_person-5		paɡotu̯ame									ihpakorume																							
PERSON_22_person-6								doːme							joreme																			joeme
PERSON_22_person-7							tyevi					teɨ̯̯teri																						
PERSON_22_person-8										sino																								
PERSON_22_person-9																											uriaʧa							
RAIN (PRECIPITATION)_	wewniʃ									jojaŋwɨnɨ														paɨ̯na										
RAIN (PRECIPITATION)_88_rain-1			ɨwa		ɨma								uwa				paɨ̯̯mat͡ɬ		ɨma					ɨma		uŋwa							uwatɨ	
RAIN (PRECIPITATION)_88_rain-10							viitʲe																											
RAIN (PRECIPITATION)_88_rain-11									kiʧwit~kiʧaːt																									
RAIN (PRECIPITATION)_88_rain-12																					wetciat													
RAIN (PRECIPITATION)_88_rain-13																															horoy			
RAIN (PRECIPITATION)_88_rain-15																																taŋ		
RAIN (PRECIPITATION)_88_rain-2	wewen					wɨwɨ																	woːŋt											
RAIN (PRECIPITATION)_88_rain-3		uʔki						ducan~duqui̯̯		joojoki	juʔki				jukːu			daqui̯̯~duqui̯̯		duːk					duk				juːki					juku
RAIN (PRECIPITATION)_88_rain-4																											dyrurăi~værorăi~ahra~dyrarai̯							
RAIN (PRECIPITATION)_88_rain-5				kiawit͡ɬ								ki̯ewijera																kiːjabiːt͡ɬ						
RAIN (PRECIPITATION)_88_rain-6																																andaŋ		
RAIN (PRECIPITATION)_88_rain-7														axilax																				
RAIN (PRECIPITATION)_88_rain-8																														aqwakin				
RAIN (PRECIPITATION)_88_rain-9																tɨːkːwa~tɨːkʷape																		
RED_						kʷati		vasei̯̯						qwajaqwjaʃ																				
RED_101_red-1			aŋkaka		eka								aɡa			aqːapono	aʦːa		anka					enka		aŋkæ							akːakatɨ	
RED_101_red-10																															sawakar			
RED_101_red-11							paʔu																											
RED_101_red-13												reta																						
RED_101_red-2	selnekiʃ	serakame									sehtaname												ʂɨriːriʔn				setːa~setai̯̯							
RED_101_red-4																				svɨɡ					bɨʔ				swɨɡi					
RED_101_red-5				ʧiʧiːltik					ʧiːʧiːltik												ʧiltik							ʧiʧiltiːk						
RED_101_red-6																																melʔmel		
RED_101_red-7								sikei̯							sikili																			sikiʔi
RED_101_red-8										pala																								
RED_101_red-9																		oamasmoe																
RED_101_red-L3																														kʷahoxa				
