Gloss	Erzya	Estonian	Finnish	Hungarian	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Veps	Votic	Võro
LUNG_10													ʃoðo										
LUNG_11														ʧəiɲdʲə									
LUNG_12																							tævv
MAN_1	ɑʎɑ																						
MAN_2	ʨorɑ																						
MAN_3		meːs	mies		meːz	miɛs					miːɛz										mɛzʲ	meːz	miːsʲ
MAN_4				feːrfi																			
MAN_5				ɛmbɛr																			
MAN_6							ku					χum											
MAN_7							kɑsɯ												xɑsɑwɑ				
MAN_8								ɒːlmolma							ɔlmːaːj		ɔːlmɐ	ɔlma					
MAN_9									muʒik	muʒɯk													
MAN_10										mort										piosmurt			
MAN_11													pørjeŋ										
MAN_12													mɑrij										
MAN_13														kuədʲumu									
MAN_14														ŋɑnɑʔsɑ									
MAN_15																tipi							
MAN_16																				vorɡoron			
MANY_1	lɑmo																						
MANY_2		mitːu																					
MANY_3		pɑljut																					
MANY_4			moni		moni																	mɤni	
MANY_5			useɑ																				
MANY_6				ʃok									ʃuko										
MANY_7							ær																
MANY_8								jeːnːe					jɑtə̠r										
MANY_9									unɑ	unɑ													
MANY_10												sɑːw											
MANY_11														ŋuŋkəɡə									
MANY_12																koʨːə							
MANY_13																				tros			
MANY_14																							pɑllʲo
MEAT_1	siveʎ																						
MEAT_2		lihɑ	liɦɑ		lihɑ	lihɑ															lihɑ	lihɑ	lihɑ
MEAT_3				huːʃ									ʃə̠l							siʎ			
MEAT_4							ɲoɣɯ					ɲowəʎ											
MEAT_5								vuenːʧ			vʊzɑː						vuaʤʲːɘ						
MEAT_6									jɑj	jɑi													
MEAT_7													jør										
MEAT_8														ɕɑhɯ									
MEAT_9																uə̠ʨə							
MEAT_10																		peærkuʌ					
MEAT_11																			ŋəmzɑ				
MILLET_1	suro																						
MILLET_2		hirsː	hirsːi																				hirsʲː
MILLET_3				kølɛʃ																			
MILLET_4								ʃienʲː															
MILLET_5									prosɑ	brosɑ			pros									proːsː	
MILLET_6													tɑr							tɑri			
MIND_1	meʎ	meːl	mieli		meːli			miːlː													mɛlʲ	meʎ	miːlʲ
MIND_2		vɑim										nomt											
MIND_3				eːrtɛlɛm																			
MIND_4				eːs																			
MIND_5							nɑməs																
MIND_6									veʒɤr														
MIND_7										mɯlkɯd										mɯlkɯd		tolkːu	
MIND_8												sɑːjt											
MIND_9													uʃ										
MIND_10														dʲiɑ									
MIND_11														korsɑ									
MIND_12														ŋonsɑ									
MIND_13																teɲi							
MIND_14																			ji				
MOLAR TOOTH_1	kɑmɑkʃ																						
MOLAR TOOTH_2		pɤskhɑmːɑs	poskiɦɑmːɑs																				purimɑnɤhɑmːɑs
MOLAR TOOTH_3				zaːpfoɡ																			
MOLAR TOOTH_4							oŋəlpøŋk					tɑːrpuŋk~uːləɕpuŋk											
MOLAR TOOTH_5								mɒːntpaɲː															
MOLAR TOOTH_6									jurpiɲ	jurpiɲ										wɑʑerpiɲ			
MOLAR TOOTH_7													oŋɡə̠rpyj										
MOLAR TOOTH_8																poŋəʨɯːpəltimə							
MOON_1	kov	kuː	kuː		kuː	kuː					kuː											kuː	kuː
MOON_2				hold																			
MOON_3							iki																
MOON_4								maːnː							maːnːʊ		maːnɐ						
MOON_5									tɤliɕ	tɤlɯɕ										toleʑ			
MOON_6												eːtpos											
MOON_7													tə̠lze										
MOON_8														kiʧəðəː									
MOON_9																iræ			jirɨ				
MOON_10																		askɛ					
MORNING_1	vɑlske																						
MORNING_2		homːik									uːomɨɡ												humːok
MORNING_3			ɑːmu																				
MORNING_4				rɛɡːɛl																			
MORNING_5					hoːmuz	hʊɔmɛnɛs															hɔmɛndɛz		
MORNING_6							ɑːləŋ																
MORNING_7								iːnʦkenʧ															
MORNING_8									ɑsɯv	ɑsɯv													
MORNING_9												χol											
MORNING_10													er										
MORNING_11														kyðiɑtu									
MORNING_12															iðih		eːðʲaːldəʒ						
MORNING_13																qɑrə							
MORNING_14																	tuɛlʲaːʒ						
MORNING_15																		æːrɛdɛ					
MORNING_16																			xuːbtɑ				
MORNING_17																						oːmnikːo	
MOSQUITO_1	ɕeɕke	sæːsk	sæːski		sæːski			ʧuːʃːk							ʧʊɛjkɑ		ʧuəʃkːɐ	ʧuʌjhkɛ			sæsʲk	sæsk	
MOSQUITO_2			hytːynen																				
MOSQUITO_3				suːɲoɡ									ʃə̠ŋɑ										
MOSQUITO_4							pilŋi																
MOSQUITO_5							kø̝jŋi																
MOSQUITO_6									nom	nom													
MOSQUITO_7											knouʃɨʎ												
MOSQUITO_8												ʎoːmwoj											
MOSQUITO_9														ɲenəŋkə		nenəŋqɑ			ɲeːɲɑŋɡ				
MOSQUITO_10																				ʨibiɲ			
MOSQUITO_11																							kiholɑnɤ
MOTHER_1	ɑvɑ												ɑβɑ										
MOTHER_2		emɑ			emæ						æːmɑ					ɤmə						emæ	imæ
MOTHER_3			æiti																				
MOTHER_4				ɒɲɒ																ɑnɑi			
MOTHER_5					mɑːmɑ				mɑm	mɑm										mumɯ			
MOTHER_6							əŋki					ɑːŋkʷ											
MOTHER_7							əs					ɕiɕ											
MOTHER_8								jeːnʲː									ʝɛanʲnɐ						
MOTHER_9														ɲemɯ					ɲeːbʲɑ				
MOTHER_10															e̯ædni			iɛtniɛ					
MOTHER_11																					mɑm	mɑːm	
MOUNTAIN_1	pɑndo																						
MOUNTAIN_2		mæki			mæki						mæɡ										mæɡi	mæʧi	mæki
MOUNTAIN_3			ʋuori			vʊɑrɑ								bəru	vaːrːi		vaːrʲːɘ						
MOUNTAIN_4				hɛɟ								ɲoːr											
MOUNTAIN_5							pelæ	paːhkʲ															
MOUNTAIN_6							joɣ																
MOUNTAIN_7									kerɤs				kurə̠k							ɡureʑ			
MOUNTAIN_8										ʨoj													
MOUNTAIN_9												ur											
MOUNTAIN_10																qɤː							
MOUNTAIN_11																		pɨɛrjɛ					
MOUNTAIN_12																			xoːj				
MOUTH_1	kurɡo																						
MOUTH_2		suː	suː		suː	suː					suː										sʊ	suː	suː
MOUTH_3				saːj																			
MOUTH_4							lul																
MOUTH_5								ɲaːlʲːm	ɤm	vom										ɯm			
MOUTH_6												suːp											
MOUTH_7												tuːs											
MOUTH_8													umʃɑ										
MOUTH_9														ŋɑŋ		ɑːŋ			ɲɑʔ				
MOUTH_10															ɲaːlɛbmi		ɲalʲmʲːɘ	ɲæːlmiɛ					
MUMBLE_1	motkodʲems																						
MUMBLE_2		mɤmisetɑ																				bomizɤmɑ	popisɤmɑ
MUMBLE_3			mutistɑ																				
MUMBLE_4				mocoɡ																			
MUMBLE_5							moɭəɣ																
MUMBLE_6									bobɡɯnɯ														
MUMBLE_7												lomɣi											
MUMBLE_8													poŋɡɑrtə̠lem~tetelem										
MUMBLE_9													pə̠ʧə̠mɑtem										
NAME_1	ʎem												lym										
NAME_2		nimi	nimi	neːv	imi	nimi	nem	neːmː	ɲim	ɲim	niˀm	nɑm			nɑmːɑ		nəmːɐ	numːɛ		ɲim	nimi	nimi	nimi
NAME_3														ɲim		ɲim			ɲumʔ				
NARROW_1	tʲejiɲe																						
NARROW_2		kiʦɑs																					
NARROW_3			kɑpeɑ																				
NARROW_4				kɛʃkɛɲ																			
NARROW_5				syːk																			
NARROW_6					kɑid̥ɑ	kɑitɑ															kɑid		
NARROW_7							wæɲtʲ																
NARROW_8								kienʲʦesʲ										kiɛʦːiɛs					
NARROW_9									ʥeskɯt														kiʦɑs
NARROW_10										vekɲi													
NARROW_11										otːɤm	ɔːˀdɨz												
NARROW_12												oɕːɑ											
NARROW_13													ɑŋə̠sə̠r										
NARROW_14														ɲeu									
NARROW_15														ɕikyə									
NARROW_16															se̯æɡki					ɕubeɡ			
NARROW_17																ʨuə̠sə							
NARROW_18																			tɨjɑk				
NARROW_19																						ɑhɑz	ɑhtɑkɤnɤ
NAVEL_1	poʧo						pøɣɭəŋ																
NAVEL_2		nɑpɑ	nɑpɑ		nɑb̥ɑ	nʲɑpɑ		naːbʲː			nɑbɑː				naːhpi		naːpʲːɘ	næːpiɛ			nɑbɑ	nɑpɑ	nɑpɑ
NAVEL_3									ɡɤɡ	ɡɤɡ													
NAVEL_4												pukɲi											
NAVEL_5													kə̠lə̠mde										
NAVEL_6														kiːŋ									
NAVEL_7																ɕøːɲ							
NAVEL_8																			sʲuʔ				
NAVEL_9																				ɡoɡɯ			
NEAR_1	mɑlɑso																						
NEAR_2		læhetɑl	læɦelːæ																		læhɛlinɛ		læhiksel
NEAR_3		liki			liɡ̊i																	liʧi	
NEAR_4				køzɛl														kiɛʦkiɛs					
NEAR_5							wæɳ																
NEAR_6								alʲːt									ɐldːləs						
NEAR_7									mɑtɯn	mɑtɯn										mɑtɯn			
NEAR_8											lɛˀʒɡɨli												
NEAR_9												wɑːtʲi		kɑdʲɑ									
NEAR_10												ʎɑpɑt											
NEAR_11													liʃne										
NEAR_12														noɡɑʔʎuky									
NEAR_13																ʧɑʧæ							
NEAR_14																			xɑxəjɑdɑ				
NEAR_15																						juːrɤz	
NEAR_16																						tyven	
NECK_1	kirʲɡɑ																						
NECK_2		kɑel	kɑwlɑ		kɑɡ̊lɑ	kɑklɑ			ɡoʎɑ	ɡoʎɑ	kɑˀɡːɨl										kɑɡl	kɑɡl	kɑːl
NECK_3				ɲɒk																			
NECK_4							sæwəl					sip											
NECK_5							tur																
NECK_6								ʧaːpex							ʧe̯æpeh		ʧɛapːɒt	ʧeæpuhkɛ					
NECK_7										ɕilɯ						soːʎ							
NECK_8													ʃyj										
NECK_9														bɑkəðə									
NECK_10																			jik				
NECK_11																				ʨɯrtɯ			
NEW_1	od							oːdː															
NEW_2		uːs	uːsi		uːz	uːsi					uːʒ										ʊzʲ	uːsi	
NEW_3				uːj																			
NEW_4							jələw																
NEW_5									viʎ	vɯʎ		jiʎpi								vɯʎ			
NEW_6													u										
NEW_7														meɲdʲɑdʲe									
NEW_8															ɔðɑs		oːðɐs						
NEW_9																ɕentə							
NEW_10																		urːɛ					
NEW_11																			jeːdæj				
NEW_12																							vɑhʦɤnɤ
NIGHT_1	ve																						
NIGHT_2		øː	yø̯		øː	yœ															œ		
NIGHT_3				eːj			əj	ɨjː															
NIGHT_4									oj	voj										uj			
NIGHT_5												eːt	jyt										
NIGHT_6														hiː									
NIGHT_7															icːɑ								
NIGHT_8																pi			pʲi				
NIGHT_9																	inːɐ						
NIGHT_10																		jɨjːɛ					
NIGHT_11																						yː	yː
NINE_1	veikse																						
NINE_2		yheksɑ	yçdeksæn		yheksæn	yhɛksæn					iːˀdɨks										ʏhɛsɑ	yhesæ	ytesæ
NINE_3				kilɛnʦ																			
NINE_4							əjərtjəŋ																
NINE_5								axːʦ							ɔvʦːi		ɔxʲʦʲːɘ	ʉkʦiɛ					
NINE_6									ɤkmɯs	ɤkmɯs										ukmɯs			
NINE_7												oːntolow											
NINE_8													indeʃ										
NINE_9														ŋɑmiɑjʧumə									
NINE_10																okːərʨɑːŋkut							
NIT_1	ɕɑrko			ʃɛrkɛ																			
NIT_2		tæimunɑ																					
NIT_3		tiŋk																					tink
NIT_4			sɑiʋɑre		sɑivɑr																	sɑivɤr	
NIT_5							seɳəɣ					sɑːniɣ											
NIT_6								ʧivːras															
NIT_7									ɕerɤv	ɕerov										ɕerer			
NIT_8													ʃɑrɣenʧe										
NIT_9																ʧuːrɑ							
NOSE_1	sudo																						
NOSE_2		ninɑ	nenæ		nenæ	nɛnæ		ɲunʲː			nɑnɑː				ɲʊnːi		ɲuːnʲːɘ	ɲʉɛniɛ			nɛnɑ	nenæ	nɤnɑ
NOSE_3				orː					nɯr	nɯr			ner							nɯr			
NOSE_4							ɲol					ɲol											
NOSE_5														ŋyŋkə									
NOSE_6																puʨə							
NOSE_7																			pɨjɑ				
NOT_1	ɑ																						
NOT_2		ei			ei	ɛi															ɛi	ei	ei
NOT_3			ej																				
NOT_4				nɛm																			
NOT_5							ənt																
NOT_6								e															
NOT_7									ɑbu														
NOT_8									ɲe														
NOT_9										oz										uz			
NOT_10											æˀb												
NOT_11												ɑt											
NOT_12													oɣə̠ʃ										
NOT_13														ɲisɯ		ɑsə	iʝɐ						
NOT_14															ij			ij					
OLD_1	sirʲe~kezerʲeɲ																						
OLD_2		vɑnɑ	ʋɑnxɑ		vɑnhɑ	vɑnhɑ					vɑnɑː											vɑnɑ	vɑnɑ
OLD_3				ørɛɡ~reːɡi																			
OLD_4							əs					jis											
OLD_5							pɯrəs	puerʲesʲ~vuːras	pɤriɕ	pɤrɯɕ					pɔ̯ɑris		puarʲɛs~vuamʲɛs	poæriɛs~βuʌrɛs		pereɕ			
OLD_6									vɑʒ	vɑʒ										vuʒ	vɑnh		
OLD_7												mɑtəm											
OLD_8													ʃoŋɣo										
OLD_9													toʃto										
OLD_10														mɑnuədʲəː		meːntæʎ							
OLD_11														bəjkuɑ									
OLD_12																			ɲeːwxɨ				
ONE_1	vejke																						
ONE_2		ykːs	yksi		yks	yksi					ikʃ										ʏksʲ	yhs	yʦʲ
ONE_3				ɛɟː																			
ONE_4							əjəl																
ONE_5								eːxːt					ikte		ɔktɑ		əxtːɐ	aktɛ					
ONE_6									ɤtʲik	ɤtʲik										odiɡ			
ONE_7												ɑkʷɑ											
ONE_8														ŋuʔəiʔ									
ONE_9																okːər							
ONE_10																			ŋoːbʔ				
ONLY_1	ɑnɕɑk			ʧɒk																			
ONLY_2		ɑinult																					
ONLY_3			ʋɑin		vɑː	vɑin															vɑiʃɛ	vɑ	
ONLY_4							mərəm																
ONLY_5								oːxːte															
ONLY_6									ʥir			sɑr											
ONLY_7										toʎkɤ						toʎko	tɔːlʲc͡çɘ			toʎko			
ONLY_8												pɑt											
ONLY_9												nɑs											
ONLY_10													ɣə̠nɑ										
ONLY_11														ŋuəðəbtə									
ONLY_12															tʊʃːe								
ONLY_13																	pɐiɐ						
ONLY_14																		ajβɛ					
ONLY_15																		parːɛ					
ONLY_16																							ɤnːɤ
OTHER_1	ombo																						
OTHER_2	ʎijɑ																						
OTHER_3		teine	toinen		toin	tɔini															tɔinɛ	tɤin	tɤːnɤ
OTHER_4		muː	muː	maːʃ				mudːa	mɤd	mɤd	muː	moːt								muket		muː	
OTHER_5				tøbːi																			
OTHER_6							pæ~perəɣ																
OTHER_7													molo										
OTHER_8													βese										
OTHER_9														ŋɑmiɑj									
OTHER_10														hunsəː									
OTHER_11															nʊbpi		nubʲːɘ						
OTHER_12															e̯æraː		ʝeːrʲɛs						
OTHER_13																ɑːmə							
OTHER_14																		jeæʧɛbɛ					
OTHER_15																			ŋɑɲi				
PATH OR ROAD_1	ki																						
PATH OR ROAD_2		teː	tie		teː	tiɛ															tɛ	teː	tiː
PATH OR ROAD_3				uːt																			
PATH OR ROAD_4							ɭœk					ʎoːχ											
PATH OR ROAD_5								keajːn							kæjdnʊ								
PATH OR ROAD_6									tuj	tuj													
PATH OR ROAD_7													korno										
PATH OR ROAD_8														ŋutɑ									
PATH OR ROAD_9														sərəː					sʲeːxærɨ				
PATH OR ROAD_10																uə̠tːə							
PATH OR ROAD_11																		juʌnɛ					
PATH OR ROAD_12																				ɕures			
PERSON_1	lomɑɲ																oːumɐʒ						
PERSON_2		inimene			inmiːn																	inimin	inemine
PERSON_3		isik																					
PERSON_4			içminen			ixmini																	
PERSON_5			heŋkilø		henki																	enʧi	
PERSON_6				sɛmeːj																			
PERSON_7				ɛmbɛr																			
PERSON_8					elæːjæ																		
PERSON_9							kɑsɯ																
PERSON_10								olma							ɔlmːɔʃ			almɛʧɛ					
PERSON_11									mort	mort										murt			
PERSON_12											riʃtiːŋɡ										ristit		
PERSON_13												χum				qum							
PERSON_14												eːləmχoːlɑs											
PERSON_15													ɑjðeme										
PERSON_16													jeŋ										
PERSON_17														ŋɑnɑʔsɑ					ɲeːnæʦʲ				
PERSON_18																				ɑdʲɑmi			
PICK UP_1	purnɑms																						
PICK UP_2		korjɑtːɑ																					
PICK UP_3		nopːiɑ			nobliɑ~nopːiɑ																		nopimɑ
PICK UP_4			poimiɑ																				
PICK UP_5				fɛlsɛd																			
PICK UP_6								pajne															
PICK UP_7									boɕtnɯ														
PICK UP_8										leptɯnɯ													
PICK UP_9													poɣem										
PICK UP_10													nɑlɑm										
PICK UP_11														ŋənsubtɯsɯ									
PICK UP_12																uə̠ʨːə							
PIECE_1	pɑl~peʎks									rɤʨ													
PIECE_2	pɑnks																						
PIECE_3		pɑlɑ	pɑlɑ~kɑpːɑle		pɑlɑ	pɑlɑ~kɑpːɑlɛh					kɑbɑːl										pɑlɑ	pɑlɑ	
PIECE_4		tykː												dʲukə								tykːy	tykː
PIECE_5				dɒrɒb																			
PIECE_6							ʧop																
PIECE_7								kusʲːk									kusʲc͡çːɘ						
PIECE_8									tor	tor		pɑːr											
PIECE_9												loːmt											
PIECE_10												oχsɑ											
PIECE_11													komə̠ʎɑ										
PIECE_12													moklɑkɑ										
PIECE_13													lɑʃtə̠k							keseɡ			
PIECE_14															pihtːaː			pæhta					
PIECE_15																liːpə							
PIECE_16																		piɛhkiɛ					
PIECE_17																			mun				
PLAY_1	nɑlkɕems																						
PLAY_2		mænkitɑ									mæŋɡə											mænʧymæ	mænkʲmæ
PLAY_3			lejkːiæ																				
PLAY_4			pelɑtɑ		pelɑd̥ɑ										spe̯ælːɑh							pelɑmɑ	
PLAY_5				jaːʦːik																			
PLAY_6					tiukːɑː																		
PLAY_7							jɑŋkːɑ					jonɣi											
PLAY_8								siːrːe									siərːɐd						
PLAY_9									orsnɯ	vorsnɯ													
PLAY_10													moðɑm										
PLAY_11														sɑnirɕɑ		sɑːnʧər							
PLAY_12																			sʲɑnɑkoːsʲ				
PLAY_13																				ʃudɯnɯ			
PLAY_14																					vætɑ		
PULL_1	uskoms																						
PULL_2		vetɑtɑ	ʋetæː		vetæː	vɛtyæ					viɛˀdːə										vɛdɑdɑ	vetæmæ	
PULL_3		tɤmːɑtːɑ			temːɑd̥ɑ																	tɤmpɑmɑ	tɤmpɑmɑ
PULL_4				huːz																			
PULL_5				von																			
PULL_6					tɑsːiɑ																		
PULL_7							tæl																
PULL_8								kiesʲːe							ke̯æsːih		c͡çiɛsʲːɛd	kiɛsɛdh					
PULL_9									kɯskɯnɯ	kɯskɯnɯ										kɯskɯnɯ			
PULL_10												χɑrti		ɲɑɡəbtɯsɯ									
PULL_11													ʃupʃɑm										
PULL_12																yː							
PUSH_1	tulkɑdʲems																						
PUSH_2		lykɑtːɑ			lyɡ̊æd̥æ						likːə												
PUSH_3			tyøntæː																			pyntːæmæ	
PUSH_4				løk																			
PUSH_5				tol																			
PUSH_6					touɡ̊ɑd̥ɑ																		toukɑmɑ
PUSH_7							wɑrt																
PUSH_8								ojːkje															
PUSH_9									tojlɑvnɯ	tojnɯ													
PUSH_10												sɑːŋχwi											
PUSH_11												nɑriɣti											
PUSH_12													ʃykem~tykem										
PUSH_13														nomədʲɑ									
PUSH_14																noqːo							
PUSH_15																	oiɟ͡ʝːeːd						
PUSH_16																				donɡɯnɯ			
PUSH_17																						pisːemæ	
RAIN_1	piʑems																						
RAIN_2		sɑtɑtɑ	sɑde		sɑe						sɑˀd												
RAIN_3		vihm			vihmɑ	vixmɑ					viːˀmə											vihm	vihm
RAIN_4				ɛʃøː																			
RAIN_5							ɭɑwətʲ																
RAIN_6								aːbʲːr									ɐbʲrʲːɘ	ɛbriɛ					
RAIN_7									zer	zer				soruɑ					sɑrʲoː	zor			
RAIN_8												rɑkʷ											
RAIN_9													jyr										
RAIN_10															ɑrɛvi								
RAIN_11																sorənʧæ							
RAIN_12																					vixm		
RAINBOW_1	piʑemeʧirʲke~purʲɡiɲeʧirʲke														ɑrɛveðaːvɡi								
RAINBOW_2		vikːerkɑːr																					vikɑhtʲkɑːrʲ
RAINBOW_3			sɑteːnkɑːri			ʊkɔŋkʊɑri																	
RAINBOW_4				sivaːrvaːɲ																			
RAINBOW_5					vihmɑkɑːrːe																		
RAINBOW_6							ʧuɣijo̝ɣəl																
RAINBOW_7								tiːrʲmesʲjuːkːs									tɛɐrmːɒzʝoxsː						
RAINBOW_8									jenɤʃkɑ														
RAINBOW_9										ɤʃkɑmɤʃkɑ	picːkiːzkɔːr												
RAINBOW_10												ɲulijiw											
RAINBOW_11													ʃonɑnpə̠l										
RAINBOW_12														ŋuəhontə									
RAINBOW_13																				vujuɯɕ			
RAINBOW_14																					jʊmɑlɑnbɛmbɛlʲ		
RAINBOW_15																						ikoloːk	
RED_1	jɑkstʲerʲe																						
RED_2		punɑne	punɑinen		punɑin						punːi											punɑ	
RED_3				piroʃ															ɲɑrjɑnɑ				
RED_4				vørøʃ																			verːev
RED_5						rʊskiɛ															rʊskɛd		
RED_6							wertə																
RED_7								ruːpːse							rʊ̯ɔksɑh		ruəpsːɐd	røːpsɛs					
RED_8									ɡɤrd	ɡɤrd										ɡord			
RED_9												wiɣər											
RED_10												neːrp											
RED_11													joʃkɑr										
RED_12														dʲɑbɑʔkuo									
RED_13																ɲɑːrqə							
RED_14																						kɑuniz	
RIGHT_1	vitʲ																						
RIGHT_2		pɑrem																					
RIGHT_3			oikeɑ		oikiɑ	ɔikiɛ															ɔiɡɛd		
RIGHT_4				jobː							jɨvɑː												
RIGHT_5							jəmsi																
RIGHT_6								vuelʲkesʲ							ɔləkeʃ			oælkiɛs					
RIGHT_7									veɕkɯt	veɕkɯd													
RIGHT_8												jomɑspɑl											
RIGHT_9													purlɑ							bur			
RIGHT_10														məɡuɲiːdʲə					mɑxɑɲɑŋɨ				
RIGHT_11																tɑːt							
RIGHT_12																	vuəiɣɐs						
RIGHT_13																						pɑrɤbpoːli	
RIGHT_14																							hæːpoːlinɤ
RIVER_1	ʎej																						
RIVER_2		jɤki	joki		joɡ̊i	jɔki		joːɡː			joˀuɡ				jɔhkɑ		ʝokːɐ	juhkɛ			jɔɡi	jɤki	jɤki
RIVER_3				fojoː																			
RIVER_4							joɣəɳ												jɑxɑ				
RIVER_5									ju	ju		jɑː											
RIVER_6													eŋer										
RIVER_7														ɲemɯʔɯɑ									
RIVER_8														biɡɑj									
RIVER_9																kɯ							
RIVER_10																qolətːu							
RIVER_11																				ʃur			
ROAST OR FRY_1	rʲestɑms																						
ROAST OR FRY_2		prɑːtitɑ	pɑistɑː		pɑistɑː																		prɑːtʲmɑ
ROAST OR FRY_3				ʃyt																			
ROAST OR FRY_4								kuerʲːte					kyeʃtɑm										
ROAST OR FRY_5									ʒɑritnɯ			sɑːriti										ʒɑːritːɤmɑ	
ROAST OR FRY_6										prɑʒitnɯ										pɯʒɯnɯ			
ROAST OR FRY_7														ɕɑiðɯsɯ									
ROAST OR FRY_8																pirə							
ROAST OR FRY_9																						ʧyhzetːemæ	
ROOT_1	jur	juːr	juːri		juːri	juːri					juːrʲ										jʊrʲ	juːri	juːrʲ
ROOT_2	undoks													bəntu									
ROOT_3	korʲon																						
ROOT_4				ɟøkeːr																			
ROOT_5							ler																
ROOT_6								vuenʲtesʲ							rʊ̯ɔhtɑs		vuɛdʲːɛs						
ROOT_7									vuʒ	vuʒ			βoʒ							vɯʒɯ			
ROOT_8												tɑːr											
ROOT_9																konʧə							
ROOT_10																		ruʌhʦɛ					
ROOT_11																			wɑnoː				
ROPE_1	piks																						
ROPE_2		køis	køysi		køyz				ɡez	ɡez										ɡozɯ		ʧøysi	køyʦʲ
ROPE_3				køteːl			ʧoɳʧəɣ																
ROPE_4							irkæn																
ROPE_5								nurʲː															
ROPE_6												kʷɑːliɣ											
ROPE_7													kerem										
ROPE_8														bɯnɯ									
ROPE_9																ʧeːmʧə							
ROPE_10																						trosːi	
ROTTEN_1	mɑkʃov											sɑːp											
ROTTEN_2	nɑksɑdo																						
ROTTEN_3		mætɑ																					
ROTTEN_4			lɑɦo		lɑho																	lɑho	
ROTTEN_5				korhɒtː~rohɒtː					ɲoʎʑɤm														
ROTTEN_6							løjəm																
ROTTEN_7								kuːdʦ															
ROTTEN_8									siɕ	siɕ										ɕiɕ			
ROTTEN_9													mekʃɑn										
ROTTEN_10														ʧiːniʔiɑ									
ROTTEN_11																teːpəʎ							
ROTTEN_12																							mæːnyk
ROUGH_1	kɑʑɑmo																						
ROUGH_2	irʒɑɲɑ								ʨorɯt														
ROUGH_3		kɑre						keːrː															kɑhrɤʔ
ROUGH_4			kɑrçeɑ		kɑrhiɑ																	kɑrmɑ	
ROUGH_5				durvɒ																			
ROUGH_6					kɑle																		
ROUGH_7										zumɯd													
ROUGH_8													kozə̠rɑ~koʃtə̠rɑ										
ROUGH_9																				ʃɑkres			
ROUND_1	keverʲ																				kɛxkɛr		
ROUND_2	kruɡlovoj																						
ROUND_3		ymːɑrkune																				ymːerkɤin	
ROUND_4			pyøreæ		pøːræhæin	pyœriɛ																	
ROUND_5				kɛrɛk			kørək									koʎɑʎ							
ROUND_6				ɡømbøjyː																			
ROUND_7					ymb̥ærikːoi̯																		
ROUND_8							pøŋɭək									pyrəʎ							
ROUND_9								jorʲːpesʲ							jɔrbpɑs		ʝoːrbɐs	jurpɛ					
ROUND_10									ɡɤɡrɤsɑ	ɡɤɡrɤs													
ROUND_11											imːɨrɡoutlimi												
ROUND_12												mɑrɑwi	ʧumə̠rɑʃ										
ROUND_13													tə̠rtə̠ʃ						sʲurtʲɑw				
ROUND_14													jə̠rɣeʃke										
ROUND_15														lɑlujkuə									
ROUND_16														mɑndɑjku									
ROUND_17																				kotɯres~pitɯres			
ROUND_18																							ymærik
RUB_1	ʧovɑms																						
RUB_2	jozɑms												jə̠ɣem										
RUB_3		hɤːrutɑ	hieroɑ		heːrojɑ	hiɛrʊɔ																	hɤːrtmɑ
RUB_4		nyhkːitɑ												ɲɑkidʲɑ									
RUB_5			hɑŋːɑtɑ		ihmɑd̥ɑ																		
RUB_6				dørʒøl																			
RUB_7							sejɣəl																
RUB_8							nir																
RUB_9								jeːrːe			ɨːrʲə												
RUB_10									zɯrtnɯ~ɲirtnɯ			sɑrti											
RUB_11									tʲoritnɯ	zɯrɑvnɯ~ɲirɑvnɯ										zɯrɑnɯ			
RUB_12													nyʒɑm										nyːstmæ
RUB_13															rʊvːeh		ruvʲːʝɛd						
RUB_14																pyːqəlʧəkːu							
RUB_15																				posɯnɯ			
RUB_16																					hɔstɑ		
RUB_17																						ʃɑrkːimɑ	
RUN_1	ʧijems																						
RUN_2		joːstɑ	juostɑ		joːsːɑ	jʊɔsːɑ					juːokʃə										jɔkstɑ	johsɤmɑ	juːskmɑ
RUN_3				fut				viːʤe															
RUN_4				sɒlɒd																			
RUN_5							kɔɣəl									kurɑl							
RUN_6							nørəɣtə																
RUN_7							kəs																
RUN_8									kotrɑɕnɯ	kotɤrtnɯ													
RUN_9											ɑˀilə												
RUN_10												χɑːjti											
RUN_11													kurʒɑm				urʲʧʲːɐd						
RUN_12														hojkirɕɑ									
RUN_13															viɛhkɑh								
RUN_14																			sʲurmbəsʲ				
RUN_15																				bɯʑɯnɯ			
RUN_16																						siukɑmɑ	
SALT_1	sɑl	soːl	suolɑ		soːlɑ	sʊɔlɑ		suːlʲː	sov	sov	suːoʎ									sɯlɑl	sɔl	soːl	suːl
SALT_2				ʃoː																			
SALT_3							sɑlnə																
SALT_4												solwɑl	ʃiɲʧɑl										
SALT_5														sɯr					seːrʔ				
SALT_6															saːlti		salʲtʲːɘ	sæːlhtiɛ					
SALT_7																ɕɑːq							
SALTY_1	sɑltoʑ							suːlʲː															
SALTY_2		soːlɑne	suolɑinen		soːlɑin				solɑ	solɑ												soːlɤin	soːlɑnɤ
SALTY_3				ʃoːʃ																			
SALTY_4													ʃinʧɑlɑn										
SALTY_5														sɯrɯləməː									
SALTY_6																ɕɑːq							
SALTY_7																				kuʑɯt			
