Gloss	Erzya	Estonian	Finnish	Hungarian	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Veps	Votic	Võro
COUNT_2		luketɑ	lɑskeɑ		lɑskiɑ	lɑskiɛ		loːɡːe			luˀɡːə				lɔhkɑh		lɒsʲc͡çːeːd				lʊɡɛdɑ	lukɤmɑ	lukɤmɑ
COUNT_3				saːmol																			
COUNT_4							loŋət																
COUNT_5									lɯdʲːɯnɯ	lɯdʲːɯnɯ										lɯʥːɯnɯ			
COUNT_6												lowiɲti											
COUNT_7													luðɑm										
COUNT_8													ʧotlem										
COUNT_9														tuəbtusɑ									
COUNT_10																toːr							
COUNT_11																		ryœknɛhtidh					
CRY_1	ɑvɑrʲdʲems												ʃortɑm										
CRY_2		nutːɑ																					
CRY_3			itkeæ		itkiæ	itkiɛ					itkə										itktɑ	itkɤmɑ	
CRY_4				ʃiːr															jɑrʦʲ				
CRY_5							jis																
CRY_6								luːj̊ʲːke															
CRY_7									bɤrdnɯ	bɤrdnɯ										bɤrdɯnɯ			
CRY_8									ɡorzɯnɯ														
CRY_9												ʎuːɲɕi											
CRY_10														dʲorədʲɑ		ʨuːrə							
CRY_11															ʧiɛrːʊh			ʧeærudh					
CRY_12																	rɛakːɒd						
CRY_13																							ikmɑ
CUT_1	nɑrɑms																		mɑdɑbəsʲ				
CUT_2	peʧkems												pyʧkɑm										
CUT_3		lɤikɑtːɑ	leikɑtɑ		leiɡ̊ɑd̥ɑ	lɛikɑtɑ															lɛikɑtɑ	lɤikːɑmɑ	lɤikɑmɑ
CUT_4				vaːɡ																			
CUT_5				ɲiːr																			
CUT_6					hølvæd̥æ																		
CUT_7							øɣət																
CUT_8							joɣɯ					jɑkti											
CUT_9								ʧuːhpe							ʧʊ̯ɔhpːɑh		ʧuəpːɐd						
CUT_10								veːjːe															
CUT_11									vundɑvnɯ	vundɯnɯ										vɑndɯnɯ			
CUT_12									ʃɤrɯʃtnɯ	ʃɯrnɯ										ʃorɯnɯ			
CUT_13											iːˀɛdə												
CUT_14													ʃuɑlɑm										
CUT_15														mətudʲɑ		mɑʧə							
CUT DOWN_1	prɑvtoms																						
CUT DOWN_2	kerʲɑms								kerɑvnɯ														
CUT DOWN_3		lɑŋketːɑtɑ												lətɯdʲi									
CUT DOWN_4		rɑiutɑ																					rɑkomɑ
CUT DOWN_5			kɑːtɑː		kɑːtɑː																	lɤikːɑmɑ	
CUT DOWN_6				kivaːɡ																			
CUT DOWN_7							pæɣət																
CUT DOWN_8							rɯɣəmt																
CUT DOWN_9								uʦʲne															
CUT DOWN_10												sɑːɣrɑpi											
CUT DOWN_11													ruem										
CUT DOWN_12																ɤsəptə							
CUT DOWN_13																				poɡɯrtɯnɯ			
DAY_1	ʧi													dʲɑlɯ									
DAY_2		pæev	pæiʋæ		pæivæ	pæivæ		piejːv			pæːvɑ				pæjvi		pɛivʲːɘ	piɛjːiɛ			pæiv	pæivʲ	pæiv
DAY_3				nɒp																			
DAY_4							kotəl					χoːtɑl											
DAY_5									lun	lun													
DAY_6													keʧe										
DAY_7																ʨeːlə			jɑʎɑ				
DAY_8																				nunɑl			
DEAF_1	piʎevtʲeme								peʎtɤm	peʎtɤm							peːʎːtʲɛmʲɘ			peʎtem			
DEAF_2	ɑmɑrʲi																						
DEAF_3	ɡluχoj																						
DEAF_4		kurt	kuːro			kuːrnis					kurli										kʊrdiʒ		kurtʲ
DEAF_5				ʃykɛt																			
DEAF_6					kluːhkoi̯																	ɡluhoi	
DEAF_7								pieʎːxem							pe̯æʎehe̯æpmi								
DEAF_8									ozkɯv														
DEAF_9													soŋɡə̠rɑ										
DEAF_10													ʧokrɑk										
DEAF_11														dʲuntəː									
DEAF_12																qoː							
DEAF_13																		piɛljɛhʦ					
DEAF_14																			xɑsʲədɑ				
DEAF_15																							hurrʲ
DIE_1	kuloms		kuolːɑ		koːlːɑ	kʊɔlːɑ	kɑlɑ				kuːolə	χoːli	kolem								kɔldɑ	koːlɤmɑ	kuːlmɑ
DIE_2		surːɑ																				surɤmɑ	
DIE_3				mɛkhɒl																			
DIE_4							sur																
DIE_5								jɒːmʲːe							jaːpmih		ʝaːmʲːɛd	jæːmɛdh					
DIE_6									kuvnɯ	kuvnɯ										kulɯnɯ			
DIE_7														kuədʲɑ		quː			xɑsʲ				
DIE_8														dʲɑŋɡumsɑ									
DIG_1	ʧuvoms~ʧupoɲems																						
DIG_2		kɑevɑtːɑ	kɑiʋɑː		kɑivɑː	kɑivʊɑ		kuajːve			kouvə				kɔ̯ɑivʊh		kuaivːɒd				kɑidɑ	kɑivomɑ	kɑipmɑ
DIG_3				aːʃ																			
DIG_4				tuːr																			
DIG_5							kɯɳ																
DIG_6									ɡɑrjɯnɯ											kopɑnɯ			
DIG_7										ɡodnɯ										ɡudɯnɯ			
DIG_8												χili											
DIG_9													kyɲʧem										
DIG_10													korem										
DIG_11														ɕirkədʲi									
DIG_12																tilə							
DIG_13																	raːpːɒd						
DIG_14																		kʰruʌhkɛdh					
DIG_15																		pɛrkɛdh					
DIG_16																			səbkɑsʲ				
DIRTY_1	kɑrɡoʨ			kosoʃ																			
DIRTY_2	rudɑzov																						
DIRTY_3		must			mustɑ																		must
DIRTY_4			likɑinen			likɑni																	
DIRTY_5				piskoʃ								pɑːŋkən											
DIRTY_6				sɛɲːɛʃ																			
DIRTY_7					reuɡ̊ɑz																rɛdʊkɑz		
DIRTY_8							kulɯŋ																
DIRTY_9							pəɣtə																
DIRTY_10								saːkʲːs									saxsːɒi						
DIRTY_11									ɲɑtʲɤɕ	ɲɑtʲ													
DIRTY_12										ɕɤd										ɕɤd			
DIRTY_13											ræpːi												
DIRTY_14													lɑβə̠rɑn										
DIRTY_15														ɲeɡɯku									
DIRTY_16															tʊ̯ɔlvːɑs								
DIRTY_17																ʧɑm							
DIRTY_18																			wərʦɑwæj				
DIRTY_19																				kɯrɕ			
DIRTY_20																						roːjɤtːu	
DISAPPEAR_1	jomɑms																						
DISAPPEAR_2	kekʃems																						
DISAPPEAR_3		kɑtutɑ	kɑdotɑ					kaːde			kɑdːə											kɑotːumɑ	kɑomɑ
DISAPPEAR_4			hæʋitæ		hævid̥æ	hævitæ																ævimæ	hæømæ
DISAPPEAR_5				ɛltyːnik																			
DISAPPEAR_6							məɲtʲæɣəl																
DISAPPEAR_7									ɤʃnɯ	voʃnɯ										ɯʃɯnɯ			
DISAPPEAR_8												pɑːteri											
DISAPPEAR_9													pə̠tem									æpærtymæ	
DISAPPEAR_10														sɯmbɑːdʲɑ									
DISAPPEAR_11																yru							
DISAPPEAR_12																	ʝɒukːɐd						
DIVIDE_1	jɑvoms																						
DIVIDE_2	sɑʦtoms											urti										eritːemæ	
DIVIDE_3		jɑkɑtɑ	jɑkɑː		jɑkɑː	jɑkʊɑ		juːɡːe		juknɯ	jɑˀɡːə				jʊ̯ɔhkih		ʝuɛc͡çːɛd	jʉɛkɛdh			jɑɡɑdɑ	jɑkɑmɑ	jɑkɑmɑ
DIVIDE_4				ɛlost																			
DIVIDE_5									ʃɤriɤtnɯ											ʃorikɑrɯnɯ			
DIVIDE_6													pɑjlem										
DIVIDE_7													uʒɑʃlem										
DIVIDE_8														tɑrsɑ		tɑːr			tʲɑrʦʲ				
DIVIDE_9														ʧyːbtyɕɑ									
DO OR MAKE_1	tʲejems																						
DO OR MAKE_2		tehɑ	teçdæ	tɛs	tehːæ																		
DO OR MAKE_3					lɑːtiɑ																		
DO OR MAKE_4							wer					wɑːri											
DO OR MAKE_5								lɨhke															
DO OR MAKE_6									kernɯ	kernɯ										kɑrɯnɯ			
DO OR MAKE_7										vɤʨnɯ													
DO OR MAKE_8													ʃtem										
DO OR MAKE_9														melɯðəsɯ									
DO OR MAKE_10																meː							
DO OR MAKE_11																				leɕtɯnɯ			
DO OR MAKE_12																						teʧemæ	tekemæ
DOG_1	piɲe							pienːe			piɲ				pe̯ænɑ		piɐnːɒi	pɨɛɲɛ					pini
DOG_2	kiskɑ		kojrɑ																				
DOG_3		koer			koirɑ	kɔirɑ															kɔir	koir	
DOG_4				kucɒ																			
DOG_5							æmp																
DOG_6									pon	pon				bɑŋ						punɯ			
DOG_7												ɑːmp											
DOG_8													pij										
DOG_9																kɤnɑŋ							
DOG_10																			wæɲeːkoː				
DREAM_1	ɲejemsonsto																						
DREAM_2		unesnæhɑ	uneksiɑ		uneksiɑ																		
DREAM_3				aːlmodik																			
DREAM_4							ulmɯ					uːləm											
DREAM_5								naɡerʲ															
DREAM_6									vɤtɑɕnɯ	vɤtɤnɑʥːɯvnɯ										vɤtɑʥːɯnɯ			
DREAM_7													omə̠muʒɑm										
DREAM_8														dʲudʲisɯ									
DREAM_9																kyːtæptə							
DREAM_10																			judæ				
DREAM_11																						breːdimæ	
DREAM_12																							hɤlʲɑhɤlːɤmɑ
DRINK_1	ɕimems																						
DRINK_2		juːɑ	juo̯dɑ		joːvːɑ	juːvːɑ			junɯ	junɯ	juːodə									juɯnɯ	jɔdɑ	juːmɑ	juːmɑ
DRINK_3							jæɲtʲ																
DRINK_4							li																
DRINK_5								juɡːe							jʊhkɑh		ʝuːkːɐd	juβkɛdh					
DRINK_6												ɑji											
DRINK_7													jyɑm										
DRINK_8														bɯtɯdʲi									
DRINK_9																ytə							
DRY_1	koɕke							kɒːʃʲkesʲ							kɔjkːis		kɔːʃc͡çɛs	kɛjhkiɛ					
DRY_2		kuiv	kuiʋɑ		kuivɑ	kʊivɑ															kʊiv	kuiv	kuiv
DRY_3				saːrɒz			sɑrəm																
DRY_4							sosəm					toːsɑm											
DRY_5									kɤs	kos										kɤs			
DRY_6											kuːjɑ												
DRY_7													kukʃo										
DRY_8														koɕyə					xɑsuj				
DRY_9																ʧɤkə							
DUST_1	ʧeʎke													ʎiʎə									
DUST_2	puʎ		pøly		pølːy	pœly											pəːlʲɘ				pœlʏ	pølːy	
DUST_3		tolm	tomu																			tolmu	tolm
DUST_4				por								pors	purɑk										
DUST_5							ɲɔr																
DUST_6								puenː	bus	bus													
DUST_7											pɨrm												
DUST_8														dʲɑŋ									
DUST_9																punɑ							
DUST_10																		ʦʉmhʦiɛ					
DUST_11																		hɛbliɛ					
DUST_12																			sʲibʲə				
DUST_13																				tuzon			
EAR_1	piʎe						pəl	pieʎː	peʎ	peʎ		pɑʎ	pə̠lə̠ʃ		pe̯æʎːi		pɛʎːɘ	piɛljiɛ		peʎ			
EAR_2		kɤrv	korʋɑ		korvɑ	kɔrvɑ					kuːorɑ										kɔrv	kɤrv	kɤrv
EAR_3				fyl																			
EAR_4														kou		qoː			xɑ				
EARLY_1	rɑnɑ																						
EARLY_2		vɑrɑ	ʋɑrxɑin																			vɑrɑi	vɑrːɑ
EARLY_3			ɑikɑisin		ɑiɡ̊ɑi̯zeː																		
EARLY_4				koraːn																			
EARLY_5								aːjkalt															
EARLY_6									oʥ	voʥ													
EARLY_7												ɑːlpəl											
EARLY_8													ondɑk							ʧuk			
EARLY_9													er										
EARLY_10														merə									
EARLY_11														məʧidʲiʔiɑ									
EARTH_1	modɑ																						
EARTH_2		mɑː	mɑː		mɑː	mʊɑ	məɣ		mu	mu	mɔː	mɑː		mou						mu	mɑ	mɑː	mɑː
EARTH_3				føld																			
EARTH_4								lavʲːn															
EARTH_5													mlɑnde										
EARTH_6															e̯ænɑ								
EARTH_7																ʧuə̠ʧːə							
EARTH_8																	ʝɐnːɒm						
EARTH_9																		joɒrta					
EARTH_10																			jɑ				
EAT_1	sevems																						
EAT_2	jɑrsɑms																						
EAT_3		syːɑ	syødæ		søːvæ	syːvːæ					siːɛdə										sœdɑ	syːmæ	syːmæ
EAT_4				ɛsik																			
EAT_5							li																
EAT_6								poːrːe							pɔrːɑh		poːrːɐd						
EAT_7									ɕojnɯ	ɕojnɯ										ɕiɯnɯ			
EAT_8												teːɣ											
EAT_9													koʧkɑm										
EAT_10														ŋəmsɑ		ɑm			ŋəmzʲ				
EGG_1	ɑl																						
EGG_2		munɑ	munɑ		munɑ	mʊnɑ		manʲː			munɑːd	muːŋi	muno	mənu	mɔnːi		mɐːnʲːɘ	mʉnːiɛ			mʊnɑ	munɑ	munɑ
EGG_3							məɣ																
EGG_4									koʎtʲ	koʎk													
EGG_5																eŋ							
EGG_6																			sɑrʔɲu				
EGG_7																				puz			
EXTINGUISH_1	mɑsːtʲems																						
EXTINGUISH_2		kustːutːɑtɑ																					kistutɑmɑ
EXTINGUISH_3			sɑmːutːɑː		sɑmːutːɑː																	sɑmːutːɤmɑ	
EXTINGUISH_4				ɛlolt																			
EXTINGUISH_5							kowət							kəbtudʲɑ		qɑptə							
EXTINGUISH_6								ʧuaʦːkte															
EXTINGUISH_7									kusɤtnɯ	kusɤdnɯ										kɯsɯnɯ			
EXTINGUISH_8												χɑriɣti											
EXTINGUISH_9													jørtem										
EYE_1	ɕeʎme	silm	silmæ		silmæ	silmæ		ʧalʲːm			siːlmɑ				ʧɑlɛbmi		ʧɐlʲmʲːɘ	ʧɛlmiɛ			silʲm	silmʲ	silm
EYE_2				sɛm			sem					sɑm											
EYE_3									ɕin	ɕin										ɕin			
EYE_4													ʃiɲʧɑ										
EYE_5														ɕejmɯ					sæw				
EYE_6																sɑji							
FACE_1	ʧɑmɑ																						
FACE_2		næku			næɡ̊o	nækœ																næko	næko
FACE_3			kɑsʋot									wiːʎt											
FACE_4			nɑːmɑ				wæɲəm																
FACE_5				ɒrʦ																			
FACE_6					liːtsɑ																	ʎiːtːs	
FACE_7								kaːsːv															
FACE_8									roʒɑbɑn	roʒɑ~roʒɑbɑn													
FACE_9									bɑn											bɑm			
FACE_10										nɯrvom										ɯmnɯr			
FACE_11											pɑlɡ												
FACE_12												pɑːjt											
FACE_13												ɲolsɑm											
FACE_14													ʧurij										
FACE_15													ʃyrɣø										
FACE_16														horə									
FACE_17															mʊ̯ɔðʊh		muɐðɐ						
FACE_18																uə̠nti							
FACE_19																		oːrɛdæjːa					
FACE_20																			sʲɑʔ				
FACE_21																					mɔd		
FALL_1	prɑms																						
FALL_2		kukːutɑ						keːhʧe							kɑhʧːɑh		kəʧːɐd	kahʧɛdh					
FALL_3			pudotɑ																				
FALL_4				ɛʃik																			
FALL_5					tokːuɑ																		
FALL_6						lɑŋkɛtɑ					lɑŋɡə										lɑŋːɛtɑ	lɑŋkɤːmɑ	
FALL_7							kørəɣ					rɑɣi											
FALL_8									uɕnɯ	uɕnɯ										uɕɯnɯ			
FALL_9													βozɑm										
FALL_10														ʧəlhdʲi		ɑːlʨə							
FALL_11														sohədʲɑ									
FALL_12																							kukɤrtumɑ
FAR_1	vɑsolo																						
FAR_2		kɑukel									kouɡi									kɯdʲokɯn		kɑukɑlː	
FAR_3			kɑwkɑnɑ																				
FAR_4				mɛsːɛ																			
FAR_5				taːvol																			
FAR_6					etːæːl																		
FAR_7						ɛtæhælːini															ɛdɑhɑinɛ		
FAR_8								kuhkʲenʲ									kuc͡çɛs	kahkɛsɛ					
FAR_9									ɯlɯn	ɯlɯn													
FAR_10												eːlɑʎ											
FAR_11													myndə̠rnø										
FAR_12													torɑʃte										
FAR_13														kuntəɡunu		kuntok							
FAR_14																							kɑvːɤn
FAT_1	kujɑ												kojɑ										
FAT_2	ʒir			ʒiːr										dʲir									
FAT_3	ʎem																						
FAT_4		rɑsv	rɑsʋɑ		rɑzvɑ	rɑsvɑ					rɑzɑː										rɑzv	rɑzvɤ	rɑsɤv
FAT_5			içrɑ																				
FAT_6				haːj																kɤj			
FAT_7							woj					woːj											
FAT_8								puːjːt							pʊɛjti		puəidʲːɘ	pʉɛjtiɛ					
FAT_9									ɡos	ɡos				ʧuʔ									
FAT_10																yr			jurʔ				
FATHER_1	tʲetʲɑ					tʊɑtːɔ															tɑt		
FATHER_2		isɑ	isæ								izɑː			dʲesɯ		ɤsə			ɲisʲɑ			isæ	esæ
FATHER_3				ɒpɒ			ɑpɑ																
FATHER_4					ætːi																		
FATHER_5							jəɣ					jɑɣ											
FATHER_6								aʤ							aːhʧːi		ɛʧʲːɘ	æːhʧiɛ					
FATHER_7									ɑj	ɑj													
FATHER_8										bɑtʲ													
FATHER_9												ɑːɕ											
FATHER_10													ɑʧɑ							ɑjɯ			
FATHER_11																				bubɯ			
FEAR_1	peʎems		pelætæ	feːl	pølæd̥æ		pəl	peːlːe				pili			pɑlːɑh		pəːlːɐd	pɨlːɛdh					
FEAR_2		kɑrtːɑ									kɑrtə									kurdɑnɯ		kɑrtːɤmɑ	
FEAR_3					hervid̥æ																		
FEAR_4						vɑrɑtɑ															vɑrɑitɑ		
FEAR_5									povnɯ	povnɯ													
FEAR_6												χurɑχli											
FEAR_7													lyðɑm										
FEAR_8														hɯlɯmsɯ									
FEAR_9																enə							
FEAR_10																				kɯʃkɑnɯ			
FEAR_11																						pelʧæmæ	pelkæmæ
FEATHER_1	tolɡɑ	sulk	sulkɑ		sulɡ̊ɑ	sʊlkɑ																sulk	sulkʲ
FEATHER_2			høyɦen		høyhen																		
FEATHER_3				tolː			toɣəl					towəl											
FEATHER_4							pun					pun	pun										
FEATHER_5								poːnːʦ										paʦːɛ					
FEATHER_6									bordtɯv														
FEATHER_7									ɡɤn	ɡɤn													
FEATHER_8													pə̠stə̠l										
FEATHER_9														totə									
FEATHER_10																tuː							
FEATHER_11																tɑr			tərʔ				
FEATHER_12																				tɯlɯ			
FEW_1	ɑlɑmo																						
FEW_2		væhe	ʋæɦæn		væhæin																	væhæ	
FEW_3			hɑrʋɑ																				
FEW_4				kɛveːʃ									ʃɑɣɑl										
FEW_5							ʧɯməl																
FEW_6								vaːnas															
FEW_7									eʧɑ	eʧɑ													
FEW_8									ɲevnɑ														
FEW_9										tɤkɤtɤ													
FEW_10												moɕ											
FEW_11													iziʃ										
FEW_12														tɑnuɑmənu									
FEW_13														kɑnərɑː		qɑːnɑ							
FEW_14																				odiɡoɡ			
FEW_15																							veityʔ
FIGHT_1	turʲems																						
FIGHT_2		kɑkːeltɑ																					kɑklɤmɑ
FIGHT_3			tɑpelːɑ		tɑpelːɑ																	tɑpːɤmɑ	
FIGHT_4				vɛrɛksik																			
FIGHT_5						tɔrɑ		tuarːe						torɑsɑ	tɔ̯ɑrːʊ						tɔrɑ		
FIGHT_6							ɲulwel																
FIGHT_7							læʎəɣsə																
FIGHT_8									tɯʃkɑɕnɯ	tɯʃkɑɕnɯ~koɕɑɕnɯ										ʒuɡiɕkɯnɯ			
FIGHT_9												ɑlχɑti											
FIGHT_10													kreðɑlɑm										
FIGHT_11														kəməuʔtəsɑ									
FIGHT_12																quə̠tu							
FINGERNAIL_1	kenʒe	kyːs	kynsi		kynz	kynsi		keːnːʦ			kiːɲtʃ		kyʧ							ɡiʒɯ	kʏnzʲ		
FINGERNAIL_2				kɒrom																			
FINGERNAIL_3							køɳʧ		ɡɯʒ	ɡɯʒ		kos											kyːʦʲ
FINGERNAIL_4														kətu	kɑʣːɑ	qɑtə	kəʣːɐ	kaʦːɛ	xədɑ				
FINGERNAIL_5																		kʉɛhpɛrɛ					
FINGERNAIL_6																						ʧyːni	
FIRE_1	tol	tuli	tuli		tuli	tʊli		toːlː			tuˀʎ	uʎɑ			tɔlːɑ		tolːɐ	tɔlːɛ		tɯl		tuli	tuli
FIRE_2				tyːz			tøɣət						tul										
FIRE_3									bi	bi													
FIRE_4												nɑːj											
FIRE_5														tuj		tyː			tu				
FIRE_6																					læmɔi		
FISH_1	kɑl	kɑlɑ	kɑlɑ		kɑlɑ	kɑlɑ	kul	kuːlʲː			kɑlɑː	χuːl	kol	kolɯ	kʊ̯ɔlːi	quə̠lə	kuɛlʲːɘ	kʉɛliɛ	xɑʎɑ		kɑlɑ	kɑlɑ	kɑlɑ
FISH_2									ʨeri	ʨeri										ʨorɯɡ			
FIVE_1	vetʲe							vɨdː							vihtːɑ		vitːɐ	βɨjhtɛ					
FIVE_2		viːs	ʋiːsi		viːz	viːsi			vit	vit	viːʒ		βiʧ							vitʲ	viʒ	viːs	viːsʲ
FIVE_3				øt			wet					ɑt											
FIVE_4														səŋhəʎɑŋkə		sompəlæŋqə			səmʎɑŋɡ				
FLOAT_1	ukʃnoms																						
FLOAT_2		hɤljutɑ	kelːuɑ																				hɤlʲomɑ
FLOAT_3			leijuɑ																				
FLOAT_4				lɛbɛɡ																			
FLOAT_5				saːlː																			
FLOAT_6							tæŋkimtæ																
FLOAT_7							nɑwə																
FLOAT_8								vuːjːe	ujːɯnɯ														
FLOAT_9										ʃlɯvɡɯnɯ										lejkɑnɯ			
FLOAT_10												portɣinti											
FLOAT_11														dʲɑmbiɕɑ									
FLOAT_12														kudʲusɑ									
FLOAT_13																quːrə							
FLOAT_14																						lɤːtːsumɑ	
FLOAT_15																							uʦɑlɤmɑ
FLOW_1	ʧudʲems													luɑʔtusɑ									
FLOW_2		voːlɑtːɑ	ʋirːɑtɑ		virːɑd̥ɑ																	virtɑmɑ	
FLOW_3				fojik																			
FLOW_4							oɣɑ																
FLOW_5							ɲɑχərəl					ɲoːriɣli											
FLOW_6								koːlːke							kɔlɔkɑh		kolɡːɐd	kalkɛdh					
FLOW_7									vizɯvtnɯ	vizuvtnɯ										bɯʑɯnɯ			
FLOW_8											juːokʃə												juːskmɑ
FLOW_9												owi											
FLOW_10													joɣem										
FLOW_11																køːŋ							
FLOW_12																				vijɑnɯ			
FLOWER_1	ʨeʨɑ											ɕoːri											
FLOWER_2	ʦvetkɑ																						
FLOWER_3		lilː																					lillʲ
FLOWER_4			kukːɑ		kukːɑ	kʊkːɑ																kukː	
FLOWER_5				viraːɡ																			
FLOWER_6							lɯjwə																
FLOWER_7								raːsʲː							raːsːi			rɨɛsɛɡɛ					
FLOWER_8									ʥoriʥ	ʥoriʥ													
FLOWER_9											pucːkɨz												
FLOWER_10											pusk												
FLOWER_11													peleðə̠ʃ										
FLOWER_12														lukuðiɑj									
FLOWER_13																sɯrkə							
FLOWER_14																	xɛarʲvʲːrʲaːsʲːɘ						
FLOWER_15																			ŋɑmdædʔŋæwɑ				
FLOWER_16																				ɕɑɕkɑ			
FLOWER_17																					ænik		
FLY_1	ʎivtʲɑms																	hæːliɛhtidh					
FLY_2		lenːɑtːɑ	lentæː		lentæː	lɛntyæ					lində										lɛtɑ	lentæmæ	lintɑmɑ
FLY_3				rɛpyl																			
FLY_4							ləɣəl																
FLY_5								kɨrʲːte							kirtih		c͡çɛrʲdʲːɛd						
FLY_6									lebɑvnɯ	lebɑvnɯ										lobɯnɯ			
FLY_7												tiɣli											
FLY_8													ʧoŋeʃtem										
FLY_9														təirɕi					tʲirʦʲ				
FLY_10																tiː							
FLY (INSECT)_1	kɑrvo										kærmi		kɑrme										
FLY (INSECT)_2		kærpes	kærpænen		kærpæin	kærpæni															kærbhɑinɛ	ʧærpein	kærplæne
FLY (INSECT)_3				leːɟ																			
FLY (INSECT)_4							sɯrəɲtʲɯw					seːriwɑːrp											
FLY (INSECT)_5								ʧueraʃ							ʧʊrʊ		ʧuɐrɐ	ʧuʌrɛ					
FLY (INSECT)_6									ɡut	ɡut				kir						kut			
FLY (INSECT)_7													orɑʃə̠ŋe										
FLY (INSECT)_8																ʧɯːpæ							
FLY (INSECT)_9																		puʌrɛɡɛ					
FLY (INSECT)_10																			toːxoːndɑbʦoː				
FOG_1	suv		sumu		sumu																sʊmɛɡ		
FOG_2	tumɑn				tomɑkːɑ				tumɑn													tomɑkː	
FOG_3		utu			ud̥u																		
FOG_4				kød										kəku									
FOG_5							ʧyχ																
FOG_6								ʦiːɡː															
FOG_7										ru													
FOG_8											uˀd												
FOG_9												seːŋkʷ											
FOG_10													tytrɑ										
FOG_11															miɛrɑhkaː			meærhka					
FOG_12																ʨɑptu							
FOG_13																			sʲiɲoː				
FOG_14																				bus			
FOG_15																							unʦɤʔ
FOOT_1	piʎɡe																						
FOOT_2		jɑlk	jɑlkɑ		jɑlɡ̊ɑ	jɑlkɑ		juːlʲːk			jɑːlɡɑ		jol		jʊ̯ɔlɛki		ʝuɛlʲɟ͡ʝːɘ	jʉɛlkiɛ			jɑʊɡ	jɑlk	jɑlk
FOOT_3							kør																
FOOT_4									kokpɯdɤs														
FOOT_5										kok										kuk			
FOOT_6												lɑːɣəl											
FOOT_7														ŋoj					ŋæ				
FOOT_8																topə							
FOOT_9																				pɯd			
FOREST_1	virʲ							vaːrʲː	vɤr	vɤr		woːr											
FOREST_2		metːs			metsæ						mɨtsɑː												
FOREST_3			meʦæ			mɛʧːæ											mɛaʦʲʦɐ				mɛʦ		
FOREST_4				ɛrdøː																			
FOREST_5							wont								vʊ̯ɔvti								
FOREST_6													ʧoðə̠rɑ										
FOREST_7														muŋku									
FOREST_8																mɑʨə						meʦæ	
FOREST_9																		skoɒkɛ					
FOREST_10																			peːdɑrɑ				
FOREST_11																				ɲules			
FOREST_12																				ɕik			mɤʦ
FOUR_1	ɲiʎe	neli	neljæ		neljæ	nɛlːæ	ɲələ	ɲieʎː	ɲoʎ	ɲoʎ	nɛːʎɑ	ɲilɑ	nə̠l		ɲe̯æʎːe		nɛʎːɐ	ɲiɛljiɛ		ɲɯʎ	nɛlʲː	neʎːe	neli
FOUR_2				neːɟ																			
FOUR_3														ʧətə		teːtːə			tʲeːt				
FOX_1	rʲiveʑ												rə̠βə̠ʒ										
FOX_2		repɑne			reb̥oi	rɛpɔ					rɛˀbːi				riɛpɑn			riɛpiɛ			rɛbɔi	repo	repænʲ
FOX_3			ketːu																				
FOX_4				roːkɒ												loqɑ							
FOX_5							wo̝kɯ																
FOX_6								riːmʲːn									riɛmʲʝːɘ						
FOX_7									ruʨ	ruʨ													
FOX_8												oχsɑr											
FOX_9														tuntɯ					tʲoːɲɑ				
FOX_10																				ʥɯʨɯ			
FREEZE_1	ejendɑms																						
FREEZE_2	keʎems																		xəɲimzʲ				
FREEZE_3	tɑrʲkstɑms																						
FREEZE_4		jæːtːytɑ	jæːtyæ		jæːtːyæ	jiætyœ															jædʊdɑ	jæːtːymæ	iætymæ
FREEZE_5				mɛkfɒɟ																			
FREEZE_6							pɑt																
FREEZE_7								kalʲːme			jɛiɨkilmə		kə̠lmem		kɑlɑbmɔh		kɐlʲmʲːɛd	kɛlmɛdh					
FREEZE_8									kɯnmɯnɯ	kɯnmɯnɯ										kɯnmɯnɯ			
FREEZE_9												poːʎi											
FREEZE_10													ijɑŋeʃ										
FREEZE_11														kəntɯdʲi		qɑntə							
FREEZE_12																	ʝiəŋːɐd						
FREEZE_13																						ʧylmisːymæ	
FREEZE_14																							kɑrsɑtumɑ
FULL_1	peʃkɕe																						
FULL_2		tæis	tæysi		tæyz	tæysi					tæuʒ		tiʧ								tæʊzʲ	tæynø	tæysʲ
FULL_3				tɛlɛ			tel																
FULL_4								tievːt							tiɛvːɑ			tɨɛβɛ					
FULL_5									tɯr	tɯr										tɯr			
FULL_6												tɑːɣəl											
FULL_7													temʃe										
FULL_8														dʲulsɯə									
FULL_9														myntyɕɑ					pɑntɑ				
FULL_10																tiːrəʎ							
FULL_11																	tiːudɒs						
GATHER_1	koʧkɑms																						
GATHER_2	purnɑms																						
GATHER_3		kokutɑ																					
GATHER_4			kerætæ			kɛrætæ																	
GATHER_5				ɟyːjt																			
GATHER_6					korjɑd̥ɑ						krɔːˀjə											kɤrjɑmɑ	korjɑmɑ
GATHER_7							ʧæɣi																
GATHER_8								usːe															
GATHER_9								koːpːʧe															
GATHER_10									ɤktɯnɯ	ɤktɯnɯ										oktɯnɯ			
GATHER_11												ɑti											
GATHER_12													poɣem										
GATHER_13														ŋuɲydʲɑ									
GATHER_14															ʧɔ̯ɑɡkih			ʧoækːɛdh					
GATHER_15																tɑq							
GATHER_16																	noːrːɐd						
