Gloss	Erzya	Estonian	Finnish	Hungarian	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Veps	Votic	Võro
FREEZE_6	(keʎ ems)							(kalʲːme)	(kɯnmɯnɯ)	(kɯnmɯnɯ)	(jɛiɨkilmə)		(kə̠lmem)		(kɑlɑbmɔh)		(kɐlʲmʲːɛd)	(kɛlmɛdh)		(kɯnmɯnɯ)		(ʧylmisːymæ)	
FREEZE_7	ejendɑms	jæːtːytɑ	jæːt̪yæ		jæːtːyæ	jiætyœ							ijɑŋeʃ				ʝiəŋːɐd				jædʊdɑ	jæːtːymæ	iætˑymæ
FULL_1									tɯr	tɯr						tiːrəʎ				tɯr			
FULL_2														dʲulsɯə									
FULL_3																			pɑntɑ				
FULL_4														myntyɕɑ									
FULL_5		tæis	t̪æysi	tɛlɛ	tæyz	tæysi	tel	(tievːt)			tæuʒ	tɑːɣəl	tiʧ		(tiɛvːɑ)		(tiːudɒs)	(tɨɛβɛ)			tæʊzʲ	tæynø	tˑæysʲˑ
FULL_6	peʃkɕe																						
FULL_9													temʃe										
GATHER_1			ke̞ræt̪æ			kɛrætæ																	
GATHER_10									ɤktɯnɯ	ɤktɯnɯ										oktɯnɯ			
GATHER_11																						næpːimæ	
GATHER_12	purnɑms																						
GATHER_13							ʧæɣi																
GATHER_14				ɟyːjt																			
GATHER_15														ŋuɲydʲɑ									
GATHER_16																			mɑʔlɑsʲ				
GATHER_17															ʧɔ̯ɑɡkih			ʧoækːɛdh					
GATHER_18	koʧkɑms																						
GATHER_19					korjɑd̥ɑ						krɔːˀjə											kɤrjɑmɑ	kˑorjɑmɑ
GATHER_2												ɑti											
GATHER_3								koːpːʧe															
GATHER_4																				biʨɑnɯ			
GATHER_5																	noːrːɐd						
GATHER_6																tɑq							
GATHER_7								usːe															
GATHER_8		kokutɑ																					
GATHER_9													(poɣem)										
GIRL_1								niːjta	nɯv	nɯv	nɛitst			nɯ ɲuə	niɛjtɑ	netæŋ	niʝdːɐ	nɨɛjtɛ		nɯl	nɛiʧʊkɑinɛ		
GIRL_2														kobtuɑ									
GIRL_3							ø̝ɣi					ɑːɣi											
GIRL_5	(tʲejtʲerʲ)	(tytːɑrlɑpːs)	(t̪yt̪ːø̞)		(tytːøi̯)	(tytːœ)																(tytːø)	(tˑytˑrikˑ)
GIRL_6													yðə̠r										
GIRL_7				lɛaːɲ																			
GIVE_1	(mɑksoms)																						
GIVE_2		ɑntɑ	ɑnt̪ɑː		ɑntɑː	ɑntʊɑ		(anʲːte)			ɑndə				(ɑdtih)			(βɛtːɛdh)			ɑntːɑ	ɑntɤmɑ	ɑntmɑ
GIVE_3													puem										
GIVE_4							mə					miɣ		miɕi		mi							
GIVE_5									ɕetnɯ	ɕetnɯ										ɕotɯnɯ			
GOOD_1	(pɑro)							(puːrʲː)	(bur)	(bur)			(poro)		(pʊ̯ɔrːe)		(puɛrʲːɘ)	(pʉɛriɛ)					
GOOD_10				joː			jəm					jomɑs											
GOOD_11													(sɑj)										
GOOD_2																						heːkː	
GOOD_3																somɑ			səwɑ				
GOOD_4										ʃɑɲ													
GOOD_5								ʃiɡ									ʃiəɣːɐ						
GOOD_6		heɑ	hyʋæ		hyvæ	hyvæ					jɨvɑː										hʏvæ	yvæ	hæː
GOOD_7																				ʥeʨ			
GOOD_8														ɲɑɡəː									
GOOD_9																				(umoj)			
GO_1	moʎems																						
GO_2							jəl																
GO_3													(kɑjem)										
GO_4																quə̠n							
GO_5		læk									læːˀdə											læhtemæ	lætː
GO_6																		jʉhtɛdh					
GO_7		minːɑ	me̞nːæ	mɛɟ	mænːæ	mænːæ	mən	meːnːe	munːɯ	munːɯ		mini	mijem	mɯnsɯ	mɑnːɑh		məːnːɐd		mʲinzʲ	mɯnɯnɯ	mændɑ	menemæ	minemæ
GO_8												joːmi											
GRANDCHILD_2		lɑpːselɑpːs	lɑpse̞nlɑpsi																				lɑʦɤlɑʦʲ
GRANDCHILD_3	bijo																						
GRANDCHILD_4														ɲuədʲə ɲuə									
GRANDCHILD_5	(nuʨkɑ)																						
GRANDCHILD_6													(unə̠kɑ)										
GRANDCHILD_7												ɑpiɣ											
GRANDCHILD_8					(vunukːɑ)																	(vunuk)	
GRANDSON_1								aːhkev															
GRANDSON_2														ɲuədʲə ɲuə									
GRANDSON_3				fijuːunokɒ																			
GRANDSON_4									(nuk)														
GRASS_1		(rohi)	(ruo̞ɦo̞)		(roho)																	(roho)	(ruːh)
GRASS_10								(raːsʲː)							(raːsːi)		(raːsʲːɘ)	(kʰræːsiɛ)					
GRASS_11	tʲikʃe																						
GRASS_2																							hɑin
GRASS_3																							moro
GRASS_4														ɲotə		ɲuːʧə							
GRASS_6									(turun)	(turun)										(turɯn)			
GRASS_7				fyː			pɑm					pum											
GRASS_8																			ŋɑmdæʔ				
GRASS_9													ʃuðo										
GREEN_10							kullø̆j																
GREEN_11			(ʋiçre̞æ)			(vihɑntɑ)				(veʒ)			(uʒɑr)							(voʒ)		(viher)	
GREEN_12																noræʎ							
GREEN_13	piʒe																						
GREEN_2									(zeʎonɤj)					ŋindiɑʔsɯə									
GREEN_3								(ruenː)							(rʊ̯ɔnaː)		(ruɐnːɐ)	(kʰrɵana)					
GREEN_4		(roheline)			(rohˑoin)																	(rohoin)	(rohilinɤ)
GREEN_5											mɨltsi												
GREEN_6				(zøld)																			
GREEN_7														ɲotərəku									
GREEN_8											(oːʎɑz)												
GREEN_9												ɲɑːr											
GRIND_1	jɑʒɑms	jɑhvɑtːɑtɑ	jɑuɦɑː		jɑuhojɑ								joŋə̠ʃtem									jɑvɑmɑ	jɑuhmɑ
GRIND_10			murskɑt̪ɑ																				
GRIND_11									(krɤʃitnɯ)														
GRIND_13									iznɯ	izɤdnɯ													
GRIND_14		purustːɑtɑ																					pˑurutˑɑmɑ
GRIND_17				øsːɛzuːz																			
GRIND_19													(lɑʃtə̠rtem)										
GRIND_2												sɑːŋki											
GRIND_20																kosəl							
GRIND_21								(mielːe)															
GRIND_22													tə̠ɣə̠ðemðem										
GRIND_23				(øːrøl)																			
GRIND_3				(dɒraːl)																			
GRIND_4																				ɲeʎkɯnɯ			
GRIND_6							roɣə																
GRIND_7														ɕeʎidʲi									
GRIND_8														hyʎəbtɯsɯ									
GRIND_9										mɑiknɯ													
GROAN_1										ruʒtɯnɯ										ʤuʃtɯnɯ			
GROAN_10							ner																
GROAN_11									ujzɯnɯ														
GROAN_12																	luɐikːɒd						
GROAN_13	ojksɲems	oietːɑtɑ	ʋo̞içkiɑ		voihkuɑ								ojojlem								vɔivɔtɑdɑ	voivortɤˑmɑ	oikɑmɑ
GROAN_14																			tɑxəsʲ				
GROAN_16				ɲøɡ																			
GROAN_17												ɲiɕːi											
GROAN_2		ohkitɑ																				ohkimɑ	oihkʲˑmɑ
GROAN_3													jə̠ŋə̠sem										
GROAN_5								(vuahke)							(fʊɛjkih)								
GROAN_6																						æhkimæ	
GROAN_7	vɑjksɲems																						
GROAN_8										ɯmzɯnɯ													
GUTS_1				beːl																			
GUTS_2												sɑχ											
GUTS_4									(kiʃkɑ)														
GUTS_5	(ɕulo)	(soːl)	(suo̞li)		(soːli)		(sol)	(ʧuelʲː)	(ɕuv)	(ɕuv)			(ʃolo)							(ɕul)		(soːli)	(sˑoːlikˑ)
GUTS_7																ketu							
HAIR_1				hɒj																			
HAIR_10									jurɕi	ɕi										ɕi			
HAIR_11				søːr																			
HAIR_12							ɑwət	vuːpːt				ɑːt	yp	ŋɑbtə	vʊ̯ɔktɑ	oːptə	vuəptɐ	βuʌptɛ	ŋæbt				
HAIR_2																tɑr							
HAIR_3		(kɑrv)	(kɑrʋɑ)		(kɑrvɑ)																		(kˑɑrv)
HAIR_5								sefs															
HAIR_6	ʧerʲ																						
HAIR_7		(juːs)	(hius)		(hiuz)	(hivʊs)					(ibuːkst)										(hibʊz)	(ivuz)	(hiusˑ)
HAIR_8	ponɑ						pun					pun	pun										
HAIR_9									(ɡɤn)	(ɡɤn)										(ɡon)			
HAND_1	kedʲ	kæsi	kæsi	keːz	kæzi	kæsi	køt	kiːdː	ki	ki	kɛˀʒ	kɑːt	kit		kiɛhtɑ		c͡çiətːɐ	kɨɛtɛ		ki	kæzitɛrɑ	ʧæsi	kˑæsˑi
HAND_2														dʲyty		utə			ŋudɑ				
HARD_1									ʨorɯt	ʨorɯd										ʨurɯt			
HARD_10													peŋɡə̠ðe										
HARD_11		kɤvɑ	ko̞ʋɑ		kovɑ	kɔvɑ															kɔvɑ	kɤvɑ	kˑɤvɑ
HARD_12					kɑlpiɑ																		
HARD_13														dʲɑntɯə									
HARD_14												ɲɑŋrɑ											
HARD_15													peʃkə̠ðe										
HARD_17					vɑlju																		
HARD_18														nosəɡəː									
HARD_19																ɕɑrə							
HARD_2	kɑlɡodo																						
HARD_3								keːrː							kɑrɑs		kəːrɐs	karːɛ					
HARD_4													ʧotkə̠do										
HARD_5																						kɑŋkɑ	
HARD_6	keme			kɛmeːɲ																			
HARD_7							serə																
HARD_8														tujmuə									
HEAD_1																olə							
HEAD_2								vuejːv					βuj	ŋojbu	ɔ̯ɑivi		vuɛivʲːɘ	oæjːiɛ	ŋæwɑ				
HEAD_3									jur	jur										jɯr			
HEAD_4							oɣ																
HEAD_5	prʲɑ																						
HEAD_6		peɑ	pæː	fɛj	pæː	piæ					pæː	puŋk									pæ	pæː	pˑæː
HEART_1	ɕedʲej	sydɑ	sydæn	siːv	syæn		səm		ɕɤlɤm	ɕɤlɤm	sidɑːm	sim	ʃym	səː		siːʨə	ʧɐːðʲɘ		sʲeːj	ɕulem	sʏdæin	syæ	sˑyæ
HEART_2								(saːrʲːt)															
HEART_3								kuːtʲːk															
HEART_4															(vaːjbmʊ)			(βɑːjmuʌ)					
HEAR_1	mɑrʲɑms																						
HEAR_2														dʲinsiɕi		yntə							
HEAR_3	kuʎems	kuːltɑ	kuːlːɑ		kuːlːɑ	kuːlːɑ	kɔl	kulːe	kɯvnɯ	kɯvnɯ	kuːloː	χuːli	kolɑm		kʊlːɑh		kuːlːɐd	kuβlɛdh		kɯlɯnɯ	kʊldɑ	kuːlɤmɑ	kˑuːltmɑ
HEAR_4																			nɑmdəsʲ				
HEAR_5				hɒlː																			
HEAVY_1				ʃuːjoʃ																			
HEAVY_10				nɛɦeːz																			
HEAVY_11		rɑske	rɑskɑs		rɑskɑz																	rɑskɑˑ	rɑsːɤ
HEAVY_12						jykiɛ															jʏɡɛd		
HEAVY_13											læːlɑm		lele					leːβlɛs					
HEAVY_14	stɑkɑ																						
HEAVY_2																sɤʧːəm							
HEAVY_3									(ɕɤkɯt)	(ɕɤkɯd)										(ɕekɯt)			
HEAVY_4							læɣərt					tɑːrwitəŋ											
HEAVY_5																							kˑɑːlsˑɑ
HEAVY_6														səŋkutuo					səŋɡoːwoːtɑ				
HEAVY_7								loːsʲːesʲ							lɔsːɑh		losːɐd						
HEAVY_8					rɑŋkːɑ																		
HEAVY_9			pɑinɑʋɑ																			pɑinukɤz	
HEEL_1																							kˑunʦˑ
HEEL_10																		poæʦkiɛ					
HEEL_11															ʃʊʃmi								
HEEL_12																moʨːə							
HEEL_13							po̝ʧ																
HEEL_14										kokʎɑbɤr													
HEEL_16		kɑnt	kɑn̪t̪ɑpæː		kɑnd̥ɑ	kɑntɑ		kaːnːt			kuːondɑ						ʝuɛlʲɟ͡ʝʲːkʲadː				kɑnd	kɑnt	
HEEL_2									kokʥir														
HEEL_3																				pɯdtɯʃ			
HEEL_4												lɑːɣəljunɣɑ											
HEEL_5	koʧkɑrʲɑ																						
HEEL_6				ʃɒrok																			
HEEL_7																ʎɑkʨəɲ							
HEEL_8													joltɑɣɑn										
HEEL_9														biɑtə									
HEN_1										(ʨipɑn)													
HEN_11				(cuːk)																			
HEN_12													(ʧə̠βe)										
HEN_2												(kurkɑ)											
HEN_4								(kaːnʲː)															
HEN_5																(kuːrəɕkɑ)							
HEN_6		(kɑnɑ)	(kɑnɑ)		(kɑnɑ)																	(kɑnɑ)	(kˑɑnɑ)
HEN_7									(kurɤɡ)	(kurɤɡ)										(kureɡ)			
HEN_8	sɑrɑz																						
HEN_9							(tʲutʲkø̆rək)																
HERE_1																						kɑsːen	
HERE_2																			tʲukoːxonɑ				
HERE_3				itː					estɤn	etɑni													
HERE_4	tʲese		t̪æːlːæ~t̪æsːæ			tiælæ	tət	tesʲt	tɑtɤn	tɑn	tæs	tit	tə̠ʃte		taː	tɯntə	taːɐ	tɑːkːuʌ		tɑtɯn	tæɡæ~tæs	tæːl	
HERE_5														miʔiɑ									
HERE_6		siːn			siːn																		sˑiːn
HERE_7														əmnɯ									
HIDE_1		(ærɑ peitːɑ)			(peitːæː)																		
HIDE_10																oʨəŋ							
HIDE_11																						sɑlɑutːɤmɑ	
HIDE_13									ʥebnɯ	ʥebnɯ													
HIDE_14												tuːjti											
HIDE_15																							pˑɑotˑɑmɑ
HIDE_16				ɛlduɡ																			
HIDE_17																				vɑtɯnɯ			
HIDE_19																						kɤrjɑmɑ	
HIDE_2													ʃə̠ltem										
HIDE_20								(ʧiːɡːe)															
HIDE_21				rɛjt																			
HIDE_22	kekʃems		kæt̪ke̞æ																				
HIDE_3														ʧiːdʲɑ									
HIDE_4													(tojem)										
HIDE_5			piːlot̪ːɑː																				
HIDE_8							kɑ̆ɲitə																
HIDE_9										sɑikɤdnɯ													
HIT_1																				ʒuɡɯnɯ			
HIT_10												rɑːti											
HIT_11							jɔɣɯ																
HIT_13													(soβem)										
HIT_14	vɑʧkodʲems																						
HIT_16									vɑʨkɯnɯ	vɑʨkɯnɯ													
HIT_19																						æhkæmæ	
HIT_2																				ʃukːɯnɯ			
HIT_20												juːniɣti											
HIT_21													(perem)										
HIT_22																qæːtːə							
HIT_23		lyːɑ	lyø̞dæ		løːvːæ	lyːvːæ															lœdɑ	lyːmæ	lyːmæ
HIT_25					iskiæ																		
HIT_26							søŋət																
HIT_29																						iskemæ	
HIT_4																	ʧɐʦʲc͡çʲːɛd						
HIT_5														hoɕydʲi									
HIT_6	rʲiʃtɑms																						
HIT_7										kuʨkɯnɯ													
HIT_8								vasːte															
HIT_9					lohmɑd̥ɑ																		
HOLD_1							kætl																
HOLD_10			pit̪æː		pitˑæː	pityæ					piˀdːə										pidɑdɑ	pitæmæ	
HOLD_11		hoitɑ																					hoitˑmɑ
HOLD_12				foɡ																			
HOLD_13				(tɒrt)																			
HOLD_14																			ɲɑʔəmbəsʲ				
HOLD_15										kutnɯ													
HOLD_16								ɒːnʲːe										ʉtniɛdidh					
HOLD_2	(kirʲdʲems)																						
HOLD_3									viʥnɯ	viʥnɯ										voʑɯnɯ			
HOLD_4																		steːrɛdh					
HOLD_5														kəmiɑsɑ									
HOLD_6																orɑlpi							
HOLD_7												tɑkti											
HOLD_8													kuʧem										
HOLD_9															tɔ̯ɑlːɑh		tuɛrʲʝʲːeːd						
HORN_1													(tykø)										
HORN_2	(ɕuro)	(sɑrv)	(sɑrʋi)		(sɑrvi)	(sɑrvi)		(ʧuerʲːv)	(ɕur)	(ɕur)	(sɔːrɑ)		(ʃur)		(ʧɔ̯ɑrɛvi)		(ʧuarʲvʲːɘ)	(ʧoærβiɛ)		(ɕur)	(sɑrʲv)	(sɑrvi)	(sˑɑrvʲ)
HORN_3							ɑ̆ŋət					ɑːɲt		ŋɑmtə		ɑːmtə			ɲɑmd				
HOUSE_1																mɑːt							
HOUSE_10														koruʔ					xɑrəd				
HOUSE_11					(hoːne)																		
HOUSE_12									kerku	kerkɑ										korkɑ			
HOUSE_3												kol											
HOUSE_4													(pørt)										
HOUSE_5																		(stoɒpuʌ)					
HOUSE_6	(kudo)			(haːz)	(kod̥i)		(kɑt)				(kuodɑː)											(koto)	
HOUSE_7			(t̪ɑlo̞)		(tɑloi)	(tɑlɔ)																(tɑlo)	
HOUSE_8								(peːr̥ːt)															
HOUSE_9		(mɑjɑ)																					(mɑjɑ)
HOW_1													(mo semə̠n)										
HOW_2	kodɑ	kui	kuiŋkɑ	hoɟ	kuin		kŏtɯ	koːxːt	kɯʥ	kɯʥi	kui	χumʎe	kuze	kuɲiʔiɑ		kun tɑːr		kʉktiɛ		kɯʑɯ	kʊt	kui	kˑui
HOW_3			mit̪e̞n			mitɛin							mo semə̠n		mɔh		maxʲtʲːɘ				mitʲ	mi	
HUNT_1								(miehʦʲ)									(miaʦʲsʲtʲɛd)						
HUNT_11							kəɳʧil					kinsi											
HUNT_14					(jɑhti)									bɑsudʲɑ								(jɑhtiˑ menemæ)	
HUNT_15											(jɑktə)												
HUNT_16																				pɤjʃurɑnɯ			
HUNT_17													(sonɑrlem)										
HUNT_18																				ɲuleskɑnɯ			
HUNT_2									vɤrɑvnɯ	vɤrɑvnɯ													
HUNT_3			(me̞t̪sæst̪æː)			(mɛʧæstyæ)															(mɛʦɑtɑ)		
HUNT_4															(pivtih)								
HUNT_5		(jɑhtitɑ)																					(jɑhtʲˑmɑ)
HUNT_6																suːrəməj							
HUNT_8														kotədʲɑ					xɑɲeːsʲ				
HUNT_9				vɒdaːsik																			
HUSBAND_1									(muʒik)														
HUSBAND_10																					(mʊʒik)		
HUSBAND_11												(oːjkɑ)											
HUSBAND_13		(meːs)	(mie̞s)		(meːz)						(miːɛz)											(meːz)	miːsˑ
HUSBAND_14															(isih)								
HUSBAND_15									ɑjkɑ														
HUSBAND_16																							ylæ
HUSBAND_17													(mɑrij)										
HUSBAND_18	(mirʲdʲe)																						
HUSBAND_19														bəbə ʧərə									
HUSBAND_2																		(keːlːɛ)					
HUSBAND_20																				(kɑrt)			
HUSBAND_21																			xɑsɑwɑ				
HUSBAND_3									ʒɤnik														
HUSBAND_4																tipi							
HUSBAND_5										(verɤs)													
HUSBAND_7							ku					χum		kuədʲumu									
HUSBAND_8				feːrʝ																			
HUSBAND_9								kuːjː									kuəʝːɐ						
ICE_1																			sɑlɑbɑ				
ICE_2																(uːlqo)							
ICE_3	ej	jæː	jæː	jeːɡ	jæː	jiæ	jøŋk	iːŋː	jɯ	jɯ	jɛij	jɑːŋk	ij		jiɛkŋɑ		ʝiəŋːɐ	jɨɛŋɛ		jɤ	jæ	jæː	ijæ
ICE_4														sɯr									
IF_1			jo̞s		joz																		
IF_3												eːrt											
IF_4																qɑtɑ							
IF_5	(budʲi)																						
IF_6		kui		hɒ				kɒːle	kɤ	kɤ			ɣə̠n							ke		ku	kˑu
IN_1				bɛnː																			
IN_10	ejse																						
IN_11												kiwərt	kørɣə̠ʃtø										
IN_2									pɯʧkɯn	pɯʧkɯn						puːʧə				puʃkɯn			
IN_4																ɕynʨə							
IN_5																						syæmez	
IN_6	poʦo																						
IN_7								(sɨzʲn)															
IN_8		seːs	sisælːæ		sizez																		sˑeːn
IN_9														kunsɯ									
I_1	mon	mɑ	minæ	eːn	miæ	miɛ	mæ	munː	me	me	minɑː	ɑm	mə̠j	mənə	mʊn	mɑn	monɐ	manːɛ	mɑɲ	mon	minæ	miæ	mɑʔ
KEEP_1									viʥnɯ														
KEEP_10														huɑnulusɑ									
KEEP_11																				voʑɯnɯ			
KEEP_12														kəmyðyɕɑ									
KEEP_13				(tɒrt)																			
KEEP_14		pitɑtɑ	pit̪æː																				
KEEP_16		hoitɑ																					hoitˑmɑ
KEEP_17										kutnɯ			kuʧem										
KEEP_2							tɑ̆jɑ																
KEEP_3												tɑkti											
KEEP_4																orɑlpi							
KEEP_6																					kɑitɑ		
KEEP_7	(kirdʲems)																						
KEEP_8																uə̠rə							
KEEP_9								ruːkne															
KILL_1																		pʉβːɛdh					
KILL_10										kulɤdnɯ				kotudʲɑ		quə̠t			xɑdɑsʲ				
KILL_11																					riktɑ		
KILL_2				øl			wel		vijnɯ	vijnɯ		ɑli								viɯnɯ			
KILL_3	mɑʃtoms																						
KILL_4	ʧɑvoms																						
KILL_5													(puʃtɑm)										
KILL_7					surmɑd̥ɑ																	surmɑmɑ	
KILL_8								kɒːnʲːte							kɔdtih		kɔdʲːɛd						
KILL_9		tɑpːɑ	t̪ɑpːɑː			tɑpːʊɑ					tɑpːə											tɑpːɤmɑ	tˑɑpˑmɑ
KNEE_1															ʧibpi								
KNEE_2									piʥɤs	piʥɤs										pɯdʲes			
KNEE_4				(teːrd)																			
KNEE_5	kumɑʒɑ	pɤlv	po̞lʋi		polvi	pɔlvi		puːvːl			puːolɑ		pulβuj	həɑɡɑj		puːlə	puəlvːɐ	puʌlβɛ	pulɨ		pɔlʲv	pɤlvi	pˑɤlvʲ
KNEE_6							ʧæɳʧ					sɑːns											
KNOW_1										kuʒnɯ		χɑːsi											
KNOW_10														ʧənɯdʲi		tynəmə			tʲeːɲeːwɑsʲ				
KNOW_11													pɑlem										
KNOW_2																		(tiɛtɛdh)					
KNOW_3				tud				tomːte	tɤdnɯ	tɤdnɯ										tosɯnɯ		tuntɤmɑ	
KNOW_4		teɑtɑ	tie̯tæː		tiːtæː	tiɛtyæ		(tiːdːe)			tiːɛdə				(tiɛhtih)		(tiɛtʲːɛd)				tɛtɑ	tæːtemæ	tˑiːtmæ
KNOW_5							tŏŋəmt																
KNOW_6							onəl																
KNOW_7												wɑːɣ											
KNOW_8													ʃiɲʧem										
KNOW_9	sodɑms																						
LAKE_1				toː					tɯ	tɯ				turku		tuː			toː	tɯ			
LAKE_2												(tuːr)											
LAKE_3	(erʲke)	(jærv)	(jærʋi)		(jærvi)	(jærvi)		(jaːvʲːr)			(jɔːrɑ)		(jer)		(jaːβri)		(ʝɐurʲːɘ)	(jæːβriɛ)			(jærv)	(jærvi)	(jærvʲ)
LAKE_4							emtər																
LAUGH_1														hidʲiɕi		pisəj			pʲisʲənzʲ				
LAUGH_10	rɑkɑms																						
LAUGH_11								siːjːne															
LAUGH_12													βoʃtə̠lɑm										
LAUGH_2															ʧɑjbmɑh								
LAUGH_3							ɭɯsəɣ																
LAUGH_4																		føːrhkɛdidh					
LAUGH_5	pejdʲems																						
LAUGH_6									serɑvnɯ	ɕerɑvnɯ										ɕerekjɑnɯ			
LAUGH_7				nɛvɛt								muwɑli											
LAUGH_8		nɑertɑ	nɑwrɑː		nɑɡrɑː	nɑkrʊɑ					nɑˀɡrə										nɑɡrdɑ	nɑɡrɤmɑ	nɑːrtmɑ
LAUGH_9															pɔ̯ɑkʊstih		pɔɣstɛd						
LEAF_1	(lopɑ)																						
LEAF_2																ʨɑːpə							
LEAF_3				lɛveːl			ɭɯwət					luːptɑ											
LEAF_4		(leht)	(le̞çt̪i)		(lehti)	(lɛxti)		(leːsːt)			(lɛːɟ)		(lə̠ʃtɑʃ)		(lɑstɑ)		(ləstːɐ)				(lɛxtɛz)	(lehto)	(lehtʲˑ)
LEAF_5														horɑðiɑj									
LEAF_6										(ʎis)													
LEAF_8																			weːbɑ				
LEAF_9									kor	kor										ku ɑr			
LEAVE_1														ŋonsɯdʲi									
LEAVE_10	ʎiɕems																						
LEAVE_11																				koʃkɯnɯ			
LEAVE_12				kimɛɟ					munːɯ			χotmini											
LEAVE_13								(vɨjːte)									(vəidːɐd)						
LEAVE_14		lɑhkutɑ									jɑrɑːlæːˀdə		lektɑm								læxtːɑ		
LEAVE_3			po̞ist̪uɑ																				
LEAVE_4							ɭœkən																
LEAVE_6	(tujems)																						
LEAVE_7				taːvozik																			
LEAVE_8									petnɯ	petnɯ													
LEFT_1									(ʃuʎɡɑ)	(ʃujɡɑ)													
LEFT_10												woːrtipɑl											
LEFT_11	(kerʃ)																						
LEFT_12															(kʊrʊh)			(kɔrːuʌh)					
LEFT_13					kurɑ						kurɑː											kurɑ	kˑurɑ
LEFT_14																					hʊrɑ		
LEFT_2								ʧinʧ									ʧiʤʲːɘ						
LEFT_3				bɒl																			
LEFT_4																			sʲɑtɑɲɑŋɨ				
LEFT_5																						pɑhɤp	
LEFT_6							pəɣi																
LEFT_7		vɑsɑk	ʋɑse̞n			vɑsɛn								bətiə		kuə̠ti							
LEFT_8													(ʃolɑ)										
LEFT_9																				pɑʎːɑn			
LEG_1							kø̆r																
LEG_10												lɑːɣəl											
LEG_2																						koip	
LEG_4	piʎɡe																						
LEG_5														ŋoj					ŋæ				
LEG_6																topə							
LEG_7																				(pɯd)			
LEG_8									kok	kok										kuk			
LEG_9		jɑlk	jɑlkɑ		jɑlɡ̊ɑ	jɑlkɑ		juːlʲːk			jɑːlɡɑ		jol		jʊ̯ɔlɛki		ʝuɛlʲɟ͡ʝʲːɘ	jʉɛlkiɛ			jɑʊɡ	jɑlk	jɑlk
LEND_11	mɑksoms pɑndomɡɑ																						
LEND_2		(lɑenɑtːɑ)	(lɑinɑt̪ɑ)																				(lɑinɑmɑ)
LEND_4													kysə̠n puem										
LEND_5								laːjnse															
LEND_7									oʥɤstnɯ	uʤdɯnɯ													
LEND_8				(kølʧønøz)																			
LEND_9																səjmi							
LIE_1									kujlɯnɯ	kujlɯnɯ		χoji	kijem							kɯʎːɯnɯ			
LIE_10	mɑdʲeʑ ɑʃtʲems																						
LIE_11								luvːe															
LIE_12							ɑ̆lɑ																
LIE_14																	(liɐʃːɐd)						
LIE_16														toɲdʲiɑjʧisɯ									
LIE_2																			jusʲeːdɑsʲ				
LIE_3															ve̯ælːaːh								
LIE_4																ipːi							
LIE_5																						(leʒimæ)	
LIE_6			(mɑːt̪ɑ)								(mɑˀɡːə)												
LIE_7				fɛksik																			
LIE_9		(lɑmɑtɑ)																				(lɑmɑmɑ)	(lɑmːɤmɑ)
LIFT_1																qɑːqəl							
LIFT_11															(lɔkteh)								
LIFT_12		tɤstːɑ	no̞st̪ɑː		nostɑː	nɔstʊɑ					nustə											nɤsːɤːmɑ	nɤsˑtˑmɑ
LIFT_2				ɛmɛl			æləm					ɑːlmi		dʲilədʲi					jiləsʲ				
LIFT_3													nə̠ltem										
LIFT_4																		lʉtɲɛdh					
LIFT_5																				ʤutɯnɯ			
LIFT_6									lebtɯnɯ	leptɯnɯ													
LIFT_8								pajnelːe															
LIFT_9	kepedʲems																						
LIGHT (IGNITE)_1							wətʲəɣtə																
LIGHT (IGNITE)_10												peːlɑmti											
LIGHT (IGNITE)_12													piʒə̠ktem										
LIGHT (IGNITE)_13	kirvɑstʲems																						
LIGHT (IGNITE)_14											ɑˀltə												
LIGHT (IGNITE)_15																ʨɑːtə							
LIGHT (IGNITE)_16										biɑɕnɯ													
LIGHT (IGNITE)_17													ə̠lə̠ʃtem										
LIGHT (IGNITE)_18										lomʑɤdnɯ													
LIGHT (IGNITE)_19								puelʲːte									puɐlːtɛd					pɤlɤtːɑmɑ	pˑɑlɑmɑ pˑɑntmɑ
LIGHT (IGNITE)_2										pestɯnɯ													
LIGHT (IGNITE)_20																				ɑrɑtɯnɯ			
LIGHT (IGNITE)_21												kosɑmti											
LIGHT (IGNITE)_3														torəðusɑ									
LIGHT (IGNITE)_4									ɤztɯnɯ														
LIGHT (IGNITE)_5		(syːtɑtːɑ)	(syt̪yt̪ːæː)		(syd̥ytːæː)	(sytytːyæ)															(sʏtʊtɑdɑ)	(sytːemæ)	
LIGHT (IGNITE)_6	verʲɡedʲems				viritːæː	viritːyæ																	
LIGHT (IGNITE)_7				ɟuːjt																			
LIGHT (IGNITE)_8																		ʦɨhkijɛhtɛdh					
LIGHT (IGNITE)_9																				sutiɕkɯnɯ			
LIVER_1								vuːjvas							vʊɛjvːɑs		vuəivɐs						
LIVER_2																						(peʧoŋk)	
LIVER_4	mɑkso	mɑks	mɑksɑ	maːj	mɑksɑ	mɑksɑ	muɣəl		mus	mus	mɑksɑː	mɑːjt	mokʃ	mitə		mɯːtə		mʉɛksiɛ	mɨd	mus	mɑks	mɑhs	mɑsː
