Gloss	Erzya	Estonian	Finnish	Hungarian	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Veps	Votic	Võro
LIVE_1		elɑtɑ	e̞læː	eːl	elˑæː	ɛlyæ		jeːlʲːe	ovnɯ	ovnɯ	jɛˀlːə		ilem	ɲilɯdʲi	e̯ælːih	ilə	ʝiɛlʲːɛd	jiɛlɛdh	jiʎeːsʲ	ulɯnɯ	ɛlædɑ	elæmæ	elæmæ
LIVE_3												oːli											
LIVE_4	erʲɑms																						
LONG_1																ʨumpu			jɑmb				
LONG_2				hosːuː					kuʑ	kuʑ		χosɑ	kuʒu							kuʑ			
LONG_3		pikː	pit̪kæ		pitki	pitkæ					pitkɑː										pitʲk	pitʧ	pˑikː
LONG_4	kuvɑkɑ						koχ	kukʲesʲ							kʊhkːi		kuc͡çʲːɘ	kʉhkiɛs					
LONG_5														kunt ɡu									
LOSE_1							(joχɑt)																
LOSE_10												χoltilɑːli											
LOSE_11														dʲusɑ									
LOSE_13					huɡ̊ɑd̥ɑ																		
LOSE_16												(uːsti)											
LOSE_2				ɛlvɛst																			
LOSE_3			hæʋit̪ːæː		hævitːæː																		
LOSE_4	jomɑvtoms												jomðɑrem										
LOSE_5									ɤʃtɯnɯ	voʃtɯnɯ										ɯʃtɯnɯ			
LOSE_6																yrupʧə							
LOSE_7		kɑotːɑtɑ	kɑdo̞t̪ːɑː					kaːdxe															kˑɑotˑɑmɑ
LOUD_1									ɡorɑ	ɡorɑ													
LOUD_10				hɒŋɡoʃ																			
LOUD_11														ŋirminsəkə									
LOUD_12													tɑle										
LOUD_13		kɣvɑ	ko̞ʋɑ																				kˑɤvɑ
LOUD_15					kuːluvɑ																		
LOUD_16								iɲːesʲ															
LOUD_4												turiŋ											
LOUD_7																						vɑʎːu	
LOUD_8												sujən											
LOUSE_1																unʧu							
LOUSE_2	(eʎi)																						
LOUSE_3																			pənzʲeːʔæ				
LOUSE_4		tæi	t̪æi	tɛtyː	tæi	tæi	tøɣtəm	tɨhkʲ	toj	toj	tɛi	tɑːkəm	tij		tihkːi		tɛc͡çʲːɘ	tihkiɛ		tej	tæi	tæi	tˑæi
LUNG_1													ʃoðo										
LUNG_2							tɑ̆rɣət																
LUNG_3		kopːsut																				kopsɤd̥	kˑopˑsˑ
LUNG_4									ʎoɡko														
LUNG_5	meʎke																						
LUNG_6												χoːpsi											
LUNG_7			ke̞uxko̞t̪		kouhkut			kiehpʲnesː															
LUNG_8	tʲeveʎɑv			tydøː						tɯ				ʧəiɲdʲə						tɯ			tˑævː
MANY_1								(jeːnːe)															
MANY_10			(mo̞ni)		(moni)																	(mɤni)	
MANY_11	lɑmo																						
MANY_13			use̞ɑ																				
MANY_14									unɑ	unɑ													
MANY_15																koʨːə							
MANY_16														ŋuŋkəɡə									
MANY_17													(jɑtə̠r)										
MANY_19																				tros			
MANY_2				ʃok								sɑːw											
MANY_3							ær																
MANY_6		(pɑljut)																					pˑɑllʲo
MANY_7		mitːu																					
MANY_9													ʃuko										
MAN_1																tipi				vorɡoron			
MAN_10																	ɔːlmɐ						
MAN_11										(mort)										(piosmurt)			
MAN_12														kuədʲumu					xɑsɑwɑ				
MAN_13													(mɑrij)										
MAN_14				ɛmbɛr																			
MAN_15	ɑʎɑ																						
MAN_16				feːrfi																			
MAN_18	(ʨorɑ)																						
MAN_2		(meːs)	(mie̞s)		(meːz)	(miɛs)					(miːɛz)										(mɛzʲ)	(meːz)	(miːsʲˑ)
MAN_3														ŋɑnɑʔsɑ									
MAN_4													(pørjeŋ)										
MAN_5							kɑ̆sɯ																
MAN_6									(muʒik)	(muʒɯk)													
MAN_7							ku					χum											
MAN_9								ɒːlmolma							ɔlmːaːj		ɔːlmɐ	ɔlma					
MEAT_1														ɕɑhɯ									
MEAT_10				(huːʃ)																			
MEAT_11																		(peærkuʌ)					
MEAT_12									jɑj	jɑi													
MEAT_2																uə̠ʨə							
MEAT_3																			ŋəmzɑ				
MEAT_4								(vuenːʧ)			vʊzɑː						(vuaʤʲːɘ)						
MEAT_5												ɲowəʎ											
MEAT_6													(jør)										
MEAT_7							ɲoɣɯ																
MEAT_8	siveʎ												ʃə̠l							siʎ			
MEAT_9		lihɑ	liɦɑ		lihɑ	lihɑ															lihɑ	lihɑ	lihɑ
MILLET_10								(ʃienʲː)															
MILLET_2				kølɛʃ																			
MILLET_3																						(proːsː)	
MILLET_5													(pros)										
MILLET_6									(prosɑ)	(brosɑ)													
MILLET_7													(tɑr)							(tɑri)			
MILLET_8	suro																						
MILLET_9		(hirsː)	(hirsːi)																				(hirsʲː)
MIND_1																						(tolkːu)	
MIND_10																teɲi							
MIND_11														dʲiɑ					ji				
MIND_12				eːrtɛlɛm																			
MIND_13														ŋonsɑ									
MIND_2	meʎ	meːl	mie̞li		meːli			miːlː		mɯlkɯd										mɯlkɯd	mɛlʲ	meʎ	miːlʲ
MIND_3									veʒɤr														
MIND_4												(sɑːjt)											
MIND_5				(eːs)																			
MIND_6							nɑ̆məs					nomt											
MIND_7														korsɑ									
MIND_8													(uʃ)										
MIND_9		vɑim																					
MOLAR TOOTH_1																poŋəʨɯːpəl timə							
MOLAR TOOTH_10								mɒːntpaɲː															
MOLAR TOOTH_11							ŏŋəlpø̆ŋk						oŋɡə̠rpyj										
MOLAR TOOTH_12																				wɑʑerpiɲ			
MOLAR TOOTH_13	kɑmɑkʃ																						
MOLAR TOOTH_15									jur piɲ	jurpiɲ													
MOLAR TOOTH_2		pɤskhɑmːɑs	po̞skiɦɑmːɑs																				
MOLAR TOOTH_6												tɑːrpuŋk											
MOLAR TOOTH_7												uːləɕpuŋk											
MOLAR TOOTH_8				zaːpfoɡ																			
MOLAR TOOTH_9																							pˑurimɑnɤ hɑmːɑsˑ
MOON_1																		askɛ					
MOON_2												eːtpos											
MOON_3	kov	kuː	kuː	hold	kuː	kuː					kuː			kiʧəðəː								kuː	kˑuː
MOON_4								(maːnː)							(maːnːʊ)		(maːnɐ)						
MOON_5							iki																
MOON_6									tɤliɕ	tɤlɯɕ			tə̠lze							toleʑ			
MOON_7																iræ			jirɨ				
MORNING_1		homːik			hoːmuz	hʊɔmɛnɛs					uːomɨɡ										hɔmɛndɛz	oːmnikːo	humːokˑ
MORNING_10																qɑrə							
MORNING_11																	tuɛlʲaːʒ						
MORNING_12												χol											
MORNING_13															(iðih)		eːðʲaːldəʒ						
MORNING_14																		(æːrɛdɛ)					
MORNING_15	vɑlske																						
MORNING_2																			xuːbtɑ				
MORNING_3			ɑːmu																				
MORNING_4							ɑːləŋ																
MORNING_5														kyðiɑtu									
MORNING_6													(er)										
MORNING_7								iːnʦkenʧ															
MORNING_8				rɛɡːɛl																			
MORNING_9									ɑsɯv	ɑsɯv													
MOSQUITO_1																							kˑiholɑnɤ
MOSQUITO_10												ʎoːmwoj											
MOSQUITO_11											(knouʃɨʎ)												
MOSQUITO_12				(suːɲoɡ)																			
MOSQUITO_13																				(ʨibiɲ)			
MOSQUITO_2	ɕeɕke	sæːsk	sæːski		sæːski			ʧuːʃːk							ʧʊɛjkɑ		ʧuəʃkːɐ	ʧuʌjhkɛ			sæsʲk	sæs k	
MOSQUITO_3									nom	nom													
MOSQUITO_4			hyt̪ːyne̞n																				
MOSQUITO_5							pilŋi																
MOSQUITO_6							kø̝jŋi																
MOSQUITO_7													ʃə̠ŋɑ										
MOSQUITO_8														ɲenəŋkə		nenəŋqɑ			ɲeːɲɑŋɡ				
MOTHER_1				ɒɲɒ																			
MOTHER_10					(mɑːmɑ)																(mɑm)	(mɑːm)	
MOTHER_11									(mɑm)	(mɑm)													
MOTHER_12												ɕiɕ											
MOTHER_13	(ɑvɑ)																						
MOTHER_14			(æit̪i)																				
MOTHER_2							əŋki					ɑːŋkʷ											
MOTHER_3								jeːnʲː							e̯ædni		ʝɛanʲnɐ	iɛtniɛ					
MOTHER_4							əs																
MOTHER_5																				(ɑnɑi)			
MOTHER_6																				(mumɯ)			
MOTHER_7													(ɑβɑ)										
MOTHER_9		emɑ			emæ						æːmɑ			ɲemɯ		ɤmə			ɲeːbʲɑ			emæ	imæ
MOUNTAIN_1																			xoːj				
MOUNTAIN_10			ʋuo̞ri			vʊɑrɑ																	
MOUNTAIN_11									kerɤs											ɡureʑ			
MOUNTAIN_12																qɤː							
MOUNTAIN_13														bəru									
MOUNTAIN_14																		(pɨɛrjɛ)					
MOUNTAIN_15													kurə̠k										
MOUNTAIN_16				hɛɟ																			
MOUNTAIN_17							jŏɣ																
MOUNTAIN_2												ur											
MOUNTAIN_3												ɲoːr											
MOUNTAIN_4										ʨoj													
MOUNTAIN_5	pɑndo																						
MOUNTAIN_6							pelæ																
MOUNTAIN_7								(paːhkʲ)															
MOUNTAIN_8		mæki			mæki						mæɡ										mæɡi	mæʧi	mæki
MOUNTAIN_9															vaːrːi		vaːrʲːɘ						
MOUTH_1													umʃɑ										
MOUTH_2												tuːs											
MOUTH_3	kurɡo																						
MOUTH_4							lul																
MOUTH_5		suː	suː	saːj	suː	suː					suː	suːp									sʊ	suː	sˑuː
MOUTH_6									ɤm	vom				ŋɑŋ		ɑːŋ			ɲɑʔ	ɯm			
MOUTH_7								ɲaːlʲːm							ɲaːlɛbmi		ɲalʲmʲːɘ	ɲæːlmiɛ					
MUMBLE_1																							pˑopisˑɤmɑ
MUMBLE_12				mocoɡ																			
MUMBLE_14												lomɣi											
MUMBLE_2													tetelem										
MUMBLE_3	motkodʲems																						
MUMBLE_4		mɣmisetɑ	mut̪ist̪ɑ																				
MUMBLE_5							mŏɭəɣ																
MUMBLE_6																						bomizɤmɑ	
MUMBLE_7													pə̠ʧə̠mɑtem										
MUMBLE_8													poŋɡɑrtə̠lem										
MUMBLE_9									bobɡɯnɯ														
NAME_1	(ʎem)	(nimi)	(nimi)	(neːv)	(imi)	(nimi)	(nem)	(neːmː)	(ɲim)	(ɲim)	(niˀm)	(nɑm)	(lym)	(ɲim)	(nɑmːɑ)	(ɲim)	(nəmːɐ)	(numːɛ)	(ɲumʔ)	(ɲim)	(nimi)	(nimi)	(nimi)
NARROW_11									ʥeskɯt														
NARROW_12				kɛʃkɛɲ																			
NARROW_14															se̯æɡki								
NARROW_15					(kɑid̥ɑ)	(kɑitɑ)															(kɑid)		
NARROW_16				syːk																			
NARROW_17																ʨuə̠sə							
NARROW_18			kɑpe̞ɑ																				
NARROW_19							wæɲtʲ																
NARROW_2												oɕːɑ											
NARROW_20								kienʲʦesʲ										kiɛʦːiɛs					
NARROW_21											(ɔːˀdɨz)											ɑhɑz	(ɑhtˑɑkɤnɤ)
NARROW_22	tʲejiɲe																						
NARROW_23														ɕikyə									
NARROW_3																				ɕubeɡ			
NARROW_4														ɲeu									
NARROW_5										vekɲi													
NARROW_6										otːɤm													
NARROW_7																			tɨjɑk				
NARROW_8													(ɑŋə̠sə̠r)										
NARROW_9		(kiʦɑs)																					(kˑiʦɑsˑ)
NAVEL_1	poʧo																						
NAVEL_3													(kə̠lə̠mde)										
NAVEL_4		(nɑpɑ)	(nɑpɑ)		(nɑb̥ɑ)	(nʲɑpɑ)					(nɑbɑː)										(nɑbɑ)	(nɑpɑ)	(nɑpɑ)
NAVEL_5														(kiːŋ)		(ɕøːɲ)			(sʲuʔ)				
NAVEL_6							pø̆ɣɭəŋ					pukɲi											
NAVEL_7								(naːbʲː)							(naːhpi)		(naːpʲːɘ)	(næːpiɛ)					
NAVEL_8									ɡɤɡ	ɡɤɡ										ɡoɡɯ			
NEAR_1														kɑdʲɑ									
NEAR_10																ʧɑʧæ							
NEAR_11												wɑːtʲi											
NEAR_12														noɡɑʔʎuky									
NEAR_13																		kiɛʦkiɛs					
NEAR_14																						juːrɤz	
NEAR_15		læhetɑl	læɦe̞lːæ								lɛˀʒɡɨli		liʃne								læhɛlinɛ		læhikˑsˑel
NEAR_16		liki			liɡ̊i																	liʧi	
NEAR_17								alʲːt									ɐldːləs						
NEAR_2									mɑtɯn	mɑtɯn										mɑtɯn			
NEAR_3							wæɳ																
NEAR_4																			xɑxəjɑdɑ				
NEAR_6	mɑlɑso																						
NEAR_7												ʎɑpɑt											
NEAR_8																						tyven	
NEAR_9				køzɛl																			
NECK_1									ɡoʎɑ	ɡoʎɑ													
NECK_10							tur																
NECK_2							sæwəl	ʧaːpex		ɕilɯ		sip	ʃyj		ʧe̯æpeh		ʧɛapːɒt	ʧeæpuhkɛ					
NECK_3		(kɑel)	(kɑwlɑ)		(kɑɡ̊lɑ)	(kɑklɑ)					(kɑˀɡːɨl)										(kɑɡl)	(kɑɡl)	(kˑɑːl)
NECK_4														bɑkəðə					jik				
NECK_5																				ʨɯrtɯ			
NECK_7				ɲɒk																			
NECK_8	kirʲɡɑ																						
NECK_9																soːʎ							
NEW_1	od	uːs	uːsi	uːj	uːz	uːsi		oːdː	viʎ	vɯʎ	uːʒ		u		ɔðɑs		oːðɐs	urːɛ		vɯʎ	ʊzʲ	uːsi	
NEW_2																ɕentə							
NEW_3												jiʎpi											
NEW_4														meɲdʲɑdʲe									
NEW_5																			jeːdæj				
NEW_6							jələw																
NEW_7																							vɑhʦɤnɤ
NIGHT_1												eːt	jyt										
NIGHT_2	ve	øː	yø̯	eːj	øː	yœ	əj	ɨjː	oj	voj					icːɑ			jɨjːɛ		uj	œ	yː	yː
NIGHT_3																	inːɐ						
NIGHT_4														hiː		pi			pʲi				
NINE_1																okːərʨɑːŋkut							
NINE_2	veikse	yheksɑ	yçde̞ksæn		yheksæn	yhɛksæn		axːʦ			iːˀdɨks		indeʃ		ɔvʦːi		ɔxʲʦʲːɘ	ʉkʦiɛ			ʏhɛsɑ	yhesæ	ytˑesˑæ
NINE_4														ŋɑmiɑjʧumə									
NINE_5												oːntolow											
NINE_6				kilɛnʦ																			
NINE_7									ɤkmɯs	ɤkmɯs										ukmɯs			
NINE_8							əjərtjəŋ																
NIT_1																ʧuːrɑ							
NIT_3							seɳəɣ					sɑːniɣ											
NIT_5	ɕɑrko		sɑiʋɑre̞		sɑivɑr			ʧivːras	ɕerɤv	ɕerov			ʃɑrɣenʧe							ɕerer		sɑivɤr	
NIT_6		tæimunɑ																					
NIT_7		(tiŋk)																					(tˑink)
NIT_8				(ʃɛrkɛ)																			
NOSE_1									nɯr	nɯr			ner							nɯr			
NOSE_2														ŋyŋkə									
NOSE_3	sudo																						
NOSE_4		ninɑ	ne̞næ		nenæ	nɛnæ		ɲunʲː			nɑnɑː				ɲʊnːi		ɲuːnʲːɘ	ɲʉɛniɛ			nɛnɑ	nenæ	nɤnɑ
NOSE_5				orː																			
NOSE_6																puʨə			pɨjɑ				
NOSE_7							ɲŏl					ɲol											
NOT_1									(ɲe)														
NOT_2	ɑ	ei	e̞j		ei	ɛi	ənt	e	ɑbu	oz	æˀb	ɑt	oɣə̠ʃ	ɲisɯ	ij	ɑsə	iʝɐ	ij		uz	ɛi	ei	ei
NOT_3				nɛm																			
OLD_1							əs																
OLD_10														bəjkuɑ									
OLD_11	(sirʲe)																						
OLD_12				(ørɛɡ)																			
OLD_13																	vuamʲɛs						
OLD_14													(ʃoŋɣo)										
OLD_15																			ɲeːwxɨ				
OLD_16		vɑnɑ	ʋɑnxɑ		vɑnhɑ	vɑnhɑ					vɑnɑː										vɑnh	vɑnɑ	vɑnɑ
OLD_17								(puerʲesʲ)							(pɔ̯ɑris)		(puarʲɛs)	(poæriɛs)		(pereɕ)			
OLD_18									(vɑʒ)	(vɑʒ)										(vuʒ)			
OLD_19							(pɯrəs)																
OLD_2																meːntæʎ							
OLD_20												(jis)											
OLD_3														mɑnuədʲəː									
OLD_4													toʃto										
OLD_5									(pɤriɕ)	(pɤrɯɕ)													
OLD_6				reːɡi																			
OLD_7								(vuːras)										(βuʌrɛs)					
OLD_8	(kezerʲeɲ)																						
OLD_9												mɑtəm											
ONE_1				ɛɟː																			
ONE_2	vejke	ykːs	yksi		yks	yksi	əjəl	eːxːt	ɤtʲik	ɤtʲik	ikʃ	ɑkʷɑ	ikte		ɔktɑ		əxtːɐ	aktɛ		odiɡ	ʏksʲ	yhs	yʦʲ
ONE_3														ŋuʔəiʔ		okːər			ŋoːbʔ				
ONLY_1															(tʊʃːe)								
ONLY_10									ʥir														
ONLY_11																	pɐiɐ						
ONLY_12																							ɤnːɤ
ONLY_13		ɑinult																					
ONLY_14			ʋɑin		vɑː	vɑin															vɑiʃɛ	vɑ	
ONLY_15														ŋuəðəbtə									
ONLY_16										(toʎkɤ)										(toʎko)			
ONLY_17																(toʎko)							
ONLY_18												nɑs											
ONLY_2												sɑr											
ONLY_21												pɑt	ɣə̠nɑ										
ONLY_22	(ɑnɕɑk)																						
ONLY_4																		(ajβɛ)					
ONLY_5																	(tɔːlʲc͡çʲɘ)						
ONLY_6							mərəm																
ONLY_7				ʧɒk																			
ONLY_8								oːxːte															
ONLY_9																		(parːɛ)					
OTHER_1		muː	muː	maːʃ					mɤd	mɤd	muː	moːt	molo		nʊbpi		nubʲːɘ			muket		muː	
OTHER_10															(e̯æraː)		ʝeːrʲɛs						
OTHER_11																		jeæʧɛbɛ					
OTHER_12														hunsəː									
OTHER_13	(ʎijɑ)																						
OTHER_14		teine	t̪o̞ine̞n		toin	tɔini															tɔinɛ	tɤin	tˑɤːnɤ
OTHER_2							perəɣ																
OTHER_3				tøbːi																			
OTHER_4																			ŋɑɲi				
OTHER_5								(mudːa)															
OTHER_6														ŋɑmiɑj									
OTHER_7	ombo															ɑːmə							
OTHER_8													βese										
OTHER_9							pæ																
PATH OR ROAD_1														sərəː					sʲeːxærɨ				
PATH OR ROAD_10							ɭœk					ʎoːχ											
PATH OR ROAD_11																		(juʌnɛ)					
PATH OR ROAD_12													korno										
PATH OR ROAD_13								(keajːn)							(kæjdnʊ)								
PATH OR ROAD_15	ki																						
PATH OR ROAD_2				uːt										ŋutɑ		uə̠tːə							
PATH OR ROAD_6		teː	t̪ie̞		teː	tiɛ			tuj	tuj											tɛ	teː	tˑiː
PATH OR ROAD_8																				ɕures			
PERSON_1								(olma)							(ɔlmːɔʃ)		(oːumɐʒ)	(almɛʧɛ)					
PERSON_10									(mort)	(mort)										(murt)			
PERSON_11		(inimene)	(içmine̞n)		(inmiːn)	(ixmini)																(inimin)	(inemine)
PERSON_12												eːləmχoːlɑs											
PERSON_13		isik																					
PERSON_14														ŋɑnɑʔsɑ					ɲeːnæʦʲ				
PERSON_16				sɛmeːj																			
PERSON_17												χum				qum							
PERSON_2	(lomɑɲ)																						
PERSON_3													jeŋ										
PERSON_4							kɑ̆sɯ																
PERSON_5					elˑæːjæ																		
PERSON_6				ɛmbɛr																			
PERSON_7			he̞ŋkilø̞		henki						riʃtiːŋɡ											enʧi	
PERSON_8													(ɑjðeme)							(ɑdʲɑmi)			
PERSON_9											riʃtiːŋɡ										ristit		
PICK UP_10									boɕtnɯ														
PICK UP_11			po̞imiɑ																				
PICK UP_12													(poɣem)										
PICK UP_14																uə̠ʨːə							
PICK UP_15				fɛlsɛd																			
PICK UP_16		korjɑtːɑ																					
PICK UP_2										leptɯnɯ													
PICK UP_4														ŋənsubtɯsɯ									
PICK UP_6								pajne															
PICK UP_7	purnɑms																						
PICK UP_8													nɑlɑm										
PICK UP_9		nopːiɑ			nobliɑ~nopːiɑ																		nopimɑ
PIECE_1							ʧop																
PIECE_10																				(keseɡ)			
PIECE_11		(tykː)																				(tykːy)	(tˑykː)
PIECE_12										rɤʨ													
PIECE_13												oχsɑ											
PIECE_14																			mun				
PIECE_15	peʎks																						
PIECE_16															(pihtːaː)			(pæhta)					
PIECE_17								(kusʲːk)									(kusʲc͡çʲːɘ)						
PIECE_18													(moklɑkɑ)										
PIECE_19			(kɑpːɑle̞)			(kɑpːɑlɛh)					(kɑbɑːl)												
PIECE_2	pɑnks																						
PIECE_20												loːmt											
PIECE_21														dʲukə									
PIECE_22													lɑʃtə̠k										
PIECE_3													komə̠ʎɑ										
PIECE_4												pɑːr											
PIECE_5				(dɒrɒb)																			
PIECE_6	pɑl	pɑlɑ	pɑlɑ		pɑlɑ	pɑlɑ															pɑlɑ	pɑlɑ	
PIECE_7																liːpə							
PIECE_8																		piɛhkiɛ					
PIECE_9									tor	tor													
PLAY_1							jɑ̆ŋkːɑ					jonɣi											
PLAY_13																					vætɑ		
PLAY_14														sɑnirɕɑ		sɑːnʧər			sʲɑnɑkoːsʲ				
PLAY_15															(spe̯ælːɑh)								
PLAY_16																				ʃudɯnɯ			
PLAY_17			(pelɑt̪ɑ)		(pelɑd̥ɑ)																	(pelɑmɑ)	
PLAY_18				jaːʦːik																			
PLAY_2	nɑlkɕems																						
PLAY_3								siːrːe									siərːɐd						
PLAY_4					tiukːɑː																		
PLAY_5			(le̞jkːiæ)																				
PLAY_6									orsnɯ	vorsnɯ													
PLAY_7													moðɑm										
PLAY_9		mænkitɑ									mæŋɡə											mænʧymæ	mænkʲmæ
PULL_1		(tɤmːɑtːɑ)			(temːɑd̥ɑ)																	(tɤmpɑmɑ)	(tˑɤmpɑmɑ)
PULL_10				von																			
PULL_11								kiesʲːe							ke̯æsːih		c͡çiɛsʲːɛd	kiɛsɛdh					
PULL_12	uskoms																						
PULL_13					tɑsːiɑ																		
PULL_14														ɲɑɡəbtɯsɯ									
PULL_15							tæl																
PULL_2									(kɯskɯnɯ)	(kɯskɯnɯ)										(kɯskɯnɯ)			
PULL_3												χɑrti											
PULL_4																yː							
PULL_7				huːz																			
PULL_8		(vetɑtɑ)	(ʋe̞t̪æː)		(vetˑæː)	(vɛtyæ)					(viɛˀdːə)										(vɛdɑdɑ)	(vetæmæ)	
PULL_9													ʃupʃɑm										
PUSH_1												nɑriɣti											
PUSH_10			t̪yø̞n̪t̪æː						tojlɑvnɯ	tojnɯ													
PUSH_11	(tulkɑdʲems)																						
PUSH_12		lykɑtːɑ		løk	lyɡ̊æd̥æ						likːə												
PUSH_13														nomədʲɑ									
PUSH_14													ʃykem										
PUSH_15				tol																			
PUSH_17													(tykem)										
PUSH_22																noqːo							
PUSH_24												sɑːŋχwi											
PUSH_25																				(donɡɯnɯ)			
PUSH_3							wɑrt																
PUSH_4								ojːkje									oiɟ͡ʝʲːeːd						
PUSH_5																						pisːemæ	
PUSH_6																						pyntːæmæ	
PUSH_7					touɡ̊ɑd̥ɑ																		tˑoukˑɑmɑ
RAINBOW_1																				vujuɯɕ			
RAINBOW_10		vikːerkɑːr																					vikˑɑhtʲˑkˑɑːrʲ
RAINBOW_13																						ikoloːk	
RAINBOW_14							ʧuɣijo̝ɣəl	tiːrʲmesʲjuːkːs				ɲulijiw					tɛɐrmːɒzʝoxsː						
RAINBOW_15					vihmɑkɑːrːe																		
RAINBOW_16												ɲulijiw											
RAINBOW_17				sivaːrvaːɲ																			
RAINBOW_18									jenɤʃkɑ														
RAINBOW_19										ɤʃkɑmɤʃkɑ													
RAINBOW_2																					jʊmɑlɑnbɛmbɛlʲ		
RAINBOW_20						ʊkɔŋkʊɑri																	
RAINBOW_21															ɑrɛveðaːvɡi								
RAINBOW_22											picːkiːzkɔːr												
RAINBOW_23	piʑemeʧirʲke																						
RAINBOW_25							ʧuɣijo̝ɣəl																
RAINBOW_3		vikːerkɑːr	sɑt̪e̞ːnkɑːri		vihmɑkɑːrːe	ʊkɔŋkʊɑri					picːkiːzkɔːr												vikˑɑhtʲˑkˑɑːrʲ
RAINBOW_4													ʃonɑnpə̠l										
RAINBOW_5															ɑrɛveðaːvɡi								
RAINBOW_6	(purʲɡiɲeʧirʲke)																						
RAINBOW_7														ŋuə hontə									
RAINBOW_8			sɑt̪e̞ːnkɑːri																				
RAINBOW_9								tiːrʲmesʲjuːkːs									tɛɐrmːɒzʝoxsː						
RAIN_1									zer	zer										zor			
RAIN_10		(sɑtɑtɑ)	(sɑde̞)		(sɑe)						(sɑˀd)			soruɑ		(sorənʧæ)			(sɑrʲoː)				
RAIN_2				ɛʃøː																			
RAIN_3		vihm			vihmɑ	vixmɑ					viːˀmə										vixm	vihm	vihm
RAIN_5								(aːbʲːr)							(ɑrɛvi)		(ɐbʲrʲːɘ)	(ɛbriɛ)					
RAIN_6	piʑems																						
RAIN_7													jyr										
RAIN_8												rɑkʷ											
RAIN_9							ɭɑ̆wətʲ																
RED_1				piroʃ																			
RED_10												neːrp											
RED_11						(rʊskiɛ)															(rʊskɛd)		
RED_2								(ruːpːse)							(rʊ̯ɔksɑh)		(ruəpsːɐd)	(røːpsɛs)					
RED_3									ɡɤrd	ɡɤrd										ɡord			
RED_4		punɑne	punɑine̞n		punˑɑin						punːi											punɑ	
RED_5	jɑkstʲerʲe												joʃkɑr										
RED_6																ɲɑːrqə			ɲɑrjɑnɑ				
RED_7														dʲɑbɑʔkuo									
RED_8																						(kɑuniz)	
RED_9				vørøʃ			wertə					wiɣər											verːev
RIGHT_1	vitʲ		o̞ike̞ɑ		oikiɑ	ɔikiɛ															ɔiɡɛd		
RIGHT_2											jɨvɑː												hæːpˑoːlinɤ
RIGHT_3														məɡu ɲiːdʲə					mɑxɑɲɑŋɨ				
RIGHT_4		(pɑrem)											purlɑ							(bur)		pɑrɤb poːli	
RIGHT_5								vuelʲkesʲ							ɔləkeʃ		vuəiɣɐs	oælkiɛs					
RIGHT_6																(tɑːt)							
RIGHT_7									veɕkɯt	veɕkɯd													
RIGHT_8				jobː			jəmsi					jomɑspɑl											
RIVER_1																qolətːu							
RIVER_10	ʎej																						
RIVER_3				fojoː																			
RIVER_4														biɡɑj									
RIVER_5													eŋer										
RIVER_6														ɲemɯʔɯɑ									
RIVER_7																kɯ							
RIVER_8		jɤki	jo̞ki		joɡ̊i	jɔki	joɣəɳ	joːɡː	ju	ju	joˀuɡ	jɑː			jɔhkɑ		ʝokːɐ	juhkɛ	jɑxɑ		jɔɡi	jɤki	jɤki
RIVER_9																				ʃur			
ROAST OR FRY_1								kuerʲːte															
ROAST OR FRY_10									(ʒɑritnɯ)														
ROAST OR FRY_11	rʲestɑms																						
ROAST OR FRY_12																				(pɯʒɯnɯ)			
ROAST OR FRY_13												sɑːriti											
ROAST OR FRY_14																						(ʒɑːritːɤmɑ)	
ROAST OR FRY_16				ʃyt																			
ROAST OR FRY_18																						ʧyhzetːemæ	
ROAST OR FRY_19										(prɑʒitnɯ)													
ROAST OR FRY_2		(prɑːtitɑ)																					(pˑrɑːtʲˑmɑ)
ROAST OR FRY_4																pirə							
ROAST OR FRY_6														ɕɑiðɯsɯ									
ROAST OR FRY_7			(pɑist̪ɑː)		(pɑistɑː)																		
ROAST OR FRY_9													kyeʃtɑm										
ROOT_1							ler					tɑːr											
ROOT_2				ɟøkeːr																			
ROOT_3															(rʊ̯ɔhtɑs)			(ruʌhʦɛ)					
ROOT_4	(undoks)							(vuenʲtesʲ)						bəntu			(vuɛdʲːɛs)						
ROOT_5									vuʒ	vuʒ			βoʒ			konʧə			wɑnoː	vɯʒɯ			
ROOT_6	jur	juːr	juːri		juːri	juːri					juːrʲ										jʊrʲ	juːri	juːrʲ
ROOT_7	(korʲon)																						
ROPE_1									ɡez	ɡez										ɡozɯ			
ROPE_11								(nurʲː)															
ROPE_12		køis	køysi		køyz							kʷɑːliɣ										ʧøysi	kˑøyʦʲˑ
ROPE_16	piks																						
ROPE_17							irkæn																
ROPE_19													(kerem)										
ROPE_3																						(trosːi)	
ROPE_5				køteːl																			
ROPE_6							ʧoɳʧəɣ																
ROPE_7														bɯnɯ									
ROPE_9																ʧeːmʧə							
ROTTEN_1			(lɑɦo̞)		(lɑho)																	(lɑho)	
ROTTEN_10							lø̆jəm																
ROTTEN_11												sɑːp											
ROTTEN_12																teːpəʎ							
ROTTEN_13	mɑkʃov																						
ROTTEN_14				rohɒtː																			
