UraLex_Index	Language	UraLex_Form	UraLex_Value	NEL_Form	NEL_Value	NEL_Source_Form	LevenshteinDist	Accepted?
5135	South Saami	doehtedidh	doehtedh	kɑːjɛʃidh	gaajesjidh	kɑːjɛʃidh	0.7	
5134	South Saami	doehtedidh	doehtedh	kɑːjɛʃidh	gaajesjidh	kɑːjɛʃidh	0.7	
2245	South Saami	stååkedidh	stååkedidh	rɨʧːɛdh	rïdtjedh	rɨt͡ʃːɛdh	0.7	
8113	South Saami	tsaepmedh	tsaepmedh	peːŋhkɛdh	beenghkedh	peːŋhkɛdh	0.7	
7601	South Saami	utniehtidh	utniedidh	βøːrhkɛdh	vöörhkedh	βøːrhkɛdh	0.7	
332	South Saami	måekies	måekies	mɔtːan	mådtan	mɔtːan	0.7142857142857143	
5933	South Saami	gåetie	gåetie	stoɒpuʌ	ståapoe	stoɒpuʌ	0.7142857142857143	
5234	South Saami	nïere	nïere	almɛʧɛ	almetje	almɛt͡ʃɛ	0.7142857142857143	
9145	South Saami	librie	librie	mʉɛksiɛ	mueksie	mʉɛksiɛ	0.7142857142857143	
7902	South Saami	mïele	mïele	jiɛrmiɛ	jiermie	jiɛrmiɛ	0.7142857142857143	
6403	South Saami	såvnjodh	såvnjodh	firːɛdh	firredh	firːɛdh	0.75	
7109	South Saami	nalhve	nalhve	pæːnɛhʦ	baenehts	pæːnɛht͡s	0.75	
2637	South Saami	saelhtie	saelhtie	meæruʌ	mearoe	meæruʌ	0.75	
7902	South Saami	mïele	mïele	kuʌrkɛsh	goerkesh	kuʌrkɛsh	0.75	
255	South Saami	vaejsjie	vaejsjie	jʉβrɛ	juvre	jʉβrɛ	0.75	
573	South Saami	guehpere	guehpere	kaʦːɛ	gadtse	kat͡sːɛ	0.75	
6751	South Saami	laavkodh	laavkodh	βuʌjɛdidh	voejedidh	βuʌjɛdidh	0.7777777777777778	
8285	South Saami	daan	daam	tihtɛ	dihte	tihtɛ	0.8	
2234	South Saami	spealadidh	spealadidh	rɨʧːɛdh	rïdtjedh	rɨt͡ʃːɛdh	0.8	
8284	South Saami	daan	daam	tihtɛ	dihte	tihtɛ	0.8	
4102	South Saami	skåake ~ skåajje	skåake ~ skåajje	miɛhʦiɛ	miehtsie	miɛht͡siɛ	0.8125	
624	South Saami	tjåetskemes	tjåetskemes	kalmɛ	galme	kalmɛ	0.8181818181818182	
1443	South Saami	ellies	ellies	tɨɛβɛ	dïeve	tɨɛβɛ	0.8333333333333334	
4355	South Saami	sijjieh	sijjieh	tah	dah	tah	0.8571428571428571	
206	South Saami	gonnoeh	gon	jɨh	jïh	jɨh	0.8571428571428571	
4144	South Saami	soekse	soekse	mɑːrhkɛ	maarhke	mɑːrhkɛ	0.8571428571428571	
205	South Saami	gonnoeh	gon	jɨh	jïh	jɨh	0.8571428571428571	
333	South Saami	madtan	madtan	skrɑːpɛ	skraape	skrɑːpɛ	0.8571428571428571	
3193	South Saami	stuehkie	stuehkie	kaltɛ	galte	kaltɛ	0.875	
1096	South Saami	dåarodh	dåarodh	kæmhpumɛ	gæmhpome	kæmhpumɛ	0.875	
2193	South Saami	mubpie	mubpie	jeæʧɛbɛ	jeatjebe	jeæt͡ʃɛbɛ	0.875	
3193	South Saami	stuehkie	stuehkie	kʰlɔpːuʌ	klåbpoe	kʰlɔpːuʌ	0.875	
333	South Saami	madtan	madtan	noɒkɛ	nåake	noɒkɛ	1.0	
332	South Saami	måekies	måekies	skrɑːpɛ	skraape	skrɑːpɛ	1.0	
2325	Tundra Nenets	nekəlcy°	nekəlcy°	nækəlpəsʲ	нэкӑлпӑ(сь)	nækəlpəsʲ	0.5555555555555556	
8401	Tundra Nenets	ŋercy°	ŋercy°	ŋeːrpəsʲ	ӈэ̇рпӑ(сь)	ŋeːrpəsʲ	0.625	
4828	Tundra Nenets	ŋax°qna	ŋax°qna	ŋɨxɨ	ӈыхы	ŋɨxɨ	0.7142857142857143	
7234	Tundra Nenets	xæm	xæm	xæbʲiʦʲ	хэбиць	xæbʲit͡sʲ	0.7142857142857143	
673	Tundra Nenets	tola°	tola°	toːlɑŋɡoːsʲ	толаӈго(сь)	toːlɑŋɡoːsʲ	0.7272727272727273	
1922	Tundra Nenets	pəncyeq°	pəncyeq°	pəjɑk	пӑяк	pəjɑk	0.75	
4966	Tundra Nenets	yabcə°	yabcə°	jɑbʦbəsʲ	ябцбӑ(сь)	jɑbt͡sbəsʲ	0.75	
9677	Tundra Nenets	xaqmə°	xaqmə°	xəwŋɡəsʲ	хӑвӈгӑ(сь)	xəwŋɡəsʲ	0.75	
1034	Tundra Nenets	to	to	tərʔ	тӑрˮ	tərʔ	0.75	
5640	Tundra Nenets	pəkəlcy°	pəkəlcy°	tələsʲ	тӑлӑ(сь)	tələsʲ	0.75	
8137	Tundra Nenets	ladə°	ladə°	xɑdɑbəsʲ	хадабӑ(сь)	xɑdɑbəsʲ	0.75	
5498	Tundra Nenets	tæwə°	tæwə°	toːsʲ	тось	toːsʲ	0.8	
4692	Tundra Nenets	xasawa yúq	xasawa yúq	xɑsujuʔ	хасуюˮ(д)	xɑsujuʔ	0.8	
9244	Tundra Nenets	weya	weya	xeːmʔ	хэ̇мʼ	xeːmʔ	0.8	
5125	Tundra Nenets	yayebta°	yayebta°	mənzɑbtɑsʲ	мӑнзабта(сь)	mənzɑbtɑsʲ	0.8	
8343	Tundra Nenets	tye-nyana	tye-nyana	tʲeːjʲɑʎɑʔ	тей яляʼ	tʲeːj ʲɑʎɑʔ	0.8	
8880	Tundra Nenets	nyisy°	nyisy°	ɲi	ни	ɲi	0.8333333333333334	
2227	Tundra Nenets	nyabyi	nyabyi	ŋɑɲi	ӈани	ŋɑɲi	0.8333333333333334	
6435	Tundra Nenets	xúb°ta	xúb°ta	xuː	хӯ	xuː	0.8333333333333334	
6435	Tundra Nenets	xúb°ta	xúb°ta	xuːwɨ	хӯвы	xuːwɨ	0.8333333333333334	
4828	Tundra Nenets	ŋax°qna	ŋax°qna	ŋɑʔi	ӈаˮи	ŋɑʔi	0.8571428571428571	
4828	Tundra Nenets	ŋax°qna	ŋax°qna	xubtɑ	хубта	xubtɑ	0.8571428571428571	
8137	Tundra Nenets	ladə°	ladə°	jutbəsʲ	ютбӑ(сь)	jutbəsʲ	0.8571428571428571	
4828	Tundra Nenets	ŋax°qna	ŋax°qna	ŋɑdɨxɨ	ӈадыхы	ŋɑdɨxɨ	0.8571428571428571	
3698	Tundra Nenets	yadə°	yadə°	jɑdærʦʲ	ядэрць	jɑdært͡sʲ	0.8571428571428571	
836	Tundra Nenets	lempara	lempara	ŋɑmʲɑ	ӈамя	ŋɑmʲɑ	0.8571428571428571	
2706	Tundra Nenets	yah sæw°	yah sæw°	sæwkoː	сэвко	sæwkoː	0.875	
1119	Tundra Nenets	pyodə°	pyodə°	tɑroːʔmɑ	тароˮма	tɑroːʔmɑ	0.875	
2566	Tundra Nenets	puyə°	puyə°	jixibəsʲ	ихибӑ(сь)	jixibəsʲ	0.875	
9800	Tundra Nenets	wenyeko ~ wenyako	wenyeko ~ wenyako	weːʔ	вэ̇ʼ(н)	weːʔ	0.8823529411764706	
9884	Tundra Nenets	syarə°	syarə°	mɑnoːmbəsʲ	маномбӑ(сь)	mɑnoːmbəsʲ	0.9	
8518	Tundra Nenets	syakəlcy°	syakəlcy°	sʲɑtoːrəsʲ	сяторӑ(сь)	sʲɑtoːrəsʲ	0.9	
1744	Tundra Nenets	xən-cyer°q	xən-cyer°q	xurkɑwnɑ	хуркавна	xurkɑwnɑ	0.9	
7611	Tundra Nenets	mecy°	mecy°	leːtrɑmbəsʲ	лэ̇трамбӑ(сь)	leːtrɑmbəsʲ	0.9090909090909091	
6767	Tundra Nenets	pədyer-	pədyer-	xəltɑŋɡoːsʲ	хӑлтаӈго(сь)	xəltɑŋɡoːsʲ	0.9090909090909091	
9677	Tundra Nenets	xaqmə°	xaqmə°	moːʔnɑŋɡəsʲ	моˮнаӈгӑсь	moːʔnɑŋɡəsʲ	0.9090909090909091	
6406	Tundra Nenets	lyed°rəltye-	lyed°rəltye-	pərpəsʲ	пӑрпӑ(сь)	pərpəsʲ	0.9166666666666666	
5435	Tundra Nenets	myin°xə-	myin°xə-	mʲeːrbʲɑrʲiwnɑ	мербяривна	mʲeːrbʲɑrʲiwnɑ	0.9285714285714286	
500	Tundra Nenets	yínt°q	yínt°q	jindɑdmʔneːkɑlpəsʲ	индадмʼ нэ̇калпӑ(сь)	jindɑdmʔ neːkɑlpəsʲ	0.9444444444444444	
91	Tundra Nenets	yabtyiy° ~ yabtiy°	yabtyiy° ~ yabtiy°	toːjeːnɑnɑ	тоенана	toːjeːnɑnɑ	0.9444444444444444	
1247	Tundra Nenets	yent°q	yent°q	loːxoːrʦʲ	лохорць	loːxoːrt͡sʲ	1.0	
2772	Tundra Nenets	pəqmya	pəqmya	ɲɑndoːtɑ	няндота	ɲɑndoːtɑ	1.0	
168	Tundra Nenets	mal°h	mal°h	tʲukuʔ	тюкуˮ	tʲukuʔ	1.0	
5751	Tundra Nenets	tæryi	tæryi	wɑlɑkədɑ	валакӑда	wɑlɑkədɑ	1.0	
8753	Tundra Nenets	myicy°	myicy°	tɑsʲ	тась	tɑsʲ	1.0	
4523	Tundra Nenets	yarcoŋkey°	yarcoŋkey°	jeːɲɑd	еняд	jeːɲɑd	1.0	
6554	Tundra Nenets	yoxo°	yoxo°	jəŋɡumzʲ	я̆ӈгумзь	jəŋɡumzʲ	1.0	
2356	Tundra Nenets	tyircyidye°	tyircyidye°	ɲeːnzxəlɑsʲ	нензхӑла(сь)	ɲeːnzxəlɑsʲ	1.0	
7299	Tundra Nenets	yataqma	yataqma	jɑʔ	яˮ(с)	jɑʔ	1.0	
5062	Tundra Nenets	tərpə°	tərpə°	xæsʲ	хэсь	xæsʲ	1.0	
5467	Tundra Nenets	nyibyi	nyibyi	ʎɑrʦoː	лярцо	ʎɑrt͡soː	1.0	
5435	Tundra Nenets	myin°xə-	myin°xə-	ŋæloːmʔ	ӈэломʼ	ŋæloːmʔ	1.0	
7077	Tundra Nenets	pyíryibtya	pyíryibtya	ɲeːŋɑʦʲeːkɨ	не ӈацекы	ɲeː ŋɑt͡sʲeːkɨ	1.0	
5981	Tundra Nenets	syo	syo	xɨnəbʦ	хынӑбц	xɨnəbt͡s	1.0	
7814	Tundra Nenets	tər	tər	ŋæbt	ӈэбт	ŋæbt	1.0	
5593	Tundra Nenets	nye	nye	puxu	пуху	puxu	1.0	
713	Tundra Nenets	məda°	məda°	jeːrpəsʲ	ерпӑ(сь)	jeːrpəsʲ	1.0	
10137	Tundra Nenets	nyudya	nyudya	ɲoːʔʎoːkoː	нёˮлёко	ɲoːʔʎoːkoː	1.0	
9530	Tundra Nenets	sidi°	sidi°	jeːjʔ	ейʼ(н)	jeːjʔ	1.0	
9819	Tundra Nenets	tæwa	tæwa	murtɨʔ	муртыˮ(с)	murtɨʔ	1.0	
5232	Tundra Nenets	nyenecy°h	nyenecy°h	xibʲɑ	хибя	xibʲɑ	1.0	
9081	Tundra Nenets	syata-nyaŋi°	syata-nyaŋi°	wɑdʲisʲeːj	вадисей	wɑdʲisʲeːj	1.0	
1247	Tundra Nenets	yent°q	yent°q	sʲəlɑjɑsʲ	ся̆лая(сь)	sʲəlɑjɑsʲ	1.0	
9291	Tundra Nenets	xana°	xana°	mʲiɲeːsʲ	мине(сь)	mʲiɲeːsʲ	1.0	
3836	Veps	me	me	mœ	mö	mœ	0.5	
4364	Veps	hī	hī	hœ	hö	hœ	0.5	
4835	Veps	kerata	kerata	kɔɡɔtɑ	kogota	kɔɡɔtɑ	0.5	
1481	Veps	viher	viher	vihɑnd	vihand	vihɑnd	0.5	
2541	Veps	herda	herda	hɔstɑ	hosta	hɔstɑ	0.6	
4261	Veps	leta	leta	libʊtɑdɑ	libutada	libʊtɑdɑ	0.625	
2549	Veps	hośtʹa	hośtʹa	jɔrɔtɑdɑ	jorotada	jɔrɔtɑdɑ	0.625	
2541	Veps	herda	herda	jɔrɔtɑdɑ	jorotada	jɔrɔtɑdɑ	0.625	
9283	Veps	kanta ~ kantta	kanta ~ kantta	kɑndiʃtɑ	kandišta	kɑndiʃtɑ	0.6428571428571429	
6536	Veps	kadoda	kadoda	hɑjɛtɑ	hajeta	hɑjɛtɑ	0.6666666666666666	
3544	Veps	tatsta	tatsta	ʧʊtɑ	čuta	t͡ʃʊtɑ	0.6666666666666666	
1716	Veps	mit	mit	kʊt	kut	kʊt	0.6666666666666666	
7398	Veps	mändä	mändä	kævʊdɑ	kävuda	kævʊdɑ	0.6666666666666666	
686	Veps	tšapta	tšapta	lɛikɑtɑ	leikata	lɛikɑtɑ	0.7142857142857143	
2541	Veps	herda	herda	tœrkitɑ	törkita	tœrkitɑ	0.7142857142857143	
9657	Veps	kirbota	kirbota	lɑŋːɛtɑ	langeta	lɑŋːɛtɑ	0.7142857142857143	
2022	Veps	ku	ku	kʊdmɑinɛ	kudmaine	kʊdmɑinɛ	0.75	
2782	Veps	loulda	loulda	pɑjɑtɑdɑ	pajatada	pɑjɑtɑdɑ	0.75	
308	Veps	hond	hond	hʊbɑ	huba	hʊbɑ	0.75	
817	Veps	rind	rind	niʒɑ	niža	niʒɑ	0.75	
2337	Veps	rekta	rekta	ʒiɡʊtɑdɑ	žigutada	ʒiɡʊtɑdɑ	0.75	
4234	Veps	tʹö ~ tʹe	tʹö ~ tʹe	tœ	tö	tœ	0.7777777777777778	
5694	Veps	mužik	mužik	mɛzʲ	mez'	mɛzʲ	0.8	
7780	Veps	hibus	hibus	tʊk	tuk	tʊk	0.8	
4734	Veps	vajeh	vajeh	sɑnɑ	sana	sɑnɑ	0.8	
11	Veps	tulʹi	tulʹi	læmɔi	lämoi	læmɔi	0.8	
9479	Veps	jared	jared	pɑks	paks	pɑks	0.8	
8920	Veps	polʹv	polʹv	kɔmb	komb	kɔmb	0.8	
7967	Veps	suŕ	suŕ	jærɛd	järed	jærɛd	0.8	
5935	Veps	koti	koti	pɛrtʲ	pert'	pɛrtʲ	0.8	
7591	Veps	pidäda	pidäda	kɑitɑ	kaita	kɑitɑ	0.8333333333333334	
1226	Veps	joksta	joksta	vɑlʊdɑ	valuda	vɑlʊdɑ	0.8333333333333334	
10102	Veps	peń	peń	piʧʊinɛ	pičuine	pit͡ʃʊinɛ	0.8571428571428571	
7746	Veps	pagan	pagan	rɛdʊkɑz	redukaz	rɛdʊkɑz	0.8571428571428571	
2505	Veps	kruglʹē	kruglʹē	kɛxkɛr	kehker	kɛxkɛr	0.8571428571428571	
1380	Veps	jaduda	jaduda	kʏlʲmdæ	kül'mdä	kʏlʲmdæ	0.8571428571428571	
5199	Veps	ińehmoi	ińehmoi	mɛzʲ	mez'	mɛzʲ	0.8571428571428571	
5416	Veps	teravas	teravas	piɡɑi	pigai	piɡɑi	0.8571428571428571	
2549	Veps	hośtʹa	hośtʹa	tœrkitɑ	törkita	tœrkitɑ	0.8571428571428571	
1271	Veps	cvetuińe	cvetuińe	ænik	änik	ænik	0.875	
3353	Veps	nakkalaine	nakkalaine	sɛ	se	sɛ	0.9	
4486	Veps	t́iheińe ~ t́ihäińe	t́iheińe ~ t́ihäińe	sæsʲk	säs'k	sæsʲk	0.9523809523809523	
10080	Veps	pilʹvez	pilʹvez	kʊvɑhɑinɛ	kuvahaine	kʊvɑhɑinɛ	1.0	
1021	Veps	sūg	sūg	hœʊnɛh	höuneh	hœʊnɛh	1.0	
6253	Veps	t́ehtas	t́ehtas	lindæ	lindä	lindæ	1.0	
438	Veps	bolāńe	bō	mɑrj	marj	mɑrj	1.0	
1469	Veps	roho	roho	hɛin	hein	hɛin	1.0	
8531	Veps	ahav	ahav	tʊlːɛi	tullei	tʊlːɛi	1.0	
9227	Veps	veŕi	veŕi	ʧɑk	čak	t͡ʃɑk	1.0	
7819	Veps	karv	karv	hibʊz	hibuz	hibʊz	1.0	
9192	Veps	hibi	hibi	nɑxk	nahk	nɑxk	1.0	
7819	Veps	karv	karv	tʊk	tuk	tʊk	1.0	
882	Veps	tomu	tomu	pœlʏ	pölü	pœlʏ	1.0	
3412	Veps	nakka	nakka(na)	siɡæ	sigä	siɡæ	1.0	
2488	Veps	doroga	doroga	tɛ	te	tɛ	1.0	
5199	Veps	ińehmoi	ińehmoi	ristit	ristit	ristit	1.0	
8531	Veps	ahav	ahav	dœl	döl	dœl	1.0	
439	Veps	bolāńe	bō	mɑrj	marj	mɑrj	1.0	
